# zone=Tip
# idx_a=0 (length), idx_b=1 (delta_x), idx_c=2 (tp)
# range_a=[0.24, 0.5], steps_a=6
# range_b=[-0.06, -0.4], steps_b=6
# range_c=[0.6, 1.4], steps_c=6
length,delta_x,tp,zone_length,rms_lag_x,peak_lag_x,rms_lag_y,peak_lag_y,rms_accel_x,peak_accel_x,rms_accel_y,peak_accel_y,L2.5_rms_ay
0.448,-0.4,0.6,0.17883308,0.015643439,0.037601572,0.020846597,0.035705762,0.90690519,4.6010101,1.5959174,5.594807,0.021583905
0.448,-0.4,0.76,0.21547308,0.016526243,0.038243961,0.013163572,0.024340457,0.76102859,4.5604051,0.97043075,3.9779689,0.02091448
0.448,-0.4,0.92,0.24896508,0.016521487,0.037075904,0.010254925,0.019811724,0.63432919,4.1656494,0.72010849,3.4403511,0.02227122
0.448,-0.4,1.08,0.27832708,0.017017171,0.038592137,0.0087960021,0.017386296,0.58096672,4.0991764,0.56605174,2.8345522,0.023133683
0.448,-0.4,1.24,0.30366108,0.017171714,0.039167164,0.0080029388,0.01613778,0.54302424,4.0221878,0.48033685,2.5030795,0.024407243
0.448,-0.4,1.4,0.32528508,0.017036846,0.038755806,0.0074901987,0.015485012,0.51688403,3.9640296,0.43574511,2.4040099,0.026296192
0.5,-0.06,0.6,0.40335308,0.019399456,0.039559333,0.0046447357,0.0091927976,0.2559343,2.0613897,0.14726124,0.60371398,0.015216048
0.5,-0.06,0.76,0.45890508,0.019008998,0.038898011,0.0041206775,0.0076201089,0.21381918,1.9237559,0.083314567,0.5305319,0.011885791
0.5,-0.06,0.92,0.49642508,0.01907384,0.039801982,0.0039145049,0.0070930107,0.19922549,1.8863541,0.064646519,0.52950066,0.011224821
0.5,-0.06,1.08,0.52263308,0.018831457,0.039788479,0.003839409,0.0069319107,0.20653789,1.9992612,0.069525534,0.63887344,0.013728926
0.5,-0.06,1.24,0.54145308,0.018410857,0.039092777,0.0038310889,0.0069923604,0.20038744,1.9763386,0.064683239,0.59579353,0.013953843
0.5,-0.06,1.4,0.55543908,0.01831479,0.039460607,0.0038396161,0.0071585205,0.2065895,2.0466885,0.06877876,0.63416153,0.015814134
0.5,-0.128,0.6,0.27022208,0.017733407,0.037890329,0.0079605938,0.015431984,0.52075592,3.468889,0.45378584,1.88732,0.017224753
0.5,-0.128,0.76,0.32403708,0.018400198,0.039633564,0.0060278642,0.011932781,0.40168363,3.0642924,0.26121456,1.3423651,0.01561292
0.5,-0.128,0.92,0.36637308,0.018307006,0.039501514,0.0053315138,0.010575094,0.35544321,2.8979664,0.190564,1.1448597,0.015482808
0.5,-0.128,1.08,0.39954108,0.018025012,0.038925692,0.0049745585,0.010067402,0.32930619,2.8009014,0.15500413,1.0089547,0.015640364
0.5,-0.128,1.24,0.42581008,0.017865279,0.038877452,0.0047514459,0.0097101071,0.3133883,2.7491908,0.14913291,1.0718629,0.017644662
0.5,-0.128,1.4,0.44694108,0.01769385,0.038780563,0.0046406695,0.0096212122,0.30983653,2.7735822,0.15039085,1.1395756,0.020083855
0.5,-0.196,0.6,0.22935508,0.017561297,0.039726636,0.010974235,0.020607222,0.68621485,4.1713116,0.76508597,3.2148173,0.019274412
0.5,-0.196,0.76,0.27878208,0.017669118,0.038684486,0.0076668882,0.01510443,0.52356168,3.6650912,0.42913219,2.0287336,0.017609751
0.5,-0.196,0.92,0.31997708,0.017848057,0.039071338,0.0064890589,0.012983075,0.45151622,3.4324239,0.30426037,1.5466437,0.017621487
0.5,-0.196,1.08,0.35384508,0.017554825,0.038131667,0.0058922123,0.011963718,0.41169892,3.2796253,0.24693357,1.3988212,0.018391325
0.5,-0.196,1.24,0.38160108,0.017805184,0.039571814,0.0054505965,0.011284142,0.3756601,3.1405637,0.22717789,1.5231302,0.020435724
0.5,-0.196,1.4,0.40460508,0.017498112,0.038770719,0.0052501007,0.011201469,0.36934829,3.1716018,0.20987401,1.3865067,0.021854304
0.5,-0.264,0.6,0.20833308,0.017171701,0.039725461,0.01353829,0.024915115,0.8161122,4.7233235,0.96901848,3.4847241,0.019196746
0.5,-0.264,0.76,0.25426508,0.017027268,0.037495291,0.0091527018,0.017723681,0.60501992,3.9996333,0.58398483,2.6598975,0.01903787
0.5,-0.264,0.92,0.29408308,0.017517843,0.038803382,0.0074332593,0.014732135,0.50847045,3.6817716,0.41625592,2.1482809,0.019522503
0.5,-0.264,1.08,0.32778808,0.017286429,0.03786019,0.006625272,0.013289842,0.46159278,3.5476666,0.33966027,1.9626608,0.020894291
0.5,-0.264,1.24,0.35592908,0.017579024,0.039326102,0.0060744802,0.012568647,0.42679583,3.426259,0.29351055,1.8448594,0.022183618
0.5,-0.264,1.4,0.37968308,0.017230311,0.038130928,0.0057913722,0.012377346,0.41988408,3.4794505,0.25746521,1.5332079,0.022870289
0.5,-0.332,0.6,0.19520808,0.016119864,0.037434829,0.016424212,0.029024909,0.8431753,4.492171,1.2453091,4.6409983,0.020966291
0.5,-0.332,0.76,0.23836508,0.016788454,0.037279501,0.010363017,0.019839062,0.69382854,4.4624512,0.68571209,2.7960544,0.019021658
0.5,-0.332,0.92,0.27694908,0.017504889,0.039486402,0.0082323043,0.016326293,0.56146771,3.9453474,0.49812837,2.4412286,0.020106713
0.5,-0.332,1.08,0.31013308,0.017325356,0.038605118,0.0072656059,0.014534456,0.48843517,3.6381926,0.39808639,2.1209835,0.021322963
0.5,-0.332,1.24,0.33838108,0.017082607,0.037662167,0.0066519406,0.013644751,0.46555406,3.6325072,0.34089603,1.952993,0.022705816
0.5,-0.332,1.4,0.36245608,0.017251253,0.038679496,0.0062171707,0.013220169,0.44643298,3.6220283,0.30377091,1.7784735,0.024026175
0.5,-0.4,0.6,0.18607308,0.015588149,0.035730139,0.018332249,0.031915578,0.92826445,4.985546,1.3820076,4.7553881,0.020640455
0.5,-0.4,0.76,0.22702308,0.016626258,0.037634026,0.011610621,0.02188032,0.72828383,4.5224135,0.8174307,3.3949183,0.020073632
0.5,-0.4,0.92,0.26444108,0.016891119,0.037524716,0.0089764331,0.01765443,0.61598637,4.2085299,0.56582192,2.5973101,0.020347078
0.5,-0.4,1.08,0.29719508,0.017518221,0.03981624,0.0077807547,0.015610336,0.53880056,3.9497017,0.45185531,2.2805617,0.021757221
0.5,-0.4,1.24,0.32539108,0.017267344,0.038811982,0.0070956475,0.014535868,0.50419558,3.875787,0.37680115,1.9681836,0.022757593
0.5,-0.4,1.4,0.34961608,0.017405203,0.039788422,0.0065925634,0.013941325,0.46164395,3.6780992,0.35308325,2.1210857,0.025518527
