X(mm),Y(mm),Z(mm)
-12.536751,986.567313,0.000000
-12.437738,986.137227,0.000000
-12.339180,985.707141,0.000000
-12.241086,985.277055,0.000000
-12.143450,984.846969,0.000000
-12.046274,984.416883,0.000000
-11.949555,983.986797,0.000000
-11.853297,983.556711,0.000000
-11.757497,983.126625,0.000000
-11.662162,982.696539,0.000000
-11.567285,982.266453,0.000000
-11.472867,981.836367,0.000000
-11.378908,981.406281,0.000000
-11.285411,980.976195,0.000000
-11.192377,980.546109,0.000000
-11.099802,980.116023,0.000000
-11.007687,979.685937,0.000000
-10.916032,979.255851,0.000000
-10.824836,978.825765,0.000000
-10.734105,978.395679,0.000000
-10.643833,977.965593,0.000000
-10.554021,977.535507,0.000000
-10.464668,977.105421,0.000000
-10.375774,976.675335,0.000000
-10.287345,976.245249,0.000000
-10.199374,975.815163,0.000000
-10.111864,975.385077,0.000000
-10.024811,974.954991,0.000000
-9.938217,974.524905,0.000000
-9.852085,974.094819,0.000000
-9.766414,973.664733,0.000000
-9.681199,973.234647,0.000000
-9.596444,972.804561,0.000000
-9.512144,972.374475,0.000000
-9.428306,971.944389,0.000000
-9.344926,971.514303,0.000000
-9.262005,971.084217,0.000000
-9.179537,970.654131,0.000000
-9.097528,970.224045,0.000000
-9.015974,969.793959,0.000000
-8.934882,969.363873,0.000000
-8.854241,968.933787,0.000000
-8.774058,968.503701,0.000000
-8.694326,968.073615,0.000000
-8.615053,967.643529,0.000000
-8.536234,967.213443,0.000000
-8.457871,966.783357,0.000000
-8.379956,966.353271,0.000000
-8.302497,965.923185,0.000000
-8.225487,965.493099,0.000000
-8.148936,965.063013,0.000000
-8.072832,964.632927,0.000000
-7.997182,964.202841,0.000000
-7.921976,963.772755,0.000000
-7.847224,963.342669,0.000000
-7.772921,962.912583,0.000000
-7.699070,962.482496,0.000000
-7.625662,962.052410,0.000000
-7.552704,961.622324,0.000000
-7.480188,961.192238,0.000000
-7.408126,960.762152,0.000000
-7.336505,960.332066,0.000000
-7.265333,959.901980,0.000000
-7.194598,959.471894,0.000000
-7.124311,959.041808,0.000000
-7.054464,958.611722,0.000000
-6.985065,958.181636,0.000000
-6.916102,957.751550,0.000000
-6.847583,957.321464,0.000000
-6.779497,956.891378,0.000000
-6.711857,956.461292,0.000000
-6.644652,956.031206,0.000000
-6.577889,955.601120,0.000000
-6.511556,955.171034,0.000000
-6.445662,954.740948,0.000000
-6.380200,954.310862,0.000000
-6.315178,953.880776,0.000000
-6.250585,953.450690,0.000000
-6.186427,953.020604,0.000000
-6.122695,952.590518,0.000000
-6.059397,952.160432,0.000000
-5.996529,951.730346,0.000000
-5.934092,951.300260,0.000000
-5.872078,950.870174,0.000000
-5.810493,950.440088,0.000000
-5.749330,950.010002,0.000000
-5.688599,949.579916,0.000000
-5.628288,949.149830,0.000000
-5.568401,948.719744,0.000000
-5.508932,948.289658,0.000000
-5.449886,947.859572,0.000000
-5.391261,947.429486,0.000000
-5.333056,946.999400,0.000000
-5.275266,946.569314,0.000000
-5.217893,946.139228,0.000000
-5.160933,945.709142,0.000000
-5.104392,945.279056,0.000000
-5.048263,944.848970,0.000000
-4.992547,944.418884,0.000000
-4.937239,943.988798,0.000000
-4.882341,943.558712,0.000000
-4.827853,943.128626,0.000000
-4.773775,942.698540,0.000000
-4.720101,942.268454,0.000000
-4.666833,941.838368,0.000000
-4.613966,941.408282,0.000000
-4.561505,940.978196,0.000000
-4.509446,940.548110,0.000000
-4.457788,940.118024,0.000000
-4.406527,939.687938,0.000000
-4.355664,939.257852,0.000000
-4.305197,938.827766,0.000000
-4.255129,938.397680,0.000000
-4.205454,937.967594,0.000000
-4.156171,937.537508,0.000000
-4.107279,937.107421,0.000000
-4.058776,936.677335,0.000000
-4.010667,936.247249,0.000000
-3.962943,935.817163,0.000000
-3.915606,935.387077,0.000000
-3.868652,934.956991,0.000000
-3.822081,934.526905,0.000000
-3.775896,934.096819,0.000000
-3.730092,933.666733,0.000000
-3.684666,933.236647,0.000000
-3.639618,932.806561,0.000000
-3.594945,932.376475,0.000000
-3.550652,931.946389,0.000000
-3.506731,931.516303,0.000000
-3.463184,931.086217,0.000000
-3.420006,930.656131,0.000000
-3.377198,930.226045,0.000000
-3.334758,929.795959,0.000000
-3.292689,929.365873,0.000000
-3.250982,928.935787,0.000000
-3.209640,928.505701,0.000000
-3.168658,928.075615,0.000000
-3.128040,927.645529,0.000000
-3.087782,927.215443,0.000000
-3.047883,926.785357,0.000000
-3.008337,926.355271,0.000000
-2.969148,925.925185,0.000000
-2.930311,925.495099,0.000000
-2.891831,925.065013,0.000000
-2.853698,924.634927,0.000000
-2.815915,924.204841,0.000000
-2.778477,923.774755,0.000000
-2.741388,923.344669,0.000000
-2.704642,922.914583,0.000000
-2.668242,922.484497,0.000000
-2.632180,922.054411,0.000000
-2.596459,921.624325,0.000000
-2.561073,921.194239,0.000000
-2.526030,920.764153,0.000000
-2.491318,920.334067,0.000000
-2.456942,919.903981,0.000000
-2.422893,919.473895,0.000000
-2.389178,919.043809,0.000000
-2.355790,918.613723,0.000000
-2.322733,918.183637,0.000000
-2.289997,917.753551,0.000000
-2.257588,917.323465,0.000000
-2.225496,916.893379,0.000000
-2.193731,916.463293,0.000000
-2.162281,916.033207,0.000000
-2.131152,915.603121,0.000000
-2.100333,915.173035,0.000000
-2.069832,914.742949,0.000000
-2.039640,914.312863,0.000000
-2.009764,913.882777,0.000000
-1.980193,913.452691,0.000000
-1.950932,913.022605,0.000000
-1.921972,912.592519,0.000000
-1.893320,912.162432,0.000000
-1.864969,911.732346,0.000000
-1.836922,911.302260,0.000000
-1.809169,910.872174,0.000000
-1.781715,910.442088,0.000000
-1.754555,910.012002,0.000000
-1.727693,909.581916,0.000000
-1.701120,909.151830,0.000000
-1.674840,908.721744,0.000000
-1.648845,908.291658,0.000000
-1.623138,907.861572,0.000000
-1.597718,907.431486,0.000000
-1.572583,907.001400,0.000000
-1.547727,906.571314,0.000000
-1.523152,906.141228,0.000000
-1.498853,905.711142,0.000000
-1.474835,905.281056,0.000000
-1.451090,904.850970,0.000000
-1.427620,904.420884,0.000000
-1.404418,903.990798,0.000000
-1.381487,903.560712,0.000000
-1.358825,903.130626,0.000000
-1.336431,902.700540,0.000000
-1.314299,902.270454,0.000000
-1.292431,901.840368,0.000000
-1.270822,901.410282,0.000000
-1.249474,900.980196,0.000000
-1.228384,900.550110,0.000000
-1.207550,900.120024,0.000000
-1.186969,899.689938,0.000000
-1.166640,899.259852,0.000000
-1.146562,898.829766,0.000000
-1.126735,898.399680,0.000000
-1.107153,897.969594,0.000000
-1.087817,897.539508,0.000000
-1.068723,897.109422,0.000000
-1.049872,896.679336,0.000000
-1.031262,896.249250,0.000000
-1.012890,895.819164,0.000000
