===BEGIN_METADATA===
Test Name: 2026-01-03_test_205733,yyyy-mm-dd_test_hhmmss
Test Type: Force Cycle,Force: 35N,Cycles: 66,Dwell Time: 1sec,Tool Accuracy: +/-0.05N
Test Number in Session: 06,Time since Last Test: ~5min
Number of ICB-Sensors: 1,Sensor Label(s): B
ICB-Sensor B's Serial#: 002,Length: 120mm,Spacing: 40mm,Saturation Load: 80N,Factor of Safety at Saturation: 1.5
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_90SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor B's Latest Calibration: N/A,kB1: 1.0,dB1: 1.0,cB1: 1.0,kB2: 1.0,dB2: 1.0,cB2: 1.0
===END_METADATA===
===BEGIN_DATA===
Time_B_sec,Strain_B1_raw,Strain_B2_raw,Processed_Time
0.004794,-0725693,-0617756,20:57:34.677829
0.014818,-0724037,-0617756,20:57:34.677829
0.024850,-0724037,-0617491,20:57:34.678821
0.034880,-0725273,-0616908,20:57:34.678821
0.044874,-0724775,-0618251,20:57:34.678821
0.054871,-0724376,-0616714,20:57:34.735365
0.064870,-0725734,-0617715,20:57:34.735365
0.074923,-0723967,-0617465,20:57:34.735365
0.084922,-0725198,-0616817,20:57:34.735365
0.094921,-0724861,-0618211,20:57:34.735365
0.104920,-0724285,-0616758,20:57:34.735365
0.114917,-0725719,-0617753,20:57:34.735365
0.124913,-0723952,-0617460,20:57:34.781991
0.134969,-0725246,-0616875,20:57:34.781991
0.144966,-0724890,-0618242,20:57:34.781991
0.154960,-0724409,-0616818,20:57:34.781991
0.164954,-0725823,-0617689,20:57:34.828417
0.175019,-0724103,-0617416,20:57:34.828417
0.185019,-0725348,-0616798,20:57:34.829418
0.195015,-0724815,-0618176,20:57:34.829418
0.205011,-0724298,-0616742,20:57:34.829418
0.215005,-0725714,-0617730,20:57:34.875797
0.225043,-0724020,-0617634,20:57:34.875797
0.235065,-0725342,-0616723,20:57:34.875797
0.245073,-0724769,-0618222,20:57:34.875797
0.255072,-0724253,-0616750,20:57:34.875797
0.265070,-0725868,-0617759,20:57:34.921398
0.275116,-0724050,-0617620,20:57:34.921398
0.285114,-0725342,-0616827,20:57:34.921398
0.295125,-0724906,-0618234,20:57:34.921398
0.305121,-0724376,-0616754,20:57:34.968407
0.315156,-0725703,-0617715,20:57:34.969423
0.325152,-0724029,-0617533,20:57:34.969423
0.335149,-0725119,-0616750,20:57:34.969423
0.345171,-0724872,-0618211,20:57:34.969423
0.355166,-0724251,-0616780,20:57:35.014413
0.365230,-0725757,-0617631,20:57:35.015414
0.375226,-0723974,-0617623,20:57:35.015414
0.385220,-0725115,-0616791,20:57:35.015414
0.395214,-0724977,-0618308,20:57:35.015414
0.405209,-0724181,-0616817,20:57:35.062396
0.415240,-0725760,-0617731,20:57:35.062396
0.425237,-0724145,-0617607,20:57:35.062396
0.435233,-0725296,-0616718,20:57:35.063399
0.445261,-0724968,-0618147,20:57:35.108127
0.455325,-0724240,-0616991,20:57:35.109130
0.465321,-0725767,-0617608,20:57:35.109130
0.475319,-0724079,-0617495,20:57:35.110139
0.485318,-0725184,-0616689,20:57:35.110139
0.495329,-0724926,-0618354,20:57:35.155303
0.505360,-0724254,-0616929,20:57:35.155303
0.515360,-0725729,-0617711,20:57:35.155303
0.525362,-0724160,-0617669,20:57:35.155303
0.535358,-0725255,-0616677,20:57:35.155303
0.545378,-0725068,-0618060,20:57:35.201625
0.555411,-0724156,-0616937,20:57:35.201625
0.565412,-0725688,-0617617,20:57:35.201625
0.575409,-0724091,-0617667,20:57:35.201625
0.585405,-0725031,-0616612,20:57:35.248698
0.595438,-0724792,-0618132,20:57:35.248698
0.605432,-0724198,-0616844,20:57:35.248698
0.615428,-0725689,-0617612,20:57:35.248698
0.625425,-0724117,-0617687,20:57:35.249697
0.635425,-0724971,-0616732,20:57:35.297366
0.645458,-0724971,-0618255,20:57:35.297366
0.655464,-0724192,-0616831,20:57:35.298368
0.665463,-0725723,-0617548,20:57:35.298368
0.675464,-0724056,-0617581,20:57:35.298368
0.685463,-0725109,-0616766,20:57:35.342403
0.695507,-0724843,-0618287,20:57:35.342403
0.705504,-0724096,-0617055,20:57:35.342403
0.715500,-0725919,-0617653,20:57:35.342403
0.725498,-0724105,-0617778,20:57:35.388974
0.735553,-0725086,-0616724,20:57:35.388974
0.745547,-0724970,-0618190,20:57:35.388974
0.755586,-0724159,-0616877,20:57:35.388974
0.765581,-0725856,-0617637,20:57:35.389982
0.775582,-0724077,-0617692,20:57:35.436073
0.785631,-0725113,-0616805,20:57:35.436073
0.795632,-0725085,-0618243,20:57:35.436073
0.805630,-0724150,-0616922,20:57:35.436073
0.815626,-0725763,-0617577,20:57:35.436073
0.825622,-0724169,-0617835,20:57:35.483851
0.835657,-0725138,-0616740,20:57:35.483851
0.845661,-0725207,-0618072,20:57:35.483851
0.855683,-0724069,-0616976,20:57:35.483851
0.865677,-0725890,-0617568,20:57:35.528948
0.875744,-0724342,-0617800,20:57:35.529948
0.885776,-0725057,-0616697,20:57:35.529948
0.895772,-0725338,-0618242,20:57:35.529948
0.905768,-0724166,-0616975,20:57:35.529948
0.915763,-0725974,-0617477,20:57:35.575639
0.925795,-0724278,-0617940,20:57:35.575639
0.935794,-0725197,-0616697,20:57:35.575639
0.945788,-0725189,-0618212,20:57:35.575639
0.955838,-0724268,-0616937,20:57:35.575639
0.965848,-0726008,-0617561,20:57:35.622306
0.975881,-0724286,-0617885,20:57:35.622306
0.985882,-0725141,-0616682,20:57:35.622306
0.995878,-0725250,-0618378,20:57:35.622306
1.005872,-0724203,-0616902,20:57:35.667895
1.015902,-0725834,-0617482,20:57:35.667895
1.025904,-0724397,-0617912,20:57:35.667895
1.035907,-0725264,-0616735,20:57:35.667895
1.045902,-0725323,-0618152,20:57:35.667895
1.055928,-0724343,-0616967,20:57:35.717711
1.065962,-0726006,-0617392,20:57:35.718711
1.075960,-0724335,-0617777,20:57:35.718711
1.085956,-0725259,-0616706,20:57:35.718711
1.095951,-0725459,-0618178,20:57:35.759934
1.106020,-0724264,-0616881,20:57:35.759934
1.116062,-0725891,-0617461,20:57:35.759934
1.126062,-0724576,-0617824,20:57:35.759934
1.136061,-0725174,-0616597,20:57:35.759934
1.146058,-0725281,-0618196,20:57:35.805967
1.156092,-0724185,-0616812,20:57:35.805967
1.166115,-0725915,-0617409,20:57:35.805967
1.176112,-0724479,-0617850,20:57:35.805967
1.186108,-0725216,-0616571,20:57:35.806973
1.196102,-0725302,-0618170,20:57:35.852507
1.206138,-0724189,-0617040,20:57:35.852507
1.216136,-0725919,-0617406,20:57:35.852507
1.226132,-0724531,-0617935,20:57:35.852507
1.236129,-0725236,-0616720,20:57:35.898561
1.246171,-0725490,-0618216,20:57:35.898561
1.256167,-0724377,-0616848,20:57:35.898561
1.266188,-0725993,-0617397,20:57:35.898561
1.276192,-0724389,-0617837,20:57:35.898561
1.286193,-0725201,-0616812,20:57:35.945443
1.296281,-0725396,-0618083,20:57:35.945443
1.306280,-0724339,-0617052,20:57:35.945443
1.316274,-0726037,-0617447,20:57:35.945443
1.326268,-0724550,-0617875,20:57:35.945443
1.336265,-0725181,-0616638,20:57:35.992806
1.346297,-0725665,-0618051,20:57:35.992806
1.356296,-0724256,-0616899,20:57:35.992806
1.366340,-0725982,-0617412,20:57:35.992806
1.376337,-0724528,-0617887,20:57:36.039304
1.386371,-0725102,-0616505,20:57:36.039304
1.396373,-0725440,-0618059,20:57:36.039304
1.406369,-0724226,-0616962,20:57:36.039304
1.416367,-0725899,-0617395,20:57:36.039304
1.426366,-0724568,-0617934,20:57:36.086526
1.436420,-0725257,-0616627,20:57:36.086526
1.446419,-0725526,-0618113,20:57:36.086526
1.456414,-0724126,-0616983,20:57:36.086526
1.466436,-0726020,-0617321,20:57:36.086526
1.476433,-0724528,-0617933,20:57:36.133384
1.486472,-0725100,-0616540,20:57:36.133384
1.496471,-0725510,-0618099,20:57:36.133384
1.506467,-0724164,-0616960,20:57:36.133384
1.516462,-0725810,-0617199,20:57:36.180013
1.526513,-0724609,-0617921,20:57:36.180013
1.536514,-0725079,-0616585,20:57:36.180013
1.546509,-0725472,-0618073,20:57:36.180013
