===BEGIN_METADATA===
Test Type: Force Cycle,Force: 50N,Cycles: 100,Dwell Time: 1sec,Tool Accuracy: +/-0.05N
Test Number in Session: 10,Time since Last Test: ~6min
Number of ICB-Sensors: 1,Sensor Label(s): A
ICB-Sensor A's Serial#: 001,Length: 100mm,Spacing: 40mm,Saturation Load: 70N,Factor of Safety at Saturation: 1.5
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_90SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor A's Latest Calibration: N/A,kA1: 1.0,dA1: 1.0,cA1: 1.0,kA2: 1.0,dA2: 1.0,cA2: 1.0
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Processed_Time
0.004787,-0458717,-0565064,17:24:31.197868
0.014810,-0459309,-0565064,17:24:31.197868
0.024843,-0459309,-0565961,17:24:31.197868
0.034840,-0458458,-0565499,17:24:31.197868
0.044836,-0459138,-0565640,17:24:31.197868
0.054833,-0458856,-0565964,17:24:31.243790
0.064895,-0458803,-0565108,17:24:31.243790
0.074927,-0459231,-0566059,17:24:31.243790
0.084924,-0458391,-0565427,17:24:31.244789
0.094920,-0459153,-0565603,17:24:31.244789
0.104956,-0458811,-0565811,17:24:31.290760
0.115007,-0458769,-0565103,17:24:31.290760
0.125014,-0459297,-0565934,17:24:31.290760
0.135008,-0458551,-0565492,17:24:31.290760
0.145004,-0459255,-0565599,17:24:31.290760
0.155002,-0458753,-0565858,17:24:31.337772
0.165033,-0458695,-0565198,17:24:31.337772
0.175027,-0459229,-0566069,17:24:31.337772
0.185022,-0458471,-0565409,17:24:31.337772
0.195018,-0459143,-0565565,17:24:31.382725
0.205050,-0458831,-0565855,17:24:31.382725
0.215073,-0458724,-0565213,17:24:31.382725
0.225067,-0459284,-0565956,17:24:31.382725
0.235063,-0458441,-0565460,17:24:31.382725
0.245059,-0459154,-0565622,17:24:31.431200
0.255143,-0458943,-0566013,17:24:31.431200
0.265139,-0458720,-0565224,17:24:31.431200
0.275140,-0459327,-0565973,17:24:31.431200
0.285137,-0458546,-0565351,17:24:31.431200
0.295132,-0459226,-0565460,17:24:31.477035
0.305186,-0458896,-0565742,17:24:31.477035
0.315208,-0458689,-0565091,17:24:31.477035
0.325224,-0459371,-0566005,17:24:31.477035
0.335223,-0458410,-0565487,17:24:31.522269
0.345253,-0459209,-0565510,17:24:31.523268
0.355261,-0458898,-0566052,17:24:31.523268
0.365258,-0458713,-0565177,17:24:31.523268
0.375252,-0459364,-0566068,17:24:31.523268
0.385261,-0458473,-0565405,17:24:31.570448
0.395353,-0459226,-0565573,17:24:31.570448
0.405350,-0458823,-0565933,17:24:31.570448
0.415372,-0458679,-0565166,17:24:31.570448
0.425371,-0459442,-0565972,17:24:31.570448
0.435369,-0458480,-0565436,17:24:31.618028
0.445403,-0459159,-0565397,17:24:31.618028
0.455402,-0458778,-0565985,17:24:31.618028
0.465396,-0458787,-0565120,17:24:31.619028
0.475394,-0459348,-0565968,17:24:31.664129
0.485427,-0458532,-0565387,17:24:31.664129
0.495452,-0459194,-0565453,17:24:31.664129
0.505446,-0458963,-0565965,17:24:31.664129
0.515474,-0458752,-0565176,17:24:31.664129
0.525478,-0459446,-0565955,17:24:31.713275
0.535549,-0458497,-0565621,17:24:31.713275
0.545550,-0459055,-0565438,17:24:31.713275
0.555547,-0458954,-0566068,17:24:31.713275
0.565544,-0458684,-0565229,17:24:31.713275
0.575543,-0459456,-0565934,17:24:31.757416
0.585587,-0458590,-0565549,17:24:31.757416
0.595586,-0459179,-0565362,17:24:31.757416
0.605582,-0458997,-0566026,17:24:31.757416
0.615607,-0458787,-0565295,17:24:31.803549
0.625642,-0459357,-0565895,17:24:31.803549
0.635650,-0458550,-0565521,17:24:31.803549
0.645647,-0459201,-0565484,17:24:31.803549
0.655643,-0459037,-0566020,17:24:31.803549
0.665640,-0458768,-0565189,17:24:31.851085
0.675724,-0459364,-0565896,17:24:31.851085
0.685720,-0458573,-0565539,17:24:31.851085
0.695714,-0459108,-0565481,17:24:31.851085
0.705710,-0458869,-0566123,17:24:31.851085
0.715733,-0458778,-0564934,17:24:31.896148
0.725768,-0459326,-0565958,17:24:31.896148
0.735764,-0458530,-0565668,17:24:31.896148
0.745761,-0459077,-0565441,17:24:31.896148
0.755757,-0459006,-0565984,17:24:31.941887
0.765790,-0458688,-0565213,17:24:31.942886
0.775792,-0459374,-0565854,17:24:31.942886
0.785804,-0458505,-0565549,17:24:31.942886
0.795801,-0458967,-0565398,17:24:31.942886
0.805796,-0459048,-0566108,17:24:31.988012
0.815836,-0458613,-0564920,17:24:31.989018
0.825858,-0459477,-0565923,17:24:31.989018
0.835873,-0458481,-0565571,17:24:31.989018
0.845870,-0459157,-0565512,17:24:32.034439
0.855945,-0458984,-0566084,17:24:32.035438
0.865974,-0458711,-0565273,17:24:32.035438
0.875968,-0459359,-0565892,17:24:32.035438
0.885974,-0458540,-0565566,17:24:32.035438
0.895973,-0459005,-0565522,17:24:32.081405
0.906005,-0458908,-0566107,17:24:32.082405
0.916007,-0458671,-0565030,17:24:32.082405
0.926035,-0459375,-0565953,17:24:32.082405
0.936029,-0458510,-0565563,17:24:32.082405
0.946045,-0458987,-0565444,17:24:32.129558
0.956079,-0458971,-0566111,17:24:32.129558
0.966074,-0458687,-0565121,17:24:32.129558
0.976070,-0459425,-0565936,17:24:32.129558
0.986066,-0458471,-0565591,17:24:32.175497
0.996123,-0459053,-0565324,17:24:32.175497
1.006153,-0458848,-0566182,17:24:32.175497
1.016148,-0458637,-0565262,17:24:32.175497
1.026175,-0459388,-0565918,17:24:32.175497
1.036177,-0458407,-0565593,17:24:32.221836
1.046211,-0458921,-0565377,17:24:32.221836
1.056210,-0458903,-0566148,17:24:32.222836
1.066207,-0458692,-0565140,17:24:32.222836
1.076203,-0459307,-0565994,17:24:32.222836
1.086197,-0458435,-0565527,17:24:32.267818
1.096232,-0459033,-0565369,17:24:32.267818
1.106229,-0458980,-0566051,17:24:32.267818
1.116225,-0458550,-0565234,17:24:32.267818
1.126248,-0459427,-0565844,17:24:32.314042
1.136279,-0458498,-0565524,17:24:32.314042
1.146291,-0458920,-0565397,17:24:32.314042
1.156289,-0459015,-0566138,17:24:32.314042
1.166285,-0458510,-0565316,17:24:32.314042
1.176281,-0459329,-0565987,17:24:32.362850
1.186384,-0458558,-0565686,17:24:32.363850
1.196395,-0458992,-0565272,17:24:32.363850
1.206391,-0459073,-0566144,17:24:32.363850
1.216385,-0458382,-0565269,17:24:32.363850
1.226400,-0459399,-0565614,17:24:32.408111
1.236434,-0458441,-0565659,17:24:32.408111
1.246435,-0458883,-0565246,17:24:32.408111
1.256431,-0458957,-0566091,17:24:32.408111
1.266426,-0458452,-0565346,17:24:32.454788
1.276460,-0459355,-0565771,17:24:32.454788
1.286462,-0458446,-0565688,17:24:32.454788
1.296461,-0459008,-0565360,17:24:32.454788
1.306462,-0458961,-0566045,17:24:32.454788
1.316461,-0458477,-0565218,17:24:32.500236
1.326510,-0459356,-0565535,17:24:32.500236
1.336529,-0458424,-0565724,17:24:32.500236
1.346523,-0458865,-0565385,17:24:32.500236
