===BEGIN_METADATA===
"This CSV contains gyroscope, accelerometer, and magnetometer data synced with the test named below."
Test Name: 2026-07-07_145646_01,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Calibrations: (not implemented yet)
===END_METADATA===
===BEGIN_DATA===
Time (sec),Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Processed_Time
0.008913,+0000019,-0000023,-0000011,+0000075,-0000080,+0004144,-0000772,+0000476,-0002321,14:56:50.224343
0.009251,+0000003,-0000031,-0000010,+0000057,-0000088,+0004170,-0000780,+0000484,-0002339,14:56:50.228344
0.009581,+0000021,-0000034,-0000003,+0000041,-0000090,+0004159,-0000780,+0000484,-0002339,14:56:50.228344
0.009914,+0000030,-0000026,-0000027,+0000047,-0000098,+0004149,-0000780,+0000484,-0002339,14:56:50.228344
0.010601,-0000008,-0000007,+0000000,+0000060,-0000093,+0004145,-0000772,+0000482,-0002329,14:56:50.228344
0.010911,+0000011,-0000012,-0000003,+0000048,-0000098,+0004134,-0000772,+0000482,-0002329,14:56:50.228344
0.011361,+0000018,-0000026,-0000016,+0000050,-0000098,+0004154,-0000772,+0000482,-0002329,14:56:50.228344
0.011577,+0000025,-0000045,+0000003,+0000050,-0000098,+0004154,-0000780,+0000480,-0002320,14:56:50.228344
0.011912,-0000002,-0000013,-0000005,+0000039,-0000093,+0004159,-0000780,+0000480,-0002320,14:56:50.228344
0.012249,-0000003,-0000013,-0000002,+0000054,-0000104,+0004162,-0000780,+0000480,-0002320,14:56:50.228344
0.012576,+0000011,-0000014,+0000001,+0000053,-0000104,+0004165,-0000790,+0000460,-0002289,14:56:50.228344
0.012910,+0000011,-0000037,-0000013,+0000041,-0000095,+0004145,-0000790,+0000460,-0002289,14:56:50.228344
0.013248,+0000017,-0000024,+0000008,+0000060,-0000100,+0004145,-0000790,+0000460,-0002289,14:56:50.228344
0.013576,+0000021,-0000042,-0000025,+0000057,-0000107,+0004142,-0000790,+0000476,-0002302,14:56:50.228344
0.013908,+0000013,-0000018,-0000008,+0000042,-0000096,+0004139,-0000790,+0000476,-0002302,14:56:50.228344
0.014248,+0000016,-0000008,-0000002,+0000045,-0000088,+0004129,-0000790,+0000476,-0002302,14:56:50.228344
0.014575,+0000006,-0000019,-0000008,+0000035,-0000082,+0004167,-0000784,+0000484,-0002315,14:56:50.275399
0.014908,+0000025,-0000046,-0000007,+0000048,-0000089,+0004173,-0000784,+0000484,-0002315,14:56:50.275399
0.015250,+0000018,-0000021,-0000013,+0000040,-0000091,+0004165,-0000784,+0000484,-0002315,14:56:50.275399
0.015578,+0000002,+0000003,-0000004,+0000044,-0000087,+0004130,-0000786,+0000488,-0002317,14:56:50.275399
0.016046,+0000018,-0000018,-0000007,+0000062,-0000095,+0004140,-0000786,+0000488,-0002317,14:56:50.275399
0.016418,+0000015,-0000031,-0000008,+0000056,-0000095,+0004136,-0000786,+0000488,-0002317,14:56:50.275399
0.016575,+0000015,-0000031,-0000008,+0000056,-0000095,+0004136,-0000784,+0000476,-0002332,14:56:50.275399
0.016907,+0000024,-0000025,-0000012,+0000069,-0000081,+0004148,-0000784,+0000476,-0002332,14:56:50.275399
0.017245,+0000016,-0000015,-0000011,+0000057,-0000101,+0004138,-0000784,+0000476,-0002332,14:56:50.275399
0.017572,+0000005,-0000023,-0000012,+0000050,-0000090,+0004125,-0000778,+0000468,-0002324,14:56:50.275399
0.017904,+0000003,-0000018,-0000013,+0000035,-0000095,+0004137,-0000778,+0000468,-0002324,14:56:50.275399
0.018237,+0000010,-0000011,-0000007,+0000034,-0000083,+0004157,-0000778,+0000468,-0002324,14:56:50.275399
0.018705,+0000007,-0000021,+0000000,+0000057,-0000102,+0004144,-0000790,+0000472,-0002337,14:56:50.275399
0.018948,+0000019,-0000026,-0000005,+0000051,-0000084,+0004155,-0000790,+0000472,-0002337,14:56:50.275399
0.019244,+0000007,-0000027,-0000004,+0000053,-0000095,+0004160,-0000790,+0000472,-0002337,14:56:50.275399
0.019570,+0000016,-0000034,-0000013,+0000050,-0000080,+0004156,-0000792,+0000488,-0002333,14:56:50.275399
0.019903,+0000014,+0000000,-0000008,+0000041,-0000084,+0004166,-0000792,+0000488,-0002333,14:56:50.275399
0.020235,+0000002,-0000015,-0000010,+0000047,-0000070,+0004161,-0000792,+0000488,-0002333,14:56:50.275399
0.020568,+0000003,-0000018,-0000010,+0000038,-0000101,+0004144,-0000778,+0000480,-0002334,14:56:50.275399
0.020907,+0000016,-0000032,-0000019,+0000045,-0000074,+0004149,-0000778,+0000480,-0002334,14:56:50.275399
0.021234,+0000008,-0000021,+0000005,+0000053,-0000064,+0004178,-0000778,+0000480,-0002334,14:56:50.275399
0.021567,+0000010,-0000023,-0000018,+0000041,-0000076,+0004155,-0000786,+0000480,-0002328,14:56:50.275399
0.021900,+0000013,-0000026,-0000007,+0000057,-0000085,+0004159,-0000786,+0000480,-0002328,14:56:50.275399
0.022233,+0000008,-0000006,-0000002,+0000054,-0000086,+0004156,-0000786,+0000480,-0002328,14:56:50.275399
0.022566,+0000005,-0000019,-0000010,+0000042,-0000078,+0004144,-0000782,+0000492,-0002313,14:56:50.275399
0.022899,+0000022,-0000037,-0000010,+0000044,-0000096,+0004152,-0000782,+0000492,-0002313,14:56:50.275399
0.023232,+0000011,-0000037,-0000015,+0000028,-0000086,+0004144,-0000782,+0000492,-0002313,14:56:50.275399
0.023565,+0000024,-0000038,-0000010,+0000040,-0000094,+0004148,-0000784,+0000480,-0002329,14:56:50.275399
0.023898,+0000006,-0000002,-0000016,+0000026,-0000092,+0004162,-0000784,+0000480,-0002329,14:56:50.275399
0.024231,+0000008,-0000008,+0000003,+0000045,-0000098,+0004153,-0000784,+0000480,-0002329,14:56:50.275399
0.024564,+0000011,-0000024,-0000005,+0000056,-0000090,+0004156,-0000766,+0000482,-0002316,14:56:50.275399
0.024897,+0000031,-0000045,-0000011,+0000042,-0000102,+0004148,-0000766,+0000482,-0002316,14:56:50.275399
0.025230,+0000011,-0000029,-0000011,+0000047,-0000083,+0004149,-0000766,+0000482,-0002316,14:56:50.275399
0.025563,+0000021,-0000023,-0000010,+0000045,-0000107,+0004168,-0000780,+0000482,-0002333,14:56:50.275399
0.025896,+0000002,-0000002,-0000002,+0000040,-0000092,+0004140,-0000780,+0000482,-0002333,14:56:50.275399
0.026229,+0000005,-0000006,-0000002,+0000053,-0000079,+0004159,-0000780,+0000482,-0002333,14:56:50.275399
0.026562,+0000018,-0000024,-0000015,+0000036,-0000098,+0004159,-0000774,+0000484,-0002333,14:56:50.275399
0.026896,+0000027,-0000027,-0000007,+0000038,-0000074,+0004136,-0000774,+0000484,-0002333,14:56:50.275399
0.027228,+0000016,-0000032,-0000019,+0000062,-0000079,+0004152,-0000774,+0000484,-0002333,14:56:50.275399
0.027561,+0000006,-0000018,-0000004,+0000059,-0000110,+0004150,-0000768,+0000484,-0002327,14:56:50.275399
0.027894,+0000007,-0000016,-0000016,+0000073,-0000074,+0004165,-0000768,+0000484,-0002327,14:56:50.275399
0.028227,+0000010,-0000014,-0000005,+0000034,-0000083,+0004160,-0000768,+0000484,-0002327,14:56:50.275399
0.028560,+0000016,-0000042,+0000000,+0000062,-0000098,+0004148,-0000782,+0000474,-0002327,14:56:50.275399
0.028893,+0000022,-0000016,-0000005,+0000066,-0000100,+0004149,-0000782,+0000474,-0002327,14:56:50.275399
0.029226,+0000027,-0000027,-0000008,+0000058,-0000079,+0004127,-0000782,+0000474,-0002327,14:56:50.275399
0.029559,+0000014,-0000021,-0000008,+0000044,-0000101,+0004118,-0000766,+0000478,-0002339,14:56:50.275399
0.029892,+0000014,-0000013,-0000002,+0000057,-0000087,+0004148,-0000766,+0000478,-0002339,14:56:50.275399
0.030225,+0000004,-0000018,-0000007,+0000056,-0000093,+0004144,-0000766,+0000478,-0002339,14:56:50.275399
0.030558,+0000022,-0000015,-0000015,+0000052,-0000100,+0004148,-0000768,+0000498,-0002351,14:56:50.275399
0.030891,+0000019,-0000034,-0000007,+0000058,-0000086,+0004151,-0000768,+0000498,-0002351,14:56:50.275399
0.031224,+0000021,-0000018,-0000014,+0000044,-0000087,+0004142,-0000768,+0000498,-0002351,14:56:50.275399
0.031557,+0000011,-0000014,-0000014,+0000042,-0000083,+0004141,-0000776,+0000468,-0002337,14:56:50.275399
0.031890,+0000005,-0000008,-0000010,+0000046,-0000111,+0004153,-0000776,+0000468,-0002337,14:56:50.275399
0.032223,-0000001,-0000015,+0000000,+0000036,-0000071,+0004160,-0000776,+0000468,-0002337,14:56:50.275399
0.032556,+0000013,-0000018,-0000008,+0000044,-0000076,+0004147,-0000784,+0000468,-0002325,14:56:50.275399
0.032889,+0000007,-0000037,-0000016,+0000030,-0000084,+0004148,-0000784,+0000468,-0002325,14:56:50.275399
0.033222,+0000022,-0000026,-0000021,+0000039,-0000130,+0004166,-0000784,+0000468,-0002325,14:56:50.275399
0.033555,+0000008,-0000010,+0000003,+0000042,-0000091,+0004165,-0000782,+0000462,-0002342,14:56:50.275399
0.033888,+0000003,-0000017,-0000008,+0000031,-0000095,+0004135,-0000782,+0000462,-0002342,14:56:50.275399
0.034221,+0000016,-0000016,-0000007,+0000051,-0000091,+0004149,-0000782,+0000462,-0002342,14:56:50.275399
0.034554,+0000027,-0000037,-0000018,+0000066,-0000079,+0004152,-0000784,+0000482,-0002351,14:56:50.275399
0.034887,+0000017,-0000036,-0000004,+0000041,-0000090,+0004144,-0000784,+0000482,-0002351,14:56:50.275399
0.035220,+0000025,-0000032,-0000007,+0000043,-0000099,+0004142,-0000784,+0000482,-0002351,14:56:50.275399
0.035553,+0000017,-0000034,-0000018,+0000054,-0000086,+0004147,-0000774,+0000468,-0002333,14:56:50.275399
0.035886,+0000008,-0000013,+0000007,+0000045,-0000096,+0004149,-0000774,+0000468,-0002333,14:56:50.275399
0.036219,+0000019,-0000015,-0000008,+0000040,-0000094,+0004149,-0000774,+0000468,-0002333,14:56:50.275399
0.036552,+0000014,-0000037,-0000013,+0000052,-0000091,+0004160,-0000774,+0000472,-0002331,14:56:50.275399
0.036885,+0000023,-0000040,-0000007,+0000049,-0000093,+0004162,-0000774,+0000472,-0002331,14:56:50.275399
0.037218,+0000017,-0000023,-0000018,+0000037,-0000085,+0004154,-0000774,+0000472,-0002331,14:56:50.275399
0.037551,+0000024,-0000024,-0000013,+0000044,-0000101,+0004155,-0000768,+0000470,-0002331,14:56:50.275399
0.037884,+0000003,-0000024,-0000003,+0000034,-0000080,+0004159,-0000768,+0000470,-0002331,14:56:50.275399
0.038217,+0000008,-0000026,-0000002,+0000055,-0000074,+0004155,-0000768,+0000470,-0002331,14:56:50.275399
0.038550,+0000019,-0000032,-0000005,+0000046,-0000077,+0004137,-0000782,+0000480,-0002310,14:56:50.275399
0.038883,+0000020,-0000034,-0000008,+0000029,-0000097,+0004149,-0000782,+0000480,-0002310,14:56:50.275399
0.039216,+0000027,-0000029,-0000013,+0000069,-0000065,+0004151,-0000782,+0000480,-0002310,14:56:50.275399
0.039549,+0000005,-0000005,-0000016,+0000050,-0000108,+0004164,-0000766,+0000460,-0002346,14:56:50.275399
0.039882,+0000017,-0000010,-0000003,+0000061,-0000082,+0004149,-0000766,+0000460,-0002346,14:56:50.275399
0.040215,+0000008,-0000028,+0000004,+0000058,-0000083,+0004168,-0000766,+0000460,-0002346,14:56:50.275399
0.040548,+0000019,-0000029,-0000013,+0000054,-0000094,+0004170,-0000774,+0000478,-0002326,14:56:50.275399
0.040881,+0000025,-0000047,-0000008,+0000072,-0000061,+0004146,-0000774,+0000478,-0002326,14:56:50.275399
0.041214,+0000013,-0000016,-0000021,+0000044,-0000106,+0004162,-0000774,+0000478,-0002326,14:56:50.275399
0.041547,-0000003,-0000011,+0000006,+0000027,-0000075,+0004164,-0000772,+0000476,-0002321,14:56:50.275399
0.041880,+0000021,-0000016,-0000008,+0000056,-0000086,+0004140,-0000772,+0000476,-0002321,14:56:50.275399
0.042213,+0000017,-0000035,-0000008,+0000048,-0000090,+0004153,-0000772,+0000476,-0002321,14:56:50.275399
0.042546,+0000014,-0000027,-0000010,+0000065,-0000083,+0004161,-0000764,+0000482,-0002327,14:56:50.275399
0.042879,+0000016,-0000020,-0000023,+0000047,-0000101,+0004152,-0000764,+0000482,-0002327,14:56:50.275399
0.043212,+0000003,-0000012,+0000009,+0000045,-0000083,+0004147,-0000764,+0000482,-0002327,14:56:50.275399
0.043545,+0000013,-0000021,-0000014,+0000045,-0000077,+0004142,-0000774,+0000482,-0002315,14:56:50.275399
0.043878,+0000010,-0000026,-0000016,+0000040,-0000088,+0004156,-0000774,+0000482,-0002315,14:56:50.275399
0.044211,+0000014,-0000015,+0000004,+0000033,-0000092,+0004148,-0000774,+0000482,-0002315,14:56:50.275399
0.044544,+0000028,-0000031,-0000008,+0000040,-0000078,+0004168,-0000770,+0000482,-0002327,14:56:50.275399
0.044877,+0000025,-0000027,-0000011,+0000051,-0000090,+0004156,-0000770,+0000482,-0002327,14:56:50.276409
0.045210,+0000001,-0000018,-0000013,+0000053,-0000095,+0004156,-0000770,+0000482,-0002327,14:56:50.276409
0.045543,+0000016,-0000016,-0000011,+0000061,-0000097,+0004159,-0000772,+0000478,-0002342,14:56:50.276409
0.045876,+0000007,-0000018,+0000001,+0000050,-0000085,+0004148,-0000772,+0000478,-0002342,14:56:50.276409
0.046209,+0000021,-0000015,-0000018,+0000049,-0000077,+0004146,-0000772,+0000478,-0002342,14:56:50.276409
0.046542,+0000013,-0000036,-0000005,+0000055,-0000083,+0004148,-0000784,+0000476,-0002341,14:56:50.276409
0.046875,+0000011,-0000023,-0000013,+0000063,-0000086,+0004149,-0000784,+0000476,-0002341,14:56:50.276409
0.047208,+0000014,-0000018,-0000019,+0000053,-0000088,+0004146,-0000784,+0000476,-0002341,14:56:50.276409
0.047541,+0000008,-0000012,+0000007,+0000048,-0000096,+0004147,-0000776,+0000478,-0002315,14:56:50.276409
0.047874,+0000010,-0000024,-0000015,+0000055,-0000097,+0004166,-0000776,+0000478,-0002315,14:56:50.276409
0.048207,+0000029,-0000039,-0000004,+0000029,-0000084,+0004143,-0000776,+0000478,-0002315,14:56:50.276409
0.048540,+0000028,-0000036,-0000013,+0000049,-0000097,+0004143,-0000782,+0000500,-0002331,14:56:50.276409
0.048873,+0000019,-0000023,-0000005,+0000055,-0000071,+0004138,-0000782,+0000500,-0002331,14:56:50.276409
0.049206,+0000000,-0000008,-0000013,+0000039,-0000107,+0004150,-0000782,+0000500,-0002331,14:56:50.276409
0.049539,+0000013,-0000005,-0000014,+0000038,-0000086,+0004144,-0000784,+0000482,-0002333,14:56:50.276409
0.049872,+0000017,-0000020,-0000010,+0000036,-0000085,+0004153,-0000784,+0000482,-0002333,14:56:50.276409
0.050205,+0000010,-0000032,+0000003,+0000052,-0000096,+0004141,-0000784,+0000482,-0002333,14:56:50.276409
0.050538,+0000030,-0000030,-0000016,+0000035,-0000092,+0004150,-0000790,+0000466,-0002339,14:56:50.276409
0.050871,+0000022,-0000040,-0000010,+0000033,-0000092,+0004150,-0000790,+0000466,-0002339,14:56:50.276409
0.051204,+0000008,-0000005,+0000006,+0000042,-0000104,+0004147,-0000790,+0000466,-0002339,14:56:50.278398
0.051537,-0000004,+0000006,+0000006,+0000033,-0000089,+0004162,-0000786,+0000480,-0002347,14:56:50.278398
0.051870,+0000007,-0000018,-0000021,+0000052,-0000108,+0004153,-0000786,+0000480,-0002347,14:56:50.278398
0.052203,+0000027,-0000039,-0000005,+0000066,-0000108,+0004153,-0000786,+0000480,-0002347,14:56:50.278398
0.052536,+0000010,-0000035,-0000007,+0000041,-0000083,+0004141,-0000772,+0000488,-0002354,14:56:50.278398
0.053135,-0000001,-0000007,-0000005,+0000043,-0000089,+0004139,-0000772,+0000488,-0002354,14:56:50.278398
0.053316,+0000027,-0000035,-0000027,+0000043,-0000089,+0004139,-0000772,+0000488,-0002354,14:56:50.278398
0.053535,-0000023,-0000007,+0000012,+0000044,-0000096,+0004142,-0000792,+0000488,-0002298,14:56:50.278398
0.053868,+0000035,-0000032,-0000024,+0000060,-0000074,+0004150,-0000792,+0000488,-0002298,14:56:50.278398
0.054201,+0000018,-0000040,+0000001,+0000041,-0000075,+0004147,-0000792,+0000488,-0002298,14:56:50.278398
0.054534,+0000017,-0000027,-0000010,+0000041,-0000102,+0004158,-0000778,+0000482,-0002337,14:56:50.278398
0.054867,+0000005,-0000010,-0000013,+0000043,-0000097,+0004160,-0000778,+0000482,-0002337,14:56:50.278398
0.055200,+0000011,-0000015,+0000003,+0000036,-0000076,+0004144,-0000778,+0000482,-0002337,14:56:50.278398
0.055533,+0000000,-0000024,-0000011,+0000022,-0000091,+0004127,-0000770,+0000468,-0002324,14:56:50.278398
0.055866,+0000024,-0000029,-0000015,+0000052,-0000092,+0004141,-0000770,+0000468,-0002324,14:56:50.278398
0.056199,+0000014,-0000039,-0000013,+0000043,-0000072,+0004147,-0000770,+0000468,-0002324,14:56:50.278398
0.056532,+0000028,-0000018,-0000008,+0000055,-0000067,+0004155,-0000790,+0000462,-0002320,14:56:50.278398
0.056865,-0000002,-0000018,-0000011,+0000054,-0000077,+0004165,-0000790,+0000462,-0002320,14:56:50.278398
0.057198,+0000013,-0000016,-0000013,+0000055,-0000094,+0004157,-0000790,+0000462,-0002320,14:56:50.278398
0.057531,+0000011,-0000003,-0000003,+0000052,-0000076,+0004156,-0000780,+0000462,-0002331,14:56:50.278398
0.057864,+0000010,-0000036,-0000019,+0000068,-0000096,+0004152,-0000780,+0000462,-0002331,14:56:50.278398
0.058197,+0000024,-0000040,-0000018,+0000045,-0000091,+0004158,-0000780,+0000462,-0002331,14:56:50.278398
0.058530,+0000011,-0000027,-0000012,+0000039,-0000103,+0004148,-0000788,+0000478,-0002334,14:56:50.278398
0.058863,+0000013,-0000019,-0000010,+0000051,-0000096,+0004137,-0000788,+0000478,-0002334,14:56:50.278398
0.059196,+0000007,-0000014,-0000005,+0000049,-0000082,+0004138,-0000788,+0000478,-0002334,14:56:50.278398
0.059529,+0000010,-0000016,-0000008,+0000060,-0000086,+0004136,-0000764,+0000478,-0002334,14:56:50.278398
0.059862,+0000017,-0000032,+0000001,+0000050,-0000094,+0004152,-0000764,+0000478,-0002334,14:56:50.278398
0.060195,+0000008,-0000042,-0000013,+0000031,-0000098,+0004156,-0000764,+0000478,-0002334,14:56:50.278398
0.060528,+0000014,-0000023,-0000007,+0000055,-0000092,+0004138,-0000760,+0000474,-0002324,14:56:50.278398
0.060861,+0000010,-0000028,-0000018,+0000056,-0000104,+0004146,-0000760,+0000474,-0002324,14:56:50.278398
0.061195,+0000000,-0000011,-0000005,+0000046,-0000103,+0004146,-0000760,+0000474,-0002324,14:56:50.325010
0.061527,+0000013,-0000013,-0000006,+0000057,-0000098,+0004168,-0000774,+0000488,-0002324,14:56:50.325010
0.061860,+0000018,-0000037,-0000018,+0000057,-0000100,+0004123,-0000774,+0000488,-0002324,14:56:50.325010
0.062556,+0000004,-0000021,-0000008,+0000049,-0000078,+0004169,-0000774,+0000488,-0002324,14:56:50.325010
0.062927,+0000008,-0000008,+0000001,+0000066,-0000103,+0004163,-0000768,+0000484,-0002293,14:56:50.325010
0.063271,+0000011,-0000015,-0000002,+0000049,-0000099,+0004164,-0000768,+0000484,-0002293,14:56:50.325010
0.063602,+0000007,-0000021,-0000010,+0000055,-0000079,+0004151,-0000768,+0000484,-0002293,14:56:50.325010
0.063859,+0000024,-0000035,-0000005,+0000057,-0000094,+0004164,-0001024,+0000480,-0002316,14:56:50.325010
0.064191,+0000029,-0000053,-0000016,+0000059,-0000083,+0004154,-0001024,+0000480,-0002316,14:56:50.325010
0.064524,+0000005,-0000026,-0000011,+0000054,-0000079,+0004156,-0001024,+0000480,-0002316,14:56:50.325010
0.064858,+0000016,-0000013,-0000010,+0000031,-0000067,+0004162,-0000776,+0000462,-0002317,14:56:50.325010
0.065190,+0000021,-0000021,-0000005,+0000038,-0000096,+0004166,-0000776,+0000462,-0002317,14:56:50.325010
0.065523,+0000011,-0000032,-0000010,+0000050,-0000092,+0004144,-0000776,+0000462,-0002317,14:56:50.326019
0.065857,+0000019,-0000029,-0000003,+0000058,-0000075,+0004164,-0000780,+0000480,-0002323,14:56:50.326019
0.066189,+0000018,-0000037,-0000010,+0000048,-0000083,+0004153,-0000780,+0000480,-0002323,14:56:50.326019
0.066522,+0000014,-0000016,-0000008,+0000058,-0000077,+0004146,-0000780,+0000480,-0002323,14:56:50.326019
0.066855,+0000005,-0000010,-0000005,+0000051,-0000085,+0004159,-0000766,+0000472,-0002318,14:56:50.326019
0.067188,-0000002,-0000005,+0000000,+0000038,-0000091,+0004147,-0000766,+0000472,-0002318,14:56:50.326019
0.067521,+0000027,-0000021,-0000016,+0000037,-0000083,+0004136,-0000766,+0000472,-0002318,14:56:50.326019
0.067854,+0000019,-0000036,-0000002,+0000046,-0000104,+0004158,-0000782,+0000474,-0002328,14:56:50.326019
0.068187,+0000022,-0000039,-0000019,+0000045,-0000089,+0004147,-0000782,+0000474,-0002328,14:56:50.326019
0.068520,+0000018,-0000010,-0000007,+0000026,-0000096,+0004169,-0000782,+0000474,-0002328,14:56:50.326019
0.068853,+0000007,-0000020,-0000013,+0000066,-0000084,+0004148,-0000784,+0000482,-0002328,14:56:50.326019
0.069186,+0000007,-0000010,-0000004,+0000057,-0000074,+0004167,-0000784,+0000482,-0002328,14:56:50.326019
0.069519,+0000013,-0000036,+0000001,+0000055,-0000114,+0004162,-0000784,+0000482,-0002328,14:56:50.326019
0.069852,+0000024,-0000034,-0000007,+0000050,-0000094,+0004150,-0000784,+0000470,-0002336,14:56:50.326019
0.070185,+0000036,-0000010,-0000011,+0000048,-0000080,+0004160,-0000784,+0000470,-0002336,14:56:50.326019
0.070518,+0000022,-0000013,-0000013,+0000054,-0000110,+0004161,-0000784,+0000470,-0002336,14:56:50.326019
0.070851,+0000011,-0000018,-0000020,+0000061,-0000081,+0004143,-0000770,+0000462,-0002329,14:56:50.326019
0.071184,+0000000,-0000019,+0000003,+0000048,-0000086,+0004156,-0000770,+0000462,-0002329,14:56:50.326019
0.071517,+0000016,-0000029,-0000011,+0000041,-0000085,+0004163,-0000770,+0000462,-0002329,14:56:50.326019
0.071850,+0000038,-0000037,-0000010,+0000055,-0000086,+0004149,-0000784,+0000482,-0002338,14:56:50.326019
0.072183,+0000014,-0000035,-0000016,+0000033,-0000094,+0004150,-0000784,+0000482,-0002338,14:56:50.326019
0.072516,+0000010,-0000018,-0000013,+0000038,-0000080,+0004144,-0000784,+0000482,-0002338,14:56:50.326019
0.072849,+0000005,-0000015,+0000000,+0000046,-0000081,+0004134,-0000796,+0000454,-0002339,14:56:50.326019
0.073182,+0000017,-0000018,-0000005,+0000035,-0000093,+0004134,-0000796,+0000454,-0002339,14:56:50.326019
0.073515,+0000005,-0000023,-0000008,+0000022,-0000082,+0004169,-0000796,+0000454,-0002339,14:56:50.326019
0.073848,+0000029,-0000037,-0000011,+0000044,-0000097,+0004144,-0000772,+0000456,-0002338,14:56:50.326019
0.074181,+0000010,-0000031,-0000008,+0000061,-0000100,+0004138,-0000772,+0000456,-0002338,14:56:50.326019
0.074514,+0000005,-0000010,-0000008,+0000040,-0000089,+0004158,-0000772,+0000456,-0002338,14:56:50.326019
0.074847,+0000016,-0000016,-0000011,+0000057,-0000106,+0004165,-0000786,+0000494,-0002336,14:56:50.326019
0.075180,+0000004,-0000019,-0000012,+0000039,-0000092,+0004159,-0000786,+0000494,-0002336,14:56:50.326019
0.075513,+0000030,-0000042,-0000010,+0000027,-0000092,+0004144,-0000786,+0000494,-0002336,14:56:50.326019
0.075846,+0000020,-0000032,-0000013,+0000045,-0000075,+0004154,-0000772,+0000448,-0002299,14:56:50.326019
0.076179,+0000017,-0000021,-0000001,+0000059,-0000081,+0004161,-0000772,+0000448,-0002299,14:56:50.326019
0.076512,+0000006,-0000019,-0000008,+0000062,-0000089,+0004150,-0000772,+0000448,-0002299,14:56:50.326019
0.076845,+0000003,-0000005,-0000010,+0000042,-0000112,+0004154,-0000790,+0000470,-0002328,14:56:50.326019
0.077178,+0000002,-0000018,+0000009,+0000029,-0000088,+0004150,-0000790,+0000470,-0002328,14:56:50.326019
