===BEGIN_METADATA===
"This CSV contains gyroscope, accelerometer, and magnetometer data synced with the test named below."
Test Name: 2026-07-07_145810_01,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Calibrations: (not implemented yet)
===END_METADATA===
===BEGIN_DATA===
Time (sec),Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Processed_Time
0.000153,+0000008,-0000028,-0000015,+0000054,-0000101,+0004149,-0000630,+0000304,-0002531,14:58:10.573005
0.000484,-0000006,-0000013,+0000003,+0000039,-0000117,+0004138,-0000774,+0000474,-0002321,14:58:10.573005
0.000816,+0000002,-0000015,-0000001,+0000060,-0000102,+0004161,-0000774,+0000474,-0002321,14:58:10.573005
0.001149,+0000021,-0000046,-0000013,+0000043,-0000074,+0004153,-0000774,+0000474,-0002321,14:58:10.573005
0.001482,+0000022,-0000034,-0000018,+0000044,-0000080,+0004160,-0000780,+0000464,-0002324,14:58:10.573005
0.001815,+0000005,-0000010,-0000006,+0000030,-0000084,+0004158,-0000780,+0000464,-0002324,14:58:10.573005
0.002148,+0000015,-0000029,-0000013,+0000040,-0000098,+0004151,-0000780,+0000464,-0002324,14:58:10.573005
0.002481,+0000019,-0000011,-0000005,+0000050,-0000084,+0004174,-0000778,+0000482,-0002335,14:58:10.573005
0.002814,+0000024,-0000027,-0000002,+0000050,-0000083,+0004157,-0000778,+0000482,-0002335,14:58:10.573005
0.003147,+0000016,-0000039,-0000022,+0000040,-0000089,+0004147,-0000778,+0000482,-0002335,14:58:10.573005
0.003480,+0000027,-0000009,-0000008,+0000049,-0000088,+0004154,-0000774,+0000474,-0002326,14:58:10.573005
0.003813,+0000027,-0000016,-0000012,+0000060,-0000087,+0004154,-0000774,+0000474,-0002326,14:58:10.573005
0.004146,+0000002,-0000010,-0000001,+0000049,-0000097,+0004168,-0000774,+0000474,-0002326,14:58:10.573994
0.004479,+0000015,-0000039,-0000013,+0000070,-0000090,+0004157,-0000774,+0000484,-0002312,14:58:10.573994
0.004812,+0000025,-0000024,-0000008,+0000039,-0000080,+0004140,-0000774,+0000484,-0002312,14:58:10.574992
0.005145,+0000033,-0000022,-0000005,+0000063,-0000094,+0004162,-0000774,+0000484,-0002312,14:58:10.574992
0.005478,+0000021,-0000023,-0000013,+0000033,-0000087,+0004161,-0000768,+0000484,-0002331,14:58:10.574992
0.005811,+0000010,-0000008,-0000013,+0000056,-0000093,+0004152,-0000768,+0000484,-0002331,14:58:10.574992
0.006144,+0000005,-0000004,+0000000,+0000028,-0000099,+0004159,-0000768,+0000484,-0002331,14:58:10.574992
0.006477,+0000018,-0000023,-0000012,+0000045,-0000085,+0004160,-0000774,+0000488,-0002343,14:58:10.574992
0.006810,+0000016,-0000029,-0000014,+0000031,-0000091,+0004152,-0000774,+0000488,-0002343,14:58:10.574992
0.007143,+0000018,-0000024,+0000000,+0000050,-0000082,+0004164,-0000774,+0000488,-0002343,14:58:10.574992
0.007476,+0000021,-0000020,-0000013,+0000044,-0000092,+0004147,-0000762,+0000482,-0002316,14:58:10.574992
0.007809,+0000016,-0000018,-0000013,+0000053,-0000071,+0004120,-0000762,+0000482,-0002316,14:58:10.574992
0.008142,+0000010,-0000016,-0000004,+0000053,-0000083,+0004143,-0000762,+0000482,-0002316,14:58:10.574992
0.008475,+0000007,-0000024,-0000012,+0000039,-0000078,+0004165,-0000772,+0000476,-0002326,14:58:10.574992
0.008808,+0000011,-0000035,+0000000,+0000031,-0000089,+0004145,-0000772,+0000476,-0002326,14:58:10.574992
0.009141,+0000024,-0000037,-0000013,+0000039,-0000099,+0004151,-0000772,+0000476,-0002326,14:58:10.574992
0.009474,+0000005,-0000020,-0000005,+0000056,-0000097,+0004145,-0000770,+0000468,-0002316,14:58:10.574992
0.009807,+0000013,-0000024,-0000014,+0000034,-0000082,+0004150,-0000770,+0000468,-0002316,14:58:10.574992
0.010142,+0000006,+0000001,-0000008,+0000044,-0000068,+0004138,-0000770,+0000468,-0002316,14:58:10.574992
0.010477,+0000011,-0000021,-0000006,+0000041,-0000079,+0004155,-0000770,+0000468,-0002339,14:58:10.608841
0.011184,+0000014,-0000037,-0000013,+0000032,-0000097,+0004151,-0000770,+0000468,-0002339,14:58:10.633891
0.011474,+0000010,-0000010,-0000007,+0000032,-0000097,+0004151,-0000770,+0000468,-0002339,14:58:10.639892
0.011805,+0000011,-0000015,-0000002,+0000045,-0000086,+0004163,-0000770,+0000462,-0002322,14:58:10.639892
0.012138,+0000006,-0000008,+0000003,+0000052,-0000102,+0004135,-0000770,+0000462,-0002322,14:58:10.639892
0.012473,+0000017,-0000027,-0000019,+0000042,-0000092,+0004162,-0000770,+0000462,-0002322,14:58:10.639892
0.012805,+0000017,-0000026,+0000003,+0000035,-0000091,+0004138,-0000770,+0000490,-0002323,14:58:10.639892
0.013138,+0000024,-0000044,-0000022,+0000061,-0000098,+0004152,-0000770,+0000490,-0002323,14:58:10.639892
