===BEGIN_METADATA===
"This CSV contains gyroscope, accelerometer, and magnetometer data synced with the test named below."
Test Name: 2026-07-07_150040_01,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Calibrations: (not implemented yet)
===END_METADATA===
===BEGIN_DATA===
Time (sec),Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Processed_Time
0.000222,+0000005,-0000019,-0000018,+0000005,-0000080,+0004154,-0000640,+0000276,-0002578,15:00:42.985478
0.000552,+0000006,-0000005,+0000003,+0000032,-0000081,+0004161,-0000770,+0000480,-0002334,15:00:42.986474
0.000883,+0000027,-0000048,-0000019,+0000029,-0000093,+0004148,-0000770,+0000480,-0002334,15:00:42.986474
0.001216,+0000014,-0000024,-0000004,+0000015,-0000072,+0004150,-0000770,+0000480,-0002334,15:00:42.986474
0.001549,+0000006,+0000014,+0000000,+0000027,-0000076,+0004139,-0000768,+0000478,-0002318,15:00:42.986474
0.001882,+0000011,-0000022,-0000011,+0000021,-0000076,+0004139,-0000768,+0000478,-0002318,15:00:42.986474
0.002216,+0000013,-0000019,-0000003,+0000019,-0000089,+0004143,-0000768,+0000478,-0002318,15:00:42.986474
0.002548,+0000036,-0000042,-0000012,+0000013,-0000083,+0004173,-0000752,+0000474,-0002334,15:00:42.986474
0.002881,+0000019,-0000035,-0000010,+0000027,-0000075,+0004156,-0000752,+0000474,-0002334,15:00:42.986474
0.003216,+0000013,-0000021,-0000027,+0000018,-0000072,+0004160,-0000752,+0000474,-0002334,15:00:42.986474
0.003547,+0000005,-0000011,+0000006,+0000038,-0000095,+0004161,-0000762,+0000474,-0002329,15:00:42.986474
0.003880,+0000018,-0000011,-0000010,+0000020,-0000078,+0004157,-0000762,+0000474,-0002329,15:00:42.986474
0.004216,+0000018,-0000032,-0000015,+0000016,-0000083,+0004171,-0000762,+0000474,-0002329,15:00:42.986474
0.004546,+0000019,-0000027,-0000002,+0000019,-0000065,+0004143,-0000756,+0000468,-0002350,15:00:42.986474
0.004879,+0000013,-0000034,-0000005,+0000033,-0000053,+0004166,-0000756,+0000468,-0002350,15:00:42.986474
0.005216,+0000000,-0000013,-0000004,+0000026,-0000062,+0004152,-0000756,+0000468,-0002350,15:00:42.986474
0.005545,+0000014,-0000011,-0000013,+0000001,-0000097,+0004161,-0000758,+0000488,-0002336,15:00:42.987473
0.005878,+0000015,-0000015,-0000003,+0000009,-0000092,+0004149,-0000758,+0000488,-0002336,15:00:42.987473
0.006216,+0000011,-0000030,-0000011,+0000015,-0000097,+0004158,-0000758,+0000488,-0002336,15:00:42.987473
0.006544,+0000019,-0000010,-0000007,+0000009,-0000069,+0004162,-0000776,+0000484,-0002363,15:00:42.987473
0.006877,+0000006,-0000020,-0000013,+0000013,-0000089,+0004168,-0000776,+0000484,-0002363,15:00:42.987473
0.007215,+0000020,-0000021,-0000002,+0000019,-0000096,+0004162,-0000776,+0000484,-0002363,15:00:42.987473
0.007543,+0000013,-0000016,-0000008,+0000025,-0000081,+0004164,-0000762,+0000478,-0002353,15:00:42.987473
0.007876,+0000017,-0000029,-0000001,+0000032,-0000081,+0004146,-0000762,+0000478,-0002353,15:00:42.987473
0.008214,+0000012,-0000032,-0000010,+0000030,-0000077,+0004126,-0000762,+0000478,-0002353,15:00:42.987473
0.008542,+0000015,-0000026,+0000001,+0000031,-0000079,+0004159,-0000738,+0000472,-0002325,15:00:42.987473
0.008875,+0000019,-0000032,-0000021,+0000020,-0000080,+0004154,-0000738,+0000472,-0002325,15:00:42.987473
0.009214,+0000005,-0000026,-0000002,+0000035,-0000060,+0004157,-0000738,+0000472,-0002325,15:00:43.024637
0.009544,+0000008,-0000012,-0000013,+0000023,-0000100,+0004170,-0000752,+0000480,-0002324,15:00:43.024637
0.009876,+0000005,-0000016,-0000016,+0000029,-0000072,+0004152,-0000752,+0000480,-0002324,15:00:43.024637
0.010572,+0000016,-0000034,-0000013,+0000036,-0000086,+0004158,-0000752,+0000480,-0002324,15:00:43.024637
0.010874,+0000013,-0000013,-0000008,+0000028,-0000102,+0004152,-0000760,+0000464,-0002341,15:00:43.024637
0.011212,+0000007,+0000008,-0000007,+0000029,-0000084,+0004155,-0000760,+0000464,-0002341,15:00:43.024637
0.011539,+0000002,-0000021,-0000008,+0000030,-0000102,+0004164,-0000760,+0000464,-0002341,15:00:43.024637
0.011874,+0000013,-0000016,-0000010,+0000022,-0000089,+0004146,-0000778,+0000470,-0002334,15:00:43.024637
0.012212,+0000016,-0000027,-0000011,+0000020,-0000087,+0004140,-0000778,+0000470,-0002334,15:00:43.024637
0.012539,+0000027,-0000035,-0000010,+0000021,-0000103,+0004153,-0000778,+0000470,-0002334,15:00:43.024637
0.012872,+0000018,-0000018,-0000010,+0000030,-0000100,+0004162,-0000778,+0000476,-0002333,15:00:43.024637
0.013210,+0000013,-0000036,-0000023,+0000025,-0000075,+0004139,-0000778,+0000476,-0002333,15:00:43.024637
0.013539,+0000005,-0000019,-0000011,+0000009,-0000070,+0004161,-0000778,+0000476,-0002333,15:00:43.024637
0.013870,+0000017,-0000028,-0000003,+0000027,-0000078,+0004151,-0000760,+0000454,-0002348,15:00:43.024637
0.014210,+0000018,-0000025,-0000005,+0000024,-0000095,+0004148,-0000760,+0000454,-0002348,15:00:43.024637
0.014537,+0000027,-0000029,-0000007,+0000019,-0000111,+0004155,-0000760,+0000454,-0002348,15:00:43.024637
0.014869,+0000008,-0000026,-0000016,+0000019,-0000084,+0004152,-0000762,+0000460,-0002329,15:00:43.024637
0.015208,-0000004,+0000011,-0000005,+0000022,-0000087,+0004146,-0000762,+0000460,-0002329,15:00:43.024637
0.015535,+0000008,-0000021,+0000000,+0000018,-0000082,+0004143,-0000762,+0000460,-0002329,15:00:43.024637
0.015881,+0000025,-0000029,-0000010,+0000019,-0000078,+0004151,-0000756,+0000462,-0002336,15:00:43.024637
0.016207,+0000010,-0000035,-0000005,+0000011,-0000095,+0004170,-0000756,+0000462,-0002336,15:00:43.024637
0.016534,+0000006,-0000018,-0000018,+0000007,-0000078,+0004126,-0000756,+0000462,-0002336,15:00:43.024637
0.016867,+0000014,-0000022,-0000011,+0000026,-0000092,+0004149,-0000756,+0000478,-0002318,15:00:43.024637
0.017200,+0000014,-0000020,-0000015,+0000012,-0000079,+0004152,-0000756,+0000478,-0002318,15:00:43.024637
0.017533,+0000011,-0000018,+0000004,+0000026,-0000091,+0004154,-0000756,+0000478,-0002318,15:00:43.024637
