Time_A,Strain_A1_raw,Strain_A2_raw,Time_B,Strain_B1_raw,Strain_B2_raw,Current_Time
1.668652,-0712214,-0574763,1.679691,-1160791,+0376618,17:26:41.460599
1.712568,-0712507,-0574713,1.723931,-1160746,+0376700,17:26:41.544794
1.756493,-0712507,-0574735,1.768142,-1161031,+0376705,17:26:41.544794
1.800368,-0711956,-0574793,1.812355,-1160765,+0376596,17:26:41.601273
1.844272,-0712130,-0574874,1.856527,-1160797,+0376832,17:26:41.601273
1.888146,-0711955,-0574813,1.900741,-1160967,+0376705,17:26:41.648905
1.932050,-0712269,-0574869,1.944954,-1160809,+0376627,17:26:41.706103
1.975932,-0712233,-0574814,1.989134,-1160829,+0376779,17:26:41.753237
2.019836,-0711842,-0574804,2.033369,-1160973,+0376727,17:26:41.804530
2.063738,-0712288,-0574783,2.077586,-1160822,+0376675,17:26:41.861217
2.107620,-0712276,-0574908,2.121816,-1160829,+0376721,17:26:41.907779
2.151506,-0711976,-0574768,2.166057,-1161026,+0376766,17:26:41.955454
2.195382,-0712423,-0574778,2.210271,-1160756,+0376642,17:26:41.955454
2.239282,-0711930,-0574778,2.254488,-1160872,+0376769,17:26:42.007236
2.283162,-0712184,-0574812,2.298704,-1160979,+0376708,17:26:42.067399
2.327037,-0712293,-0574794,2.342915,-1160751,+0376670,17:26:42.126189
2.370987,-0711828,-0574821,2.387146,-1160850,+0376733,17:26:42.177364
2.414860,-0712386,-0574741,2.431315,-1161047,+0376722,17:26:42.249102
2.458781,-0712172,-0574776,2.475487,-1160738,+0376679,17:26:42.249102
2.502698,-0711936,-0574715,2.519658,-1160926,+0376756,17:26:42.305338
2.546631,-0712545,-0574674,2.563829,-1160864,+0376611,17:26:42.359578
2.590541,-0712045,-0574803,2.608000,-1160706,+0376675,17:26:42.360571
2.634460,-0711930,-0574722,2.652200,-1160988,+0376814,17:26:42.405336
2.678424,-0712343,-0574782,2.696373,-1160878,+0376617,17:26:42.455416
2.722384,-0712029,-0574742,2.740542,-1160729,+0376700,17:26:42.501483
2.766348,-0712105,-0574766,2.784714,-1160971,+0376807,17:26:42.575197
2.810277,-0712255,-0574874,2.828883,-1160794,+0376641,17:26:42.630232
2.854203,-0711818,-0574724,2.873056,-1160771,+0376712,17:26:42.630232
2.898103,-0712237,-0574763,2.917226,-1160973,+0376636,17:26:42.690391
2.942025,-0712172,-0574664,2.961398,-1160822,+0376613,17:26:42.755115
2.985971,-0711828,-0574676,3.005573,-1160776,+0376805,17:26:42.813164
3.029917,-0712465,-0574731,3.049744,-1161061,+0376693,17:26:42.813164
3.073858,-0711967,-0574801,3.093914,-1160761,+0376635,17:26:42.895795
3.117790,-0711979,-0574698,3.138085,-1160815,+0376682,17:26:42.957268
3.161716,-0712408,-0574682,3.182256,-1161029,+0376710,17:26:42.957268
3.205635,-0711820,-0574700,3.226427,-1160715,+0376632,17:26:43.013800
3.249562,-0712105,-0574643,3.270599,-1160870,+0376791,17:26:43.013800
3.293470,-0712260,-0574665,3.314770,-1160910,+0376566,17:26:43.060926
3.337384,-0711813,-0574669,3.358941,-1160716,+0376697,17:26:43.115372
3.381304,-0712261,-0574701,3.403112,-1160939,+0376780,17:26:43.188541
3.425251,-0712075,-0574612,3.447283,-1160988,+0376565,17:26:43.254883
3.469160,-0711764,-0574629,3.491452,-1160742,+0376763,17:26:43.254883
3.513077,-0712243,-0574698,3.535624,-1160940,+0376810,17:26:43.317478
3.556996,-0711963,-0574665,3.579795,-1160871,+0376636,17:26:43.376722
3.600942,-0711900,-0574695,3.624006,-1160788,+0376716,17:26:43.377225
3.644847,-0712334,-0574635,3.668218,-1161001,+0376769,17:26:43.435601
3.688725,-0711757,-0574714,3.712390,-1160892,+0376520,17:26:43.485663
3.732679,-0711944,-0574678,3.756587,-1160738,+0376644,17:26:43.544122
3.776607,-0712166,-0574644,3.800804,-1160980,+0376731,17:26:43.546122
3.820498,-0711704,-0574629,3.844975,-1160825,+0376684,17:26:43.595573
3.864414,-0712128,-0574596,3.889189,-1160795,+0376695,17:26:43.649983
3.908319,-0712111,-0574657,3.933359,-1160986,+0376601,17:26:43.697137
3.952243,-0711880,-0574642,3.977554,-1160836,+0376529,17:26:43.748533
3.996204,-0712270,-0574682,4.021725,-1160849,+0376765,17:26:43.793220
4.040107,-0711930,-0574760,4.065937,-1160992,+0376625,17:26:43.837405
4.084015,-0711848,-0574663,4.110151,-1160749,+0376640,17:26:43.887509
4.127897,-0712252,-0574722,4.154364,-1160831,+0376786,17:26:43.934361
4.171783,-0711738,-0574592,4.198537,-1160974,+0376597,17:26:43.992674
4.215702,-0711966,-0574664,4.242714,-1160732,+0376606,17:26:43.992674
4.259618,-0712291,-0574638,4.286930,-1160922,+0376733,17:26:44.042345
4.303500,-0711757,-0574611,4.331104,-1160973,+0376599,17:26:44.087414
4.347444,-0712272,-0574696,4.375279,-1160723,+0376629,17:26:44.139129
4.391371,-0712003,-0574674,4.419451,-1161021,+0376723,17:26:44.201260
4.435322,-0711772,-0574641,4.463625,-1160975,+0376577,17:26:44.248166
4.479223,-0712205,-0574676,4.507814,-1160807,+0376660,17:26:44.309466
4.523144,-0711889,-0574685,4.552028,-1161050,+0376723,17:26:44.310452
4.567098,-0711900,-0574613,4.596216,-1160956,+0376659,17:26:44.367191
4.611022,-0712307,-0574702,4.640432,-1160724,+0376637,17:26:44.414131
4.654923,-0711743,-0574669,4.684646,-1161040,+0376675,17:26:44.477601
4.698832,-0712084,-0574643,4.728863,-1160911,+0376543,17:26:44.532463
4.742730,-0712181,-0574689,4.773041,-1160865,+0376679,17:26:44.533475
4.786648,-0711750,-0574634,4.817256,-1161072,+0376695,17:26:44.586261
4.830554,-0712133,-0574665,4.861429,-1160914,+0376542,17:26:44.636141
4.874442,-0712040,-0574632,4.905674,-1160895,+0376725,17:26:44.688613
4.918325,-0711711,-0574642,4.949887,-1161071,+0376577,17:26:44.747401
4.962237,-0712357,-0574635,4.994096,-1160862,+0376596,17:26:44.747401
5.006199,-0711899,-0574707,5.038315,-1160899,+0376670,17:26:44.794913
5.050121,-0711962,-0574629,5.082541,-1161030,+0376640,17:26:44.839044
5.094065,-0712351,-0574587,5.126721,-1160812,+0376648,17:26:44.901932
5.138016,-0711930,-0574520,5.170930,-1160906,+0376686,17:26:44.949680
5.181944,-0712157,-0574644,5.215143,-1161049,+0376625,17:26:45.010976
5.225856,-0712133,-0574601,5.259341,-1160796,+0376612,17:26:45.010976
5.269773,-0711759,-0574686,5.303554,-1160983,+0376758,17:26:45.069315
5.313661,-0712134,-0574708,5.347726,-1161070,+0376640,17:26:45.126193
5.357555,-0712018,-0574576,5.391947,-1160821,+0376673,17:26:45.182534
5.401443,-0711773,-0574617,5.436189,-1160921,+0376707,17:26:45.184546
5.445338,-0712308,-0574641,5.480402,-1160988,+0376671,17:26:45.231594
5.489217,-0711894,-0574622,5.524614,-1160795,+0376644,17:26:45.287957
5.533101,-0711940,-0574615,5.568792,-1160998,+0376729,17:26:45.335222
5.576984,-0712280,-0574652,5.613047,-1160982,+0376619,17:26:45.382208
5.620873,-0711775,-0574593,5.657263,-1160788,+0376722,17:26:45.429385
5.664763,-0712033,-0574566,5.701483,-1161012,+0376747,17:26:45.475965
5.708654,-0712061,-0574683,5.745718,-1160926,+0376669,17:26:45.522951
5.752536,-0711774,-0574630,5.789968,-1160794,+0376744,17:26:45.570277
5.796455,-0712294,-0574696,5.834179,-1161062,+0376747,17:26:45.614934
5.884216,-0712012,-0574578,5.878406,-1160914,+0376596,17:26:45.661134
5.928134,-0711950,-0574632,5.922576,-1160783,+0376681,17:26:45.710043
5.972050,-0712346,-0574647,5.966746,-1161117,+0376690,17:26:45.710043
6.016011,-0711812,-0574511,6.010917,-1160794,+0376620,17:26:45.756567
6.059936,-0711946,-0574610,6.055088,-1160950,+0376707,17:26:45.808552
6.103852,-0712525,-0574648,6.099259,-1161097,+0376720,17:26:45.869302
6.147768,-0711824,-0574587,6.143429,-1160888,+0376611,17:26:45.914602
6.191695,-0712057,-0574579,6.187600,-1160945,+0376705,17:26:45.957297
6.235650,-0712140,-0574590,6.231773,-1161057,+0376712,17:26:46.009835
6.279587,-0711750,-0574515,6.275943,-1160765,+0376653,17:26:46.068529
6.323530,-0712283,-0574532,6.320145,-1160951,+0376752,17:26:46.069528
6.367456,-0711943,-0574562,6.364315,-1160994,+0376653,17:26:46.113296
6.411371,-0711821,-0574525,6.408486,-1160824,+0376617,17:26:46.161352
6.455280,-0712341,-0574636,6.452695,-1160987,+0376757,17:26:46.207266
6.499183,-0711804,-0574508,6.496865,-1161018,+0376704,17:26:46.257261
6.543131,-0712026,-0574587,6.541036,-1160787,+0376663,17:26:46.303448
6.587056,-0712238,-0574539,6.585207,-1161041,+0376758,17:26:46.355046
6.631011,-0711856,-0574465,6.629420,-1160960,+0376606,17:26:46.409541
6.674951,-0712055,-0574550,6.673591,-1160824,+0376674,17:26:46.457579
6.718909,-0712179,-0574488,6.717762,-1161096,+0376760,17:26:46.551429
6.762823,-0711827,-0574620,6.761945,-1161027,+0376602,17:26:46.551429
6.806700,-0712290,-0574559,6.806156,-1160896,+0376759,17:26:46.602432
6.850607,-0711975,-0574551,6.850329,-1161112,+0376661,17:26:46.602432
6.894526,-0711897,-0574597,6.894567,-1160841,+0376541,17:26:46.652904
6.938406,-0712337,-0574581,6.938738,-1160875,+0376720,17:26:46.707527
6.982326,-0711850,-0574590,6.982916,-1161099,+0376726,17:26:46.785569
7.026298,-0712052,-0574588,7.027126,-1160861,+0376633,17:26:46.830454
7.070187,-0712426,-0574607,7.071353,-1160947,+0376731,17:26:46.831464
7.114095,-0711804,-0574629,7.115524,-1161063,+0376627,17:26:46.878361
7.158045,-0712218,-0574608,7.159697,-1160862,+0376640,17:26:46.925430
7.201968,-0712071,-0574630,7.203867,-1160960,+0376784,17:26:46.972164
7.245910,-0711797,-0574559,7.248039,-1161045,+0376633,17:26:47.017374
7.289859,-0712237,-0574560,7.292216,-1160828,+0376632,17:26:47.064354
7.333742,-0712012,-0574509,7.336430,-1161032,+0376692,17:26:47.113956
7.377624,-0711986,-0574654,7.380670,-1161030,+0376590,17:26:47.165484
7.421538,-0712399,-0574524,7.424840,-1160744,+0376648,17:26:47.219423
7.465458,-0711881,-0574530,7.469021,-1161013,+0376698,17:26:47.220418
7.509350,-0711929,-0574555,7.513233,-1160970,+0376606,17:26:47.270204
7.553228,-0712220,-0574474,7.557428,-1160773,+0376574,17:26:47.314354
7.597151,-0711663,-0574522,7.601601,-1161021,+0376694,17:26:47.362703
7.641087,-0712265,-0574633,7.645810,-1160958,+0376507,17:26:47.410158
7.685044,-0712264,-0574563,7.690003,-1160783,+0376638,17:26:47.464103
7.728992,-0711735,-0574619,7.734179,-1161094,+0376665,17:26:47.518438
7.772902,-0712356,-0574587,7.778394,-1160997,+0376518,17:26:47.567148
7.816822,-0711882,-0574528,7.822565,-1160844,+0376627,17:26:47.613911
7.860753,-0711831,-0574504,7.866781,-1161138,+0376552,17:26:47.613911
7.904640,-0712241,-0574577,7.911036,-1160872,+0376563,17:26:47.663162
7.948521,-0711795,-0574512,7.955248,-1160916,+0376622,17:26:47.705507
7.992425,-0712059,-0574551,7.999468,-1161101,+0376586,17:26:47.754370
8.036315,-0712195,-0574547,8.043640,-1160856,+0376547,17:26:47.802427
8.080265,-0711660,-0574555,8.087829,-1160945,+0376645,17:26:47.848330
8.124192,-0712117,-0574618,8.132002,-1161046,+0376596,17:26:47.893669
8.168121,-0712001,-0574518,8.176206,-1160898,+0376542,17:26:47.941475
8.212065,-0711724,-0574533,8.220379,-1160992,+0376651,17:26:47.988223
8.255945,-0712173,-0574519,8.264595,-1161017,+0376499,17:26:48.031859
8.299831,-0712019,-0574559,8.308811,-1160836,+0376530,17:26:48.077187
8.343718,-0711924,-0574574,8.353025,-1160924,+0376626,17:26:48.135993
8.387628,-0712254,-0574622,8.397240,-1161047,+0376536,17:26:48.191982
8.431548,-0711786,-0574582,8.441438,-1160832,+0376514,17:26:48.191982
8.475426,-0712038,-0574493,8.485652,-1161008,+0376678,17:26:48.236463
8.519303,-0712154,-0574576,8.529863,-1161044,+0376581,17:26:48.281342
8.563187,-0711651,-0574542,8.574075,-1160847,+0376559,17:26:48.339226
8.607084,-0712220,-0574570,8.618254,-1161013,+0376618,17:26:48.397107
8.650965,-0711920,-0574539,8.662469,-1161023,+0376506,17:26:48.452644
8.694890,-0711920,-0574554,8.706698,-1160878,+0376572,17:26:48.453644
8.738780,-0712236,-0574584,8.750910,-1161073,+0376664,17:26:48.500401
8.782664,-0711893,-0574523,8.795124,-1160921,+0376486,17:26:48.543162
8.826545,-0712174,-0574550,8.839336,-1160834,+0376647,17:26:48.590476
8.870427,-0711797,-0574562,8.883549,-1161118,+0376618,17:26:48.646288
8.914326,-0712113,-0574588,8.927736,-1160982,+0376424,17:26:48.701401
8.958208,-0712175,-0574676,8.971961,-1160957,+0376595,17:26:48.750292
9.002096,-0711738,-0574537,9.016185,-1161178,+0376615,17:26:48.795713
9.045973,-0712171,-0574627,9.060426,-1160933,+0376462,17:26:48.844567
9.089915,-0711975,-0574536,9.104636,-1160942,+0376686,17:26:48.888254
9.133790,-0711869,-0574604,9.148847,-1161174,+0376636,17:26:48.936497
9.177665,-0712301,-0574592,9.193061,-1160848,+0376559,17:26:49.032040
9.221567,-0711843,-0574650,9.237287,-1161021,+0376658,17:26:49.088355
9.265442,-0712171,-0574558,9.281500,-1161129,+0376573,17:26:49.088355
9.309397,-0712273,-0574472,9.325712,-1160877,+0376591,17:26:49.088355
9.353309,-0711794,-0574665,9.369881,-1161024,+0376641,17:26:49.138257
9.397226,-0712196,-0574573,9.414051,-1161105,+0376497,17:26:49.180523
9.441173,-0712124,-0574611,9.458221,-1160870,+0376561,17:26:49.227863
9.485096,-0711772,-0574520,9.502392,-1161003,+0376701,17:26:49.272906
9.529029,-0712325,-0574555,9.546563,-1161186,+0376575,17:26:49.320458
9.572952,-0711967,-0574558,9.590733,-1160781,+0376618,17:26:49.366486
9.616927,-0711835,-0574575,9.634904,-1161076,+0376669,17:26:49.431942
9.660838,-0712512,-0574582,9.679075,-1161004,+0376535,17:26:49.431942
9.704781,-0711840,-0574542,9.723253,-1160871,+0376647,17:26:49.490816
9.748706,-0711974,-0574492,9.767424,-1161112,+0376579,17:26:49.549252
9.792654,-0712274,-0574636,9.811619,-1160978,+0376600,17:26:49.613962
9.836536,-0711756,-0574534,9.855790,-1160937,+0376652,17:26:49.613962
9.880450,-0712285,-0574511,9.899963,-1161127,+0376633,17:26:49.671672
9.924380,-0712138,-0574590,9.944139,-1160902,+0376569,17:26:49.727356
9.968327,-0711860,-0574649,9.988309,-1160945,+0376618,17:26:49.791442
10.012265,-0712296,-0574489,10.032481,-1161079,+0376522,17:26:49.791442
10.056182,-0711954,-0574580,10.076652,-1160864,+0376565,17:26:49.850458
10.100098,-0711846,-0574570,10.120848,-1161003,+0376661,17:26:49.894430
10.143994,-0712245,-0574555,10.165063,-1161098,+0376657,17:26:49.942469
10.187885,-0712003,-0574579,10.209316,-1160896,+0376479,17:26:50.011243
10.231797,-0711997,-0574498,10.253496,-1160993,+0376686,17:26:50.011243
10.275713,-0712259,-0574581,10.297667,-1161059,+0376611,17:26:50.065800
10.319630,-0711720,-0574546,10.341838,-1160886,+0376565,17:26:50.115720
10.363585,-0712110,-0574581,10.386009,-1160943,+0376718,17:26:50.163236
10.407483,-0712083,-0574624,10.430238,-1161046,+0376586,17:26:50.208318
10.451376,-0711752,-0574538,10.474450,-1160803,+0376554,17:26:50.254528
10.495280,-0712243,-0574593,10.518619,-1160994,+0376651,17:26:50.302297
10.539206,-0711902,-0574516,10.562791,-1160968,+0376616,17:26:50.353438
10.583121,-0711808,-0574522,10.606962,-1160776,+0376643,17:26:50.353438
10.627035,-0712236,-0574606,10.651179,-1161036,+0376617,17:26:50.430317
10.670938,-0711775,-0574506,10.695349,-1160933,+0376451,17:26:50.485708
10.714821,-0712010,-0574608,10.739625,-1160805,+0376604,17:26:50.485708
10.758737,-0712191,-0574657,10.783837,-1161065,+0376556,17:26:50.534341
10.802631,-0711875,-0574586,10.828049,-1160877,+0376467,17:26:50.584477
10.846516,-0712137,-0574699,10.872262,-1160879,+0376617,17:26:50.645653
10.890411,-0712130,-0574611,10.916435,-1161050,+0376555,17:26:50.694462
10.934312,-0711830,-0574601,10.960652,-1160920,+0376512,17:26:50.750338
10.978220,-0712265,-0574589,11.004825,-1160842,+0376594,17:26:50.750338
11.022136,-0711982,-0574716,11.049037,-1161029,+0376558,17:26:50.801955
11.066022,-0711966,-0574638,11.093283,-1160839,+0376474,17:26:50.864494
11.109925,-0712407,-0574689,11.137458,-1160947,+0376635,17:26:50.921350
11.153846,-0711890,-0574690,11.181674,-1161024,+0376574,17:26:50.969461
11.197735,-0712115,-0574700,11.225853,-1160779,+0376500,17:26:50.969461
11.241663,-0712256,-0574599,11.270082,-1160949,+0376636,17:26:51.018169
11.285557,-0711885,-0574628,11.314346,-1161099,+0376549,17:26:51.068055
11.329448,-0712272,-0574666,11.358560,-1160826,+0376545,17:26:51.133480
11.373361,-0712117,-0574767,11.402734,-1160955,+0376626,17:26:51.189678
11.417263,-0711891,-0574710,11.446964,-1160977,+0376592,17:26:51.244654
11.461170,-0712352,-0574667,11.491183,-1160718,+0376546,17:26:51.244654
11.505061,-0711920,-0574687,11.535394,-1161009,+0376643,17:26:51.303134
11.548943,-0711995,-0574603,11.579585,-1161009,+0376557,17:26:51.357677
11.592909,-0712312,-0574733,11.623760,-1160815,+0376618,17:26:51.404443
11.636813,-0711874,-0574662,11.668001,-1160997,+0376629,17:26:51.450473
11.680734,-0712151,-0574648,11.712244,-1160935,+0376565,17:26:51.500210
11.724737,-0712341,-0574702,11.756456,-1160748,+0376652,17:26:51.547346
11.768623,-0711793,-0574679,11.800669,-1161064,+0376637,17:26:51.547346
11.812518,-0712298,-0574665,11.844880,-1160858,+0376565,17:26:51.600306
11.856397,-0712009,-0574531,11.889097,-1160891,+0376641,17:26:51.659587
11.900292,-0711802,-0574640,11.933271,-1161062,+0376574,17:26:51.718409
11.944200,-0712362,-0574611,11.977500,-1160880,+0376560,17:26:51.762710
11.988124,-0711919,-0574632,12.021714,-1160827,+0376667,17:26:51.807300
12.032012,-0712137,-0574653,12.065927,-1161124,+0376589,17:26:51.865247
12.075891,-0712300,-0574578,12.110139,-1160863,+0376562,17:26:51.865247
12.119772,-0711767,-0574564,12.154350,-1160851,+0376666,17:26:51.922471
12.163655,-0712133,-0574624,12.198531,-1161015,+0376590,17:26:51.983554
12.207557,-0712031,-0574600,12.242759,-1160893,+0376567,17:26:52.048638
12.251437,-0711812,-0574638,12.286972,-1160866,+0376683,17:26:52.048638
12.295341,-0712241,-0574611,12.331150,-1160972,+0376582,17:26:52.110260
12.339260,-0712071,-0574530,12.375343,-1160837,+0376536,17:26:52.170605
12.383165,-0711829,-0574689,12.419582,-1160966,+0376695,17:26:52.170605
12.427041,-0712244,-0574542,12.463795,-1161061,+0376596,17:26:52.235621
12.470918,-0711792,-0574643,12.507974,-1160813,+0376536,17:26:52.292457
12.514814,-0712040,-0574597,12.552206,-1160967,+0376707,17:26:52.337034
12.558693,-0712233,-0574664,12.596421,-1160966,+0376589,17:26:52.382301
12.646478,-0711747,-0574570,12.640668,-1160794,+0376615,17:26:52.432240
12.690392,-0712168,-0574578,12.684839,-1160968,+0376722,17:26:52.432240
12.734307,-0712064,-0574633,12.729008,-1160968,+0376616,17:26:52.480217
12.778221,-0711706,-0574601,12.773179,-1160701,+0376596,17:26:52.523981
12.822152,-0712215,-0574630,12.817349,-1161015,+0376674,17:26:52.588666
12.866056,-0711855,-0574612,12.861520,-1160967,+0376517,17:26:52.640440
12.909979,-0711863,-0574667,12.905694,-1160787,+0376604,17:26:52.701985
12.953894,-0712294,-0574630,12.949943,-1160940,+0376644,17:26:52.702985
12.997811,-0711870,-0574598,12.994114,-1160867,+0376574,17:26:52.759875
13.041727,-0712007,-0574605,13.038285,-1160855,+0376649,17:26:52.804206
13.085649,-0712133,-0574565,13.082458,-1161051,+0376603,17:26:52.848552
13.129570,-0711709,-0574659,13.126627,-1160880,+0376547,17:26:52.895840
13.173497,-0712132,-0574609,13.170797,-1160885,+0376745,17:26:52.946090
13.217444,-0712005,-0574543,13.214968,-1161091,+0376570,17:26:52.991659
13.261352,-0711728,-0574511,13.259177,-1160803,+0376548,17:26:53.042329
13.305263,-0712366,-0574644,13.303424,-1160978,+0376610,17:26:53.100399
13.349178,-0711819,-0574596,13.347593,-1161096,+0376604,17:26:53.101393
13.393054,-0711727,-0574627,13.391842,-1160715,+0376481,17:26:53.151226
13.436974,-0712201,-0574556,13.436011,-1161023,+0376650,17:26:53.210311
13.480898,-0711742,-0574596,13.480183,-1161007,+0376605,17:26:53.258618
13.524825,-0712035,-0574594,13.524396,-1160735,+0376611,17:26:53.305166
13.568741,-0712218,-0574552,13.568566,-1160943,+0376628,17:26:53.354488
13.612657,-0711918,-0574606,13.612737,-1160944,+0376574,17:26:53.404291
13.656572,-0712187,-0574600,13.656907,-1160785,+0376619,17:26:53.460319
13.700487,-0712135,-0574629,13.701081,-1161037,+0376754,17:26:53.460319
13.744410,-0711827,-0574677,13.745250,-1160931,+0376567,17:26:53.513439
13.788327,-0712363,-0574541,13.789419,-1160787,+0376548,17:26:53.569554
13.832268,-0712026,-0574590,13.833596,-1160991,+0376692,17:26:53.630590
13.876182,-0711979,-0574650,13.877767,-1160935,+0376527,17:26:53.630590
