===BEGIN_METADATA===
Test Name: 2026-01-07_test_092513,yyyy-mm-dd_test_hhmmss
Test Type: Force Cycle,Force: 20N,Cycles: 66,Dwell Time: 1sec,Tool Accuracy: +/-0.05N
Test Number in Session: 10,Time since Last Test: ~10min
Number of ICB-Sensors: 1,Sensor Label(s): B
ICB-Sensor B's Serial#: 002,Length: 120mm,Spacing: 40mm,Saturation Load: 80N,Factor of Safety at Saturation: 1.5
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_90SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor B's Latest Calibration: N/A,kB1: 1.0,dB1: 1.0,cB1: 1.0,kB2: 1.0,dB2: 1.0,cB2: 1.0
===END_METADATA===
===BEGIN_DATA===
Time_B_sec,Strain_B1_raw,Strain_B2_raw,Processed_Time
0.004816,-0845071,+0327753,09:25:14.242554
0.014841,-0845101,+0327753,09:25:14.242554
0.024874,-0845101,+5576305,09:25:14.243558
0.034869,-0910598,+2102979,09:25:14.243558
0.044863,+0137985,+0333306,09:25:14.243558
0.054858,+1055555,-0649723,09:25:14.288774
0.064908,-1959864,-0583946,09:25:14.288774
0.074904,+7412514,-3140049,09:25:14.288774
0.084899,+2300643,-2681256,09:25:14.288774
0.094893,+3152618,+0333483,09:25:14.288774
0.104888,-3990799,+0327810,09:25:14.337230
0.114921,-0845172,-3860992,09:25:14.337230
0.124920,-0845160,-5892496,09:25:14.338229
0.134916,+3283732,-8055327,09:25:14.338229
0.144913,-8381572,+0202245,09:25:14.383510
0.154956,-1959200,-0584191,09:25:14.383510
0.164981,-1959929,-0583983,09:25:14.383510
0.174983,+4397728,-0584090,09:25:14.383510
0.184977,+4201218,-2746676,09:25:14.383510
0.194974,-5235944,+1382078,09:25:14.430338
0.205007,-1959232,-0584087,09:25:14.430338
0.215001,+6495113,+6428206,09:25:14.430338
0.224999,+5380924,-3008883,09:25:14.430338
0.234987,+2235145,+3217084,09:25:14.430338
0.244982,+6429486,+0327811,09:25:14.477196
0.255048,-0845120,-0584017,09:25:14.477196
0.265045,+2104067,+0327810,09:25:14.477196
0.275068,-0845088,-0584007,09:25:14.477196
0.285064,-3073389,+5379621,09:25:14.523714
0.295139,-1959920,+0327808,09:25:14.523714
0.305164,-0845038,+4396771,09:25:14.523714
0.315158,+1186649,+1316447,09:25:14.523714
0.325153,+6429470,+3610281,09:25:14.523714
0.335142,+7346865,-6154565,09:25:14.569658
0.345168,-1959934,-0584029,09:25:14.570659
0.355181,-1959935,-0584077,09:25:14.570659
0.365176,+4266791,+2430468,09:25:14.570659
0.375206,-1959167,-0584036,09:25:14.570659
0.385203,+6363844,+0328196,09:25:14.617165
0.395238,-0845024,-0584008,09:25:14.617165
0.405239,+6494998,+1054406,09:25:14.618165
0.415236,+5380887,+3479232,09:25:14.618165
0.425231,-6087896,+0005736,09:25:14.663154
0.435298,-1959896,+0327702,09:25:14.663154
0.445328,-0845100,+0202315,09:25:14.663154
0.455324,-3138823,+1250847,09:25:14.663154
0.465319,-8381689,+5248713,09:25:14.663154
0.475339,-1959868,-0584035,09:25:14.709422
0.485370,-1959839,-0583980,09:25:14.710427
0.495371,+1121024,-0584094,09:25:14.710427
0.505370,-2024766,-0584105,09:25:14.710427
0.515375,-3990752,-0584106,09:25:14.710427
0.525373,+0203430,+0328258,09:25:14.757798
0.535407,-0844958,-0584152,09:25:14.757798
0.545406,+1055434,+3544742,09:25:14.757798
0.555400,+1055417,+6297092,09:25:14.757798
0.565407,-0845178,-1960205,09:25:14.802973
0.575482,-1959915,+0327937,09:25:14.802973
0.585509,-0845068,+6493780,09:25:14.802973
0.595505,+5315399,+3413665,09:25:14.802973
0.605502,-2024694,+5707316,09:25:14.802973
0.615494,-7201936,+0327834,09:25:14.850190
0.625580,-1959936,-0584045,09:25:14.850190
0.635579,-0976222,-0584070,09:25:14.850190
0.645574,+4332324,+0136865,09:25:14.850190
0.655574,+2104113,+5510788,09:25:14.850190
0.665564,+0006996,+0327748,09:25:14.895730
0.675600,-0845024,-0588544,09:25:14.895730
0.685623,-0845022,-0584026,09:25:14.895730
0.695620,+7346841,+2365006,09:25:14.895730
0.705616,+4201200,-4843887,09:25:14.941476
0.715647,-1959896,-0584019,09:25:14.942474
0.725644,+6363844,+1185300,09:25:14.942474
0.735642,+6298308,+1185397,09:25:14.942474
0.745634,+5315303,-6089046,09:25:14.942474
0.755632,+5446432,+0328194,09:25:14.987185
0.765715,-1959760,-0584073,09:25:14.987185
0.775716,+2235104,-0588792,09:25:14.987185
0.785745,-0851292,+0328264,09:25:14.987185
0.795823,-1959916,-0584073,09:25:15.034137
0.805883,-1959935,+0328232,09:25:15.034137
0.815901,-0845045,-4909417,09:25:15.034137
0.825897,-0845072,-6220146,09:25:15.034137
0.835892,+2169603,+7739009,09:25:15.034137
0.845886,+4397819,-8186125,09:25:15.080059
0.855910,-1959931,-0584218,09:25:15.080059
0.865904,+2169593,-3860826,09:25:15.080059
0.875900,+4332213,+6362842,09:25:15.080059
0.885922,-1959879,-0584081,09:25:15.080059
0.895919,+1120877,+0328384,09:25:15.126533
0.905951,-0844990,-0584150,09:25:15.126533
0.915948,+0203542,-4057422,09:25:15.126533
0.925942,-4187368,+0005761,09:25:15.126533
0.935936,-7267535,+3413578,09:25:15.171807
0.945967,-1959920,-0584021,09:25:15.171807
0.955973,-6219070,-0584059,09:25:15.171807
0.965968,+7347001,-6875548,09:25:15.171807
0.975978,+4326072,-0584126,09:25:15.171807
0.986008,-1959836,+0328384,09:25:15.219363
0.996045,-0845056,-0584157,09:25:15.219363
1.006046,-2942398,-0584048,09:25:15.219363
1.016040,-7136515,-0911614,09:25:15.220365
1.026039,-6284600,-5957993,09:25:15.220365
1.036042,-1041536,+0328324,09:25:15.266775
1.046076,-0845103,-2746805,09:25:15.266775
1.056073,+0203623,+0071307,09:25:15.266775
1.066070,-3007811,+1250971,09:25:15.266775
1.076066,-1959864,+7542318,09:25:15.314090
1.086107,-1959864,+0328256,09:25:15.314090
1.096138,-0845088,-0584152,09:25:15.314090
1.106155,-1959660,-0584074,09:25:15.314090
1.116150,+3349367,-1763626,09:25:15.314090
1.126145,+1055563,-8317279,09:25:15.359462
1.136177,-1959936,-0584057,09:25:15.360462
1.146177,-2090334,-0584060,09:25:15.360462
1.156174,-7202200,+5641789,09:25:15.360462
1.166172,-5170316,+6297119,09:25:15.360462
1.176175,+7471629,+0328211,09:25:15.407499
1.186209,-0845022,-0588792,09:25:15.407499
1.196231,-0845084,-8382877,09:25:15.407499
1.206227,-7267655,+2233962,09:25:15.407499
1.216222,-8184969,+3282546,09:25:15.453508
1.226255,-1959647,-0584023,09:25:15.453508
1.236253,-6088000,+7607882,09:25:15.453508
1.246250,+0203539,-0846231,09:25:15.454508
1.256254,-8250688,-0584172,09:25:15.454508
1.266250,-3007725,+0328707,09:25:15.501000
1.276344,-1959664,-0584180,09:25:15.501000
1.286344,+2235042,-0584187,09:25:15.501000
1.296369,-1959616,-0584076,09:25:15.501000
1.306364,+6429308,-7334471,09:25:15.501000
1.316359,+3218070,+0328706,09:25:15.547783
1.326394,-0845086,-0584095,09:25:15.547783
1.336395,-7136640,-0584057,09:25:15.547783
1.346389,+4332353,-8251675,09:25:15.547783
1.356389,+4397762,-0584048,09:25:15.595150
1.366434,-1959676,-0584047,09:25:15.596152
1.376433,+4397780,-0649567,09:25:15.596152
1.386444,+6488632,-0584072,09:25:15.596152
1.396473,-1959768,-0584094,09:25:15.596152
1.406478,+1055554,+0328708,09:25:15.640594
1.416535,-1959659,-0584085,09:25:15.640594
1.426537,+7412322,-0583998,09:25:15.640594
1.436533,+7478080,-0584128,09:25:15.640594
1.446524,+0072451,-2943333,09:25:15.641592
1.456516,-1893597,+0328776,09:25:15.687989
1.466553,-0845088,-0584198,09:25:15.687989
1.476552,-5039315,+1381951,09:25:15.687989
1.486548,+6429414,-1698143,09:25:15.688978
1.496569,-1959802,-0584029,09:25:15.733100
1.506608,-1959802,-0584192,09:25:15.734100
1.516624,-0845120,-0584026,09:25:15.734100
1.526620,+0072384,-7203190,09:25:15.734100
1.536615,-4187406,-4975005,09:25:15.734100
1.546612,+7543446,+0328814,09:25:15.779580
