===BEGIN_METADATA===
Test Name: 2026-04-08_204238_01,yyyy-mm-dd_hhmmss_{probe_num}
Note: For validation against DARLING. Hi-STIFFS v3.2
Test Type: Medium Lab w/o tops
"Speed: 25 ft/min,Stalk Spacing: 6in,Probe Height (m): 0.785
Number of ICB-Sensors: 5",Sensor Label(s): A B C D E,Sensor SNs: 001 002 003 004 005
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor A's Latest Calibration: 2026-02-28_181436,kA1: 349273.60227475094,dA1: 0.0045245532907721,cA1: 1102.3374494942836,kA2: 346675.0994387471,dA2: 0.0451524381538289,cA2: 681.8182371353614
ICB-Sensor B's Latest Calibration: 2026-02-28_191825,kB1: 285806.85492483515,dB1: 0.0038186954053924,cB1: 1779.0295562932731,kB2: 278780.10405734595,dB2: 0.0456960408628126,cB2: 910.3072104970925
ICB-Sensor C's Latest Calibration: 2026-02-28_203355,kC1: 400137.07123195945,dC1: 0.0045411310920291,cC1: 1788.4192282378208,kC2: 401512.5673837119,dC2: 0.0455171988670882,cC2: 942.1566234510974
ICB-Sensor D's Latest Calibration: 2026-02-26_195246,kD1: 327901.7793019196,dD1: 0.0055431319529345,cD1: 1092.3920580442064,kD2: 331651.3310431668,dD2: 0.0445085069339955,cD2: 837.0076372631593
ICB-Sensor E's Latest Calibration: 2026-03-13_134528,kE1: 398510.4590000597,dE1: 0.0051701866415987,cE1: -201.64965113438663,kE2: 410394.7094971476,dE2: 0.0473976078282431,cE2: -366.0193833265803
===END_METADATA===
===BEGIN_DATA===
0.108460,+0019421,+0622816,0.108611,-8388608,-8388608,0.108849,+0304273,-0139227,0.107631,-0398799,+0614392,0.107159,+0855078,+0379653,20:42:45.393696
0.111704,+0019503,+0622927,0.111908,-8388608,-8388608,0.112123,+0304449,-0139348,0.110446,-0398885,+0614490,0.109945,+0855069,+0379625,20:42:45.393696
0.114948,+0019482,+0622956,0.115145,-8388608,-8388608,0.115359,+0304347,-0138945,0.113253,-0399118,+0614540,0.112767,+0855189,+0379359,20:42:45.393696
0.118193,+0019423,+0622770,0.118404,-8388608,-8388608,0.118628,+0304434,-0139088,0.116061,-0398882,+0614326,0.118344,+0855358,+0379810,20:42:45.393696
0.121440,+0019592,+0622682,0.121644,-8388608,-8388608,0.121863,+0304689,-0139179,0.121704,-0399019,+0614378,0.121134,+0855112,+0379407,20:42:45.393696
0.124690,+0019536,+0623025,0.124881,-8388608,-8388608,0.125099,+0304486,-0139208,0.124529,-0398800,+0614275,0.123925,+0855112,+0379819,20:42:45.393696
0.127936,+0019375,+0622873,0.128162,-8388608,-8388608,0.128388,+0304296,-0138995,0.127334,-0399266,+0614391,0.126711,+0855234,+0379499,20:42:45.393696
0.131181,+0019414,+0622724,0.131401,-8388608,-8388608,0.131623,+0304476,-0139315,0.130141,-0398964,+0614347,0.132285,+0855239,+0379589,20:42:45.393696
0.134428,+0019478,+0622897,0.134649,-8388608,-8388608,0.134859,+0304380,-0139133,0.132946,-0398915,+0614318,0.135073,+0855383,+0379366,20:42:45.393696
0.137672,+0019412,+0622750,0.137920,-8388608,-8388608,0.138144,+0304424,-0139006,0.135753,-0398887,+0614422,0.137862,+0855243,+0379297,20:42:45.393696
0.140936,+0019525,+0622672,0.141156,-8388608,-8388608,0.141424,+0304378,-0139314,0.141366,-0398901,+0614063,0.140648,+0855205,+0379535,20:42:45.393696
0.144230,+0019498,+0622953,0.144444,-8388608,-8388608,0.144660,+0304284,-0139172,0.144171,-0398837,+0614246,0.143443,+0855205,+0379397,20:42:45.393696
0.147476,+0019581,+0622730,0.147684,-8388608,-8388608,0.147908,+0304467,-0139203,0.146976,-0398943,+0614344,0.146232,+0855154,+0379393,20:42:45.393696
0.150720,+0019445,+0622807,0.150922,-8388608,-8388608,0.151145,+0304347,-0139116,0.149783,-0399121,+0614419,0.151813,+0855317,+0379495,20:42:45.460270
0.153967,+0019445,+0622884,0.154162,-8388608,-8388608,0.154386,+0304485,-0139287,0.152610,-0399002,+0614093,0.154606,+0855279,+0379495,20:42:45.460270
0.157211,+0019330,+0622691,0.157454,-8388608,-8388608,0.157676,+0304544,-0139317,0.155427,-0398831,+0614240,0.157394,+0855426,+0379507,20:42:45.460270
0.163771,+0019382,+0622801,0.163945,-8388608,-8388608,0.164172,+0304505,-0139134,0.163879,-0399053,+0614347,0.162987,+0855088,+0379772,20:42:45.460270
0.167049,+0019437,+0622940,0.167183,-8388608,-8388608,0.167411,+0304504,-0139086,0.166690,-0399059,+0614469,0.165851,+0855192,+0379723,20:42:45.460270
0.170322,+0019603,+0622752,0.170421,-8388608,-8388608,0.170649,+0304464,-0139391,0.169495,-0398932,+0614288,0.168639,+0855351,+0379761,20:42:45.460270
0.173570,+0019421,+0622628,0.173658,-8388608,-8388608,0.173884,+0304634,-0139384,0.172326,-0398960,+0614151,0.171427,+0855117,+0379517,20:42:45.460270
0.176815,+0019391,+0622707,0.176895,-8388608,-8388608,0.177119,+0304593,-0139205,0.175131,-0398905,+0614249,0.177005,+0855348,+0379490,20:42:45.460270
0.180083,+0019450,+0622986,0.180141,-8388608,-8388608,0.180354,+0304538,-0139096,0.177936,-0398983,+0614355,0.179795,+0855344,+0379642,20:42:45.460270
0.183334,+0019282,+0622717,0.183392,-8388608,-8388608,0.183606,+0304229,-0139284,0.183546,-0398869,+0614422,0.182583,+0855252,+0379621,20:42:45.460270
0.186692,+0019504,+0622846,0.186628,-8388608,-8388608,0.186843,+0304318,-0139159,0.186355,-0398945,+0614241,0.185372,+0855173,+0379561,20:42:45.460270
0.189936,+0019483,+0622692,0.189867,-8388608,-8388608,0.190078,+0304655,-0139200,0.189162,-0398704,+0614301,0.188158,+0855334,+0379493,20:42:45.460270
0.193181,+0019455,+0622801,0.193112,-8388608,-8388608,0.193313,+0304523,-0139231,0.191968,-0398864,+0614402,0.190944,+0855263,+0379339,20:42:45.460270
0.196472,+0019375,+0622850,0.196350,-8388608,-8388608,0.196589,+0304352,-0139283,0.194790,-0398981,+0614242,0.196531,+0855192,+0379633,20:42:45.460270
0.199716,+0019418,+0622757,0.199603,-8388608,-8388608,0.199824,+0304545,-0139318,0.197596,-0399034,+0614264,0.199319,+0855089,+0379649,20:42:45.460270
0.202975,+0019506,+0622773,0.202842,-8388608,-8388608,0.203059,+0304555,-0139086,0.200403,-0399090,+0614060,0.202108,+0855277,+0379494,20:42:45.526671
0.206219,+0019469,+0622827,0.206116,-8388608,-8388608,0.206351,+0304511,-0139300,0.206057,-0398788,+0614398,0.204898,+0855254,+0379439,20:42:45.526671
0.209466,+0019390,+0622821,0.209377,-8388608,-8388608,0.209592,+0304418,-0139217,0.208911,-0399203,+0614235,0.207688,+0855143,+0379790,20:42:45.526671
0.212713,+0019367,+0622776,0.212624,-8388608,-8388608,0.212827,+0304737,-0139166,0.211738,-0398928,+0614371,0.210486,+0855386,+0379480,20:42:45.526671
0.215957,+0019484,+0623122,0.215868,-8388608,-8388608,0.216132,+0304615,-0139203,0.214560,-0398929,+0614122,0.216073,+0855170,+0379566,20:42:45.526671
0.219217,+0019374,+0622884,0.219156,-8388608,-8388608,0.219368,+0304580,-0139261,0.217418,-0398971,+0614265,0.218882,+0855188,+0379490,20:42:45.526671
0.222464,+0019464,+0622953,0.222393,-8388608,-8388608,0.222605,+0304541,-0139170,0.220227,-0398966,+0614074,0.221691,+0855191,+0379530,20:42:45.526671
0.225708,+0019434,+0622955,0.225636,-8388608,-8388608,0.225897,+0304478,-0139139,0.225840,-0398857,+0614398,0.224497,+0855400,+0379475,20:42:45.526671
0.229039,+0019287,+0622754,0.228918,-8388608,-8388608,0.229132,+0304416,-0139233,0.228645,-0398902,+0614451,0.227359,+0855239,+0379605,20:42:45.526671
0.232283,+0019507,+0623138,0.232155,-8388608,-8388608,0.232369,+0304370,-0139193,0.231456,-0399210,+0614322,0.230147,+0855212,+0379473,20:42:45.526671
0.235528,+0019335,+0622924,0.235394,-8388608,-8388608,0.235604,+0304624,-0139158,0.234269,-0398964,+0614434,0.235730,+0855159,+0379572,20:42:45.526671
0.238812,+0019439,+0622852,0.238632,-8388608,-8388608,0.238872,+0304444,-0139035,0.237074,-0399087,+0614251,0.238537,+0855258,+0379408,20:42:45.526671
0.242061,+0019528,+0622624,0.241869,-8388608,-8388608,0.242119,+0304498,-0139333,0.239881,-0399106,+0614333,0.241347,+0855156,+0379635,20:42:45.526671
0.245305,+0019408,+0622909,0.245111,-8388608,-8388608,0.245364,+0304563,-0139407,0.242691,-0398865,+0614620,0.244154,+0855269,+0379356,20:42:45.526671
0.248646,+0019459,+0622807,0.248426,-8388608,-8388608,0.248704,+0304409,-0139103,0.248310,-0398962,+0614139,0.246965,+0855392,+0379491,20:42:45.526671
0.251891,+0019576,+0622845,0.251667,-8388608,-8388608,0.251950,+0304631,-0139213,0.251116,-0398947,+0614250,0.252584,+0855308,+0379375,20:42:45.526671
0.255137,+0019670,+0622878,0.254915,-8388608,-8388608,0.255195,+0304501,-0139129,0.253928,-0398987,+0614109,0.255393,+0855322,+0379605,20:42:45.526671
0.258476,+0019556,+0622847,0.258258,-8388608,-8388608,0.258538,+0304526,-0139222,0.256737,-0399246,+0614300,0.258199,+0855022,+0379460,20:42:45.526671
0.261727,+0019512,+0622808,0.261514,-8388608,-8388608,0.261790,+0304277,-0139116,0.262363,-0398941,+0614276,0.261018,+0855473,+0379375,20:42:45.526671
0.264979,+0019315,+0622864,0.264766,-8388608,-8388608,0.265044,+0304494,-0139128,0.265171,-0398880,+0614383,0.263826,+0855146,+0379580,20:42:45.526671
0.268315,+0019339,+0622940,0.268097,-8388608,-8388608,0.268373,+0304539,-0139260,0.267979,-0399054,+0614247,0.266635,+0855294,+0379701,20:42:45.526671
0.271565,+0019361,+0622656,0.271334,-8388608,-8388608,0.271625,+0304562,-0139273,0.270784,-0398873,+0614291,0.272247,+0855271,+0379505,20:42:45.593696
0.274810,+0019393,+0622734,0.274582,-8388608,-8388608,0.274869,+0304701,-0139354,0.273591,-0398902,+0614354,0.275054,+0855337,+0379543,20:42:45.593696
0.278138,+0019325,+0622492,0.277918,-8388608,-8388608,0.278198,+0304464,-0139359,0.276398,-0398859,+0614351,0.277859,+0855472,+0379587,20:42:45.593696
0.281383,+0019357,+0622615,0.281157,-8388608,-8388608,0.281463,+0304480,-0139222,0.282013,-0398946,+0614439,0.283518,+0855175,+0379446,20:42:45.593696
0.284648,+0019398,+0622834,0.284417,-8388608,-8388608,0.284708,+0303119,-0138987,0.284858,-0399145,+0614590,0.286319,+0854798,+0379525,20:42:45.593696
0.288000,+0019398,+0622749,0.287785,-8388608,-8388608,0.288060,+0303119,-0139002,0.287663,-0399129,+0614161,0.289131,+0854900,+0380015,20:42:45.593696
0.291246,+0019047,+0622958,0.291028,-8388608,-8388608,0.291304,+0302934,-0138880,0.290475,-0399189,+0614340,0.291951,+0854889,+0379868,20:42:45.593696
0.294493,+0019227,+0622829,0.294307,-8388608,-8388608,0.294553,+0303324,-0138909,0.293295,-0399172,+0614418,0.294764,+0855001,+0379644,20:42:45.593696
0.297848,+0019196,+0622916,0.297629,-8388608,-8388608,0.297926,+0303183,-0138962,0.296109,-0399044,+0614282,0.297570,+0855005,+0379784,20:42:45.593696
0.301122,+0019297,+0622752,0.300872,-8388608,-8388608,0.301184,+0304396,-0139049,0.301768,-0399057,+0614401,0.300419,+0854999,+0379454,20:42:45.593696
0.304375,+0019559,+0622750,0.304111,-8388608,-8388608,0.304433,+0304396,-0139353,0.304581,-0398912,+0614505,0.303236,+0855161,+0379387,20:42:45.593696
0.307723,+0019584,+0622768,0.307347,-8388608,-8388608,0.307783,+0304490,-0139179,0.307407,-0398919,+0614380,0.306041,+0855097,+0379757,20:42:45.593696
0.310969,+0019286,+0622808,0.310586,-8388608,-8388608,0.311027,+0304640,-0139164,0.310220,-0398936,+0614495,0.311686,+0855127,+0379571,20:42:45.593696
0.314214,+0019427,+0622981,0.313827,-8388608,-8388608,0.314274,+0304443,-0139098,0.313030,-0398890,+0614367,0.314495,+0855077,+0379708,20:42:45.593696
0.317461,+0019397,+0622890,0.317065,-8388608,-8388608,0.317632,+0304427,-0139133,0.315955,-0398941,+0614386,0.317290,+0855403,+0379643,20:42:45.593696
0.320705,+0019450,+0622670,0.320302,-8388608,-8388608,0.320869,+0304534,-0139195,0.318801,-0399290,+0614359,0.320136,+0855227,+0379520,20:42:45.593696
0.323952,+0019305,+0622854,0.323545,-8388608,-8388608,0.324108,+0304445,-0139120,0.321608,-0399054,+0614474,0.322931,+0855159,+0379548,20:42:45.593696
0.327197,+0019443,+0622650,0.326783,-8388608,-8388608,0.327398,+0304538,-0139103,0.327256,-0398938,+0614379,0.325722,+0855189,+0379253,20:42:45.593696
0.330443,+0019387,+0622814,0.330020,-8388608,-8388608,0.330633,+0304501,-0139414,0.330080,-0398763,+0614404,0.328508,+0855260,+0379747,20:42:45.593696
0.333692,+0019549,+0622764,0.333258,-8388608,-8388608,0.333868,+0304493,-0139408,0.332887,-0398781,+0614229,0.331296,+0855317,+0379624,20:42:45.593696
0.336936,+0019553,+0622904,0.336497,-8388608,-8388608,0.337157,+0304462,-0139186,0.335692,-0399068,+0614142,0.336875,+0855371,+0379329,20:42:45.593696
0.340181,+0019348,+0622875,0.339734,-8388608,-8388608,0.340393,+0304649,-0139150,0.338497,-0399037,+0614236,0.339661,+0855203,+0379596,20:42:45.693694
0.343435,+0019456,+0622816,0.342982,-8388608,-8388608,0.343634,+0304553,-0139230,0.341302,-0398767,+0614103,0.342450,+0855363,+0379315,20:42:45.693694
0.346700,+0019299,+0622949,0.346255,-8388608,-8388608,0.346925,+0303524,-0139134,0.346983,-0398934,+0614299,0.345246,+0854967,+0379598,20:42:45.693694
0.349944,+0019501,+0622846,0.349491,-8388608,-8388608,0.350159,+0304319,-0139332,0.349788,-0399003,+0614365,0.348036,+0855200,+0379501,20:42:45.693694
0.353217,+0019448,+0622861,0.352757,-8388608,-8388608,0.353402,+0303929,-0139263,0.352607,-0398861,+0614359,0.350826,+0855153,+0379628,20:42:45.693694
0.356465,+0019595,+0622932,0.355995,-8388608,-8388608,0.356641,+0304395,-0139120,0.355414,-0398931,+0614283,0.356524,+0855456,+0379509,20:42:45.693694
0.359710,+0019351,+0622848,0.359253,-8388608,-8388608,0.359902,+0304148,-0139279,0.358224,-0398857,+0614192,0.359312,+0855129,+0379551,20:42:45.693694
0.362955,+0019638,+0622746,0.362497,-8388608,-8388608,0.363146,+0304431,-0139182,0.361031,-0398928,+0614303,0.362103,+0855157,+0379687,20:42:45.693694
0.366205,+0019199,+0622859,0.365734,-8388608,-8388608,0.366381,+0304511,-0139235,0.363841,-0399007,+0614299,0.364901,+0855208,+0379629,20:42:45.693694
0.369449,+0019350,+0622743,0.368971,-8388608,-8388608,0.369618,+0304339,-0139304,0.369509,-0398985,+0614352,0.367687,+0855179,+0379714,20:42:45.693694
0.372694,+0019323,+0622805,0.372208,-8388608,-8388608,0.372853,+0304492,-0139287,0.372314,-0398965,+0614196,0.370473,+0855212,+0379560,20:42:45.693694
0.375941,+0019513,+0622761,0.375444,-8388608,-8388608,0.376117,+0304422,-0139473,0.375119,-0398990,+0614333,0.376059,+0855320,+0379486,20:42:45.693694
0.379185,+0019353,+0622728,0.378681,-8388608,-8388608,0.379387,+0304508,-0139217,0.377926,-0399116,+0614280,0.378845,+0855259,+0379497,20:42:45.693694
0.382431,+0019354,+0622993,0.381917,-8388608,-8388608,0.382625,+0304497,-0139302,0.380731,-0398954,+0614556,0.381632,+0855315,+0379229,20:42:45.693694
0.385676,+0019540,+0622847,0.385154,-8388608,-8388608,0.385880,+0304493,-0139385,0.383594,-0398997,+0614083,0.384427,+0855281,+0379319,20:42:45.693694
0.388921,+0019434,+0622735,0.388393,-8388608,-8388608,0.389114,+0304466,-0139392,0.386399,-0398776,+0614212,0.387215,+0855350,+0379635,20:42:45.693694
0.392166,+0019445,+0622993,0.391678,-8388608,-8388608,0.392352,+0304560,-0139233,0.392012,-0398867,+0614469,0.390001,+0855368,+0379463,20:42:45.693694
0.395414,+0019397,+0622729,0.394914,-8388608,-8388608,0.395588,+0304415,-0139221,0.394820,-0398990,+0614378,0.395646,+0855049,+0379721,20:42:45.693694
0.398658,+0019491,+0622754,0.398150,-8388608,-8388608,0.398822,+0304412,-0139216,0.397625,-0398937,+0614221,0.398487,+0855298,+0379533,20:42:45.693694
0.401905,+0019621,+0622627,0.401389,-8388608,-8388608,0.402108,+0304496,-0139182,0.400432,-0398762,+0614263,0.401276,+0855359,+0379694,20:42:45.693694
0.405150,+0019486,+0622886,0.404630,-8388608,-8388608,0.405344,+0304567,-0139271,0.403240,-0398969,+0614219,0.404075,+0855234,+0379451,20:42:45.693694
0.408396,+0019425,+0622901,0.407867,-8388608,-8388608,0.408579,+0304509,-0139400,0.406091,-0398927,+0614464,0.406864,+0855208,+0379500,20:42:45.693694
0.411642,+0019373,+0622781,0.411114,-8388608,-8388608,0.411814,+0304540,-0139328,0.411714,-0398868,+0614357,0.412450,+0855279,+0379373,20:42:45.759959
0.414899,+0019379,+0623107,0.414352,-8388608,-8388608,0.415048,+0304590,-0139080,0.414530,-0399131,+0614157,0.415238,+0855440,+0379352,20:42:45.759959
0.418144,+0019284,+0622750,0.417614,-8388608,-8388608,0.418307,+0304400,-0139132,0.417339,-0398710,+0614445,0.418024,+0855388,+0379424,20:42:45.759959
0.453967,+0019130,+0622936,0.453278,-8388608,-8388608,0.454125,+0303289,-0139274,0.454067,-0398950,+0614263,0.454383,+0854854,+0379393,20:42:45.759959
0.457304,+0019582,+0622886,0.456536,-8388608,-8388608,0.457369,+0304589,-0139337,0.456879,-0399222,+0614153,0.457200,+0855084,+0379608,20:42:45.759959
0.460554,+0019399,+0622711,0.459800,-8388608,-8388608,0.460612,+0304329,-0139185,0.459690,-0398955,+0614242,0.460028,+0855124,+0379589,20:42:45.759959
0.463799,+0019458,+0622780,0.463037,-8388608,-8388608,0.463858,+0304689,-0139230,0.462495,-0398849,+0614283,0.462873,+0855272,+0379629,20:42:45.759959
0.467043,+0019359,+0622736,0.466282,-8388608,-8388608,0.467161,+0304720,-0139269,0.465321,-0398863,+0614229,0.465665,+0855018,+0379414,20:42:45.759959
0.470290,+0019267,+0623010,0.469522,-8388608,-8388608,0.470396,+0304445,-0139165,0.468132,-0398855,+0614398,0.468496,+0855131,+0379659,20:42:45.759959
0.473536,+0019328,+0622909,0.472759,-8388608,-8388608,0.473633,+0304451,-0139111,0.470984,-0398860,+0614161,0.471285,+0855588,+0379426,20:42:45.759959
0.476783,+0019376,+0622803,0.476002,-8388608,-8388608,0.476919,+0304439,-0139267,0.476621,-0399009,+0614418,0.476861,+0855236,+0379224,20:42:45.759959
0.480029,+0019455,+0622943,0.479240,-8388608,-8388608,0.480155,+0304750,-0139352,0.479430,-0398845,+0614470,0.479647,+0855369,+0379472,20:42:45.759959
0.483274,+0019454,+0622807,0.482509,-8388608,-8388608,0.483389,+0304499,-0139274,0.482235,-0399039,+0614282,0.482433,+0855215,+0379673,20:42:45.759959
0.486526,+0019460,+0622991,0.485749,-8388608,-8388608,0.486679,+0304626,-0139228,0.485065,-0398862,+0614341,0.485226,+0855281,+0379579,20:42:45.759959
0.489771,+0019440,+0622830,0.488990,-8388608,-8388608,0.489915,+0304610,-0139362,0.487870,-0398960,+0614339,0.488015,+0855192,+0379515,20:42:45.759959
0.493016,+0019491,+0622907,0.492257,-8388608,-8388608,0.493152,+0304230,-0139139,0.490676,-0398878,+0614362,0.490805,+0855152,+0379500,20:42:45.759959
0.496266,+0019533,+0622779,0.495493,-8388608,-8388608,0.496445,+0304465,-0139374,0.496324,-0398886,+0614443,0.496383,+0855457,+0379631,20:42:45.759959
0.499511,+0019366,+0622801,0.498732,-8388608,-8388608,0.499681,+0304435,-0139366,0.499130,-0398862,+0614294,0.499189,+0855191,+0379544,20:42:45.759959
0.502757,+0019435,+0622929,0.502053,-8388608,-8388608,0.502916,+0304533,-0139260,0.501936,-0398883,+0614373,0.501994,+0855284,+0379617,20:42:45.759959
0.506007,+0019415,+0622770,0.505292,-8388608,-8388608,0.506263,+0304593,-0139152,0.504741,-0398989,+0614374,0.504800,+0855312,+0379579,20:42:45.793548
0.509290,+0019344,+0622710,0.508537,-8388608,-8388608,0.509499,+0304568,-0139117,0.507549,-0399170,+0614350,0.507607,+0855199,+0379482,20:42:45.793548
