===BEGIN_METADATA===
Test Name: 2026-04-08_205101_01,yyyy-mm-dd_hhmmss_{probe_num}
Note: For validation against DARLING. Hi-STIFFS v3.2
Test Type: Medium Lab w/o tops
"Speed: 50 ft/min,Stalk Spacing: 6in,Probe Height (m): 0.785
Number of ICB-Sensors: 5",Sensor Label(s): A B C D E,Sensor SNs: 001 002 003 004 005
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor A's Latest Calibration: 2026-02-28_181436,kA1: 349273.60227475094,dA1: 0.0045245532907721,cA1: 1102.3374494942836,kA2: 346675.0994387471,dA2: 0.0451524381538289,cA2: 681.8182371353614
ICB-Sensor B's Latest Calibration: 2026-02-28_191825,kB1: 285806.85492483515,dB1: 0.0038186954053924,cB1: 1779.0295562932731,kB2: 278780.10405734595,dB2: 0.0456960408628126,cB2: 910.3072104970925
ICB-Sensor C's Latest Calibration: 2026-02-28_203355,kC1: 400137.07123195945,dC1: 0.0045411310920291,cC1: 1788.4192282378208,kC2: 401512.5673837119,dC2: 0.0455171988670882,cC2: 942.1566234510974
ICB-Sensor D's Latest Calibration: 2026-02-26_195246,kD1: 327901.7793019196,dD1: 0.0055431319529345,cD1: 1092.3920580442064,kD2: 331651.3310431668,dD2: 0.0445085069339955,cD2: 837.0076372631593
ICB-Sensor E's Latest Calibration: 2026-03-13_134528,kE1: 398510.4590000597,dE1: 0.0051701866415987,cE1: -201.64965113438663,kE2: 410394.7094971476,dE2: 0.0473976078282431,cE2: -366.0193833265803
===END_METADATA===
===BEGIN_DATA===
0.040346,+0018775,+0622610,0.040460,-8388608,-8388608,0.040876,+0299156,-0142326,0.040184,-0399074,+0614749,0.040057,+0852606,+0378024,20:51:05.598838
0.043598,+0018705,+0622457,0.043711,-8388608,-8388608,0.044119,+0299118,-0142665,0.042994,-0398919,+0614937,0.042866,+0852665,+0378048,20:51:05.598838
0.046847,+0018850,+0622580,0.046950,-8388608,-8388608,0.047354,+0299552,-0142451,0.045799,-0398886,+0614997,0.045660,+0852846,+0378181,20:51:05.598838
0.050135,+0018808,+0622633,0.050194,-8388608,-8388608,0.050593,+0299306,-0142686,0.048633,-0398830,+0614891,0.048448,+0852791,+0378104,20:51:05.598838
0.053386,+0018668,+0622531,0.053444,-8388608,-8388608,0.053829,+0299302,-0142591,0.051447,-0398967,+0614790,0.051243,+0852802,+0378149,20:51:05.598838
0.056630,+0018892,+0622530,0.056689,-8388608,-8388608,0.057128,+0299433,-0142534,0.057068,-0398866,+0614865,0.056830,+0852725,+0378205,20:51:05.598838
0.059933,+0018912,+0622702,0.059992,-8388608,-8388608,0.060362,+0299456,-0142661,0.059875,-0398869,+0614719,0.059616,+0852696,+0378224,20:51:05.598838
0.063185,+0018965,+0622591,0.063244,-8388608,-8388608,0.063599,+0299524,-0142431,0.062682,-0399065,+0614624,0.062406,+0852657,+0378117,20:51:05.598838
0.066430,+0018786,+0622545,0.066488,-8388608,-8388608,0.066870,+0299521,-0142640,0.065489,-0398867,+0614799,0.065195,+0852575,+0378025,20:51:05.598838
0.069674,+0018762,+0622656,0.069792,-8388608,-8388608,0.070107,+0299500,-0142577,0.068330,-0398888,+0614968,0.067981,+0852714,+0378040,20:51:05.598838
0.072919,+0018827,+0622521,0.073029,-8388608,-8388608,0.073351,+0299456,-0142537,0.071138,-0399040,+0614829,0.070767,+0852622,+0378193,20:51:05.598838
0.076163,+0018845,+0622572,0.076265,-8388608,-8388608,0.076628,+0299526,-0142665,0.073949,-0398890,+0614840,0.076346,+0852555,+0377918,20:51:05.598838
0.079420,+0018730,+0622700,0.079502,-8388608,-8388608,0.079863,+0299581,-0142454,0.079562,-0399159,+0615002,0.079132,+0852924,+0377969,20:51:05.598838
0.082664,+0018999,+0622788,0.082738,-8388608,-8388608,0.083099,+0299281,-0142615,0.082367,-0398740,+0614743,0.081919,+0852835,+0377988,20:51:05.665723
0.085913,+0018845,+0622649,0.085975,-8388608,-8388608,0.086386,+0299458,-0142554,0.085175,-0398960,+0614952,0.084711,+0852745,+0378033,20:51:05.665723
0.089179,+0018898,+0622512,0.089237,-8388608,-8388608,0.089659,+0299465,-0142602,0.087984,-0398928,+0615075,0.087497,+0852881,+0378199,20:51:05.665723
0.092475,+0018856,+0622513,0.092535,-8388608,-8388608,0.092897,+0299574,-0142434,0.093626,-0398941,+0615138,0.093103,+0852769,+0378103,20:51:05.665723
0.095776,+0018856,+0622448,0.095835,-8388608,-8388608,0.096186,+0299319,-0142284,0.096445,-0399104,+0614746,0.095903,+0852438,+0377915,20:51:05.665723
0.099023,+0018876,+0622711,0.099087,-8388608,-8388608,0.099423,+0299442,-0142472,0.099266,-0399115,+0615030,0.098692,+0852841,+0378024,20:51:05.665723
0.102271,+0019030,+0622412,0.102385,-8388608,-8388608,0.102669,+0299632,-0142679,0.102118,-0398905,+0614919,0.101493,+0852610,+0378117,20:51:05.665723
0.105518,+0018736,+0622454,0.105622,-8388608,-8388608,0.105966,+0299296,-0142706,0.104938,-0398881,+0615001,0.104290,+0852462,+0378027,20:51:05.665723
0.108764,+0018838,+0622651,0.108859,-8388608,-8388608,0.109205,+0299469,-0142612,0.107744,-0398981,+0614877,0.107076,+0852935,+0378085,20:51:05.665723
0.112016,+0018777,+0622587,0.112095,-8388608,-8388608,0.112441,+0299575,-0142564,0.110549,-0398977,+0614908,0.109866,+0852678,+0378090,20:51:05.665723
0.115261,+0018828,+0622445,0.115334,-8388608,-8388608,0.115728,+0299437,-0142613,0.113361,-0399034,+0614994,0.115444,+0852770,+0377885,20:51:05.665723
0.118520,+0018740,+0622580,0.118580,-8388608,-8388608,0.118963,+0299427,-0142525,0.119021,-0399066,+0614926,0.118232,+0852732,+0378084,20:51:05.665723
0.121767,+0018630,+0622649,0.121889,-8388608,-8388608,0.122199,+0299440,-0142436,0.121831,-0399026,+0614923,0.121019,+0852791,+0378063,20:51:05.665723
0.125019,+0018999,+0622494,0.125128,-8388608,-8388608,0.125485,+0299481,-0142493,0.124640,-0399059,+0614932,0.123807,+0852680,+0377880,20:51:05.665723
0.128277,+0018866,+0622620,0.128365,-8388608,-8388608,0.128723,+0299485,-0142484,0.127448,-0398823,+0615021,0.126595,+0852609,+0378072,20:51:05.665723
0.131525,+0018863,+0622553,0.131602,-8388608,-8388608,0.131965,+0299309,-0142463,0.130255,-0398876,+0614854,0.132168,+0852803,+0378066,20:51:05.665723
0.134776,+0018937,+0622618,0.134838,-8388608,-8388608,0.135238,+0299365,-0142654,0.133063,-0398890,+0614825,0.134957,+0852798,+0378024,20:51:05.665723
0.138033,+0018714,+0622616,0.138091,-8388608,-8388608,0.138473,+0299548,-0142587,0.135875,-0398821,+0615111,0.137744,+0852658,+0378088,20:51:05.665723
0.141277,+0018977,+0622593,0.141336,-8388608,-8388608,0.141763,+0299342,-0142543,0.141488,-0398970,+0615019,0.140532,+0852916,+0378171,20:51:05.665723
0.144524,+0018847,+0622381,0.144637,-8388608,-8388608,0.145001,+0299591,-0142621,0.144362,-0399074,+0614867,0.143318,+0852729,+0377987,20:51:05.665723
0.147784,+0018880,+0622696,0.147874,-8388608,-8388608,0.148237,+0299343,-0142552,0.147167,-0398956,+0615025,0.146104,+0852730,+0377916,20:51:05.665723
0.151048,+0018699,+0622417,0.151113,-8388608,-8388608,0.151472,+0299400,-0142515,0.149974,-0398969,+0614978,0.151681,+0852831,+0378071,20:51:05.832261
0.154303,+0018876,+0622653,0.154362,-8388608,-8388608,0.154709,+0299487,-0142497,0.152799,-0398775,+0614933,0.154543,+0852844,+0377894,20:51:05.832261
0.157548,+0018861,+0622626,0.157662,-8388608,-8388608,0.157946,+0299559,-0142623,0.155605,-0398861,+0614666,0.157378,+0852551,+0377986,20:51:05.832261
0.164243,+0018798,+0622320,0.164184,-8388608,-8388608,0.164435,+0299589,-0142565,0.164069,-0399170,+0614886,0.162969,+0852755,+0378020,20:51:05.832261
0.167499,+0018799,+0622726,0.167437,-8388608,-8388608,0.167672,+0299524,-0142693,0.166936,-0398942,+0615099,0.165758,+0852840,+0378132,20:51:05.832261
0.170744,+0018683,+0622549,0.170674,-8388608,-8388608,0.170908,+0299690,-0142574,0.169743,-0398824,+0615032,0.168546,+0852563,+0377978,20:51:05.832261
0.174046,+0018745,+0622564,0.173917,-8388608,-8388608,0.174178,+0299471,-0142459,0.172586,-0398896,+0615013,0.174120,+0852540,+0377939,20:51:05.832261
0.177290,+0018861,+0622452,0.177189,-8388608,-8388608,0.177412,+0299535,-0142411,0.175391,-0398787,+0614870,0.176906,+0852911,+0378101,20:51:05.832261
0.180535,+0018825,+0622483,0.180428,-8388608,-8388608,0.180646,+0299510,-0142611,0.178196,-0398698,+0614777,0.179693,+0852648,+0378006,20:51:05.832261
0.183781,+0018901,+0622630,0.183669,-8388608,-8388608,0.183959,+0299225,-0142432,0.183841,-0399148,+0614910,0.182483,+0852657,+0377694,20:51:05.832261
0.187047,+0018875,+0622587,0.186981,-8388608,-8388608,0.187194,+0299474,-0142628,0.186649,-0398760,+0615023,0.185303,+0852850,+0378162,20:51:05.832261
0.190293,+0018731,+0622459,0.190218,-8388608,-8388608,0.190429,+0299340,-0142591,0.189457,-0399086,+0614823,0.188112,+0852731,+0378043,20:51:05.832261
0.193539,+0018848,+0622657,0.193465,-8388608,-8388608,0.193722,+0299501,-0142678,0.192264,-0399031,+0615019,0.193782,+0852558,+0377839,20:51:05.832261
0.196863,+0018798,+0622377,0.196743,-8388608,-8388608,0.196958,+0299434,-0142679,0.195067,-0399172,+0614911,0.196577,+0852884,+0378024,20:51:05.832261
0.200112,+0018658,+0622449,0.199979,-8388608,-8388608,0.200192,+0299386,-0142602,0.197875,-0398970,+0614752,0.199363,+0852864,+0378312,20:51:05.832261
0.203378,+0018794,+0622621,0.203268,-8388608,-8388608,0.203438,+0299618,-0142475,0.203498,-0399153,+0614831,0.202151,+0852875,+0377897,20:51:05.832261
0.206689,+0018804,+0622568,0.206509,-8388608,-8388608,0.206747,+0299422,-0142494,0.206352,-0399071,+0615052,0.205008,+0852799,+0377942,20:51:05.832261
0.209933,+0018741,+0622666,0.209747,-8388608,-8388608,0.209993,+0299533,-0142454,0.209159,-0399016,+0614934,0.207815,+0852760,+0378017,20:51:05.832261
0.213178,+0018674,+0622521,0.213001,-8388608,-8388608,0.213236,+0299557,-0142529,0.211964,-0398915,+0614985,0.210620,+0853040,+0378009,20:51:05.832261
0.216512,+0018737,+0622650,0.216294,-8388608,-8388608,0.216572,+0299405,-0142537,0.214774,-0398884,+0614963,0.216235,+0852740,+0377759,20:51:05.832261
0.219757,+0018842,+0622680,0.219531,-8388608,-8388608,0.219817,+0299557,-0142662,0.217580,-0398828,+0615038,0.219043,+0852865,+0378060,20:51:05.832261
0.223005,+0018848,+0622576,0.222777,-8388608,-8388608,0.223065,+0299347,-0142548,0.220388,-0399046,+0614867,0.221863,+0852554,+0378113,20:51:05.832261
0.226352,+0018808,+0622530,0.226130,-8388608,-8388608,0.226410,+0299417,-0142570,0.226015,-0398933,+0614986,0.224671,+0852741,+0378230,20:51:05.866725
0.229596,+0018815,+0622522,0.229366,-8388608,-8388608,0.229654,+0299422,-0142465,0.228820,-0398763,+0615003,0.227475,+0852597,+0378097,20:51:05.866725
0.301718,+0018948,+0622389,0.301258,-8388608,-8388608,0.301480,+0299296,-0142571,0.301907,-0399089,+0614734,0.303407,+0852607,+0378037,20:51:05.866725
0.305099,+0018948,+0622354,0.304508,-8388608,-8388608,0.304731,+0299516,-0142499,0.304795,-0398969,+0614848,0.306252,+0852575,+0377907,20:51:05.866725
0.308345,+0018775,+0622456,0.307812,-8388608,-8388608,0.307988,+0299516,-0142614,0.307714,-0398989,+0614818,0.309040,+0852683,+0378161,20:51:05.866725
0.311590,+0018685,+0622558,0.311052,-8388608,-8388608,0.311223,+0299347,-0142515,0.310522,-0398989,+0614936,0.311828,+0852659,+0377980,20:51:05.866725
0.314835,+0018785,+0622567,0.314292,-8388608,-8388608,0.314461,+0299460,-0142584,0.313328,-0398958,+0615101,0.314665,+0853115,+0378272,20:51:05.866725
0.318081,+0018786,+0622641,0.317535,-8388608,-8388608,0.317734,+0299646,-0142711,0.316176,-0398838,+0614939,0.317451,+0852679,+0377998,20:51:05.866725
0.321327,+0018690,+0622719,0.320772,-8388608,-8388608,0.320969,+0299393,-0142629,0.319001,-0399113,+0614720,0.320239,+0852835,+0378002,20:51:05.866725
0.324572,+0018886,+0622505,0.324009,-8388608,-8388608,0.324204,+0299444,-0142470,0.324636,-0399076,+0614656,0.323025,+0852791,+0377994,20:51:05.866725
0.327822,+0018748,+0622508,0.327264,-8388608,-8388608,0.327505,+0299229,-0142482,0.327441,-0398995,+0614879,0.325813,+0852792,+0378196,20:51:05.866725
0.331066,+0018898,+0622636,0.330524,-8388608,-8388608,0.330741,+0299379,-0142516,0.330250,-0398948,+0615019,0.328599,+0853103,+0378096,20:51:05.866725
0.334312,+0018833,+0622719,0.333761,-8388608,-8388608,0.333975,+0299488,-0142526,0.333055,-0398870,+0615006,0.334171,+0852694,+0378251,20:51:05.866725
0.337555,+0018912,+0622482,0.337018,-8388608,-8388608,0.337242,+0299616,-0142491,0.335863,-0399004,+0615166,0.336959,+0852930,+0378284,20:51:05.866725
0.340800,+0018590,+0622662,0.340256,-8388608,-8388608,0.340477,+0299575,-0142534,0.338704,-0399068,+0614889,0.339748,+0852738,+0377987,20:51:05.866725
0.344045,+0018831,+0622735,0.343492,-8388608,-8388608,0.343712,+0299565,-0142471,0.344317,-0399013,+0614713,0.345321,+0852767,+0378163,20:51:05.867725
0.347291,+0018882,+0622569,0.346773,-8388608,-8388608,0.346996,+0299565,-0142491,0.347131,-0398897,+0614909,0.348108,+0853002,+0377806,20:51:05.867725
0.350536,+0018754,+0622648,0.350009,-8388608,-8388608,0.350233,+0299407,-0142451,0.349938,-0399032,+0614996,0.350894,+0852883,+0378071,20:51:05.867725
0.353782,+0018762,+0622538,0.353246,-8388608,-8388608,0.353468,+0299466,-0142518,0.352743,-0398921,+0614941,0.353680,+0852613,+0378071,20:51:05.867725
0.357037,+0018820,+0622667,0.356550,-8388608,-8388608,0.356769,+0299405,-0142571,0.355551,-0399077,+0614781,0.356480,+0852741,+0378125,20:51:05.867725
0.360283,+0018682,+0622509,0.359820,-8388608,-8388608,0.360037,+0299486,-0142557,0.358358,-0399019,+0614843,0.359279,+0852715,+0378144,20:51:05.867725
0.363531,+0018739,+0622505,0.363058,-8388608,-8388608,0.363272,+0299424,-0142521,0.361165,-0399059,+0615103,0.362077,+0852851,+0378260,20:51:05.965883
0.366867,+0018820,+0622463,0.366358,-8388608,-8388608,0.366548,+0299403,-0142529,0.366780,-0398946,+0614925,0.364866,+0852776,+0378107,20:51:05.965883
0.370122,+0018874,+0622539,0.369605,-8388608,-8388608,0.369795,+0299300,-0142745,0.369663,-0399060,+0614827,0.367696,+0852610,+0378127,20:51:05.965883
0.373375,+0018674,+0622504,0.372842,-8388608,-8388608,0.373032,+0299534,-0142706,0.372469,-0399131,+0614961,0.373317,+0852833,+0378239,20:51:05.965883
0.376624,+0018776,+0622645,0.376098,-8388608,-8388608,0.376269,+0299532,-0142578,0.375280,-0398989,+0614736,0.376159,+0852727,+0378251,20:51:05.965883
0.379870,+0018703,+0622518,0.379337,-8388608,-8388608,0.379550,+0299557,-0142510,0.378089,-0399046,+0614850,0.378946,+0852651,+0378090,20:51:05.965883
0.383114,+0018611,+0622494,0.382575,-8388608,-8388608,0.382786,+0299452,-0142525,0.380894,-0398985,+0614914,0.381735,+0852547,+0378082,20:51:05.965883
0.386359,+0018720,+0622549,0.385812,-8388608,-8388608,0.386031,+0299604,-0142651,0.383699,-0398878,+0615091,0.384568,+0852771,+0377936,20:51:05.965883
0.389603,+0018680,+0622685,0.389051,-8388608,-8388608,0.389265,+0299517,-0142536,0.389324,-0398871,+0614814,0.387357,+0852708,+0377854,20:51:05.965883
0.392850,+0018632,+0622634,0.392289,-8388608,-8388608,0.392500,+0299437,-0142653,0.392131,-0398996,+0614888,0.390146,+0852643,+0377827,20:51:05.965883
0.396100,+0018865,+0622544,0.395526,-8388608,-8388608,0.395780,+0299399,-0142614,0.394936,-0398858,+0615101,0.395720,+0852688,+0377983,20:51:05.965883
0.399345,+0018571,+0622784,0.398794,-8388608,-8388608,0.399016,+0299564,-0142477,0.397782,-0399231,+0614838,0.398509,+0852639,+0377975,20:51:05.965883
0.402589,+0018813,+0622557,0.402048,-8388608,-8388608,0.402264,+0299465,-0142698,0.400587,-0398917,+0614934,0.401297,+0852871,+0377915,20:51:05.965883
0.405836,+0018576,+0622592,0.405285,-8388608,-8388608,0.405542,+0299411,-0142625,0.406274,-0398916,+0614855,0.404088,+0852662,+0377902,20:51:05.965883
0.409144,+0018882,+0622640,0.408556,-8388608,-8388608,0.408778,+0299487,-0142583,0.409084,-0399001,+0615045,0.406878,+0852819,+0377867,20:51:05.965883
0.412391,+0018862,+0622659,0.411793,-8388608,-8388608,0.412014,+0299366,-0142482,0.411891,-0398841,+0614947,0.412455,+0852846,+0377995,20:51:05.965883
0.415637,+0018765,+0622425,0.415031,-8388608,-8388608,0.415304,+0299479,-0142594,0.414699,-0398883,+0614881,0.415244,+0852903,+0378079,20:51:05.965883
0.418886,+0018681,+0622636,0.418316,-8388608,-8388608,0.418540,+0299326,-0142698,0.417508,-0398842,+0615043,0.418036,+0852746,+0377906,20:51:05.965883
0.422130,+0018855,+0622754,0.421553,-8388608,-8388608,0.421808,+0299458,-0142582,0.420346,-0398805,+0614755,0.420868,+0852879,+0378023,20:51:05.965883
0.425376,+0018710,+0622606,0.424832,-8388608,-8388608,0.425111,+0299578,-0142684,0.423151,-0398758,+0614904,0.423655,+0852805,+0378066,20:51:05.965883
0.428623,+0018826,+0622484,0.428128,-8388608,-8388608,0.428346,+0299411,-0142659,0.425965,-0399003,+0614940,0.426447,+0852583,+0377927,20:51:05.965883
0.431868,+0018867,+0622530,0.431366,-8388608,-8388608,0.431640,+0299626,-0142567,0.431581,-0399011,+0614984,0.429236,+0852642,+0378131,20:51:05.965883
0.435114,+0018762,+0622494,0.434663,-8388608,-8388608,0.434877,+0299531,-0142526,0.434386,-0398775,+0614938,0.434808,+0853195,+0377751,20:51:06.032302
0.438362,+0018636,+0622662,0.437899,-8388608,-8388608,0.438116,+0299460,-0142537,0.437209,-0398945,+0614961,0.437594,+0852702,+0377890,20:51:06.032302
0.441607,+0018734,+0622352,0.441136,-8388608,-8388608,0.441351,+0299510,-0142921,0.440044,-0399016,+0615121,0.440380,+0852664,+0378143,20:51:06.032302
0.454629,+0018838,+0622512,0.454172,-8388608,-8388608,0.454399,+0299405,-0142423,0.454114,-0398991,+0614981,0.454341,+0852682,+0378092,20:51:06.032302
0.457879,+0018838,+0622683,0.457425,-8388608,-8388608,0.457644,+0299405,-0142559,0.456968,-0398991,+0614768,0.457136,+0852682,+0377969,20:51:06.032302
0.461123,+0018812,+0622726,0.460663,-8388608,-8388608,0.460883,+0299455,-0142580,0.459798,-0399012,+0615145,0.459923,+0852813,+0378297,20:51:06.032302
0.464392,+0018612,+0622690,0.463902,-8388608,-8388608,0.464162,+0299563,-0142418,0.462603,-0398973,+0614908,0.462711,+0853041,+0378068,20:51:06.032302
0.467640,+0018813,+0622630,0.467176,-8388608,-8388608,0.467396,+0299606,-0142400,0.465410,-0398867,+0614867,0.465497,+0852724,+0377783,20:51:06.032302
0.470885,+0018688,+0622449,0.470413,-8388608,-8388608,0.470636,+0299533,-0142515,0.468229,-0399043,+0614995,0.468290,+0852668,+0378047,20:51:06.032302
0.474182,+0018741,+0622508,0.473652,-8388608,-8388608,0.473962,+0299538,-0142530,0.473843,-0398982,+0614804,0.473903,+0852715,+0377972,20:51:06.032302
0.477429,+0018920,+0622528,0.476980,-8388608,-8388608,0.477200,+0299542,-0142611,0.476651,-0398718,+0614886,0.476713,+0852719,+0377987,20:51:06.032302
0.480677,+0018934,+0622443,0.480221,-8388608,-8388608,0.480435,+0299535,-0142509,0.479464,-0398982,+0614797,0.479526,+0852767,+0378260,20:51:06.032302
0.484013,+0018718,+0622637,0.483457,-8388608,-8388608,0.483671,+0299422,-0142429,0.482274,-0399077,+0615058,0.482332,+0852702,+0377957,20:51:06.032302
0.487259,+0018785,+0622506,0.486695,-8388608,-8388608,0.486907,+0299590,-0142510,0.485192,-0398809,+0614872,0.485134,+0852729,+0377985,20:51:06.032302
0.490506,+0018834,+0622473,0.489933,-8388608,-8388608,0.490143,+0299517,-0142629,0.488001,-0399200,+0614779,0.487927,+0852640,+0377946,20:51:06.032302
0.493790,+0018745,+0622814,0.493171,-8388608,-8388608,0.493378,+0299652,-0142438,0.493631,-0399173,+0615074,0.493504,+0852555,+0377948,20:51:06.032302
0.497037,+0018762,+0622666,0.496410,-8388608,-8388608,0.496613,+0299466,-0142430,0.496472,-0399137,+0614951,0.496290,+0852618,+0378220,20:51:06.032302
0.500285,+0018968,+0622701,0.499651,-8388608,-8388608,0.499853,+0299378,-0142776,0.499277,-0398862,+0614919,0.499080,+0852650,+0377983,20:51:06.032302
0.503550,+0018849,+0622669,0.502889,-8388608,-8388608,0.503090,+0299472,-0142452,0.502084,-0398856,+0614934,0.501869,+0852772,+0378055,20:51:06.032302
0.506796,+0018856,+0622567,0.506126,-8388608,-8388608,0.506350,+0299567,-0142552,0.507694,-0398782,+0614847,0.507448,+0852559,+0378043,20:51:06.032302
0.510069,+0018856,+0622480,0.509372,-8388608,-8388608,0.509587,+0299567,-0142512,0.510504,-0399018,+0614759,0.510296,+0852559,+0377864,20:51:06.032302
0.513369,+0018775,+0622650,0.512610,-8388608,-8388608,0.512824,+0299442,-0142762,0.513309,-0398834,+0614864,0.513083,+0852962,+0378149,20:51:06.138208
0.516614,+0018828,+0622370,0.515856,-8388608,-8388608,0.516063,+0299421,-0142571,0.516123,-0398913,+0615029,0.518711,+0852938,+0378119,20:51:06.138208
0.519910,+0018940,+0622784,0.519094,-8388608,-8388608,0.519305,+0299553,-0142641,0.518938,-0399113,+0615049,0.521520,+0852791,+0377910,20:51:06.138208
0.523217,+0018940,+0622552,0.522345,-8388608,-8388608,0.522556,+0299355,-0142505,0.521751,-0399028,+0614779,0.524306,+0852799,+0377954,20:51:06.138208
0.526461,+0018969,+0622680,0.525581,-8388608,-8388608,0.525793,+0299415,-0142598,0.527369,-0398747,+0614974,0.527094,+0852697,+0377851,20:51:06.138208
0.529714,+0018696,+0622663,0.528829,-8388608,-8388608,0.529044,+0299415,-0142520,0.530173,-0398944,+0615081,0.529890,+0852841,+0378278,20:51:06.138208
0.532962,+0018818,+0622495,0.532067,-8388608,-8388608,0.532280,+0299383,-0142548,0.533021,-0398840,+0614942,0.532676,+0852833,+0378196,20:51:06.138208
0.536207,+0018703,+0622519,0.535303,-8388608,-8388608,0.535523,+0299387,-0142367,0.535826,-0398994,+0614950,0.535462,+0852811,+0378105,20:51:06.138208
0.539455,+0018646,+0622716,0.538540,-8388608,-8388608,0.538761,+0299387,-0142508,0.538633,-0398994,+0614756,0.538257,+0852811,+0378157,20:51:06.138208
0.542726,+0018921,+0622659,0.541777,-8388608,-8388608,0.541996,+0299417,-0142688,0.541440,-0399052,+0614893,0.541046,+0852818,+0378282,20:51:06.138208
0.545970,+0018917,+0622615,0.545013,-8388608,-8388608,0.545283,+0299407,-0142605,0.547049,-0398873,+0615048,0.546619,+0852691,+0378070,20:51:06.138208
0.549219,+0018745,+0622800,0.548302,-8388608,-8388608,0.548518,+0299407,-0142457,0.549856,-0399106,+0614864,0.549413,+0852894,+0378197,20:51:06.138208
0.552489,+0018803,+0622938,0.551538,-8388608,-8388608,0.551753,+0299358,-0142498,0.552665,-0399064,+0615021,0.552202,+0852720,+0378087,20:51:06.138208
0.555748,+0018855,+0622677,0.554775,-8388608,-8388608,0.555046,+0299353,-0142551,0.555470,-0398967,+0614789,0.554988,+0852834,+0377999,20:51:06.139210
