===BEGIN_METADATA===
Test Name: 2026-07-07_150106_01,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Probe ID: Nano_01,Probe Height (m): 0.7850
Note: Side 1 Track - Reverse
Test Type: Path Reconstruction
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,Data-stream Connection: Wi-Fi
Number of ICB-Sensors: 6,Sensor Label(s): A B C D E F,Sensor SNs: 001 003 005 001 004 101
ICB-Sensor A's Latest Calibration: 2026-06-10_120245,kA1: 351744.8279932664,dA1: 0.0047992474300278,cA1: 574.4369624970714,kA2: 347604.75378667994,dA2: 0.0452453444842415,cA2: 26.023574759543408
ICB-Sensor B's Latest Calibration: 2026-06-10_123441,kB1: 404490.3474918268,dB1: 0.0058500260575673,cB1: -424.13011759193614,kB2: 405133.76531753375,dB2: 0.0464478645606266,cB2: -666.3897116323351
ICB-Sensor C's Latest Calibration: 2026-06-10_125420,kC1: 400701.3726474917,dC1: 0.0048205226419293,cC1: 882.2936293203384,kC2: 414755.3371693164,dC2: 0.0469718114713248,cC2: 464.95427689049393
ICB-Sensor D's Latest Calibration: 2026-06-10_120245,kD1: 351744.8279932664,dD1: 0.0047992474300278,cD1: 574.4369624970714,kD2: 347604.75378667994,dD2: 0.0452453444842415,cD2: 26.023574759543408
ICB-Sensor E's Latest Calibration: 2026-02-26_195246,kE1: 327901.7793019196,dE1: 0.0055431319529345,cE1: 1092.3920580442064,kE2: 331651.3310431668,dE2: 0.0445085069339955,cE2: 837.0076372631593
ICB-Sensor F's Latest Calibration: 2026-06-16_200149,kF1: 243751.8399144537,dF1: 0.0057726742083075,cF1: 411.7689793854952,kF2: 241958.92725444224,dF2: 0.0476688060397716,cF2: 988.4088682709262
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Time_B_sec,Strain_B1_raw,Strain_B2_raw,Time_C_sec,Strain_C1_raw,Strain_C2_raw,Time_D_sec,Strain_D1_raw,Strain_D2_raw,Time_E_sec,Strain_E1_raw,Strain_E2_raw,Time_F_sec,Strain_F1_raw,Strain_F2_raw,Processed_Time
