===BEGIN_METADATA===
Test Name: 2026-06-10_190041_01,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Probe ID: Nano_01,Probe Height (m): 0.7900
Note: new DAQ PCB
Test Type: Lab Trials
Stalks: Medium B-IN no tops,Probe: v3.3
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,Data-stream Connection: Wi-Fi
Number of ICB-Sensors: 3,Sensor Label(s): A C E,Sensor SNs: 001 003 005
ICB-Sensor A's Latest Calibration: 2026-06-10_120245,kA1: 351744.8279932664,dA1: 0.0047992474300278,cA1: 574.4369624970714,kA2: 347604.75378667994,dA2: 0.0452453444842415,cA2: 26.023574759543408
ICB-Sensor C's Latest Calibration: 2026-06-10_123441,kC1: 404490.3474918268,dC1: 0.0058500260575673,cC1: -424.13011759193614,kC2: 405133.76531753375,dC2: 0.0464478645606266,cC2: -666.3897116323351
ICB-Sensor E's Latest Calibration: 2026-06-10_125420,kE1: 400701.3726474917,dE1: 0.0048205226419293,cE1: 882.2936293203384,kE2: 414755.3371693164,dE2: 0.0469718114713248,cE2: 464.95427689049393
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Time_C_sec,Strain_C1_raw,Strain_C2_raw,Time_E_sec,Strain_E1_raw,Strain_E2_raw,NavX2_Flags_raw,NavX2_Valid,NavX2_Fresh,NavX2_Timestamp_us,NavX2_NavX_Timestamp_ms,NavX2_Yaw_deg,NavX2_Pitch_deg,NavX2_Roll_deg,NavX2_Heading_deg,NavX2_Fused_Heading_deg,NavX2_Accel_X_g,NavX2_Accel_Y_g,NavX2_Accel_Z_g,NavX2_Quat_W,NavX2_Quat_X,NavX2_Quat_Y,NavX2_Quat_Z,NavX2_Disp_X_m,NavX2_Disp_Y_m,NavX2_Disp_Z_m,NavX2_Sensor_Status,NavX2_Capability_Flags,NavX2_Cal_Status,NavX2_Selftest_Status,Processed_Time
0.000577,+0757711,+1080127,0.000960,+0537199,+1029909,0.001280,+1065055,+1126645,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.075933
0.003820,+0757379,+1080009,0.004188,+0537372,+1029880,0.004508,+1064958,+1126728,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.007045,+0757672,+1080079,0.007419,+0537351,+1029914,0.007736,+1065248,+1126719,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.010278,+0757357,+1079942,0.010651,+0537221,+1029886,0.010969,+1065154,+1126659,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.013589,+0757357,+1079986,0.013893,+0537221,+1029678,0.014210,+1065192,+1126520,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.016822,+0757123,+1079987,0.017124,+0537255,+1029880,0.017440,+1064956,+1126782,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.020051,+0757362,+1080002,0.020356,+0537422,+1029916,0.020673,+1064914,+1126802,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.023309,+0757019,+1079841,0.023586,+0537044,+1029826,0.023911,+1065117,+1126821,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.026544,+0757087,+1079824,0.026814,+0537116,+1029755,0.027141,+1064902,+1126948,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.029801,+0757188,+1079940,0.030052,+0537263,+1029981,0.030369,+1065022,+1126823,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.033071,+0757174,+1079932,0.033281,+0537374,+1029909,0.033605,+1065109,+1126554,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.036299,+0757139,+1080139,0.036509,+0537312,+1030184,0.036833,+1065093,+1126732,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.039529,+0757245,+1080042,0.039739,+0537127,+1029837,0.040062,+1065126,+1126806,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.042787,+0757329,+1079849,0.042986,+0537324,+1029908,0.043293,+1065280,+1126720,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.046016,+0757448,+1079770,0.046214,+0537351,+1029747,0.046524,+1065111,+1126520,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.049240,+0757386,+1079824,0.049444,+0537214,+1030020,0.049752,+1064959,+1126753,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.052511,+0757386,+1079945,0.052677,+0537214,+1029958,0.052984,+1064959,+1126769,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
0.055736,+0757626,+1079964,0.055905,+0537272,+1030010,0.056212,+1065261,+1126644,,,,,,,,,,,,,,,,,,,,,,,,,19:00:44.109319
