===BEGIN_METADATA===
Test Name: 2026-06-10_132040_01,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Probe ID: Nano_01,Probe Height (m): 0.7900
Note: new DAQ PCB
Test Type: Lab Trials
Stalks: Medium B-IN no tops,Probe: v3.3
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,Data-stream Connection: Wi-Fi
Number of ICB-Sensors: 3,Sensor Label(s): A C E,Sensor SNs: 001 003 005
ICB-Sensor A's Latest Calibration: 2026-06-10_120245,kA1: 351744.8279932664,dA1: 0.0047992474300278,cA1: 574.4369624970714,kA2: 347604.75378667994,dA2: 0.0452453444842415,cA2: 26.023574759543408
ICB-Sensor C's Latest Calibration: 2026-06-10_123441,kC1: 404490.3474918268,dC1: 0.0058500260575673,cC1: -424.13011759193614,kC2: 405133.76531753375,dC2: 0.0464478645606266,cC2: -666.3897116323351
ICB-Sensor E's Latest Calibration: 2026-06-10_125420,kE1: 400701.3726474917,dE1: 0.0048205226419293,cE1: 882.2936293203384,kE2: 414755.3371693164,dE2: 0.0469718114713248,cE2: 464.95427689049393
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Time_C_sec,Strain_C1_raw,Strain_C2_raw,Time_E_sec,Strain_E1_raw,Strain_E2_raw,NavX2_Flags_raw,NavX2_Valid,NavX2_Fresh,NavX2_Timestamp_us,NavX2_NavX_Timestamp_ms,NavX2_Yaw_deg,NavX2_Pitch_deg,NavX2_Roll_deg,NavX2_Heading_deg,NavX2_Fused_Heading_deg,NavX2_Accel_X_g,NavX2_Accel_Y_g,NavX2_Accel_Z_g,NavX2_Quat_W,NavX2_Quat_X,NavX2_Quat_Y,NavX2_Quat_Z,NavX2_Disp_X_m,NavX2_Disp_Y_m,NavX2_Disp_Z_m,NavX2_Sensor_Status,NavX2_Capability_Flags,NavX2_Cal_Status,NavX2_Selftest_Status,Processed_Time
0.010311,+0741542,+1061963,0.010643,+0555555,+1026669,0.010955,+1087916,+1152268,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.431982
0.013616,+0741595,+1061939,0.013883,+0555666,+1026570,0.014209,+1088114,+1152202,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.016870,+0741541,+1061810,0.017114,+0555518,+1026910,0.017437,+1088225,+1152187,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.020097,+0741469,+1061945,0.020342,+0555341,+1026681,0.020667,+1088140,+1152348,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.023350,+0741434,+1062113,0.023577,+0555492,+1026719,0.023898,+1087942,+1152377,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.026585,+0741489,+1061945,0.026807,+0555417,+1026753,0.027136,+1088058,+1152220,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.029810,+0741517,+1061943,0.030038,+0555526,+1026658,0.030364,+1088218,+1152386,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.033049,+0741624,+1061866,0.033274,+0555600,+1026917,0.033601,+1088160,+1152204,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.036305,+0741460,+1061992,0.036503,+0555731,+1026817,0.036837,+1088105,+1152276,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.039536,+0741461,+1061773,0.039731,+0555523,+1026931,0.040067,+1088086,+1152195,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.042768,+0741603,+1061954,0.042964,+0555587,+1026606,0.043327,+1088162,+1152319,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.046010,+0741439,+1061848,0.046192,+0555584,+1026676,0.046554,+1087992,+1152177,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.049235,+0741556,+1061873,0.049421,+0555520,+1026807,0.049782,+1088268,+1152246,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.052462,+0741357,+1061843,0.052649,+0555697,+1026795,0.053020,+1088073,+1152176,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.055693,+0741733,+1061864,0.055878,+0555775,+1026531,0.056249,+1088008,+1152362,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.058919,+0741436,+1061807,0.059110,+0555606,+1026759,0.059479,+1088059,+1152206,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.062144,+0741517,+1061940,0.062339,+0555636,+1026789,0.062709,+1088258,+1152234,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.065375,+0741692,+1061893,0.065567,+0555625,+1026566,0.065937,+1088308,+1152200,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.068600,+0741521,+1061808,0.068796,+0555606,+1026589,0.069166,+1088081,+1152279,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.071826,+0741543,+1061803,0.072024,+0555833,+1026607,0.072394,+1088194,+1152116,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.075053,+0741666,+1061770,0.075253,+0555671,+1026834,0.075622,+1088059,+1152129,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.078280,+0741764,+1061842,0.078482,+0555659,+1026802,0.078850,+1088079,+1152375,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.081510,+0741555,+1061896,0.081710,+0555563,+1026805,0.082085,+1087951,+1152209,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.084740,+0741594,+1061998,0.084941,+0555628,+1026789,0.085313,+1088094,+1152493,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.455636
0.087965,+0741576,+1061877,0.088169,+0555560,+1026729,0.088541,+1088090,+1152203,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.091193,+0741677,+1061887,0.091399,+0555632,+1026788,0.091770,+1088030,+1152311,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.094516,+0741677,+1062004,0.094632,+0555632,+1026653,0.095014,+1088030,+1152438,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.097746,+0741475,+1061950,0.097861,+0555588,+1026847,0.098244,+1088018,+1152389,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.100977,+0741428,+1061886,0.101090,+0555800,+1026575,0.101473,+1088140,+1152354,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.104209,+0741499,+1061957,0.104320,+0555696,+1026604,0.104716,+1088200,+1152310,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.107436,+0741584,+1062039,0.107548,+0555629,+1026675,0.107945,+1088118,+1152285,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.110665,+0741593,+1061857,0.110779,+0555517,+1026675,0.111174,+1088088,+1152252,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.113896,+0741508,+1062035,0.114009,+0555621,+1026734,0.114403,+1088011,+1152494,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.117123,+0741447,+1061811,0.117240,+0555582,+1026775,0.117631,+1088048,+1152227,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.120348,+0741708,+1061918,0.120468,+0555569,+1026718,0.120858,+1088026,+1152288,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.123579,+0741708,+1061837,0.123699,+0555569,+1026578,0.124086,+1088008,+1152366,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.126805,+0741437,+1061922,0.126928,+0555455,+1026709,0.127314,+1088116,+1152179,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.130032,+0741632,+1061917,0.130158,+0555725,+1026733,0.130542,+1088090,+1152404,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.133265,+0741487,+1061941,0.133389,+0555454,+1026782,0.133770,+1088049,+1152311,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.136492,+0741693,+1061884,0.136621,+0555613,+1026701,0.137000,+1088240,+1152163,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.139725,+0741459,+1061974,0.139849,+0555679,+1026661,0.140227,+1088163,+1152336,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.517371
0.142955,+0741635,+1062061,0.143084,+0555627,+1026652,0.143457,+1088284,+1152231,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.146251,+0741538,+1061639,0.146325,+0555698,+1026646,0.146731,+1088071,+1152209,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.149500,+0741556,+1061963,0.149561,+0555669,+1026599,0.149960,+1088127,+1152319,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.152737,+0741533,+1061988,0.152800,+0555639,+1026651,0.153224,+1088102,+1152196,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.155971,+0741545,+1061858,0.156031,+0555785,+1026579,0.156451,+1088149,+1152343,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.159198,+0741605,+1061849,0.159261,+0555807,+1026619,0.159683,+1087939,+1152150,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.162425,+0741481,+1061985,0.162491,+0555692,+1026789,0.162913,+1088079,+1152379,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.165656,+0741410,+1061983,0.165719,+0555687,+1026632,0.166141,+1088209,+1152213,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.168883,+0741506,+1062110,0.168948,+0555707,+1026648,0.169369,+1088135,+1152299,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.172110,+0741387,+1062038,0.172177,+0555762,+1026734,0.172597,+1088053,+1152341,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.175339,+0741463,+1061902,0.175407,+0555626,+1026743,0.175828,+1088048,+1152399,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.178565,+0741457,+1061841,0.178636,+0555727,+1026722,0.179056,+1088098,+1152307,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.181791,+0741554,+1062062,0.181865,+0555756,+1026761,0.182284,+1088227,+1152234,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.185021,+0741431,+1062087,0.185097,+0555848,+1026474,0.185512,+1088104,+1152236,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.188248,+0741321,+1061988,0.188325,+0555667,+1026817,0.188741,+1088257,+1152379,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.551398
0.191473,+0741666,+1062017,0.191556,+0555721,+1026520,0.191969,+1088089,+1152374,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.618302
0.194706,+0741737,+1062076,0.194837,+0555828,+1026671,0.195198,+1088122,+1152184,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.618302
0.198005,+0741521,+1061782,0.198071,+0555652,+1026607,0.198433,+1088133,+1152340,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.618302
0.201234,+0741504,+1062005,0.201300,+0555675,+1026777,0.201662,+1088149,+1152189,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.618302
0.204485,+0741585,+1061896,0.204550,+0555677,+1026746,0.204906,+1088162,+1152216,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.618302
0.207721,+0741347,+1061950,0.207781,+0555681,+1026647,0.208134,+1088074,+1152228,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.618302
0.210947,+0741643,+1061881,0.211014,+0555658,+1026551,0.211363,+1088037,+1152262,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.618302
0.214181,+0741660,+1062010,0.214243,+0555672,+1026657,0.214595,+1088054,+1152119,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.618302
0.217408,+0741505,+1061998,0.217471,+0555613,+1026651,0.217823,+1087954,+1152147,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.618302
0.220633,+0741400,+1061918,0.220700,+0555678,+1026834,0.221051,+1088103,+1152232,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.618302
0.223867,+0741500,+1061947,0.223931,+0555832,+1026741,0.224283,+1088105,+1152188,,,,,,,,,,,,,,,,,,,,,,,,,13:20:41.618302
