Load (N),Position (mm),Strain_A1_avg,Strain_A2_avg
5.0,60.0,108330.75561995771,26067.59935771912
35.0,60.0,766812.5814631075,192054.53193164815
70.0,60.0,1535341.447239819,386028.78781297134
5.0,75.0,138998.33795782464,57007.54217536071
35.0,75.0,977357.9098197983,402903.9618163054
70.0,75.0,1953225.8563779755,805174.7183271833
5.0,95.0,180143.99066154653,98114.97023913423
35.0,95.0,1263961.5567512542,689358.1132843742
70.0,95.0,2524744.0905492636,1377369.1042503957
