===BEGIN_METADATA===
Test Name: 2026-06-10_131647_01,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Probe ID: Nano_01,Probe Height (m): 0.7900
Note: new DAQ PCB
Test Type: Lab Trials
Stalks: Medium B-IN no tops,Probe: v3.3
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,Data-stream Connection: Wi-Fi
Number of ICB-Sensors: 3,Sensor Label(s): A C E,Sensor SNs: 001 003 005
ICB-Sensor A's Latest Calibration: 2026-06-10_120245,kA1: 351744.8279932664,dA1: 0.0047992474300278,cA1: 574.4369624970714,kA2: 347604.75378667994,dA2: 0.0452453444842415,cA2: 26.023574759543408
ICB-Sensor C's Latest Calibration: 2026-06-10_123441,kC1: 404490.3474918268,dC1: 0.0058500260575673,cC1: -424.13011759193614,kC2: 405133.76531753375,dC2: 0.0464478645606266,cC2: -666.3897116323351
ICB-Sensor E's Latest Calibration: 2026-06-10_125420,kE1: 400701.3726474917,dE1: 0.0048205226419293,cE1: 882.2936293203384,kE2: 414755.3371693164,dE2: 0.0469718114713248,cE2: 464.95427689049393
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Time_C_sec,Strain_C1_raw,Strain_C2_raw,Time_E_sec,Strain_E1_raw,Strain_E2_raw,NavX2_Flags_raw,NavX2_Valid,NavX2_Fresh,NavX2_Timestamp_us,NavX2_NavX_Timestamp_ms,NavX2_Yaw_deg,NavX2_Pitch_deg,NavX2_Roll_deg,NavX2_Heading_deg,NavX2_Fused_Heading_deg,NavX2_Accel_X_g,NavX2_Accel_Y_g,NavX2_Accel_Z_g,NavX2_Quat_W,NavX2_Quat_X,NavX2_Quat_Y,NavX2_Quat_Z,NavX2_Disp_X_m,NavX2_Disp_Y_m,NavX2_Disp_Z_m,NavX2_Sensor_Status,NavX2_Capability_Flags,NavX2_Cal_Status,NavX2_Selftest_Status,Processed_Time
0.000599,+0738062,+1058799,0.000974,+0576134,+1037842,0.001283,+1087661,+1151919,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.201539
0.003833,+0737693,+1058741,0.004205,+0576306,+1037778,0.004511,+1087613,+1151811,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.007060,+0737945,+1058916,0.007433,+0576209,+1038030,0.007739,+1087650,+1151899,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.010285,+0737726,+1058756,0.010670,+0576091,+1037865,0.010968,+1087610,+1151828,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.013594,+0737726,+1058752,0.013946,+0576091,+1038168,0.014218,+1087610,+1151862,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.016825,+0737939,+1058678,0.017177,+0576108,+1038108,0.017446,+1087508,+1152046,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.020054,+0737901,+1059022,0.020412,+0576136,+1037929,0.020675,+1087767,+1151860,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.023297,+0737984,+1058667,0.023658,+0575907,+1038021,0.023910,+1087702,+1151926,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.026525,+0737850,+1058731,0.026888,+0576137,+1037993,0.027141,+1087941,+1151934,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.029756,+0737965,+1058714,0.030131,+0576066,+1037958,0.030389,+1087628,+1151938,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.033007,+0737965,+1058816,0.033369,+0576073,+1038001,0.033639,+1087633,+1151863,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.036234,+0737630,+1058760,0.036597,+0576207,+1037945,0.036886,+1087651,+1151901,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.039467,+0737868,+1058715,0.039829,+0576072,+1037955,0.040116,+1087762,+1151992,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.042710,+0737868,+1058744,0.043060,+0576072,+1037829,0.043350,+1087593,+1151879,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.045936,+0738013,+1058810,0.046289,+0576106,+1037958,0.046579,+1087700,+1151991,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.049163,+0737868,+1058760,0.049517,+0576248,+1038080,0.049809,+1087721,+1151981,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.052392,+0737868,+1058727,0.052746,+0576248,+1037933,0.053037,+1087595,+1151949,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.055617,+0737919,+1058672,0.055974,+0575936,+1038088,0.056267,+1087515,+1151828,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.058842,+0738056,+1058744,0.059203,+0576067,+1037841,0.059497,+1087548,+1151798,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.062074,+0737901,+1058642,0.062434,+0576232,+1037897,0.062736,+1087699,+1151897,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.065301,+0737771,+1058724,0.065664,+0575967,+1037976,0.065964,+1087672,+1151951,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.068526,+0737993,+1058863,0.068892,+0576199,+1037823,0.069194,+1087650,+1151885,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.071761,+0738075,+1058701,0.072129,+0576187,+1037828,0.072425,+1087745,+1151848,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.074986,+0737943,+1058840,0.075359,+0576131,+1037999,0.075653,+1087699,+1151933,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.078212,+0737831,+1058814,0.078588,+0576188,+1037944,0.078881,+1087565,+1151805,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.081439,+0737838,+1058765,0.081817,+0576210,+1037926,0.082115,+1087582,+1151950,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.084666,+0737926,+1058601,0.085047,+0576156,+1037931,0.085344,+1087765,+1152065,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.087911,+0738040,+1058937,0.088276,+0576110,+1037984,0.088572,+1087640,+1151905,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.091142,+0737973,+1058659,0.091508,+0576163,+1038024,0.091806,+1087644,+1151981,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.094386,+0738007,+1058818,0.094737,+0576042,+1037930,0.095035,+1087475,+1151941,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.097613,+0737858,+1058776,0.097965,+0576217,+1038014,0.098263,+1087720,+1151963,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.100841,+0738082,+1058863,0.101194,+0576261,+1037980,0.101493,+1087563,+1151995,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.104075,+0737969,+1058883,0.104422,+0576214,+1037979,0.104729,+1087480,+1151982,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.107300,+0737883,+1058817,0.107650,+0576126,+1038006,0.107961,+1087666,+1152015,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.301779
0.110530,+0738024,+1058564,0.110881,+0576137,+1038046,0.111190,+1087656,+1151795,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.113759,+0737881,+1058680,0.114113,+0576078,+1037974,0.114418,+1087550,+1151875,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.116986,+0737929,+1058687,0.117342,+0576149,+1038030,0.117646,+1087618,+1152039,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.120213,+0737914,+1058817,0.120570,+0576155,+1037858,0.120875,+1087710,+1152128,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.123510,+0737914,+1058626,0.123817,+0576155,+1037957,0.124143,+1087710,+1152013,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.126745,+0737987,+1058744,0.127045,+0575972,+1038007,0.127371,+1087454,+1151889,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.129976,+0737699,+1058749,0.130276,+0576073,+1038071,0.130599,+1087551,+1152026,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.133217,+0737727,+1058794,0.133508,+0576191,+1037996,0.133844,+1087649,+1152053,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.136443,+0737954,+1058935,0.136741,+0576220,+1038136,0.137074,+1087590,+1151894,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.139700,+0737950,+1058774,0.139984,+0576085,+1038107,0.140326,+1087605,+1151964,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.142935,+0737950,+1058925,0.143220,+0576249,+1037700,0.143558,+1087505,+1152049,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.146162,+0737833,+1058880,0.146448,+0576055,+1038050,0.146787,+1087730,+1151996,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.149389,+0738000,+1058880,0.149681,+0576157,+1037946,0.150015,+1087521,+1151939,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.152619,+0738000,+1058837,0.152909,+0576226,+1037929,0.153243,+1087559,+1151905,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.155846,+0738090,+1058729,0.156140,+0575994,+1037938,0.156472,+1087571,+1151909,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.159075,+0737894,+1058803,0.159368,+0576270,+1038004,0.159700,+1087633,+1151905,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.162304,+0737894,+1058711,0.162599,+0576049,+1038011,0.162932,+1087582,+1151994,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.165529,+0737970,+1058698,0.165828,+0576149,+1038044,0.166160,+1087615,+1151984,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.168756,+0737864,+1058632,0.169060,+0576119,+1038049,0.169390,+1087566,+1151939,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.171988,+0737803,+1058632,0.172294,+0576140,+1037944,0.172621,+1087543,+1152102,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.175215,+0737835,+1058794,0.175525,+0576255,+1038093,0.175851,+1087702,+1151878,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.178440,+0737842,+1058654,0.178753,+0576164,+1037652,0.179081,+1087595,+1152053,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.369905
0.181665,+0737932,+1058921,0.181986,+0576153,+1038089,0.182312,+1087492,+1151830,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.184893,+0738140,+1058965,0.185214,+0576173,+1037948,0.185540,+1087656,+1151973,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.188124,+0737971,+1058826,0.188457,+0576251,+1037902,0.188796,+1087619,+1151789,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.191398,+0737932,+1058764,0.191687,+0576128,+1037987,0.192028,+1087658,+1151939,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.194644,+0737896,+1058806,0.194918,+0576196,+1037740,0.195258,+1087711,+1152024,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.197871,+0737963,+1058751,0.198146,+0576028,+1037722,0.198487,+1087657,+1151917,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.201099,+0738025,+1058755,0.201375,+0575996,+1038094,0.201719,+1087770,+1151926,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.204331,+0737775,+1058827,0.204605,+0576215,+1037975,0.204947,+1087724,+1151905,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.207556,+0737903,+1058780,0.207838,+0576126,+1037888,0.208176,+1087496,+1152014,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.210783,+0737887,+1058780,0.211067,+0576075,+1037813,0.211404,+1087647,+1152000,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.214013,+0737907,+1058723,0.214297,+0576193,+1037872,0.214632,+1087787,+1151967,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.217238,+0737790,+1058642,0.217525,+0576135,+1037842,0.217860,+1087626,+1151766,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.220465,+0738070,+1058899,0.220759,+0576079,+1037936,0.221090,+1087563,+1151868,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.223696,+0738013,+1058565,0.223988,+0576122,+1037892,0.224319,+1087787,+1151953,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.226922,+0737874,+1058730,0.227219,+0576151,+1037931,0.227547,+1087613,+1152002,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.230151,+0737870,+1058994,0.230447,+0576261,+1037849,0.230775,+1087503,+1152040,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.233378,+0737923,+1058828,0.233680,+0576066,+1037867,0.234004,+1087661,+1151884,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.236605,+0737820,+1058757,0.236908,+0576143,+1037969,0.237234,+1087698,+1151959,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.239830,+0738003,+1058795,0.240152,+0576004,+1038011,0.240468,+1087540,+1151861,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.243067,+0737861,+1058851,0.243401,+0575977,+1037857,0.243720,+1087526,+1151740,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.246295,+0738111,+1058803,0.246630,+0576090,+1038030,0.246954,+1087562,+1151878,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.249524,+0737977,+1058669,0.249861,+0576143,+1037956,0.250184,+1087606,+1152076,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.252759,+0737977,+1058704,0.253097,+0576250,+1037816,0.253413,+1087715,+1151976,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.255986,+0737895,+1058714,0.256329,+0576142,+1037973,0.256641,+1087677,+1152064,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.259212,+0738009,+1058853,0.259558,+0576111,+1038006,0.259873,+1087550,+1151955,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.262441,+0738009,+1058955,0.262788,+0576111,+1037960,0.263104,+1087570,+1152075,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.265668,+0737867,+1058644,0.266017,+0576226,+1037812,0.266332,+1087719,+1151969,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.268895,+0737979,+1058636,0.269245,+0576220,+1037946,0.269560,+1087564,+1151819,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.272129,+0737872,+1058828,0.272473,+0576154,+1037970,0.272788,+1087540,+1151955,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.275356,+0737879,+1058746,0.275702,+0576213,+1037953,0.276017,+1087497,+1151860,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.278583,+0738066,+1058852,0.278931,+0576134,+1037928,0.279245,+1087631,+1151891,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.281814,+0737980,+1058719,0.282169,+0576179,+1037906,0.282475,+1087558,+1151971,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.285043,+0737874,+1058721,0.285400,+0576231,+1037831,0.285703,+1087527,+1151823,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.468457
0.288268,+0738022,+1058775,0.288630,+0575981,+1037916,0.288934,+1087703,+1152047,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.291496,+0737996,+1058818,0.291867,+0576211,+1038035,0.292166,+1087697,+1151788,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.294757,+0737783,+1058809,0.295129,+0576150,+1037786,0.295401,+1087553,+1151799,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.297992,+0737774,+1058814,0.298381,+0576139,+1037901,0.298650,+1087500,+1151897,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.301290,+0738101,+1058859,0.301638,+0576214,+1037759,0.301881,+1087559,+1151763,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.304542,+0737811,+1058794,0.304870,+0576260,+1038038,0.305113,+1087723,+1151925,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.307769,+0737915,+1058749,0.308101,+0576132,+1037947,0.308341,+1087577,+1151934,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.310993,+0737915,+1058743,0.311331,+0576273,+1037928,0.311571,+1087424,+1151827,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.314225,+0737787,+1058849,0.314560,+0576185,+1038110,0.314802,+1087546,+1151761,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.317452,+0737950,+1058901,0.317790,+0576123,+1037848,0.318030,+1087670,+1152307,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.320681,+0737904,+1058622,0.321020,+0576124,+1038013,0.321258,+1087506,+1151823,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.323911,+0738107,+1058872,0.324249,+0576062,+1037878,0.324486,+1087574,+1151732,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.327136,+0737864,+1058849,0.327480,+0576003,+1037996,0.327715,+1087540,+1152035,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.330364,+0737994,+1058777,0.330711,+0575986,+1037915,0.330944,+1087586,+1151917,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.333594,+0737902,+1058700,0.333940,+0576212,+1037893,0.334173,+1087627,+1151962,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.336820,+0737913,+1058697,0.337169,+0576143,+1037944,0.337401,+1087613,+1151942,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.340047,+0737843,+1058892,0.340398,+0576113,+1038000,0.340632,+1087569,+1151959,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.343274,+0737875,+1058783,0.343630,+0576133,+1037879,0.343860,+1087618,+1152089,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.346501,+0738013,+1058771,0.346859,+0576120,+1038011,0.347090,+1087686,+1152000,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.349726,+0737986,+1058779,0.350090,+0576247,+1037922,0.350319,+1087443,+1151941,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.352979,+0738219,+1058857,0.353327,+0576162,+1038071,0.353548,+1087743,+1151906,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.356205,+0738108,+1058764,0.356556,+0576044,+1037755,0.356797,+1087529,+1151915,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.359434,+0737830,+1059026,0.359785,+0576185,+1038016,0.360026,+1087745,+1151902,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.362671,+0737830,+1058894,0.363013,+0576086,+1037822,0.363257,+1087761,+1151911,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.365898,+0737914,+1058741,0.366242,+0576005,+1037780,0.366487,+1087764,+1151891,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.369125,+0737793,+1058815,0.369472,+0576092,+1037907,0.369714,+1087673,+1151884,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.372354,+0738100,+1058723,0.372703,+0576184,+1037868,0.372944,+1087589,+1151845,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.375581,+0737987,+1058700,0.375941,+0576205,+1038068,0.376172,+1087467,+1151964,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
0.378809,+0738063,+1058910,0.379170,+0576022,+1038076,0.379402,+1087570,+1151801,,,,,,,,,,,,,,,,,,,,,,,,,13:16:51.568358
