===BEGIN_METADATA===
Test Name: 2026-06-01_140207_01,yyyy-mm-dd_hhmmss_{probe_num}
Note: Transient test at 60 mm,sensor 5
Test Type: Medium Lab w/o tops
"Speed: 50 ft/min,Stalk Spacing: 6in,Probe Height (m): 0.785"
Number of ICB-Sensors: 5,Sensor Label(s): A B C D E,Sensor SNs: 001 002 003 004 005
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor A's Latest Calibration: 2026-02-28_181436,kA1: 349273.60227475094,dA1: 0.0045245532907721,cA1: 1102.3374494942836,kA2: 346675.0994387471,dA2: 0.0451524381538289,cA2: 681.8182371353614
ICB-Sensor B's Latest Calibration: 2026-02-28_191825,kB1: 285806.85492483515,dB1: 0.0038186954053924,cB1: 1779.0295562932731,kB2: 278780.10405734595,dB2: 0.0456960408628126,cB2: 910.3072104970925
ICB-Sensor C's Latest Calibration: 2026-02-28_203355,kC1: 400137.07123195945,dC1: 0.0045411310920291,cC1: 1788.4192282378208,kC2: 401512.5673837119,dC2: 0.0455171988670882,cC2: 942.1566234510974
ICB-Sensor D's Latest Calibration: 2026-02-26_195246,kD1: 327901.7793019196,dD1: 0.0055431319529345,cD1: 1092.3920580442064,kD2: 331651.3310431668,dD2: 0.0445085069339955,cD2: 837.0076372631593
ICB-Sensor E's Latest Calibration: 2026-06-01_114440,kE1: 400760.0480001549,dE1: 0.0051895819381482,cE1: 1628.088568478357,kE2: 414429.2917922791,dE2: 0.0473708582349138,cE2: 901.1825807712156
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Time_B_sec,Strain_B1_raw,Strain_B2_raw,Time_C_sec,Strain_C1_raw,Strain_C2_raw,Time_D_sec,Strain_D1_raw,Strain_D2_raw,Time_E_sec,Strain_E1_raw,Strain_E2_raw,NavX2_Flags_raw,NavX2_Valid,NavX2_Fresh,NavX2_Timestamp_us,NavX2_NavX_Timestamp_ms,NavX2_Yaw_deg,NavX2_Pitch_deg,NavX2_Roll_deg,NavX2_Heading_deg,NavX2_Fused_Heading_deg,NavX2_Accel_X_g,NavX2_Accel_Y_g,NavX2_Accel_Z_g,NavX2_Quat_W,NavX2_Quat_X,NavX2_Quat_Y,NavX2_Quat_Z,NavX2_Disp_X_m,NavX2_Disp_Y_m,NavX2_Disp_Z_m,NavX2_Sensor_Status,NavX2_Capability_Flags,NavX2_Cal_Status,NavX2_Selftest_Status,Processed_Time
0.010857,-8388608,-8388608,0.011036,-8388608,-8388608,0.008221,-8388608,-8388608,0.009073,-8388608,-8388608,0.009131,+0873018,-0211777,,,,,,,,,,,,,,,,,,,,,,,,,14:02:12.578461
0.014128,-8388608,-8388608,0.014299,-8388608,-8388608,0.011457,-8388608,-8388608,0.011880,-8388608,-8388608,0.011946,+0872915,-0211821,,,,,,,,,,,,,,,,,,,,,,,,,14:02:12.678336
0.017376,-8388608,-8388608,0.017647,-8388608,-8388608,0.014844,-8388608,-8388608,0.017530,-8388608,-8388608,0.017588,+0872951,-0211744,,,,,,,,,,,,,,,,,,,,,,,,,14:02:12.678411
0.020672,-8388608,-8388608,0.020884,-8388608,-8388608,0.018079,-8388608,-8388608,0.020335,-8388608,-8388608,0.020394,+0873254,-0211416,,,,,,,,,,,,,,,,,,,,,,,,,14:02:12.678444
0.023939,-8388608,-8388608,0.024130,-8388608,-8388608,0.021319,-8388608,-8388608,0.023153,-8388608,-8388608,0.023215,+0873219,-0211697,,,,,,,,,,,,,,,,,,,,,,,,,14:02:12.678474
0.027189,-8388608,-8388608,0.027492,-8388608,-8388608,0.024688,-8388608,-8388608,0.025972,-8388608,-8388608,0.026030,+0873226,-0211929,,,,,,,,,,,,,,,,,,,,,,,,,14:02:12.678502
0.030518,-8388608,-8388608,0.030729,-8388608,-8388608,0.027925,-8388608,-8388608,0.028777,-8388608,-8388608,0.028838,+0872967,-0211628,,,,,,,,,,,,,,,,,,,,,,,,,14:02:12.678529
0.033766,-8388608,-8388608,0.033966,-8388608,-8388608,0.031164,-8388608,-8388608,0.031587,-8388608,-8388608,0.031657,+0872953,-0211974,,,,,,,,,,,,,,,,,,,,,,,,,14:02:12.678555
0.037011,-8388608,-8388608,0.037202,-8388608,-8388608,0.034403,-8388608,-8388608,0.037331,-8388608,-8388608,0.037262,+0873249,-0211570,,,,,,,,,,,,,,,,,,,,,,,,,14:02:12.678582
0.040255,-8388608,-8388608,0.040439,-8388608,-8388608,0.037639,-8388608,-8388608,0.040152,-8388608,-8388608,0.040084,+0873185,-0211712,,,,,,,,,,,,,,,,,,,,,,,,,14:02:12.678608
0.043510,-8388608,-8388608,0.043678,-8388608,-8388608,0.040876,-8388608,-8388608,0.042957,-8388608,-8388608,0.042877,+0873061,-0211651,,,,,,,,,,,,,,,,,,,,,,,,,14:02:12.678635
0.046754,-8388608,-8388608,0.046916,-8388608,-8388608,0.044115,-8388608,-8388608,0.045792,-8388608,-8388608,0.045663,+0873041,-0211770,,,,,,,,,,,,,,,,,,,,,,,,,14:02:12.678662
