Time_A,Strain_A1_raw,Strain_A2_raw,Time_B,Strain_B1_raw,Strain_B2_raw,Current_Time
0.563821,-0715352,-0583740,0.561220,-1162586,+0371312,21:49:56.691005
0.575076,-0716623,-0583784,0.575330,-1162511,+0371446,21:49:56.748918
0.589225,-0716479,-0583539,0.589601,-1161867,+0371827,21:49:56.750923
0.606347,-0717370,-0583456,0.606639,-1162229,+0371668,21:49:56.750923
0.620517,-0716786,-0583525,0.617938,-1163053,+0371262,21:49:56.750923
0.634600,-0715825,-0583574,0.632010,-1163492,+0371307,21:49:56.799031
0.648778,-0715720,-0583484,0.646172,-1163490,+0371088,21:49:56.799031
0.660024,-0716412,-0583384,0.657416,-1162180,+0371540,21:49:56.799031
0.671266,-0717408,-0583635,0.671474,-1162024,+0371682,21:49:56.799031
0.685326,-0716433,-0583560,0.685650,-1163254,+0371540,21:49:56.872047
0.699502,-0716055,-0583746,0.696897,-1163549,+0371041,21:49:56.872047
0.713627,-0716457,-0583624,0.711025,-1162836,+0371339,21:49:56.873047
0.724878,-0716654,-0583613,0.722270,-1161732,+0371753,21:49:56.873047
0.736118,-0716639,-0583712,0.736328,-1162809,+0371584,21:49:56.918271
0.750272,-0716247,-0583555,0.750497,-1162905,+0371479,21:49:56.918271
0.764358,-0715477,-0583432,0.761762,-1162878,+0371276,21:49:56.918271
0.775615,-0716465,-0583661,0.775815,-1161968,+0371425,21:49:56.918271
0.789666,-0717293,-0583407,0.787057,-1162627,+0371579,21:49:56.918271
0.800904,-0716249,-0583560,0.801114,-1162992,+0371536,21:49:56.960673
0.815073,-0715593,-0583486,0.815279,-1163052,+0371165,21:49:56.961675
0.829130,-0715944,-0583766,0.826525,-1162849,+0371443,21:49:56.961675
0.840375,-0717233,-0583406,0.837770,-1162480,+0371698,21:49:57.014922
0.854486,-0717098,-0583721,0.854729,-1162696,+0371734,21:49:57.014922
0.868579,-0716546,-0583438,0.865972,-1163029,+0371469,21:49:57.014922
0.879823,-0715488,-0583534,0.877215,-1162908,+0371409,21:49:57.014922
0.893891,-0716908,-0583770,0.891289,-1162364,+0371515,21:49:57.073129
0.905139,-0717423,-0583577,0.905476,-1161854,+0371665,21:49:57.073129
0.919363,-0716618,-0583570,0.916757,-1162916,+0371507,21:49:57.073129
0.933413,-0715327,-0583410,0.930807,-1163560,+0371025,21:49:57.073129
0.944654,-0716295,-0583546,0.942051,-1162743,+0371480,21:49:57.073129
0.955900,-0717453,-0583625,0.956102,-1161910,+0371561,21:49:57.120943
0.970001,-0716836,-0583490,0.970206,-1163007,+0371360,21:49:57.120943
0.984054,-0716270,-0583523,0.981448,-1163383,+0371155,21:49:57.120943
0.995299,-0716383,-0583542,0.992691,-1162812,+0371680,21:49:57.120943
1.009363,-0716400,-0583516,1.006891,-1162162,+0371738,21:49:57.165885
1.023564,-0717179,-0583375,1.020971,-1162281,+0371865,21:49:57.167263
1.034820,-0716597,-0583496,1.032220,-1163273,+0371289,21:49:57.167263
1.048887,-0715704,-0583554,1.046280,-1163261,+0370994,21:49:57.213918
1.060197,-0716333,-0583494,1.060402,-1162831,+0371608,21:49:57.213918
1.074253,-0717037,-0583392,1.071650,-1162141,+0371717,21:49:57.213918
1.085497,-0716748,-0583321,1.085702,-1163243,+0371229,21:49:57.213918
1.099554,-0715658,-0583472,1.099838,-1162989,+0371439,21:49:57.259381
1.116693,-0716161,-0583358,1.114100,-1163506,+0371165,21:49:57.260381
1.127978,-0716347,-0583410,1.128185,-1162953,+0371163,21:49:57.260381
1.145022,-0716367,-0583679,1.142425,-1162555,+0371494,21:49:57.309317
1.159144,-0716577,-0583334,1.156541,-1162048,+0371668,21:49:57.310325
1.170392,-0716604,-0583373,1.167784,-1162807,+0371302,21:49:57.310325
1.184446,-0715455,-0583242,1.181838,-1163549,+0371346,21:49:57.365706
1.195692,-0715950,-0583661,1.195956,-1163173,+0371105,21:49:57.365706
1.209807,-0716384,-0583591,1.207199,-1162494,+0371674,21:49:57.365706
1.223895,-0717134,-0583250,1.221290,-1162219,+0371678,21:49:57.365706
1.235143,-0716584,-0583719,1.232536,-1163404,+0371449,21:49:57.365706
1.246383,-0715689,-0583489,1.246604,-1163581,+0371195,21:49:57.413350
1.260551,-0716194,-0583666,1.260756,-1162437,+0371590,21:49:57.413350
1.274604,-0716851,-0583432,1.271995,-1161968,+0371616,21:49:57.413350
1.285844,-0716488,-0583463,1.283236,-1162894,+0371304,21:49:57.413350
1.299902,-0715243,-0583363,1.297296,-1163376,+0371191,21:49:57.463548
1.311229,-0716243,-0583364,1.311434,-1163042,+0371292,21:49:57.463548
1.325324,-0716611,-0583627,1.322739,-1161844,+0371818,21:49:57.463548
1.339397,-0716566,-0583430,1.336789,-1162990,+0371615,21:49:57.464547
1.350643,-0716159,-0583454,1.350912,-1163035,+0371247,21:49:57.522918
1.364763,-0715675,-0583455,1.362164,-1163076,+0371127,21:49:57.522918
1.376016,-0716294,-0583428,1.376222,-1162127,+0371623,21:49:57.522918
1.390074,-0717220,-0583442,1.387469,-1162507,+0371479,21:49:57.522918
1.401321,-0716384,-0583464,1.401527,-1163288,+0371336,21:49:57.568924
1.415482,-0715852,-0583551,1.412874,-1163320,+0371244,21:49:57.568924
1.429573,-0716505,-0583293,1.426965,-1162737,+0371468,21:49:57.568924
1.440813,-0716876,-0583441,1.438204,-1162225,+0371673,21:49:57.568924
1.454866,-0716349,-0583400,1.452263,-1163032,+0371494,21:49:57.615926
1.466212,-0715876,-0583390,1.466417,-1163569,+0370973,21:49:57.615926
1.480262,-0715387,-0583614,1.477654,-1162901,+0371345,21:49:57.615926
1.494361,-0716964,-0583470,1.491755,-1162628,+0371651,21:49:57.615926
1.508510,-0717401,-0583344,1.505905,-1161936,+0371777,21:49:57.661190
1.519753,-0716429,-0583305,1.517154,-1163060,+0371434,21:49:57.661190
1.533871,-0716145,-0583313,1.531273,-1163544,+0371416,21:49:57.661190
1.545130,-0716050,-0583318,1.545352,-1162876,+0371180,21:49:57.715346
1.559287,-0716364,-0583158,1.556683,-1162141,+0371518,21:49:57.715346
1.573346,-0716503,-0583320,1.570738,-1162598,+0371700,21:49:57.715346
1.584588,-0716611,-0583218,1.584937,-1162984,+0371264,21:49:57.770869
1.601730,-0716423,-0583416,1.599128,-1163403,+0371185,21:49:57.770869
1.615867,-0715925,-0583205,1.613313,-1163683,+0371157,21:49:57.770869
1.627165,-0716194,-0583238,1.627396,-1162604,+0371798,21:49:57.770869
1.641247,-0716888,-0583262,1.641481,-1162236,+0371741,21:49:57.771871
1.655422,-0717444,-0583429,1.655710,-1162715,+0371401,21:49:57.817223
1.669594,-0716633,-0583236,1.666993,-1163142,+0371371,21:49:57.817223
1.680841,-0715347,-0583420,1.681050,-1162852,+0371463,21:49:57.818221
1.694899,-0716085,-0583456,1.692291,-1162575,+0371398,21:49:57.818221
1.706144,-0716702,-0583194,1.706453,-1162220,+0371555,21:49:57.863530
1.720298,-0716615,-0583532,1.717696,-1162954,+0371511,21:49:57.863530
1.734406,-0716326,-0583350,1.731829,-1163497,+0371235,21:49:57.863530
1.745676,-0716151,-0583464,1.743072,-1163014,+0371280,21:49:57.920712
1.759836,-0716453,-0583374,1.757237,-1162322,+0371623,21:49:57.920712
1.773896,-0716869,-0583304,1.771286,-1162217,+0371891,21:49:57.920712
1.785138,-0716325,-0583280,1.782533,-1163276,+0371386,21:49:57.920712
1.796384,-0715752,-0583283,1.796697,-1163465,+0371173,21:49:57.972987
1.810547,-0716414,-0583469,1.810795,-1162461,+0371624,21:49:57.972987
1.824648,-0716914,-0583371,1.822041,-1162146,+0371665,21:49:57.972987
1.835933,-0716554,-0583279,1.836145,-1163234,+0371414,21:49:57.972987
1.849991,-0715935,-0583342,1.847383,-1163863,+0371144,21:49:58.021240
1.864176,-0715277,-0583101,1.861591,-1162678,+0371463,21:49:58.022243
1.875445,-0716576,-0583160,1.875713,-1162310,+0371559,21:49:58.022243
1.889562,-0717488,-0583084,1.886952,-1162815,+0371697,21:49:58.022243
1.903614,-0716255,-0583363,1.901006,-1162913,+0371502,21:49:58.067148
1.914972,-0715687,-0583219,1.915177,-1162681,+0371050,21:49:58.067148
1.929028,-0716196,-0583355,1.926421,-1162973,+0371335,21:49:58.067148
1.943140,-0717022,-0583338,1.940535,-1162126,+0371661,21:49:58.068144
1.954382,-0717248,-0583210,1.954682,-1163037,+0371437,21:49:58.113533
1.968534,-0716381,-0583255,1.965935,-1163308,+0371502,21:49:58.113533
1.979788,-0715829,-0583195,1.979999,-1162955,+0371371,21:49:58.114532
1.993851,-0716356,-0583387,1.991249,-1162657,+0371509,21:49:58.172917
2.008003,-0717158,-0583573,2.005396,-1162165,+0371936,21:49:58.172917
2.019248,-0716591,-0583204,2.016641,-1163325,+0371420,21:49:58.172917
2.033301,-0716196,-0583278,2.030730,-1163744,+0371212,21:49:58.173916
2.044581,-0715938,-0583447,2.041984,-1162558,+0371417,21:49:58.224784
2.058714,-0716876,-0583621,2.056133,-1162000,+0371771,21:49:58.225787
2.072818,-0716815,-0583274,2.070210,-1162871,+0371729,21:49:58.225787
2.084062,-0716251,-0583509,2.081453,-1163609,+0371049,21:49:58.225787
2.098113,-0716413,-0583343,2.095503,-1162967,+0371264,21:49:58.225787
2.109356,-0716087,-0583162,2.109686,-1162852,+0371512,21:49:58.285914
2.123573,-0717229,-0583509,2.123780,-1162722,+0371827,21:49:58.285914
2.137632,-0716502,-0583337,2.135064,-1163178,+0371440,21:49:58.285914
2.151754,-0715709,-0583441,2.149147,-1163272,+0371090,21:49:58.285914
2.162996,-0715680,-0583529,2.160386,-1162827,+0371600,21:49:58.285914
2.174238,-0716416,-0583509,2.174495,-1162228,+0371585,21:49:58.334926
2.188346,-0717389,-0583407,2.185739,-1161917,+0371853,21:49:58.334926
2.202453,-0716089,-0583117,2.199848,-1163115,+0371421,21:49:58.335925
2.216512,-0715347,-0583474,2.213909,-1163469,+0371104,21:49:58.377945
2.227871,-0716399,-0583263,2.228087,-1162308,+0371331,21:49:58.377945
2.241947,-0716780,-0583444,2.239371,-1161898,+0371690,21:49:58.377945
2.256047,-0716566,-0583645,2.253444,-1162851,+0371599,21:49:58.379940
2.267298,-0716205,-0583416,2.267594,-1163657,+0371345,21:49:58.449698
2.281443,-0715383,-0583516,2.278840,-1162840,+0371345,21:49:58.449698
2.292689,-0716621,-0583622,2.290083,-1162220,+0371663,21:49:58.449698
2.306742,-0717030,-0583414,2.304135,-1162461,+0371770,21:49:58.449698
2.317990,-0716337,-0583495,2.315384,-1163388,+0371291,21:49:58.449698
2.332046,-0715969,-0583437,2.329443,-1162925,+0371211,21:49:58.503968
2.346217,-0715760,-0583525,2.343640,-1162910,+0371592,21:49:58.504970
2.357486,-0717068,-0583432,2.354884,-1162482,+0371571,21:49:58.504970
2.371554,-0716256,-0583493,2.368947,-1162890,+0371452,21:49:58.504970
2.382800,-0715926,-0583363,2.380194,-1163398,+0371294,21:49:58.549514
2.396922,-0715360,-0583465,2.394325,-1162966,+0371640,21:49:58.549514
2.408176,-0716853,-0583358,2.408391,-1162602,+0371590,21:49:58.550515
2.422238,-0717734,-0583420,2.419632,-1162914,+0371388,21:49:58.550515
2.433481,-0716073,-0583161,2.433698,-1163136,+0371437,21:49:58.598108
2.447677,-0715413,-0583295,2.445080,-1162824,+0371365,21:49:58.598108
2.461743,-0716294,-0583638,2.459139,-1162483,+0371452,21:49:58.598108
2.472989,-0717129,-0583496,2.470383,-1162580,+0371624,21:49:58.598108
2.487038,-0716739,-0583262,2.484516,-1163026,+0371457,21:49:58.648944
2.501184,-0716227,-0583638,2.498673,-1163552,+0371113,21:49:58.649944
2.512547,-0716174,-0583473,2.512754,-1162847,+0371550,21:49:58.649944
2.526603,-0716398,-0583558,2.524040,-1161917,+0371771,21:49:58.760507
2.540759,-0717260,-0583449,2.538225,-1162498,+0372039,21:49:58.760507
2.554922,-0716306,-0583718,2.552325,-1162943,+0371446,21:49:58.760507
2.566229,-0715662,-0583246,2.566463,-1163658,+0371042,21:49:58.760507
2.580317,-0715347,-0583308,2.577713,-1162734,+0371709,21:49:58.760507
2.594451,-0716125,-0583354,2.591855,-1162557,+0371636,21:49:58.760507
2.605718,-0717739,-0583360,2.605934,-1162119,+0371829,21:49:58.820926
2.619896,-0716681,-0583435,2.620105,-1162650,+0371769,21:49:58.820926
2.633988,-0715926,-0583285,2.631379,-1163515,+0371150,21:49:58.820926
2.648043,-0715054,-0583261,2.645491,-1163037,+0371163,21:49:58.820926
2.659389,-0716577,-0583432,2.659630,-1162814,+0371465,21:49:58.821933
2.673517,-0717094,-0583605,2.670921,-1163079,+0371546,21:49:58.821933
2.687668,-0716526,-0583395,2.687904,-1163158,+0371495,21:49:58.821933
2.701797,-0716366,-0583445,2.699228,-1162782,+0371460,21:49:58.869183
2.716008,-0715771,-0583396,2.713399,-1163429,+0371220,21:49:58.869183
2.727249,-0716617,-0583291,2.727455,-1162346,+0371450,21:49:58.869183
2.741303,-0716902,-0583311,2.738789,-1162086,+0371641,21:49:58.869183
2.755499,-0717334,-0583154,2.752908,-1162739,+0371801,21:49:58.931498
2.769647,-0716170,-0583191,2.767043,-1162913,+0371439,21:49:58.932499
2.780892,-0715037,-0583414,2.778291,-1162917,+0371239,21:49:58.932499
2.794974,-0716611,-0583497,2.792369,-1162411,+0371399,21:49:58.932499
2.806219,-0717560,-0583319,2.803616,-1162763,+0371732,21:49:58.991022
2.820340,-0716478,-0583434,2.817750,-1162943,+0371255,21:49:58.991022
2.831609,-0715421,-0583370,2.831817,-1162972,+0371092,21:49:58.991022
2.845667,-0716140,-0583468,2.843062,-1162799,+0371415,21:49:58.991022
2.856940,-0717344,-0583466,2.857153,-1162512,+0371760,21:49:58.992022
2.871002,-0716762,-0583363,2.868398,-1162961,+0371458,21:49:59.037601
2.885175,-0716503,-0583507,2.882569,-1163482,+0371468,21:49:59.037601
2.896422,-0715586,-0583310,2.893815,-1162836,+0371421,21:49:59.038610
2.910474,-0716940,-0583354,2.907864,-1162400,+0371591,21:49:59.038610
2.921714,-0717312,-0583288,2.922005,-1162873,+0371473,21:49:59.094620
2.935879,-0716492,-0583464,2.933274,-1163262,+0371294,21:49:59.094620
2.947123,-0715604,-0583319,2.947331,-1162852,+0371493,21:49:59.094620
2.961241,-0716192,-0583320,2.958636,-1162388,+0371663,21:49:59.094620
2.972487,-0717665,-0583187,2.972697,-1162699,+0371810,21:49:59.146873
2.986666,-0716465,-0583220,2.984080,-1163137,+0371004,21:49:59.146873
3.000764,-0716069,-0583532,2.998175,-1163579,+0371233,21:49:59.146873
3.012023,-0716056,-0583248,3.009414,-1162599,+0371481,21:49:59.146873
3.026081,-0717436,-0583260,3.023471,-1162165,+0371596,21:49:59.218358
3.037366,-0716708,-0583207,3.037626,-1162914,+0371369,21:49:59.218358
3.051479,-0716392,-0583222,3.048874,-1163475,+0371298,21:49:59.218358
3.065571,-0715778,-0583468,3.062965,-1162938,+0371228,21:49:59.219358
3.076816,-0716463,-0583261,3.074210,-1162478,+0371697,21:49:59.219358
3.088063,-0716948,-0583315,3.088288,-1162276,+0371783,21:49:59.219358
3.102141,-0716392,-0583289,3.102407,-1162854,+0371370,21:49:59.267917
3.116268,-0715652,-0583273,3.113662,-1163394,+0371173,21:49:59.267917
3.127508,-0715442,-0583470,3.130716,-1162918,+0371436,21:49:59.267917
3.144560,-0716216,-0583336,3.141970,-1162540,+0371458,21:49:59.268918
3.155818,-0717057,-0583219,3.156120,-1162111,+0371645,21:49:59.317929
3.170002,-0716744,-0583437,3.167397,-1163192,+0371416,21:49:59.317929
3.184058,-0716106,-0583512,3.181454,-1163689,+0371240,21:49:59.317929
3.195384,-0716203,-0583276,3.195606,-1162919,+0371114,21:49:59.385151
3.212387,-0716103,-0583490,3.209782,-1162789,+0371421,21:49:59.385151
3.223632,-0717206,-0583404,3.221028,-1162616,+0371765,21:49:59.386151
3.237689,-0716361,-0583383,3.235082,-1162671,+0371589,21:49:59.386151
3.248932,-0715783,-0583405,3.249225,-1163115,+0371321,21:49:59.386151
3.263071,-0715595,-0583507,3.260519,-1162942,+0371817,21:49:59.461938
3.277294,-0716618,-0583468,3.274707,-1162326,+0371696,21:49:59.461938
3.288567,-0716987,-0583466,3.285963,-1163127,+0371539,21:49:59.461938
3.302624,-0716403,-0583608,3.300039,-1163101,+0371249,21:49:59.462935
3.313894,-0715452,-0583402,3.311284,-1162860,+0371461,21:49:59.463933
3.327951,-0716455,-0583306,3.325436,-1162547,+0371618,21:49:59.519925
3.339296,-0717453,-0583416,3.339512,-1161994,+0371479,21:49:59.519925
3.353360,-0716453,-0583383,3.350773,-1163202,+0371364,21:49:59.519925
3.364625,-0715078,-0583557,3.364880,-1163616,+0371228,21:49:59.519925
3.378735,-0716385,-0583453,3.376127,-1162496,+0371347,21:49:59.519925
3.392792,-0717471,-0583248,3.390186,-1161891,+0371480,21:49:59.519925
3.404038,-0716471,-0583443,3.404367,-1163215,+0371339,21:49:59.562925
3.418229,-0716131,-0583408,3.415626,-1163496,+0371515,21:49:59.562925
3.429470,-0716207,-0583469,3.429673,-1162837,+0371332,21:49:59.562925
3.443522,-0716402,-0583494,3.440918,-1162346,+0371678,21:49:59.615924
3.457692,-0716844,-0583559,3.455089,-1162640,+0371745,21:49:59.616918
3.468939,-0716336,-0583608,3.466383,-1163313,+0371350,21:49:59.616918
3.483043,-0715386,-0583405,3.480447,-1163577,+0371283,21:49:59.616918
3.494298,-0716345,-0583348,3.491689,-1163025,+0371286,21:49:59.670919
3.508546,-0716817,-0583491,3.508825,-1162143,+0371734,21:49:59.671920
3.522674,-0717479,-0583532,3.520071,-1162685,+0371609,21:49:59.671920
3.533919,-0715993,-0583477,3.534130,-1163659,+0371188,21:49:59.671920
3.547990,-0714841,-0583608,3.545381,-1162997,+0371203,21:49:59.671920
3.559233,-0716208,-0583555,3.559553,-1162647,+0371473,21:49:59.717954
3.573417,-0717164,-0583558,3.573664,-1162784,+0371473,21:49:59.717954
3.587513,-0716585,-0583815,3.584913,-1163004,+0371276,21:49:59.717954
3.598760,-0715569,-0583531,3.596158,-1163036,+0371241,21:49:59.770939
3.612912,-0716228,-0583573,3.610306,-1162741,+0371495,21:49:59.770939
3.624160,-0717191,-0583551,3.624362,-1162374,+0371644,21:49:59.771937
3.638211,-0716940,-0583584,3.635602,-1162788,+0371368,21:49:59.771937
3.649453,-0715670,-0583209,3.649655,-1163494,+0371196,21:49:59.826952
3.663612,-0715663,-0583526,3.663848,-1163620,+0371147,21:49:59.826952
3.677727,-0716356,-0583462,3.675123,-1162303,+0371536,21:49:59.826952
3.688973,-0717604,-0583401,3.689189,-1161968,+0371925,21:49:59.826952
3.703116,-0716481,-0583543,3.703329,-1162699,+0371652,21:49:59.826952
3.717199,-0716089,-0583491,3.717456,-1163248,+0371107,21:49:59.881405
3.731302,-0715227,-0583381,3.728697,-1162996,+0371268,21:49:59.881405
3.742545,-0716794,-0583307,3.742752,-1162015,+0371675,21:49:59.881405
3.756619,-0717642,-0583503,3.754010,-1162732,+0371540,21:49:59.882405
3.767854,-0716467,-0583516,3.768177,-1162953,+0371483,21:49:59.940915
3.782066,-0715631,-0583579,3.779465,-1162761,+0371249,21:49:59.940915
3.796128,-0716361,-0583624,3.793522,-1162768,+0371541,21:49:59.940915
3.807373,-0717493,-0583622,3.804769,-1162582,+0371745,21:49:59.940915
3.821447,-0716616,-0583546,3.818844,-1162795,+0371732,21:49:59.987933
3.835570,-0715971,-0583613,3.832973,-1163210,+0371133,21:49:59.987933
3.846825,-0715883,-0583582,3.844222,-1162945,+0371429,21:49:59.987933
3.858075,-0717336,-0583838,3.858279,-1162327,+0371862,21:49:59.987933
3.872127,-0717505,-0583895,3.872428,-1162060,+0371892,21:50:00.035540
3.886318,-0716768,-0583687,3.883718,-1163114,+0371420,21:50:00.035540
3.900381,-0715470,-0583548,3.897777,-1163553,+0371115,21:50:00.035540
3.911627,-0716352,-0583411,3.909021,-1162544,+0371441,21:50:00.081538
3.925778,-0717064,-0583431,3.923188,-1161921,+0371741,21:50:00.081538
3.937037,-0716616,-0583619,3.937246,-1162746,+0371327,21:50:00.082538
3.951093,-0716468,-0583821,3.948489,-1163364,+0371182,21:50:00.082538
3.962339,-0716632,-0583715,3.962546,-1162953,+0371141,21:50:00.128737
3.976492,-0716749,-0583600,3.976723,-1162223,+0371739,21:50:00.128737
3.990582,-0717448,-0583467,3.987972,-1162391,+0371816,21:50:00.128737
4.001820,-0716617,-0583712,3.999226,-1163411,+0371336,21:50:00.128737
4.015889,-0715993,-0583873,4.016314,-1163407,+0371404,21:50:00.185117
4.030172,-0715893,-0583620,4.027564,-1162743,+0371442,21:50:00.185117
4.044226,-0716972,-0583760,4.041622,-1162358,+0371558,21:50:00.185117
4.055474,-0717239,-0583636,4.052870,-1162874,+0371738,21:50:00.185117
4.066719,-0715824,-0583697,4.066917,-1163366,+0371407,21:50:00.231640
4.083735,-0716017,-0583773,4.081182,-1163579,+0371219,21:50:00.232440
4.095030,-0716246,-0583853,4.092422,-1162495,+0371683,21:50:00.232440
4.109082,-0717515,-0583497,4.106481,-1161958,+0371868,21:50:00.232440
4.120333,-0717307,-0583793,4.120680,-1162898,+0371712,21:50:00.281460
4.134572,-0716441,-0583428,4.134859,-1162945,+0371369,21:50:00.281460
4.148762,-0715326,-0583293,4.148975,-1162992,+0371250,21:50:00.281460
4.162823,-0716158,-0583568,4.160221,-1162739,+0371590,21:50:00.333712
4.176986,-0716548,-0583420,4.174379,-1162311,+0371841,21:50:00.333712
4.188260,-0716956,-0583265,4.188481,-1162806,+0371557,21:50:00.333712
4.202333,-0716200,-0583381,4.199727,-1163464,+0371449,21:50:00.333712
4.213575,-0715636,-0583577,4.210968,-1163412,+0371125,21:50:00.389828
4.227741,-0716352,-0583585,4.227986,-1162403,+0371573,21:50:00.390828
4.241835,-0717041,-0583629,4.239232,-1162183,+0371712,21:50:00.390828
4.253083,-0716578,-0583444,4.253302,-1163187,+0371273,21:50:00.390828
4.267149,-0715898,-0583457,4.264539,-1163799,+0371224,21:50:00.390828
4.278392,-0716144,-0583596,4.278707,-1163015,+0371410,21:50:00.435924
4.292602,-0716867,-0583366,4.289998,-1162072,+0371745,21:50:00.435924
4.306657,-0717457,-0583309,4.304048,-1162729,+0371664,21:50:00.435924
4.317901,-0716201,-0583342,4.315293,-1162820,+0371552,21:50:00.479920
4.332041,-0715646,-0583405,4.329436,-1163108,+0371317,21:50:00.479920
4.346092,-0716468,-0583632,4.343490,-1162594,+0371615,21:50:00.480919
4.357340,-0717379,-0583579,4.354732,-1162723,+0371777,21:50:00.480919
4.368579,-0716970,-0583483,4.368898,-1162901,+0371671,21:50:00.527990
4.382750,-0715638,-0583340,4.382958,-1163213,+0371153,21:50:00.527990
4.396837,-0715877,-0583552,4.394234,-1162821,+0371385,21:50:00.527990
4.408084,-0717204,-0583193,4.408288,-1162458,+0371540,21:50:00.583330
4.422219,-0717318,-0583507,4.419636,-1163002,+0371587,21:50:00.583330
4.436315,-0716499,-0583300,4.433710,-1163430,+0371257,21:50:00.584328
4.447559,-0715643,-0583183,4.444952,-1162818,+0371500,21:50:00.584328
4.461614,-0716896,-0583368,4.459008,-1162460,+0371616,21:50:00.585327
4.472860,-0717624,-0583317,4.473157,-1162022,+0371830,21:50:00.641194
4.487012,-0716896,-0583258,4.484404,-1163245,+0371566,21:50:00.641194
4.501106,-0716132,-0583451,4.498508,-1163606,+0371175,21:50:00.641194
4.512357,-0716383,-0583408,4.512650,-1163070,+0371321,21:50:00.641194
4.526513,-0715869,-0583291,4.529836,-1162928,+0371172,21:50:00.698409
4.543716,-0716605,-0583455,4.541109,-1162446,+0371736,21:50:00.698409
4.557773,-0717073,-0583355,4.555165,-1162418,+0371587,21:50:00.699404
4.569017,-0716344,-0583457,4.566411,-1163430,+0371399,21:50:00.699404
4.583072,-0715801,-0583440,4.580467,-1163247,+0371007,21:50:00.748657
4.597215,-0716094,-0583315,4.594624,-1162778,+0371234,21:50:00.748657
4.608473,-0716941,-0583345,4.605873,-1161989,+0371582,21:50:00.749654
4.622534,-0716548,-0583260,4.619932,-1163009,+0371403,21:50:00.749654
4.633839,-0716266,-0583494,4.637062,-1162726,+0371603,21:50:00.853435
4.650938,-0715878,-0583395,4.648339,-1163658,+0371127,21:50:00.853435
