Time_A,Strain_A1_raw,Strain_A2_raw,Time_B,Strain_B1_raw,Strain_B2_raw,Current_Time
2.941659,-0712392,-0574632,2.961181,-1161137,+0376349,17:25:10.343416
2.985583,-0711888,-0574558,3.005352,-1161046,+0376463,17:25:10.399618
3.029557,-0712130,-0574544,3.049523,-1161259,+0376484,17:25:10.400618
3.073452,-0712169,-0574583,3.093694,-1161104,+0376206,17:25:10.450155
3.117368,-0711773,-0574546,3.137895,-1161109,+0376441,17:25:10.493465
3.161302,-0712432,-0574592,3.182072,-1161364,+0376390,17:25:10.546496
3.205287,-0712104,-0574598,3.226242,-1161183,+0376084,17:25:10.614509
3.249225,-0711978,-0574477,3.270413,-1139098,+0397110,17:25:10.678861
3.293148,-0712325,-0574608,3.314583,-1113532,+0405360,17:25:10.678861
3.337044,-0711890,-0574603,3.358754,-1099525,+0406002,17:25:10.725723
3.380958,-0712082,-0574528,3.402925,-1105211,+0403853,17:25:10.777403
3.424905,-0712289,-0574587,3.447096,-1106116,+0405779,17:25:10.821127
3.468826,-0711946,-0574570,3.491286,-1098140,+0408917,17:25:10.870801
3.512754,-0712194,-0574495,3.535458,-1096109,+0409035,17:25:10.919062
3.556634,-0712222,-0574566,3.579670,-1098847,+0407232,17:25:10.969294
3.600540,-0711793,-0574512,3.623846,-1099839,+0409509,17:25:11.024454
3.644455,-0712329,-0574502,3.668017,-1092740,+0411079,17:25:11.025453
3.688372,-0712028,-0574481,3.712230,-1095175,+0408930,17:25:11.071389
3.732278,-0711907,-0574500,3.756444,-1099484,+0406281,17:25:11.119928
3.776167,-0712498,-0574586,3.800643,-1105472,+0402280,17:25:11.167280
3.820087,-0711867,-0574588,3.844814,-1119477,+0388524,17:25:11.211247
3.864004,-0712160,-0574594,3.888985,-1154760,+0375637,17:25:11.261221
3.907920,-0712233,-0574560,3.933158,-1161453,+0376309,17:25:11.314576
3.951844,-0711760,-0574494,3.977327,-1161303,+0376210,17:25:11.365467
3.995765,-0712252,-0574454,4.021497,-1161159,+0376352,17:25:11.416390
4.039677,-0712164,-0574552,4.065668,-1161405,+0376324,17:25:11.462645
4.083596,-0711912,-0574556,4.109847,-1161239,+0376260,17:25:11.508401
4.127520,-0712258,-0574654,4.154021,-1161256,+0376429,17:25:11.508401
4.171477,-0712003,-0574622,4.198233,-1161426,+0376378,17:25:11.555149
4.215365,-0711969,-0574511,4.242447,-1161192,+0376334,17:25:11.607928
4.259273,-0712349,-0574631,4.286620,-1161255,+0376411,17:25:11.662442
4.303198,-0711852,-0574556,4.330794,-1161402,+0376366,17:25:11.712164
4.347107,-0712191,-0574576,4.375010,-1161179,+0376331,17:25:11.755677
4.391028,-0712416,-0574501,4.419238,-1161286,+0376474,17:25:11.811856
4.434941,-0711868,-0574602,4.463453,-1161409,+0376372,17:25:11.866451
4.478826,-0712261,-0574623,4.507641,-1161161,+0376384,17:25:11.866451
4.522760,-0712185,-0574630,4.551853,-1161256,+0376488,17:25:11.923255
4.566653,-0711926,-0574608,4.596025,-1161329,+0376300,17:25:11.980735
4.610579,-0712326,-0574554,4.640203,-1161125,+0376366,17:25:12.030514
4.654491,-0711946,-0574663,4.684441,-1161335,+0376402,17:25:12.088379
4.698394,-0712066,-0574518,4.728662,-1161295,+0376380,17:25:12.088379
4.742329,-0712390,-0574663,4.772911,-1161116,+0376427,17:25:12.137128
4.786220,-0711808,-0574646,4.817170,-1161312,+0376470,17:25:12.194346
4.830114,-0712177,-0574611,4.861355,-1161239,+0376380,17:25:12.242144
4.874018,-0712278,-0574613,4.905570,-1157151,+0393284,17:25:12.301725
4.917899,-0711844,-0574614,4.949786,-1102785,+0405666,17:25:12.354052
4.961780,-0712329,-0574624,4.993965,-1104804,+0401139,17:25:12.354989
5.005695,-0712236,-0574633,5.038180,-1112092,+0399649,17:25:12.397277
5.049589,-0711895,-0574560,5.082394,-1107741,+0404923,17:25:12.444538
5.093491,-0712421,-0574605,5.126691,-1098174,+0405620,17:25:12.492763
5.137386,-0711875,-0574673,5.170864,-1100277,+0405210,17:25:12.571331
5.181328,-0712102,-0574633,5.215041,-1100944,+0404584,17:25:12.614941
5.225221,-0712373,-0574700,5.259269,-1105163,+0401932,17:25:12.614941
5.269118,-0711940,-0574650,5.303484,-1111673,+0395000,17:25:12.663458
5.312997,-0712290,-0574665,5.347705,-1144054,+0376178,17:25:12.709232
5.356879,-0712219,-0574600,5.391883,-1161188,+0376198,17:25:12.754536
5.400818,-0711817,-0574661,5.436082,-1161296,+0376390,17:25:12.804734
5.444770,-0712364,-0574626,5.480259,-1161423,+0376272,17:25:12.876220
5.488666,-0712146,-0574598,5.524472,-1161192,+0376240,17:25:12.930332
5.532545,-0712179,-0574606,5.568702,-1161300,+0376327,17:25:12.931311
5.576425,-0712404,-0574610,5.612914,-1161428,+0376236,17:25:12.973177
5.620305,-0711916,-0574593,5.657151,-1161066,+0376227,17:25:13.023180
5.664203,-0712031,-0574630,5.701327,-1161306,+0376348,17:25:13.072791
5.708111,-0712473,-0574657,5.745572,-1161348,+0376198,17:25:13.132985
5.751989,-0711863,-0574569,5.789789,-1161194,+0376177,17:25:13.178240
5.839782,-0712256,-0574661,5.834001,-1161327,+0376286,17:25:13.223265
5.883715,-0712210,-0574577,5.878172,-1161309,+0376100,17:25:13.270039
5.927631,-0711808,-0574524,5.922342,-1161221,+0376238,17:25:13.317509
5.971547,-0712460,-0574586,5.966514,-1161452,+0376286,17:25:13.317509
6.015463,-0712110,-0574604,6.010684,-1161356,+0376132,17:25:13.370702
6.059381,-0711988,-0574656,6.054853,-1161188,+0376329,17:25:13.428283
6.103299,-0712441,-0574601,6.099022,-1161417,+0376343,17:25:13.483869
6.147216,-0711928,-0574537,6.143194,-1161267,+0376209,17:25:13.535980
6.191162,-0712164,-0574605,6.187365,-1161154,+0376315,17:25:13.584213
6.235077,-0712330,-0574612,6.231536,-1161438,+0376367,17:25:13.585206
6.278992,-0711914,-0574577,6.275706,-1161212,+0376273,17:25:13.631516
6.322908,-0712255,-0574662,6.319877,-1161212,+0376463,17:25:13.678350
6.366855,-0712208,-0574593,6.364074,-1161375,+0376316,17:25:13.726301
6.410746,-0711823,-0574631,6.408243,-1161120,+0376242,17:25:13.774251
6.454669,-0712307,-0574611,6.452413,-1161252,+0376408,17:25:13.825646
6.498602,-0712073,-0574533,6.496584,-1161372,+0376352,17:25:13.884438
6.542524,-0711964,-0574588,6.540755,-1161080,+0376348,17:25:13.934392
6.586440,-0712525,-0574624,6.584944,-1161214,+0376379,17:25:13.989974
6.630353,-0711889,-0574543,6.629116,-1161267,+0376359,17:25:13.989974
6.674239,-0712135,-0574578,6.673371,-1161178,+0376332,17:25:14.034922
6.718135,-0712257,-0574566,6.717541,-1161336,+0376396,17:25:14.082415
6.762053,-0711857,-0574569,6.761712,-1161310,+0376401,17:25:14.133238
6.805978,-0712358,-0574700,6.805881,-1161111,+0376399,17:25:14.176238
6.849895,-0712148,-0574644,6.850053,-1161349,+0376440,17:25:14.222423
6.893844,-0711980,-0574637,6.894224,-1161365,+0376313,17:25:14.271871
6.937767,-0712287,-0574629,6.938396,-1161127,+0376450,17:25:14.317318
6.981714,-0711936,-0574669,6.982569,-1161378,+0376446,17:25:14.365444
7.025594,-0711996,-0574610,7.026783,-1161208,+0376367,17:25:14.407453
7.069470,-0712315,-0574582,7.070995,-1161115,+0376447,17:25:14.459340
7.113383,-0711838,-0574616,7.115225,-1161331,+0376412,17:25:14.504618
7.157299,-0712047,-0574647,7.159396,-1161124,+0376278,17:25:14.549217
7.201212,-0712243,-0574712,7.203574,-1161170,+0376471,17:25:14.599310
7.245128,-0711803,-0574601,7.247745,-1161412,+0376444,17:25:14.646063
7.289042,-0712358,-0574591,7.291916,-1161161,+0376355,17:25:14.647063
7.332956,-0712134,-0574663,7.336089,-1161276,+0376424,17:25:14.688665
7.376850,-0711863,-0574616,7.380303,-1161342,+0376363,17:25:14.734469
7.420756,-0712349,-0574632,7.424517,-1161093,+0376387,17:25:14.788077
7.464631,-0711888,-0574573,7.468728,-1161271,+0376469,17:25:14.847233
7.508531,-0712051,-0574623,7.512909,-1161359,+0376415,17:25:14.897459
7.552413,-0712237,-0574608,7.557120,-1161061,+0376402,17:25:14.956518
7.596320,-0711963,-0574567,7.601337,-1161211,+0376463,17:25:14.957027
7.640195,-0712216,-0574641,7.645553,-1161278,+0376345,17:25:15.000511
7.684082,-0712144,-0574599,7.689767,-1161090,+0376414,17:25:15.049537
7.727987,-0711793,-0574587,7.734002,-1161358,+0376496,17:25:15.092663
7.771903,-0712253,-0574713,7.778216,-1161243,+0376424,17:25:15.172990
7.815802,-0712072,-0574644,7.822392,-1161086,+0376456,17:25:15.223178
7.859749,-0711895,-0574652,7.866599,-1161341,+0376435,17:25:15.223178
7.903661,-0712378,-0574639,7.910811,-1161204,+0376333,17:25:15.267264
7.947543,-0711878,-0574621,7.955027,-1161150,+0376417,17:25:15.314030
7.991434,-0712010,-0574583,7.999239,-1161278,+0376467,17:25:15.360138
8.035317,-0712297,-0574495,8.043463,-1161236,+0376399,17:25:15.406091
8.079207,-0711784,-0574647,8.087637,-1161144,+0376515,17:25:15.451417
8.123152,-0712312,-0574700,8.131859,-1161360,+0376517,17:25:15.498604
8.167073,-0712100,-0574657,8.176030,-1161090,+0376419,17:25:15.545661
8.211054,-0711907,-0574654,8.220204,-1161200,+0376442,17:25:15.591663
8.254931,-0712281,-0574664,8.264418,-1161382,+0376453,17:25:15.644670
8.298811,-0712018,-0574522,8.308663,-1161131,+0376422,17:25:15.702216
8.342695,-0711894,-0574664,8.352889,-1161164,+0376508,17:25:15.747352
8.386570,-0712295,-0574634,8.397104,-1161290,+0376428,17:25:15.748359
8.430463,-0711959,-0574661,8.441334,-1161106,+0376427,17:25:15.795476
8.474345,-0712122,-0574612,8.485546,-1161223,+0376449,17:25:15.839187
8.518253,-0712307,-0574629,8.529760,-1161365,+0376442,17:25:15.890183
8.562131,-0711749,-0574557,8.573973,-1161116,+0376396,17:25:15.935349
8.606018,-0712233,-0574621,8.618187,-1161211,+0376486,17:25:15.980187
8.649905,-0711869,-0574633,8.662359,-1161310,+0376369,17:25:16.030395
8.693831,-0712348,-0574600,8.706533,-1161039,+0376390,17:25:16.077464
8.737777,-0711924,-0574721,8.750756,-1161277,+0376530,17:25:16.135709
8.781655,-0712021,-0574570,8.794971,-1161223,+0376357,17:25:16.184434
8.825621,-0712261,-0574679,8.839179,-1161063,+0376453,17:25:16.229592
8.869496,-0711836,-0574608,8.883392,-1161338,+0376506,17:25:16.280285
8.913369,-0712207,-0574596,8.927606,-1161222,+0376388,17:25:16.280285
8.957246,-0712178,-0574631,8.971818,-1161083,+0376467,17:25:16.335729
9.001125,-0711777,-0574688,9.016030,-1161356,+0376413,17:25:16.389022
9.045025,-0712258,-0574694,9.060213,-1161207,+0376396,17:25:16.451721
9.088903,-0712089,-0574726,9.104469,-1161103,+0376462,17:25:16.517215
9.132778,-0711899,-0574618,9.148690,-1161338,+0376479,17:25:16.517215
9.176793,-0712331,-0574673,9.192945,-1161191,+0376357,17:25:16.574370
9.220669,-0711908,-0574649,9.237118,-1161083,+0376447,17:25:16.620321
9.264621,-0711954,-0574627,9.281289,-1161337,+0376439,17:25:16.668934
9.308541,-0712283,-0574666,9.325462,-1161107,+0376385,17:25:16.724546
9.352454,-0711778,-0574606,9.369633,-1161177,+0376406,17:25:16.782401
9.396370,-0712232,-0574687,9.413802,-1161313,+0376499,17:25:16.782401
9.440292,-0712225,-0574686,9.457972,-1161069,+0376401,17:25:16.842235
9.484229,-0711816,-0574631,9.502146,-1161251,+0376557,17:25:16.901986
9.528154,-0712269,-0574596,9.546315,-1161258,+0376343,17:25:16.901986
9.572062,-0712035,-0574670,9.590489,-1161093,+0376436,17:25:16.960493
9.615975,-0711950,-0574701,9.634703,-1161274,+0376538,17:25:17.005594
9.659896,-0712365,-0574683,9.678879,-1161257,+0376482,17:25:17.052352
9.703814,-0711918,-0574641,9.723051,-1161142,+0376471,17:25:17.104490
9.747774,-0712066,-0574551,9.767221,-1161320,+0376495,17:25:17.163276
9.791700,-0712355,-0574646,9.811393,-1161239,+0376426,17:25:17.164276
9.835595,-0711868,-0574547,9.855564,-1161093,+0376405,17:25:17.208241
9.879511,-0712250,-0574673,9.899735,-1161276,+0376493,17:25:17.254614
9.923427,-0712341,-0574647,9.943906,-1161154,+0376375,17:25:17.305801
9.967382,-0711817,-0574627,9.988117,-1161122,+0376491,17:25:17.364311
10.011291,-0712464,-0574653,10.032288,-1161373,+0376476,17:25:17.414204
10.055223,-0711998,-0574691,10.076460,-1161182,+0376416,17:25:17.461419
10.099097,-0711909,-0574606,10.120674,-1161194,+0376499,17:25:17.508125
10.142975,-0712388,-0574624,10.164925,-1161388,+0376436,17:25:17.567245
10.186888,-0711959,-0574648,10.209096,-1161043,+0376410,17:25:17.567245
10.230803,-0712104,-0574612,10.253310,-1161164,+0376466,17:25:17.617253
10.274688,-0712278,-0574665,10.297479,-1161382,+0376403,17:25:17.673838
10.318606,-0711942,-0574638,10.341648,-1161043,+0376335,17:25:17.726301
10.362519,-0712286,-0574617,10.385859,-1161249,+0376492,17:25:17.785113
10.406396,-0712162,-0574698,10.430088,-1161356,+0376483,17:25:17.785113
10.450308,-0711842,-0574515,10.474260,-1161073,+0376341,17:25:17.833945
10.494224,-0712359,-0574609,10.518474,-1161287,+0376562,17:25:17.882419
10.538115,-0712049,-0574645,10.562681,-1161319,+0376382,17:25:17.941299
10.582034,-0711995,-0574604,10.606853,-1161120,+0376493,17:25:17.985329
10.625911,-0712423,-0574580,10.651066,-1161330,+0376557,17:25:18.035328
10.669816,-0711836,-0574614,10.695279,-1161292,+0376369,17:25:18.082059
10.713696,-0712129,-0574678,10.739448,-1161080,+0376538,17:25:18.142294
10.757615,-0712242,-0574536,10.783627,-1161296,+0376535,17:25:18.142294
10.801530,-0711781,-0574643,10.827842,-1161267,+0376396,17:25:18.188098
10.845405,-0712394,-0574613,10.872056,-1161147,+0376377,17:25:18.232325
10.889283,-0712069,-0574674,10.916304,-1161403,+0376456,17:25:18.279414
10.933190,-0712049,-0574575,10.960475,-1161202,+0376403,17:25:18.329126
10.977132,-0712394,-0574644,11.004649,-1161131,+0376471,17:25:18.375199
11.021064,-0711982,-0574581,11.048824,-1161398,+0376444,17:25:18.419817
11.064989,-0712079,-0574538,11.093002,-1161152,+0376429,17:25:18.466790
11.108890,-0712239,-0574609,11.137216,-1161209,+0376490,17:25:18.515650
11.152770,-0711878,-0574527,11.181462,-1161415,+0376435,17:25:18.560447
11.196651,-0712192,-0574578,11.225676,-1161120,+0376383,17:25:18.609208
11.240544,-0712285,-0574662,11.269890,-1161228,+0376562,17:25:18.657276
11.284456,-0711831,-0574547,11.314143,-1161382,+0376456,17:25:18.701316
11.328365,-0712304,-0574609,11.358321,-1161162,+0376462,17:25:18.759589
11.372283,-0712054,-0574451,11.402508,-1161211,+0376451,17:25:18.822764
11.416198,-0711937,-0574544,11.446721,-1161285,+0376444,17:25:18.822764
11.460074,-0712438,-0574643,11.490929,-1161143,+0376424,17:25:18.875728
11.503993,-0711917,-0574665,11.535102,-1161264,+0376580,17:25:18.919274
11.547877,-0712136,-0574524,11.579273,-1161302,+0376512,17:25:18.967480
11.591812,-0712273,-0574704,11.623444,-1161143,+0376469,17:25:19.016079
11.635734,-0711863,-0574607,11.667615,-1161260,+0376470,17:25:19.059607
11.679654,-0712169,-0574562,11.711839,-1161303,+0376457,17:25:19.109364
11.723546,-0712212,-0574589,11.756050,-1161153,+0376426,17:25:19.156101
11.767427,-0711852,-0574584,11.800262,-1161425,+0376501,17:25:19.156101
11.811302,-0712398,-0574604,11.844476,-1161239,+0376396,17:25:19.203161
11.855180,-0712275,-0574439,11.888689,-1161119,+0376480,17:25:19.248582
11.899065,-0711939,-0574635,11.932928,-1161463,+0376522,17:25:19.291641
11.942986,-0712427,-0574598,11.977140,-1161299,+0376396,17:25:19.341664
11.986874,-0711841,-0574615,12.021323,-1161151,+0376423,17:25:19.387780
12.030818,-0712126,-0574643,12.065496,-1161472,+0376485,17:25:19.437338
12.074706,-0712411,-0574629,12.109741,-1161220,+0376326,17:25:19.497283
12.118590,-0711810,-0574636,12.153956,-1161242,+0376439,17:25:19.542761
12.162551,-0712266,-0574601,12.198172,-1161440,+0376479,17:25:19.594277
12.206445,-0712171,-0574595,12.242386,-1161224,+0376340,17:25:19.594277
12.250334,-0711750,-0574621,12.286598,-1161277,+0376441,17:25:19.667073
12.294215,-0712362,-0574639,12.330777,-1161416,+0376352,17:25:19.724269
12.338105,-0711981,-0574580,12.374992,-1161077,+0376350,17:25:19.775773
12.381984,-0712028,-0574622,12.419204,-1161279,+0376427,17:25:19.775773
12.425863,-0712369,-0574621,12.463417,-1161389,+0376430,17:25:19.822401
12.469738,-0711903,-0574623,12.507631,-1161118,+0376370,17:25:19.870722
12.557487,-0712164,-0574646,12.551823,-1161363,+0376434,17:25:19.915469
12.601407,-0712218,-0574599,12.595994,-1161330,+0376347,17:25:19.969799
12.645373,-0711820,-0574499,12.640166,-1161098,+0376407,17:25:20.025253
12.689295,-0712269,-0574630,12.684336,-1161360,+0376454,17:25:20.076255
12.733210,-0712108,-0574600,12.728529,-1161282,+0376329,17:25:20.119944
12.777124,-0711840,-0574606,12.772700,-1161187,+0376424,17:25:20.174328
12.821037,-0712457,-0574624,12.816871,-1161399,+0376503,17:25:20.174328
12.864955,-0711921,-0574570,12.861044,-1161265,+0376339,17:25:20.230789
12.908832,-0712072,-0574646,12.905215,-1161223,+0376542,17:25:20.280098
12.952753,-0712320,-0574634,12.949384,-1161422,+0376468,17:25:20.325877
12.996683,-0711826,-0574654,12.993554,-1161242,+0376390,17:25:20.379291
13.040660,-0712271,-0574659,13.037729,-1161220,+0376466,17:25:20.433577
13.084564,-0712343,-0574612,13.081937,-1161384,+0376479,17:25:20.479124
13.128480,-0711883,-0574592,13.126106,-1161169,+0376399,17:25:20.479124
13.172396,-0712248,-0574579,13.170276,-1161273,+0376479,17:25:20.525469
13.216315,-0712014,-0574577,13.214447,-1161386,+0376422,17:25:20.576089
13.260305,-0711950,-0574638,13.258642,-1161236,+0376425,17:25:20.635977
13.304208,-0712327,-0574581,13.302812,-1161260,+0376421,17:25:20.682543
13.348171,-0711985,-0574541,13.346989,-1161407,+0376432,17:25:20.726266
13.392050,-0712085,-0574683,13.391201,-1161177,+0376434,17:25:20.774493
13.435959,-0712329,-0574623,13.435411,-1161338,+0376517,17:25:20.821084
13.479873,-0711829,-0574626,13.479582,-1161356,+0376472,17:25:20.868092
13.523788,-0712212,-0574573,13.523753,-1161156,+0376367,17:25:20.915277
13.567709,-0712174,-0574653,13.567924,-1161347,+0376524,17:25:20.960347
13.611624,-0711782,-0574667,13.612093,-1161280,+0376391,17:25:21.009162
13.655539,-0712403,-0574613,13.656273,-1161167,+0376422,17:25:21.009162
13.699455,-0711955,-0574657,13.700446,-1161381,+0376506,17:25:21.057325
13.743365,-0712081,-0574653,13.744660,-1161209,+0376392,17:25:21.103454
13.787242,-0712344,-0574646,13.788874,-1161154,+0376498,17:25:21.148640
13.831117,-0711912,-0574574,13.833109,-1161440,+0376386,17:25:21.197997
13.875023,-0712122,-0574651,13.877280,-1161210,+0376307,17:25:21.241984
13.918944,-0712322,-0574601,13.921451,-1161125,+0376493,17:25:21.305457
13.962866,-0711898,-0574609,13.965621,-1161367,+0376438,17:25:21.357473
14.006783,-0712247,-0574594,14.009798,-1161137,+0376354,17:25:21.413372
14.050698,-0712231,-0574630,14.053968,-1161211,+0376517,17:25:21.413372
14.094591,-0711883,-0574639,14.098209,-1161382,+0376395,17:25:21.458536
14.138466,-0712256,-0574612,14.142469,-1161124,+0376338,17:25:21.509177
14.182384,-0712008,-0574593,14.186639,-1161268,+0376477,17:25:21.553126
14.226306,-0711970,-0574652,14.230825,-1161391,+0376425,17:25:21.607644
14.270245,-0712391,-0574595,14.274998,-1161134,+0376422,17:25:21.666444
14.314133,-0711876,-0574615,14.319210,-1161176,+0376497,17:25:21.709924
14.358051,-0712277,-0574601,14.363381,-1161349,+0376434,17:25:21.757139
14.401972,-0712287,-0574581,14.407554,-1161070,+0376385,17:25:21.757139
14.445845,-0711769,-0574593,14.451766,-1161396,+0376567,17:25:21.813297
14.489743,-0712254,-0574632,14.495980,-1161350,+0376409,17:25:21.867932
14.533633,-0712063,-0574609,14.540151,-1161105,+0376396,17:25:21.917119
14.577571,-0711900,-0574622,14.584367,-1161362,+0376534,17:25:21.966330
14.621449,-0712330,-0574649,14.628585,-1161309,+0376336,17:25:22.021999
14.665364,-0712139,-0574611,14.672798,-1161077,+0376462,17:25:22.073333
14.709242,-0712105,-0574605,14.717012,-1161351,+0376562,17:25:22.073333
14.753125,-0712365,-0574567,14.761225,-1161246,+0376455,17:25:22.130240
14.797007,-0711908,-0574545,14.805397,-1161046,+0376547,17:25:22.178283
14.840888,-0712196,-0574627,14.849611,-1161340,+0376474,17:25:22.225530
14.884795,-0712178,-0574477,14.893827,-1161219,+0376350,17:25:22.269807
14.928676,-0711871,-0574629,14.938046,-1161147,+0376505,17:25:22.323011
14.972572,-0712409,-0574609,14.982268,-1161359,+0376449,17:25:22.379240
15.016486,-0712064,-0574552,15.026506,-1161173,+0376410,17:25:22.379240
15.060369,-0711923,-0574551,15.070719,-1161142,+0376494,17:25:22.428752
15.104253,-0712409,-0574656,15.114933,-1161294,+0376448,17:25:22.474353
15.148135,-0711848,-0574570,15.159143,-1161115,+0376310,17:25:22.517158
15.192028,-0712200,-0574526,15.203363,-1161200,+0376545,17:25:22.568346
15.235926,-0712292,-0574604,15.247537,-1161330,+0376483,17:25:22.612401
15.279880,-0712027,-0574607,15.291717,-1161103,+0376428,17:25:22.657923
15.323836,-0712248,-0574536,15.335894,-1161266,+0376503,17:25:22.703211
15.367721,-0711829,-0574599,15.380143,-1161284,+0376427,17:25:22.753226
15.411599,-0712339,-0574574,15.424357,-1161051,+0376374,17:25:22.804523
15.455482,-0712111,-0574624,15.468572,-1161245,+0376564,17:25:22.859828
15.499389,-0711893,-0574618,15.512803,-1161277,+0376429,17:25:22.906090
15.543268,-0712451,-0574546,15.557015,-1161049,+0376422,17:25:22.956852
15.587169,-0711826,-0574532,15.601234,-1161312,+0376515,17:25:22.956852
15.631047,-0712180,-0574477,15.645448,-1161221,+0376412,17:25:23.009531
15.674929,-0712240,-0574568,15.689662,-1161097,+0376502,17:25:23.060928
