Time_A,Strain_A1_raw,Strain_A2_raw,Time_B,Strain_B1_raw,Strain_B2_raw,Current_Time
2.765615,-0712381,-0575191,2.784835,-1162088,+0375145,17:18:19.340306
2.809531,-0712922,-0575008,2.829039,-1162137,+0375271,17:18:19.340306
2.853408,-0712401,-0575005,2.873215,-1162308,+0375189,17:18:19.340306
2.897330,-0712510,-0575120,2.917385,-1161983,+0375167,17:18:19.340306
2.941288,-0712879,-0575065,2.961558,-1162185,+0375238,17:18:19.340306
2.985197,-0712628,-0575112,3.005770,-1162292,+0375169,17:18:19.340306
3.029100,-0712761,-0575131,3.050021,-1162001,+0375148,17:18:19.340306
3.072984,-0712721,-0575139,3.094218,-1162178,+0375296,17:18:19.340306
3.116881,-0712368,-0575068,3.138429,-1162124,+0375204,17:18:19.340306
3.160807,-0712907,-0575166,3.182600,-1161944,+0375174,17:18:19.340306
3.204732,-0712582,-0575017,3.226770,-1162212,+0375302,17:18:19.340306
3.248614,-0712431,-0575149,3.270942,-1162130,+0375151,17:18:19.340306
3.292567,-0713058,-0575027,3.315135,-1162008,+0375176,17:18:19.340306
3.336527,-0713040,-0575074,3.359303,-1162235,+0375271,17:18:19.340306
3.380410,-0712583,-0575186,3.403534,-1162160,+0375181,17:18:19.340306
3.424328,-0712907,-0575130,3.447704,-1162007,+0375262,17:18:19.341311
3.468242,-0712338,-0575160,3.491893,-1162214,+0375264,17:18:19.341311
3.512151,-0712921,-0575097,3.536110,-1162123,+0375144,17:18:19.341311
3.556055,-0712693,-0575068,3.580288,-1162045,+0375217,17:18:19.341311
3.599997,-0712575,-0575040,3.624476,-1162208,+0375217,17:18:19.341311
3.643942,-0712848,-0575154,3.668646,-1162058,+0375161,17:18:19.341311
3.687863,-0712655,-0575123,3.712869,-1162074,+0375296,17:18:19.341311
3.731756,-0712423,-0575184,3.757079,-1162296,+0375221,17:18:19.341311
3.775649,-0712863,-0575103,3.801288,-1161998,+0375104,17:18:19.341311
3.819570,-0712410,-0574968,3.845501,-1162064,+0375290,17:18:19.341311
3.863496,-0712504,-0575062,3.889673,-1162216,+0375165,17:18:19.341311
3.907480,-0712982,-0575117,3.933863,-1162016,+0375083,17:18:19.341311
3.951377,-0712434,-0575100,3.978076,-1162152,+0375298,17:18:19.341311
3.995269,-0712825,-0575133,4.022319,-1162204,+0375178,17:18:19.341311
4.039155,-0712691,-0575049,4.066532,-1162043,+0375186,17:18:19.341311
4.083075,-0712387,-0575150,4.110704,-1162216,+0375293,17:18:19.341311
4.126980,-0712928,-0575107,4.154916,-1162202,+0375194,17:18:19.341311
4.170881,-0712583,-0575172,4.199089,-1161989,+0375209,17:18:19.341311
4.214784,-0712675,-0575136,4.243304,-1162172,+0375236,17:18:19.341311
4.258666,-0712909,-0575112,4.287529,-1162222,+0375227,17:18:19.341311
4.302583,-0712428,-0575072,4.331729,-1161992,+0375202,17:18:19.341311
4.346459,-0712554,-0575082,4.375900,-1162171,+0375302,17:18:19.342233
4.390335,-0712866,-0575149,4.420112,-1162119,+0375119,17:18:19.342233
4.434247,-0712378,-0575146,4.464283,-1161962,+0375190,17:18:19.342233
4.478131,-0712756,-0575172,4.508498,-1162281,+0375255,17:18:19.342233
4.522021,-0712833,-0575043,4.552715,-1162129,+0375131,17:18:19.342233
4.565901,-0712462,-0575159,4.596932,-1161989,+0375277,17:18:19.342233
4.609785,-0712933,-0575093,4.641178,-1162233,+0375302,17:18:19.342233
4.653694,-0712498,-0575061,4.685387,-1162070,+0375188,17:18:19.342233
4.697611,-0712940,-0575105,4.729583,-1162112,+0375272,17:18:19.342233
4.741532,-0712940,-0575031,4.773760,-1162329,+0375172,17:18:19.342233
4.785419,-0712386,-0575062,4.817973,-1162048,+0375175,17:18:19.342233
4.829321,-0712889,-0575119,4.862199,-1162086,+0375260,17:18:19.342233
4.873265,-0712389,-0575083,4.906373,-1162188,+0375220,17:18:19.342233
4.917146,-0712798,-0575152,4.950621,-1162076,+0375130,17:18:19.343238
4.961068,-0712735,-0575187,4.994824,-1162146,+0375274,17:18:19.343238
5.004946,-0712462,-0575013,5.039036,-1162219,+0375165,17:18:19.343238
5.048846,-0712953,-0575102,5.083247,-1162034,+0375162,17:18:19.343238
5.092741,-0712697,-0575078,5.127426,-1162108,+0375305,17:18:19.343238
5.136701,-0712554,-0575050,5.171633,-1162193,+0375146,17:18:19.343238
5.180582,-0712897,-0575111,5.215850,-1162012,+0375121,17:18:19.343238
5.224464,-0712492,-0575084,5.260102,-1162194,+0375292,17:18:19.343238
5.268349,-0712734,-0575083,5.304315,-1162206,+0375195,17:18:19.343238
5.312246,-0712759,-0575147,5.348558,-1161955,+0375260,17:18:19.343238
5.356123,-0712406,-0575091,5.392772,-1162205,+0375309,17:18:19.343238
5.399995,-0712982,-0575110,5.436987,-1162188,+0375181,17:18:19.343238
5.443917,-0712667,-0575115,5.481156,-1162042,+0375254,17:18:19.343238
5.487860,-0712437,-0575132,5.525326,-1162293,+0375265,17:18:19.343238
5.531822,-0712919,-0575069,5.569506,-1162162,+0375183,17:18:19.343238
5.575737,-0712493,-0575136,5.613674,-1162009,+0375267,17:18:19.343238
5.619656,-0712601,-0575100,5.657844,-1162292,+0375277,17:18:19.343238
5.663610,-0712875,-0575136,5.702015,-1162020,+0375192,17:18:19.343238
5.707535,-0712534,-0575177,5.746186,-1162068,+0375308,17:18:19.343238
5.751458,-0712633,-0575077,5.790357,-1162279,+0375284,17:18:19.343238
5.795390,-0712723,-0575128,5.834528,-1162030,+0375188,17:18:19.343238
5.839285,-0712315,-0575102,5.878743,-1162097,+0375314,17:18:19.343238
5.883201,-0712770,-0575118,5.922915,-1162229,+0375262,17:18:19.343238
5.927117,-0712526,-0575059,5.967084,-1162003,+0375158,17:18:19.343238
5.971033,-0712388,-0575102,6.011252,-1162129,+0375352,17:18:19.343238
6.014949,-0713041,-0575209,6.055422,-1162227,+0375162,17:18:19.343238
6.058882,-0712487,-0575143,6.099594,-1162070,+0375128,17:18:19.344237
6.102794,-0712546,-0575066,6.143807,-1162130,+0375340,17:18:19.344237
6.146726,-0712863,-0575104,6.187977,-1162230,+0375162,17:18:19.344237
6.190668,-0712419,-0575082,6.232149,-1161924,+0375170,17:18:19.344237
6.234592,-0712689,-0575080,6.276319,-1162179,+0375305,17:18:19.344237
6.278503,-0712710,-0575131,6.320489,-1162141,+0375239,17:18:19.344237
6.322419,-0712534,-0575142,6.364661,-1162000,+0375257,17:18:19.344237
6.366340,-0712903,-0575080,6.408832,-1162248,+0375259,17:18:19.344237
6.410255,-0712737,-0575101,6.453043,-1162156,+0375113,17:18:19.344237
6.454141,-0712438,-0575090,6.497224,-1161965,+0375231,17:18:19.344237
6.498043,-0712899,-0575127,6.541435,-1162227,+0375258,17:18:19.344237
6.541942,-0712539,-0575136,6.585605,-1162152,+0375214,17:18:19.344237
6.585856,-0712507,-0575142,6.629773,-1162030,+0375288,17:18:19.344237
6.629771,-0713046,-0575134,6.673943,-1162251,+0375304,17:18:19.344237
6.673694,-0712434,-0575141,6.718156,-1162156,+0375192,17:18:19.344237
6.717593,-0712668,-0575090,6.762365,-1162047,+0375218,17:18:19.344237
6.761507,-0712767,-0575142,6.806546,-1162283,+0375287,17:18:25.987816
6.805437,-0712546,-0575082,6.850716,-1162054,+0375143,17:18:25.987816
6.849392,-0713339,-0575094,6.894897,-1162072,+0375322,17:18:25.987816
6.893291,-0712593,-0575116,6.939071,-1162318,+0375249,17:18:25.988344
6.937235,-0712506,-0575012,6.983265,-1162007,+0375165,17:18:25.988344
6.981152,-0712838,-0575108,7.027433,-1162063,+0375251,17:18:25.988344
7.025123,-0712453,-0575128,7.071640,-1162227,+0375200,17:18:25.988344
7.069028,-0712603,-0575124,7.115820,-1161976,+0375200,17:18:25.988344
7.112968,-0712861,-0575081,7.159991,-1162183,+0375299,17:18:25.988344
7.156846,-0712576,-0575129,7.204208,-1162229,+0375182,17:18:25.988344
7.200760,-0712698,-0575098,7.248381,-1161957,+0375222,17:18:25.988344
7.244678,-0713056,-0575176,7.292562,-1162257,+0375232,17:18:25.988344
7.288603,-0712347,-0575129,7.336800,-1162194,+0375229,17:18:25.988344
7.332523,-0712862,-0575212,7.381011,-1162064,+0375292,17:18:25.988344
7.376447,-0712564,-0575102,7.425185,-1162230,+0375273,17:18:25.988344
7.420392,-0712367,-0575105,7.469357,-1162160,+0375230,17:18:25.988344
7.464318,-0712879,-0575104,7.513529,-1161991,+0375219,17:18:25.988344
7.508230,-0712493,-0575099,7.557701,-1162252,+0375241,17:18:25.988344
7.552153,-0712627,-0575059,7.601885,-1162138,+0375204,17:18:25.988344
7.596074,-0712897,-0575040,7.646112,-1162022,+0375249,17:18:25.989349
7.639978,-0712380,-0575127,7.690287,-1162252,+0375179,17:18:25.989349
7.683915,-0712767,-0575055,7.734469,-1162093,+0375169,17:18:25.989349
7.727870,-0712719,-0575129,7.778717,-1162066,+0375258,17:18:25.989349
7.771777,-0712357,-0575108,7.822985,-1162262,+0375213,17:18:25.989349
7.815683,-0712793,-0575119,7.867156,-1162100,+0375143,17:18:25.989349
7.859600,-0712722,-0575215,7.911336,-1162057,+0375259,17:18:25.989349
7.903516,-0712465,-0575169,7.955547,-1162225,+0375281,17:18:25.989349
7.947421,-0712843,-0575139,7.999719,-1161970,+0375184,17:18:25.989349
7.991415,-0712411,-0575092,8.043918,-1162145,+0375261,17:18:25.989349
8.035316,-0712505,-0575188,8.088095,-1162249,+0375177,17:18:25.989349
8.079237,-0712829,-0575188,8.132287,-1162091,+0375137,17:18:25.989349
8.123158,-0712344,-0575091,8.176489,-1162210,+0375310,17:18:25.989349
8.167118,-0712883,-0575122,8.220704,-1162227,+0375198,17:18:25.989349
8.210993,-0712739,-0575113,8.264916,-1162033,+0375208,17:18:25.989349
8.254872,-0712357,-0575185,8.309129,-1162181,+0375250,17:18:25.989349
8.298763,-0712801,-0575189,8.353350,-1162160,+0375180,17:18:25.989349
8.342665,-0712611,-0575106,8.397528,-1162109,+0375274,17:18:25.989349
8.386556,-0712485,-0575141,8.441784,-1162198,+0375307,17:18:25.989349
8.430446,-0712892,-0575093,8.485997,-1162171,+0375154,17:18:25.989349
8.474326,-0712616,-0575152,8.530244,-1161968,+0375202,17:18:25.989349
8.518210,-0712586,-0575140,8.574483,-1162225,+0375301,17:18:25.989349
8.562087,-0712765,-0575102,8.618693,-1162119,+0375064,17:18:25.989349
8.605963,-0712399,-0575150,8.662913,-1162070,+0375221,17:18:25.989349
8.649857,-0712791,-0575059,8.707086,-1162328,+0375259,17:18:25.989349
8.693749,-0712682,-0575146,8.751322,-1162162,+0375091,17:18:25.990349
8.737635,-0712365,-0575163,8.795550,-1162028,+0375218,17:18:25.990349
8.781515,-0713082,-0575185,8.839793,-1162245,+0375247,17:18:25.990349
8.825395,-0712599,-0575142,8.884005,-1162051,+0375210,17:18:25.990349
8.913181,-0712489,-0575138,8.928194,-1162060,+0375257,17:18:25.990349
8.957097,-0712861,-0575154,8.972362,-1162225,+0375306,17:18:25.990349
9.001011,-0712450,-0575080,9.016532,-1162122,+0375200,17:18:25.990349
9.044918,-0712646,-0575160,9.060705,-1162211,+0375249,17:18:25.990349
9.088843,-0712824,-0575081,9.104876,-1162298,+0375248,17:18:25.990349
9.132794,-0712596,-0575146,9.149049,-1162027,+0375177,17:18:25.990349
9.176708,-0712766,-0575152,9.193219,-1162087,+0375348,17:18:25.990349
9.220606,-0712619,-0575218,9.237387,-1162268,+0375201,17:18:25.990349
9.264521,-0712351,-0575139,9.281573,-1162024,+0375218,17:18:25.990349
9.308491,-0712870,-0575194,9.325745,-1162127,+0375304,17:18:25.990349
9.352413,-0712669,-0575138,9.369955,-1162278,+0375130,17:18:25.990349
9.396331,-0712549,-0575187,9.414125,-1161978,+0375217,17:18:25.990349
9.440247,-0713021,-0575156,9.458335,-1162219,+0375251,17:18:25.990349
9.484165,-0712480,-0575131,9.502503,-1162187,+0375206,17:18:25.990349
9.528080,-0712660,-0575147,9.546676,-1162048,+0375190,17:18:25.990349
9.572000,-0712863,-0575156,9.590846,-1162351,+0375242,17:18:25.990349
9.615917,-0712413,-0575106,9.635015,-1162170,+0375194,17:18:25.990349
9.659840,-0712835,-0575183,9.679187,-1162000,+0375249,17:18:25.990349
9.703747,-0712686,-0575155,9.723359,-1162269,+0375335,17:18:25.990349
9.747700,-0712500,-0575121,9.767529,-1162131,+0375102,17:18:25.990349
9.791658,-0712924,-0575155,9.811698,-1162120,+0375238,17:18:25.990349
9.835574,-0712478,-0575110,9.855870,-1162252,+0375273,17:18:25.990349
9.879462,-0712455,-0575223,9.900083,-1162082,+0375148,17:18:25.990349
9.923379,-0712850,-0575193,9.944251,-1162170,+0375213,17:18:25.991343
9.967291,-0712353,-0575096,9.988459,-1162246,+0375277,17:18:25.991343
10.011183,-0712580,-0575236,10.032636,-1162026,+0375170,17:18:25.991343
10.055123,-0712881,-0575095,10.076806,-1162135,+0375291,17:18:25.991343
10.099022,-0712341,-0575125,10.121018,-1162310,+0375156,17:18:25.991343
10.142924,-0712804,-0575169,10.165235,-1162016,+0375164,17:18:25.991343
10.186838,-0712605,-0575066,10.209405,-1162124,+0375342,17:18:25.991343
10.230713,-0712313,-0575130,10.253617,-1162266,+0375231,17:18:25.991343
10.274635,-0712909,-0575035,10.297787,-1162065,+0375130,17:18:25.991343
10.318562,-0712525,-0575160,10.341958,-1162175,+0375276,17:18:25.991343
10.362449,-0712455,-0575164,10.386181,-1162231,+0375208,17:18:25.991343
10.406334,-0712810,-0575121,10.430395,-1161988,+0375257,17:18:25.991343
10.450241,-0712429,-0575160,10.474608,-1162288,+0375313,17:18:25.991343
10.494162,-0712599,-0575101,10.518777,-1162130,+0375125,17:18:25.991343
10.538087,-0712717,-0575069,10.562947,-1162030,+0375267,17:18:25.991343
10.582015,-0712360,-0575107,10.607120,-1162234,+0375356,17:18:25.991343
10.625940,-0712791,-0575253,10.651304,-1162074,+0375151,17:18:25.991343
10.669851,-0712839,-0575088,10.695526,-1162069,+0375218,17:18:25.992343
10.713736,-0712338,-0575101,10.739738,-1162278,+0375198,17:18:25.992343
10.757647,-0712890,-0575086,10.783958,-1162176,+0375202,17:18:25.992343
10.801548,-0712588,-0575140,10.828208,-1162097,+0375198,17:18:25.992343
10.845527,-0712608,-0575166,10.872399,-1162363,+0375217,17:18:25.992343
10.889451,-0712845,-0575200,10.916572,-1162196,+0375087,17:18:25.992343
10.933374,-0712432,-0575171,10.960748,-1162150,+0375209,17:18:25.992343
10.977317,-0712893,-0575286,11.004926,-1162339,+0375189,17:18:25.992343
11.021217,-0712804,-0575348,11.049143,-1162103,+0375110,17:18:25.992343
11.065135,-0712502,-0575301,11.093341,-1162139,+0375297,17:18:25.992343
11.109019,-0712839,-0575244,11.137635,-1162278,+0375195,17:18:25.992343
11.152938,-0712754,-0575168,11.181823,-1162058,+0375132,17:18:25.992343
11.196882,-0712474,-0575269,11.225994,-1162091,+0375292,17:18:25.992343
11.240806,-0712896,-0575214,11.270169,-1162255,+0375139,17:18:25.992343
11.284770,-0712732,-0575129,11.314388,-1162053,+0375128,17:18:25.992343
11.328669,-0713026,-0575128,11.358620,-1162226,+0375320,17:18:25.992343
11.372580,-0712920,-0575137,11.402878,-1162188,+0375198,17:18:25.992343
11.416490,-0712365,-0575168,11.447055,-1162012,+0375179,17:18:25.992343
11.460412,-0712651,-0575195,11.491260,-1162164,+0375291,17:18:25.992343
11.504364,-0712804,-0575169,11.535433,-1162158,+0375147,17:18:25.992343
11.548249,-0712352,-0575155,11.579650,-1162027,+0375158,17:18:25.992343
11.592127,-0712938,-0575105,11.623885,-1162237,+0375301,17:18:25.992343
11.636048,-0712634,-0575141,11.668072,-1162213,+0375112,17:18:25.992343
11.679955,-0712448,-0575161,11.712287,-1162122,+0375196,17:18:25.992343
11.723828,-0712919,-0575187,11.756497,-1162263,+0375193,17:18:25.992343
11.767722,-0712504,-0575080,11.800713,-1162132,+0374856,17:18:25.992343
11.811614,-0712879,-0575132,11.844924,-1162119,+0375312,17:18:25.992343
11.855494,-0712561,-0575097,11.889136,-1162281,+0375044,17:18:25.992343
11.899389,-0712667,-0575029,11.933315,-1162151,+0374851,17:18:25.993343
11.943268,-0712717,-0575126,11.977530,-1162199,+0375240,17:18:25.993343
11.987164,-0712291,-0575089,12.021767,-1162338,+0375430,17:18:25.993343
12.031134,-0712766,-0575109,12.065978,-1145196,+0393374,17:18:25.993343
12.075010,-0712665,-0575099,12.110189,-1112294,+0406618,17:18:25.993343
12.118890,-0712503,-0575132,12.154440,-1067741,+0434083,17:18:25.993343
12.162770,-0713022,-0575064,12.198612,-1010332,+0462104,17:18:25.993343
12.206650,-0712384,-0575028,12.242828,-0964094,+0483676,17:18:25.993343
12.250521,-0712593,-0575094,12.287065,-0928332,+0495052,17:18:25.993343
12.294456,-0712797,-0575126,12.331289,-0904125,+0505792,17:18:25.993343
12.338327,-0712336,-0575098,12.375459,-0893741,+0509708,17:18:25.993343
12.382246,-0712831,-0575047,12.419632,-0886043,+0514359,17:18:25.993343
12.426196,-0712709,-0575122,12.463804,-0875175,+0517209,17:18:25.993343
12.470116,-0712433,-0574998,12.507975,-0868831,+0522732,17:18:25.993343
12.514035,-0712893,-0575085,12.552147,-0859435,+0530901,17:18:25.993343
12.557998,-0712578,-0575081,12.596341,-0840510,+0533745,17:18:25.993343
12.601909,-0712552,-0575075,12.640512,-0838366,+0539372,17:18:25.993343
12.645825,-0712916,-0575125,12.684682,-0819165,+0547259,17:18:25.993343
12.689740,-0712478,-0575072,12.728855,-0813503,+0549987,17:18:25.993343
12.733655,-0712662,-0575118,12.773023,-0805514,+0553627,17:18:25.993343
12.777571,-0713000,-0575093,12.817192,-0800356,+0556762,17:18:25.993343
12.821492,-0712404,-0575056,12.861360,-0791252,+0560417,17:18:25.994343
12.865447,-0712772,-0575073,12.905574,-0781624,+0568626,17:18:25.994343
12.909334,-0712708,-0575107,12.949808,-0771867,+0569350,17:18:25.994343
12.953225,-0712347,-0575042,12.993978,-0767525,+0574132,17:18:25.994343
12.997145,-0712891,-0575059,13.038149,-0754816,+0577469,17:18:25.994343
13.041058,-0712816,-0575131,13.082377,-0748078,+0584771,17:18:25.994343
13.084988,-0712619,-0575004,13.126548,-0729203,+0596411,17:18:25.994343
13.128917,-0712907,-0575098,13.170787,-0709745,+0601127,17:18:25.994343
13.172812,-0712430,-0574986,13.215020,-0703825,+0605222,17:18:25.994343
13.216717,-0712601,-0575055,13.259201,-0689978,+0613121,17:18:25.994343
13.260659,-0712861,-0575153,13.303374,-0675152,+0625453,17:18:25.994343
13.304550,-0712374,-0574961,13.347545,-0639487,+0639142,17:18:25.994343
13.348462,-0712785,-0575038,13.391716,-0631250,+0640701,17:18:25.994343
13.392376,-0712805,-0575028,13.435893,-0628050,+0644908,17:18:25.994343
13.436315,-0712365,-0575016,13.480066,-0618840,+0646991,17:18:25.994343
13.480276,-0712969,-0575013,13.524250,-0611864,+0652614,17:18:32.654036
13.524190,-0712493,-0575043,13.568509,-0604710,+0654320,17:18:32.654036
13.568094,-0712495,-0575021,13.612679,-0600279,+0655450,17:18:32.654036
13.612008,-0713232,-0574999,13.656891,-0599255,+0655881,17:18:32.654036
13.655922,-0712438,-0575086,13.701063,-0599203,+0656977,17:18:32.654036
13.699819,-0712688,-0575034,13.745238,-0594090,+0661261,17:18:32.654036
13.743749,-0712841,-0575091,13.789435,-0589583,+0661609,17:18:32.655035
13.787709,-0712388,-0574984,13.833607,-0586204,+0662631,17:18:32.655035
13.831647,-0712769,-0575084,13.877775,-0586635,+0662556,17:18:32.655035
13.875585,-0712707,-0574994,13.921944,-0589433,+0662097,17:18:32.655035
13.919481,-0712366,-0574988,13.966114,-0593006,+0660148,17:18:32.655035
13.963399,-0712898,-0575040,14.010284,-0592067,+0659790,17:18:32.655035
14.007319,-0712709,-0575049,14.054465,-0593132,+0659079,17:18:32.655035
14.051246,-0712632,-0575015,14.098677,-0598726,+0654469,17:18:32.655035
14.095150,-0712969,-0575073,14.142887,-0607356,+0654301,17:18:32.655035
14.139031,-0712433,-0575129,14.187104,-0601706,+0653851,17:18:32.655035
14.182931,-0712638,-0574973,14.231274,-0604862,+0651819,17:18:32.655035
14.226850,-0712748,-0575028,14.275446,-0612125,+0649400,17:18:32.655035
14.270775,-0712336,-0575017,14.319658,-0614759,+0649928,17:18:32.655035
14.314656,-0712942,-0575053,14.363868,-0612629,+0650501,17:18:32.655035
14.358658,-0712640,-0575035,14.408082,-0611182,+0650523,17:18:32.655035
14.402558,-0712475,-0575009,14.452297,-0615729,+0647629,17:18:32.655035
14.446436,-0712907,-0575045,14.496516,-0617185,+0648367,17:18:32.655035
14.490339,-0712516,-0575068,14.540729,-0616186,+0648860,17:18:32.655035
14.534232,-0712566,-0574959,14.584905,-0617537,+0645682,17:18:32.655035
14.578135,-0712977,-0575103,14.629120,-0621535,+0646221,17:18:32.655035
14.622025,-0712624,-0575097,14.673367,-0621151,+0645217,17:18:32.655035
14.665915,-0712802,-0575110,14.717542,-0625591,+0642355,17:18:32.655035
14.709837,-0712994,-0575036,14.761716,-0628501,+0642667,17:18:32.655035
14.753765,-0712454,-0575070,14.805949,-0631600,+0641321,17:18:32.655035
14.797726,-0712962,-0575070,14.850161,-0631329,+0639605,17:18:32.655035
14.841648,-0712787,-0575095,14.894357,-0635858,+0639139,17:18:32.655035
14.885556,-0712537,-0575037,14.938576,-0637634,+0637125,17:18:32.655035
14.929440,-0713170,-0575011,14.982853,-0640279,+0636047,17:18:32.655035
14.973363,-0712618,-0575011,15.027025,-0643347,+0634141,17:18:32.656035
15.017280,-0712749,-0574986,15.071280,-0646411,+0633009,17:18:32.656035
15.061169,-0713034,-0575040,15.115453,-0646671,+0633106,17:18:32.656035
15.105107,-0712474,-0574869,15.159626,-0647984,+0632657,17:18:32.656035
15.148995,-0712754,-0575005,15.203842,-0649824,+0631494,17:18:32.656035
15.192878,-0712858,-0574971,15.248086,-0652908,+0628522,17:18:32.656035
15.236781,-0712581,-0574967,15.292339,-0656421,+0630652,17:18:32.656035
15.280684,-0712938,-0575082,15.336553,-0651320,+0631238,17:18:32.656035
15.324559,-0712761,-0574977,15.380775,-0653898,+0628349,17:18:32.656035
15.368435,-0712652,-0574997,15.424949,-0657614,+0628681,17:18:32.656035
15.412334,-0713138,-0574976,15.469166,-0657081,+0627926,17:18:32.656035
15.456215,-0712579,-0574936,15.513396,-0656967,+0627208,17:18:32.656035
15.500103,-0712739,-0574998,15.557611,-0660448,+0626036,17:18:32.656035
15.544066,-0713139,-0574960,15.601817,-0661779,+0625480,17:18:32.656035
15.588024,-0712507,-0574959,15.646029,-0663313,+0625754,17:18:32.656035
15.631899,-0712959,-0575042,15.690242,-0661035,+0626114,17:18:32.656035
