----------META DATA----------
SOFTWARE VERSION,2.3.0
DEVICE MAC ADDRESS,b8:27:eb:11:33:db
DEVICE OPERATOR,AL+CA
----------TEST ATTRIBUTES----------
FIELD,VALUE,UNIT
YEAR,2022
MONTH,06
DAY,25
TIME,01:57:18,Local Time
PLOT,1001,#
TEST NUMBER,61,#
HEIGHT,76.6,cm
BARCODE,
LATITUDE,0.0000000,angular degrees
LONGITUDE,0.0000000,angular degrees
----------OPTIONAL DATA----------
PRE_TEST_NOTE_1,Med Lab Full Length
PRE_TEST_NOTE_2,s06
PRE_TEST_NOTE_3,
PRE_TEST_NOTE_4,
PRE_TEST_NOTE_5,
POST_TEST_NOTE_1,
POST_TEST_NOTE_2,
POST_TEST_NOTE_3,
POST_TEST_NOTE_4,
POST_TEST_NOTE_5,
BREAK_HEIGHT,N/A,cm
LCA_WEIGTH,0,g
----------SENSOR CALIBRATION DATA (ADC*A + B = stored_value)------
SENSOR,A,B,UNIT,ID
LOAD_X,0.028949269317560866,-1.3346983708123412,Pounds,loadx1
LOAD_Y,1.2799672328388392,-3.2800440308728036,Pounds,loady1
IMU,1,0,Deg,imu1
POT,0.011885895404120442,-64.83755942947695,Deg,pot1
----------TEST DATA-----------
TIME (milliseconds),ANGLE_POT,ANGLE_IMU,LOAD_X,LOAD_Y
76.817,92.377,-0.149,2.4577,0.0
110.07000000000001,92.437,-0.298,2.4287,0.0
115.577,92.437,-0.823,2.4577,0.0
120.69099999999999,92.46,-0.298,2.4866,0.0
125.87599999999999,92.425,-0.224,2.4866,0.0
130.94799999999998,92.46,-0.748,2.5445,0.0
136.00799999999998,92.46,-1.125,2.5445,0.0
141.071,92.508,-0.974,2.6024,0.0
146.23899999999998,92.508,-1.05,2.6024,0.0
151.30599999999998,92.508,-0.823,2.6024,0.0
156.361,92.555,-0.823,2.5445,0.0
161.404,92.544,-0.748,2.6603,0.0
166.451,92.555,-0.899,2.6893,0.0
