----------META DATA----------
SOFTWARE VERSION,2.3.0
DEVICE MAC ADDRESS,b8:27:eb:11:33:db
DEVICE OPERATOR,AL+CA
----------TEST ATTRIBUTES----------
FIELD,VALUE,UNIT
YEAR,2022
MONTH,06
DAY,25
TIME,01:47:08,Local Time
PLOT,1001,#
TEST NUMBER,40,#
HEIGHT,76.6,cm
BARCODE,
LATITUDE,0.0000000,angular degrees
LONGITUDE,0.0000000,angular degrees
----------OPTIONAL DATA----------
PRE_TEST_NOTE_1,Med lab Half length
PRE_TEST_NOTE_2,s04
PRE_TEST_NOTE_3,
PRE_TEST_NOTE_4,
PRE_TEST_NOTE_5,
POST_TEST_NOTE_1,
POST_TEST_NOTE_2,
POST_TEST_NOTE_3,
POST_TEST_NOTE_4,
POST_TEST_NOTE_5,
BREAK_HEIGHT,N/A,cm
LCA_WEIGTH,0,g
----------SENSOR CALIBRATION DATA (ADC*A + B = stored_value)------
SENSOR,A,B,UNIT,ID
LOAD_X,0.028949269317560866,-1.3346983708123412,Pounds,loadx1
LOAD_Y,1.2799672328388392,-3.2800440308728036,Pounds,loady1
IMU,1,0,Deg,imu1
POT,0.011885895404120442,-64.83755942947695,Deg,pot1
----------TEST DATA-----------
TIME (milliseconds),ANGLE_POT,ANGLE_IMU,LOAD_X,LOAD_Y
79.112,92.686,-0.373,1.8208,0.0
136.31799999999998,92.758,-0.0,1.9945,0.0
143.43699999999998,92.781,0.444,1.9655,0.0
148.553,92.734,0.592,2.0234,0.0
153.698,92.769,0.739,2.0234,0.0
158.814,92.769,-0.448,2.0234,0.0
163.879,92.781,0.148,2.0524,0.0
168.936,92.746,-0.523,2.0234,0.0
173.984,92.793,0.222,2.0813,0.0
179.011,92.805,-0.149,2.1103,0.0
184.09,92.781,-1.353,2.1103,0.0
189.12199999999999,92.805,-0.748,2.0813,0.0
194.212,92.805,-1.125,2.1103,0.0
199.25099999999998,92.793,-0.523,2.1392,0.0
