===BEGIN_METADATA===
Test Name: 2026-06-11_190359_02,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Probe ID: Nano_02,Probe Height (m): 0.7850
Note: new DAQ PCB
Test Type: Lab Trials
Stalks: Medium B-IN no tops,Probe: v3.3
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,Data-stream Connection: Wi-Fi
Number of ICB-Sensors: 3,Sensor Label(s): A C E,Sensor SNs: 001 003 005
ICB-Sensor A's Latest Calibration: 2026-06-10_120245,kA1: 351744.8279932664,dA1: 0.0047992474300278,cA1: 574.4369624970714,kA2: 347604.75378667994,dA2: 0.0452453444842415,cA2: 26.023574759543408
ICB-Sensor C's Latest Calibration: 2026-06-10_123441,kC1: 404490.3474918268,dC1: 0.0058500260575673,cC1: -424.13011759193614,kC2: 405133.76531753375,dC2: 0.0464478645606266,cC2: -666.3897116323351
ICB-Sensor E's Latest Calibration: 2026-06-10_125420,kE1: 400701.3726474917,dE1: 0.0048205226419293,cE1: 882.2936293203384,kE2: 414755.3371693164,dE2: 0.0469718114713248,cE2: 464.95427689049393
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Time_C_sec,Strain_C1_raw,Strain_C2_raw,Time_E_sec,Strain_E1_raw,Strain_E2_raw,NavX2_Flags_raw,NavX2_Valid,NavX2_Fresh,NavX2_Timestamp_us,NavX2_NavX_Timestamp_ms,NavX2_Yaw_deg,NavX2_Pitch_deg,NavX2_Roll_deg,NavX2_Heading_deg,NavX2_Fused_Heading_deg,NavX2_Accel_X_g,NavX2_Accel_Y_g,NavX2_Accel_Z_g,NavX2_Quat_W,NavX2_Quat_X,NavX2_Quat_Y,NavX2_Quat_Z,NavX2_Disp_X_m,NavX2_Disp_Y_m,NavX2_Disp_Z_m,NavX2_Sensor_Status,NavX2_Capability_Flags,NavX2_Cal_Status,NavX2_Selftest_Status,Processed_Time
0.010327,+0750899,+1074983,0.010681,+0586507,+1057698,0.011001,+1105219,+1171430,,,,,,,,,,,,,,,,,,,,,,,,,19:04:01.203283
0.013556,+0750899,+1075189,0.013920,+0586507,+1057748,0.014242,+1105204,+1171390,,,,,,,,,,,,,,,,,,,,,,,,,19:04:01.236973
0.016843,+0751130,+1075036,0.017168,+0586230,+1057835,0.017502,+1105068,+1171534,,,,,,,,,,,,,,,,,,,,,,,,,19:04:01.236973
0.020070,+0750728,+1074866,0.020402,+0586036,+1057964,0.020732,+1105052,+1171574,,,,,,,,,,,,,,,,,,,,,,,,,19:04:01.236973
0.023310,+0750597,+1074829,0.023632,+0585999,+1057870,0.023965,+1104791,+1171339,,,,,,,,,,,,,,,,,,,,,,,,,19:04:01.236973
0.026581,+0750777,+1074964,0.026866,+0585997,+1057887,0.027195,+1104961,+1171491,,,,,,,,,,,,,,,,,,,,,,,,,19:04:01.236973
0.029810,+0750913,+1075107,0.030095,+0585932,+1057669,0.030441,+1105056,+1171430,,,,,,,,,,,,,,,,,,,,,,,,,19:04:01.236973
0.033048,+0751070,+1075065,0.033337,+0586627,+1057657,0.033671,+1105191,+1171509,,,,,,,,,,,,,,,,,,,,,,,,,19:04:01.236973
0.036296,+0751217,+1075086,0.036568,+0586543,+1057508,0.036900,+1105232,+1171481,,,,,,,,,,,,,,,,,,,,,,,,,19:04:01.236973
0.039521,+0751037,+1074954,0.039798,+0586527,+1057651,0.040129,+1105316,+1171367,,,,,,,,,,,,,,,,,,,,,,,,,19:04:01.236973
0.042748,+0750997,+1075015,0.043027,+0586405,+1057706,0.043358,+1105203,+1171587,,,,,,,,,,,,,,,,,,,,,,,,,19:04:01.236973
0.045981,+0750937,+1075049,0.046259,+0586364,+1057496,0.046590,+1105043,+1171504,,,,,,,,,,,,,,,,,,,,,,,,,19:04:01.236973
0.049206,+0750988,+1075129,0.049489,+0586580,+1057706,0.049818,+1105075,+1171497,,,,,,,,,,,,,,,,,,,,,,,,,19:04:01.236973
