===BEGIN_METADATA===
Test Name: 2026-01-07_test_104004,yyyy-mm-dd_test_hhmmss
Test Type: Force Cycle,Force: 20N,Cycles: 66,Dwell Time: 1sec,Tool Accuracy: +/-0.05N
Test Number in Session: 10,Time since Last Test: ~10min
Number of ICB-Sensors: 1,Sensor Label(s): B
ICB-Sensor B's Serial#: 002,Length: 120mm,Spacing: 40mm,Saturation Load: 80N,Factor of Safety at Saturation: 1.5
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_90SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor B's Latest Calibration: N/A,kB1: 1.0,dB1: 1.0,cB1: 1.0,kB2: 1.0,dB2: 1.0,cB2: 1.0
===END_METADATA===
===BEGIN_DATA===
Time_B_sec,Strain_B1_raw,Strain_B2_raw,Processed_Time
0.004771,-0843253,+0331777,10:40:05.376850
0.014806,-0843488,+0331777,10:40:05.376850
0.024839,-0843488,-0583521,10:40:05.376850
0.034850,+5251282,-0583551,10:40:05.376850
0.044842,+3285255,-0976735,10:40:05.377844
0.054839,+4202678,+0399648,10:40:05.425408
0.064906,-1966076,-0589808,10:40:05.425408
0.074920,-0843584,-0583588,10:40:05.426414
0.084916,+5382459,+0331792,10:40:05.426414
0.094939,-0843518,-0583428,10:40:05.426414
0.104932,-1040272,+1513613,10:40:05.467478
0.114965,-1966078,+0331905,10:40:05.467478
0.124986,-0843551,-8054630,10:40:05.467478
0.134981,-1957605,+4331633,10:40:05.467478
0.144978,-7331515,-5105521,10:40:05.467478
0.154974,-5103277,+0331776,10:40:05.517978
0.165015,-0843584,-0583544,10:40:05.517978
0.175014,+7413995,+0071762,10:40:05.519977
0.185007,-2023003,-8120183,10:40:05.519977
0.195001,-4185861,-5236699,10:40:05.563312
0.205032,-1966042,-0589552,10:40:05.563312
0.215048,-0843616,-0583675,10:40:05.563312
0.225072,-0843760,-0583530,10:40:05.564324
0.235129,-1966064,+0331808,10:40:05.564324
0.245157,-1966078,-4843408,10:40:05.608078
0.255215,-1966078,-0583450,10:40:05.608078
0.265218,+5251256,+0331938,10:40:05.608078
0.275249,-0843518,+1513641,10:40:05.609077
0.285240,-5234453,-8316923,10:40:05.609077
0.295251,-0843646,+0331777,10:40:05.654768
0.305285,-0843488,-0583528,10:40:05.654768
0.315282,+2302057,-6946816,10:40:05.655766
0.325310,-0843230,-0583554,10:40:05.655766
0.335309,+7348425,-5039902,10:40:05.701809
0.345339,-1966080,-0583590,10:40:05.701809
0.355343,+6365376,-0583619,10:40:05.702811
0.365339,+2236624,-0976639,10:40:05.705812
0.375337,-0974523,-1042288,10:40:05.705812
0.385332,-2940620,+1185970,10:40:05.752033
0.395368,-1966064,-0583651,10:40:05.752033
0.405362,+0008467,-8316788,10:40:05.752033
0.415357,+3350779,-0780182,10:40:05.752033
0.425378,-1966077,-0583438,10:40:05.752033
0.435371,+3350585,+0331812,10:40:05.797391
0.445404,-0843582,-0583522,10:40:05.797391
0.455405,+3350631,-4777789,10:40:05.797391
0.465398,-1040004,-0714622,10:40:05.797391
0.475395,-8183546,+5314762,10:40:05.844411
0.485440,-1966011,-0583679,10:40:05.844411
0.495451,-0843552,-0583486,10:40:05.844411
0.505446,+2236609,+6428792,10:40:05.845411
0.515443,+4268314,+3545167,10:40:05.845411
0.525470,-1966076,-0583501,10:40:05.889379
0.535514,-1966076,-0583585,10:40:05.890379
0.545514,+0139456,-0583552,10:40:05.891379
0.555511,-4120341,+5314683,10:40:05.891379
0.565508,-0843446,+3348674,10:40:05.891379
0.575504,+6299913,+0331780,10:40:05.934948
0.585540,-0843582,-0583562,10:40:05.934948
0.595539,+7414112,-0583550,10:40:05.934948
0.605536,-4054794,-0649103,10:40:05.937948
0.615533,+6430854,+4331729,10:40:05.985314
0.625579,-1966080,-0589567,10:40:05.986314
0.635600,-0843456,-0583531,10:40:05.986314
0.645595,+6299762,-5891934,10:40:05.986314
0.655594,+7545136,+2496628,10:40:05.987313
0.665587,+6430954,+3610661,10:40:06.031892
0.675620,-1965776,-0583484,10:40:06.031892
0.685619,+5447938,-1632200,10:40:06.031892
0.695628,+6430725,-0583496,10:40:06.031892
0.705625,-7331625,-3794802,10:40:06.031892
0.715619,-8183592,+0331792,10:40:06.074690
0.725673,-1966073,-0589807,10:40:06.078689
0.735702,-0843643,-0583614,10:40:06.078689
0.745698,+4268303,+0331812,10:40:06.078689
0.755728,-0843585,-5171086,10:40:06.124715
0.765785,-1965748,-0583434,10:40:06.124715
0.775780,-3071803,-3073985,10:40:06.124715
0.785777,-2088830,-0583576,10:40:06.125721
0.795772,-5168913,-2942699,10:40:06.125721
0.805766,-1040019,+0331917,10:40:06.167856
0.815829,-1965824,-0583563,10:40:06.171363
0.825830,-3137374,-0583511,10:40:06.171363
0.835851,-1965816,-0583368,10:40:06.171363
0.845880,-1965680,-0583614,10:40:06.215579
0.855880,-0909022,+0331908,10:40:06.216981
0.865912,-0843603,-1042290,10:40:06.216981
0.875907,-1040192,-2811659,10:40:06.216981
0.885902,-3989268,-6219629,10:40:06.216981
0.895912,+0073940,-0583583,10:40:06.264046
0.905946,-1965816,-0583441,10:40:06.264046
0.915941,-7266046,-4974423,10:40:06.265140
0.925938,-5103319,+4266227,10:40:06.265140
0.935952,-1965692,-0583675,10:40:06.265140
0.945960,-0843500,+0331791,10:40:06.309781
0.956010,-1965790,-0583623,10:40:06.309781
0.966005,-0843665,-1828631,10:40:06.309781
0.976001,+2105571,+5511232,10:40:06.309781
0.985996,-0974728,-3008462,10:40:06.355690
0.996053,-1965880,+0331920,10:40:06.355690
1.006085,-0843424,-0583573,10:40:06.355690
1.016080,+1188139,+0202936,10:40:06.355690
1.026075,+4202708,-6940579,10:40:06.356691
1.036072,-1965824,+0331844,10:40:06.402702
1.046136,-1965824,-0583604,10:40:06.403694
1.056131,+5447978,-7989091,10:40:06.403694
1.066129,-1957632,-0583422,10:40:06.403694
1.076123,-0974655,+5314623,10:40:06.403694
1.086120,+2302177,+0331785,10:40:06.446582
1.096154,-0843518,-0583679,10:40:06.447581
1.106164,-0843582,-0583492,10:40:06.448579
1.116159,+3285225,-1959698,10:40:06.448579
1.126156,+5382348,-3008348,10:40:06.491721
1.136201,-1965934,-0583675,10:40:06.494719
1.146224,-0843759,-0583488,10:40:06.494719
1.156219,+7479530,+5380284,10:40:06.494719
1.166216,+4202793,-2090872,10:40:06.494719
1.176211,-8249162,+0331781,10:40:06.541827
1.186315,-1966036,-0583559,10:40:06.541827
1.196310,+6431017,-6219681,10:40:06.541827
1.206303,+6496516,+7411941,10:40:06.541827
1.216299,-6151896,-6940451,10:40:06.541827
1.226290,-6217486,+0331980,10:40:06.590678
1.236342,-1966068,-0583554,10:40:06.590678
1.246414,-1966068,+0331920,10:40:06.590678
1.256428,-0843415,-5171085,10:40:06.591678
1.266424,-7331634,-7333722,10:40:06.630344
1.276451,-1965783,+0331874,10:40:06.631341
1.286493,-0843520,-0583526,10:40:06.631341
1.296497,+0074048,-0583676,10:40:06.631341
1.306513,-0843424,-0583419,10:40:06.631341
1.316508,+6365527,+0331776,10:40:06.677802
1.326544,-0843488,-0583480,10:40:06.678804
1.336541,+1188066,-1697670,10:40:06.678804
1.346567,-1965662,-0583486,10:40:06.678804
1.356563,+7348503,-6219537,10:40:06.724790
1.366576,+7544833,+0331904,10:40:06.724790
1.376604,-0843443,+1054867,10:40:06.724790
1.386600,-6217488,+1513533,10:40:06.725983
1.396595,-3006195,-8316718,10:40:06.728995
1.406590,+0008467,-2680589,10:40:06.772081
1.416621,-1966072,-0583629,10:40:06.773083
1.426634,-3137516,-0583396,10:40:06.773083
1.436630,-1957716,-3729320,10:40:06.773083
1.446656,-1965676,-0583551,10:40:06.773083
1.456665,+2105600,+0331971,10:40:06.818502
1.466767,-1965632,-0583491,10:40:06.818502
1.476765,-8380080,-6219687,10:40:06.819064
1.486763,-5037941,-1763155,10:40:06.819064
1.496760,-6086372,+0464932,10:40:06.819064
1.506772,-1957690,+0331780,10:40:06.865601
1.516804,-0843658,-7137019,10:40:06.865601
1.526799,+5382311,+1448174,10:40:06.866410
1.536808,-1957632,-0583517,10:40:06.867421
1.546804,-1966080,+0331858,10:40:06.912222
