===BEGIN_METADATA===
Test Name: 2026-08-27_095233_01,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Probe ID: Nano_01,Probe Height (m): 0.8570
Note: Chesterfiled repeatability runs
Test Type: Calibration
Loads (N): 4.905 9.81 49.05,Positions (mm): 60 100 150
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_600SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,Data-stream Connection: Wi-Fi
Number of ICB-Sensors: 1,Sensor Label(s): A,Sensor SNs: 106
ICB-Sensor A's Latest Calibration: N/A,kA1: 1.0,dA1: 1.0,cA1: 0.0,kA2: 1.0,dA2: 1.0,cA2: 0.0
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Processed_Time
0.001669,+0392236,+0598769,09:52:36.232341
0.003529,+0392168,+0598453,09:52:36.233547
0.005390,+0392159,+0598864,09:52:36.233572
0.007249,+0392242,+0598502,09:52:36.233584
0.009109,+0392328,+0598608,09:52:36.233597
0.011008,+0391854,+0598845,09:52:36.325054
0.012892,+0391957,+0598924,09:52:36.325078
0.014755,+0391934,+0598822,09:52:36.325089
0.016662,+0392144,+0598720,09:52:36.327648
0.018521,+0392089,+0598661,09:52:36.327668
0.020383,+0392036,+0598907,09:52:36.327678
0.022242,+0392095,+0598782,09:52:36.327693
0.024104,+0392107,+0598731,09:52:36.327705
0.025963,+0392011,+0598687,09:52:36.327716
0.027824,+0392073,+0598900,09:52:36.327726
0.029686,+0392085,+0598709,09:52:36.327737
0.031545,+0392138,+0598872,09:52:36.327747
0.033404,+0392110,+0598587,09:52:36.327758
0.035264,+0392087,+0598778,09:52:36.327769
0.037125,+0392545,+0598784,09:52:36.327780
0.038987,+0391962,+0599127,09:52:36.327790
0.040856,+0392517,+0598694,09:52:36.327800
0.042715,+0392223,+0598536,09:52:36.327810
0.044575,+0392229,+0598651,09:52:36.327821
0.046438,+0392197,+0598595,09:52:36.327831
0.048298,+0392109,+0598866,09:52:36.327842
0.050157,+0392074,+0598709,09:52:36.327855
0.052018,+0392045,+0598743,09:52:36.327866
0.053878,+0392194,+0598747,09:52:36.327876
0.055745,+0392259,+0598793,09:52:36.327887
0.057609,+0392091,+0598533,09:52:36.327910
0.059536,+0392129,+0598614,09:52:36.327921
0.061397,+0392109,+0598665,09:52:36.327931
0.063257,+0392100,+0598523,09:52:36.327944
0.065116,+0392337,+0598734,09:52:36.327954
0.066975,+0391985,+0598615,09:52:36.327965
0.068835,+0392226,+0598875,09:52:36.327975
0.070696,+0392195,+0598763,09:52:36.327985
0.072556,+0391992,+0598600,09:52:36.327995
