----------META DATA----------
SOFTWARE VERSION,2.3.0
DEVICE MAC ADDRESS,b8:27:eb:11:33:db
DEVICE OPERATOR,AL+CA
----------TEST ATTRIBUTES----------
FIELD,VALUE,UNIT
YEAR,2022
MONTH,06
DAY,25
TIME,02:10:51,Local Time
PLOT,1001,#
TEST NUMBER,102,#
HEIGHT,76.6,cm
BARCODE,
LATITUDE,0.0000000,angular degrees
LONGITUDE,0.0000000,angular degrees
----------OPTIONAL DATA----------
PRE_TEST_NOTE_1,Med Lab Full Length
PRE_TEST_NOTE_2,s09
PRE_TEST_NOTE_3,
PRE_TEST_NOTE_4,
PRE_TEST_NOTE_5,
POST_TEST_NOTE_1,
POST_TEST_NOTE_2,
POST_TEST_NOTE_3,
POST_TEST_NOTE_4,
POST_TEST_NOTE_5,
BREAK_HEIGHT,N/A,cm
LCA_WEIGTH,0,g
----------SENSOR CALIBRATION DATA (ADC*A + B = stored_value)------
SENSOR,A,B,UNIT,ID
LOAD_X,0.028949269317560866,-1.3346983708123412,Pounds,loadx1
LOAD_Y,1.2799672328388392,-3.2800440308728036,Pounds,loady1
IMU,1,0,Deg,imu1
POT,0.011885895404120442,-64.83755942947695,Deg,pot1
----------TEST DATA-----------
TIME (milliseconds),ANGLE_POT,ANGLE_IMU,LOAD_X,LOAD_Y
78.661,94.362,1.616,2.3419,0.0
127.39999999999999,94.338,0.959,2.4287,0.0
133.052,94.374,1.325,2.4287,0.0
138.354,94.41,0.959,2.4287,0.0
143.576,94.41,0.813,2.4866,0.0
148.727,94.41,0.666,2.4866,0.0
153.881,94.41,1.252,2.4866,0.0
158.998,94.445,1.616,2.4866,0.0
164.14299999999997,94.433,1.543,2.5156,0.0
169.241,94.433,1.616,2.4866,0.0
174.482,94.445,2.122,2.5156,0.0
179.607,94.445,1.688,2.5445,0.0
184.76299999999998,94.457,1.906,2.5445,0.0
189.88,94.457,1.906,2.5445,0.0
195.003,94.457,1.688,2.5735,0.0
