----------META DATA----------
SOFTWARE VERSION,2.3.0
DEVICE MAC ADDRESS,b8:27:eb:11:33:db
DEVICE OPERATOR,AL+CA
----------TEST ATTRIBUTES----------
FIELD,VALUE,UNIT
YEAR,2022
MONTH,06
DAY,25
TIME,01:44:28,Local Time
PLOT,1001,#
TEST NUMBER,32,#
HEIGHT,76.6,cm
BARCODE,
LATITUDE,0.0000000,angular degrees
LONGITUDE,0.0000000,angular degrees
----------OPTIONAL DATA----------
PRE_TEST_NOTE_1,Med lab Half length
PRE_TEST_NOTE_2,s03
PRE_TEST_NOTE_3,
PRE_TEST_NOTE_4,
PRE_TEST_NOTE_5,
POST_TEST_NOTE_1,
POST_TEST_NOTE_2,
POST_TEST_NOTE_3,
POST_TEST_NOTE_4,
POST_TEST_NOTE_5,
BREAK_HEIGHT,N/A,cm
LCA_WEIGTH,0,g
----------SENSOR CALIBRATION DATA (ADC*A + B = stored_value)------
SENSOR,A,B,UNIT,ID
LOAD_X,0.028949269317560866,-1.3346983708123412,Pounds,loadx1
LOAD_Y,1.2799672328388392,-3.2800440308728036,Pounds,loady1
IMU,1,0,Deg,imu1
POT,0.011885895404120442,-64.83755942947695,Deg,pot1
----------TEST DATA-----------
TIME (milliseconds),ANGLE_POT,ANGLE_IMU,LOAD_X,LOAD_Y
79.61200000000001,90.856,-1.353,2.3998,0.0
121.116,90.903,-0.448,2.4577,0.0
126.637,90.915,-0.448,2.4866,0.0
131.874,90.927,-0.523,2.4577,0.0
137.011,90.975,-0.149,2.5156,0.0
142.264,90.951,-1.429,2.5445,0.0
147.376,90.975,-1.201,2.5156,0.0
152.47,90.987,-0.748,2.4866,0.0
157.56199999999998,91.01,-1.125,2.5445,0.0
162.638,90.998,-1.125,2.5445,0.0
167.73,90.998,-0.673,2.5445,0.0
172.849,90.998,-1.277,2.5735,0.0
177.924,91.034,-1.277,2.5445,0.0
183.004,91.034,-0.448,2.5735,0.0
188.082,91.01,-0.0,2.6314,0.0
