datetime,k1,d1,c1,k2,d2,c2
2026-08-25_165116,263850.7366740204,0.004896393229517204,3603.5392201422947,269575.5827975724,0.04716368038622547,3307.9247620193055
2026-08-25_165316,263850.7366740204,0.004896393229517204,3603.5392201422947,269575.5827975724,0.04716368038622547,3307.9247620193055
