datetime,k1,d1,c1,k2,d2,c2
2026-02-16_164222,365360.95078391687,0.012882807382747635,-1090307.8216757427,358441.43332573836,0.05315056026913831,-373949.500513379
2026-02-23_165905,365360.95078391687,0.012882807382747635,-1090307.8216757427,358441.43332573836,0.05315056026913831,-373949.500513379
2026-02-28_181436,349273.60227475094,0.004524553290772173,1102.3374494942836,346675.0994387471,0.045152438153828967,681.8182371353614
2026-06-10_120245,351744.8279932664,0.004799247430027858,574.4369624970714,347604.75378667994,0.04524534448424154,26.023574759543408
