datetime,k1,d1,c1,k2,d2,c2
2026-02-28_203355,400137.07123195945,0.004541131092029169,1788.4192282378208,401512.56738371187,0.0455171988670882,942.1566234510974
2026-06-10_123441,404490.34749182675,0.00585002605756732,-424.13011759193614,405133.76531753375,0.04644786456062666,-666.3897116323351
