===BEGIN_STALK_TIMES===
Plot,Stalk,A_Start,A_End,A_Refine_Start,A_Refine_End,B_Start,B_End,B_Refine_Start,B_Refine_End,C_Start,C_End,C_Refine_Start,C_Refine_End
3,10,525.881,526.066,525.922,526.044,527.075,527.284,527.143,527.262,528.260,528.452,528.338,528.411
3,9,526.110,526.242,526.122,526.237,527.328,527.529,527.367,527.502,528.486,528.653,528.539,528.630
3,8,526.437,526.638,526.461,526.608,527.720,527.912,527.761,527.885,528.866,529.050,528.919,529.019
3,7,526.682,526.870,526.707,526.838,527.922,528.124,527.951,528.096,529.067,529.259,529.124,529.232
3,6,526.937,527.145,526.970,527.118,528.165,528.363,528.200,528.334,529.316,529.507,529.365,529.480
3,5,532.644,532.793,532.644,532.791,533.806,534.012,533.879,533.998,535.011,535.235,535.080,535.154
3,4,532.880,533.023,532.957,533.009,534.033,534.235,534.054,534.207,535.254,535.430,535.309,535.404
3,3,533.141,533.367,533.184,533.278,534.319,534.591,534.393,534.513,535.516,535.735,535.580,535.683
3,2,533.425,533.610,533.460,533.585,534.669,534.878,534.753,534.850,535.830,536.037,535.892,536.009
3,1,533.697,533.878,533.711,533.856,534.953,535.147,535.028,535.110,536.119,536.328,536.181,536.299
2,10,535.140,535.408,535.225,535.317,536.355,536.630,536.429,536.532,537.560,537.828,537.641,537.743
2,9,535.463,535.661,535.496,535.638,536.658,536.875,536.707,536.828,537.882,538.052,537.927,538.020
2,8,535.755,535.943,535.793,535.912,536.948,537.170,536.989,537.139,538.162,538.354,538.228,538.323
2,7,536.021,536.232,536.076,536.193,537.250,537.503,537.332,537.439,538.423,538.653,538.499,538.604
2,6,536.277,536.492,536.335,536.443,537.525,537.727,537.584,537.693,538.688,538.875,538.740,538.844
2,5,541.882,542.085,541.904,542.057,543.092,543.283,543.129,543.257,544.325,544.528,544.404,544.502
2,4,542.135,542.305,542.183,542.305,543.324,543.520,543.379,543.492,544.567,544.756,544.643,544.729
2,3,542.418,542.600,542.432,542.569,543.621,543.828,543.654,543.801,544.821,545.003,544.899,544.975
2,2,542.677,542.876,542.706,542.849,543.908,544.146,543.947,544.113,545.095,545.273,545.169,545.245
2,1,542.981,543.185,543.028,543.150,544.236,544.457,544.280,544.423,545.388,545.586,545.449,545.556
1,10,544.514,544.713,544.572,544.672,545.666,545.909,545.737,545.867,546.877,547.059,546.934,547.018
1,9,544.812,544.984,544.832,544.952,546.006,546.239,546.060,546.205,547.166,547.370,547.226,547.343
1,8,545.104,545.284,545.142,545.256,546.345,546.543,546.381,546.512,547.489,547.689,547.551,547.661
1,7,545.318,545.522,545.343,545.502,546.571,546.757,546.624,546.730,547.740,547.916,547.801,547.888
1,6,545.629,545.856,545.712,545.819,546.834,547.025,546.897,546.997,548.026,548.260,548.108,548.172
1,5,551.582,551.820,551.653,551.746,552.786,553.014,552.863,552.980,554.023,554.231,554.111,554.201
1,4,551.853,552.052,551.877,552.027,553.057,553.310,553.134,553.238,554.298,554.479,554.367,554.445
1,3,552.186,552.380,552.214,552.348,553.442,553.658,553.483,553.630,554.618,554.783,554.688,554.755
1,2,552.435,552.637,552.482,552.619,553.721,553.946,553.780,553.898,554.838,555.044,554.905,555.017
1,1,552.708,552.961,552.764,552.899,553.984,554.223,554.025,554.180,555.093,555.317,555.152,555.286
