----------META DATA----------
SOFTWARE VERSION,2.3.0,DEVICE MAC ADDRESS,b8:27:eb:cf:c2:71
DEVICE OPERATOR,josh
----------TEST ATTRIBUTES----------
FIELD,VALUE,UNIT
YEAR,2022
MONTH,06
DAY,25
TIME,11:46:24,Local Time
PLOT,2,#
HEIGHT,84.0,cm
BARCODE,
LATITUDE,0.0000000,angular degrees
LONGITUDE,0.0000000,angular degrees
----------OPTIONAL DATA----------
PRE_TEST_NOTE_1,s01
PRE_TEST_NOTE_2,
PRE_TEST_NOTE_3,
PRE_TEST_NOTE_4,
PRE_TEST_NOTE_5,
POST_TEST_NOTE_1,
POST_TEST_NOTE_2,
POST_TEST_NOTE_3,
POST_TEST_NOTE_4,
POST_TEST_NOTE_5,
BREAK_HEIGHT,N/A,cm
LCA_WEIGTH,0,g
----------SENSOR CALIBRATION DATA (stored_value*A + B = raw_data)------
SENSOR,A,B,UNIT,ID
LOAD_X,0.006649793301398306,-0.2712503166612166,Pounds,loadx1
LOAD_Y,1.2799672328388392,-3.2800440308728036,Pounds,loady1
IMU,1,0,Deg,imu1
POT,-0.011226144443058505,186.5055507047524,Deg,pot1
----------TEST DATA-----------
TIME (milliseconds),ANGLE_POT,ANGLE_IMU,LOAD_X,LOAD_Y
63.82299999999999,34.391,3.62,1.2183,0.0
84.51299999999999,34.38,2.696,1.2516,0.0
92.25999999999999,34.301,3.266,1.2782,0.0
99.597,34.301,2.41,1.2981,0.0
106.96399999999998,34.301,2.266,1.3048,0.0
114.258,34.268,2.482,1.3181,0.0
121.538,34.268,2.911,1.3247,0.0
128.806,34.245,2.839,1.3313,0.0
136.101,34.223,3.408,1.3446,0.0
143.39,34.133,3.62,1.3579,0.0
150.757,34.2,3.831,1.3579,0.0
158.094,34.178,3.972,1.3912,0.0
165.359,34.144,3.69,1.4111,0.0
172.755,34.122,2.982,1.4178,0.0
179.984,34.066,2.768,1.4444,0.0
187.28699999999998,34.066,2.41,1.4577,0.0
194.575,34.043,3.124,1.471,0.0
201.852,34.021,3.195,1.471,0.0
209.084,33.998,3.761,1.4843,0.0
216.336,33.976,3.69,1.4976,0.0
223.611,33.965,4.042,1.5175,0.0
230.84199999999998,33.942,3.761,1.5109,0.0
238.18,33.931,3.62,1.5441,0.0
245.42399999999998,33.864,3.195,1.5574,0.0
252.78,33.942,3.053,1.584,0.0
259.993,33.875,3.195,1.5973,0.0
267.318,33.92,2.911,1.604,0.0
274.56199999999995,33.875,2.41,1.604,0.0
281.771,33.886,2.768,1.6239,0.0
289.09000000000003,33.852,3.337,1.6372,0.0
296.319,33.796,3.761,1.6306,0.0
303.532,33.785,3.195,1.6705,0.0
310.825,33.763,3.195,1.6705,0.0
318.102,33.706,3.266,1.6838,0.0
325.30199999999996,33.718,3.337,1.7104,0.0
332.594,33.706,3.124,1.737,0.0
339.94599999999997,33.673,3.053,1.7436,0.0
347.212,33.628,3.266,1.7569,0.0
354.454,33.628,3.479,1.7835,0.0
361.729,33.538,3.549,1.7902,0.0
368.99399999999997,33.549,3.62,1.7902,0.0
376.201,33.538,4.042,1.8101,0.0
383.382,33.516,4.042,1.8301,0.0
390.60200000000003,33.504,3.761,1.85,0.0
397.842,33.46,3.831,1.85,0.0
404.998,33.46,3.549,1.8766,0.0
412.45899999999995,33.426,3.337,1.8966,0.0
419.88699999999994,33.437,4.112,1.9232,0.0
427.182,33.426,3.902,1.9365,0.0
434.38599999999997,33.325,4.042,1.9498,0.0
441.558,33.336,4.393,1.9697,0.0
448.768,33.314,4.532,1.9764,0.0
455.961,33.291,4.88,2.0096,0.0
463.308,33.235,4.253,2.0163,0.0
470.493,33.213,4.393,2.0296,0.0
477.72999999999996,33.156,4.811,2.0828,0.0
484.96299999999997,33.112,4.811,2.0961,0.0
492.19199999999995,33.112,4.602,2.116,0.0
499.356,33.078,4.88,2.136,0.0
506.53399999999993,33.033,4.88,2.1626,0.0
512.1629999999999,33.01,4.602,2.1692,0.0
517.2209999999999,32.988,5.365,2.1692,0.0
522.2479999999999,32.921,5.227,2.1892,0.0
527.3059999999999,32.943,6.052,2.2091,0.0
532.31,32.865,5.088,2.2091,0.0
537.372,32.909,5.227,2.2158,0.0
542.3789999999999,32.853,5.709,2.2357,0.0
547.4350000000001,32.808,5.503,2.2424,0.0
552.466,32.82,5.983,2.2557,0.0
557.5329999999999,32.775,5.709,2.2823,0.0
562.578,32.786,5.915,2.2889,0.0
567.658,32.741,5.503,2.2956,0.0
572.65,32.73,5.088,2.3222,0.0
577.7139999999999,32.707,5.296,2.3288,0.0
582.7339999999999,32.73,5.915,2.3222,0.0
587.852,32.707,5.571,2.3488,0.0
592.899,32.719,5.915,2.3621,0.0
597.9449999999999,32.629,6.12,2.3754,0.0
602.972,32.651,5.915,2.3754,0.0
608.001,32.696,5.778,2.3887,0.0
613.0120000000001,32.685,6.12,2.3953,0.0
618.1419999999999,32.674,5.296,2.4153,0.0
623.167,32.674,5.64,2.4352,0.0
628.2019999999999,32.64,5.915,2.4419,0.0
633.222,32.618,5.088,2.4485,0.0
638.336,32.618,5.64,2.4485,0.0
643.381,32.595,5.157,2.4685,0.0
648.436,32.55,4.602,2.4751,0.0
653.447,32.528,4.811,2.4884,0.0
658.4839999999999,32.528,5.088,2.5017,0.0
663.5179999999999,32.505,5.503,2.515,0.0
668.6639999999999,32.517,5.434,2.5084,0.0
673.709,32.472,5.571,2.5283,0.0
678.754,32.438,5.64,2.5416,0.0
683.741,32.382,6.325,2.535,0.0
688.773,32.415,6.052,2.5616,0.0
693.77,32.415,5.778,2.5682,0.0
