===BEGIN_METADATA===
Test Name: 2026-08-14_150312_01,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Probe ID: Nano_01,Probe Height (m): 0.8400
Note: field hardware test
Test Type: Shakedown
Stalks: Plot 200 (X-tra) SN,Probe: v4.1,Speed: 50ft/s
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,Data-stream Connection: Wi-Fi
Number of ICB-Sensors: 3,Sensor Label(s): A B C,Sensor SNs: 101 102 103
ICB-Sensor A's Latest Calibration: 2026-06-16_200149,kA1: 243751.8399144537,dA1: 0.0057726742083075,cA1: 411.7689793854952,kA2: 241958.92725444224,dA2: 0.0476688060397716,cA2: 988.4088682709262
ICB-Sensor B's Latest Calibration: 2026-07-13_144015,kB1: 237232.519645604,dB1: 0.0061295649381598,cB1: 1495.9423580087025,kB2: 244158.5349845135,dB2: 0.0470356649067218,cB2: 907.2925858930683
ICB-Sensor C's Latest Calibration: 2026-07-13_150133,kC1: 240872.98825154183,dC1: 0.0057161409988756,cC1: 1695.839576008264,kC2: 239878.37884814176,dC2: 0.0477211851108758,cC2: 1002.2369412705302
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Time_B_sec,Strain_B1_raw,Strain_B2_raw,Time_C_sec,Strain_C1_raw,Strain_C2_raw,Processed_Time
0.001587,+0737557,+0959527,0.001166,+0235955,+0740217,0.001400,+0306280,+0671840,15:03:16.408030
0.003444,+0737247,+0959424,0.003027,+0235677,+0740389,0.003259,+0306243,+0671829,15:03:16.408030
0.005306,+0737162,+0959451,0.004890,+0235847,+0740351,0.005118,+0306205,+0672084,15:03:16.408030
0.007162,+0737389,+0959140,0.006751,+0235903,+0740373,0.006981,+0306466,+0672124,15:03:16.408030
0.009019,+0737430,+0959328,0.008614,+0235959,+0740190,0.008842,+0306417,+0672155,15:03:16.408030
0.010879,+0737282,+0959381,0.010475,+0235693,+0740066,0.010702,+0306227,+0671915,15:03:16.413112
0.012739,+0737187,+0959265,0.012342,+0235750,+0740066,0.012566,+0306311,+0671964,15:03:16.413112
0.014599,+0737132,+0959255,0.014207,+0235647,+0740150,0.014428,+0306121,+0671889,15:03:16.413112
0.016478,+0737233,+0959314,0.016091,+0235711,+0740194,0.016316,+0306239,+0671892,15:03:16.504398
0.018338,+0737214,+0959309,0.017962,+0235851,+0740209,0.018179,+0306118,+0672071,15:03:16.504398
0.020198,+0737344,+0959268,0.019827,+0235672,+0740123,0.020050,+0306341,+0671857,15:03:16.504398
0.022070,+0737344,+0959457,0.021730,+0235745,+0740454,0.021916,+0306242,+0671720,15:03:16.504398
0.023929,+0737483,+0959492,0.023623,+0235589,+0740226,0.023781,+0306356,+0672040,15:03:16.504398
0.025789,+0737219,+0959669,0.025484,+0235796,+0740330,0.025640,+0306258,+0672067,15:03:16.504398
0.027645,+0737332,+0959238,0.027351,+0235785,+0740343,0.027499,+0306385,+0672010,15:03:16.504398
0.029503,+0737061,+0959319,0.029218,+0235644,+0740167,0.029361,+0306369,+0671914,15:03:16.504398
0.031368,+0737261,+0959380,0.031081,+0235984,+0740414,0.031221,+0306331,+0672079,15:03:16.504398
0.033226,+0737069,+0959496,0.032949,+0235876,+0740264,0.033080,+0306182,+0671901,15:03:16.504398
0.035084,+0737375,+0959385,0.034829,+0235665,+0740086,0.034953,+0306545,+0671858,15:03:16.505417
0.036950,+0737042,+0959381,0.036696,+0235871,+0740424,0.036812,+0306482,+0672016,15:03:16.505417
0.038809,+0737344,+0959351,0.038557,+0235782,+0740468,0.038672,+0306149,+0671860,15:03:16.505417
0.040665,+0737238,+0959211,0.040418,+0235924,+0740658,0.040536,+0306242,+0671750,15:03:16.505417
0.042523,+0737439,+0959465,0.042281,+0235607,+0740351,0.042395,+0306255,+0672131,15:03:16.505417
0.044380,+0737158,+0959432,0.044145,+0235593,+0740346,0.044256,+0306249,+0672155,15:03:16.505417
0.046238,+0737325,+0959498,0.046011,+0235791,+0740308,0.046115,+0306193,+0671894,15:03:16.505417
0.048094,+0737480,+0959581,0.047873,+0235980,+0740266,0.047974,+0306424,+0672118,15:03:16.505417
0.049950,+0737103,+0959420,0.049734,+0235932,+0740197,0.049834,+0306317,+0671754,15:03:16.505417
0.051811,+0737368,+0959457,0.051605,+0235631,+0740435,0.051694,+0306599,+0672131,15:03:16.505417
0.053670,+0737276,+0959295,0.053466,+0235803,+0740348,0.053556,+0306263,+0672037,15:03:16.505417
0.055527,+0737241,+0959373,0.055335,+0235984,+0740383,0.055415,+0306410,+0672123,15:03:16.505417
0.057384,+0737201,+0959235,0.057196,+0235836,+0740322,0.057278,+0306413,+0671885,15:03:16.505417
0.059242,+0737312,+0959306,0.059057,+0235851,+0740342,0.059137,+0306554,+0672147,15:03:16.505417
0.061098,+0737434,+0959480,0.060928,+0235728,+0740384,0.061002,+0306255,+0672080,15:03:16.505417
0.062954,+0737262,+0959462,0.062793,+0235765,+0740331,0.062863,+0306326,+0672132,15:03:16.505417
0.064811,+0737305,+0959603,0.064659,+0235862,+0740223,0.064723,+0306408,+0671708,15:03:16.505417
0.066679,+0737172,+0959474,0.066522,+0235735,+0740548,0.066591,+0306228,+0672151,15:03:16.513743
0.068539,+0737305,+0959461,0.068389,+0236019,+0740178,0.068454,+0306321,+0671962,15:03:16.513743
0.070429,+0737219,+0959466,0.070252,+0235863,+0740089,0.070352,+0306127,+0672074,15:03:16.513743
0.072290,+0737381,+0959145,0.072153,+0235667,+0740164,0.072222,+0306417,+0672128,15:03:16.513743
0.074148,+0737286,+0959203,0.074016,+0235821,+0740402,0.074080,+0306275,+0672118,15:03:16.513743
0.076008,+0737331,+0959338,0.075879,+0235732,+0740316,0.075944,+0306293,+0672026,15:03:16.513743
0.077869,+0737335,+0959342,0.077740,+0235708,+0740057,0.077804,+0306233,+0671879,15:03:16.513743
0.079730,+0737343,+0959649,0.079601,+0235849,+0740436,0.079666,+0306254,+0671945,15:03:16.513743
0.081593,+0737190,+0959160,0.081462,+0235491,+0740210,0.081528,+0306276,+0672042,15:03:16.513743
0.083452,+0737225,+0959453,0.083323,+0235692,+0740299,0.083388,+0306380,+0672172,15:03:16.513743
0.085313,+0737136,+0959219,0.085184,+0235684,+0740224,0.085249,+0306410,+0672120,15:03:16.513743
0.087174,+0737461,+0959309,0.087045,+0235722,+0740130,0.087110,+0306247,+0672180,15:03:16.513743
0.089040,+0737067,+0959223,0.088911,+0235585,+0740127,0.088975,+0306413,+0671952,15:03:16.513743
0.090902,+0737286,+0959351,0.090774,+0235775,+0740118,0.090838,+0306265,+0671925,15:03:16.513743
0.092768,+0737303,+0959452,0.092640,+0235753,+0740287,0.092704,+0306390,+0671969,15:03:16.513743
0.094631,+0737150,+0959379,0.094502,+0235663,+0740363,0.094566,+0306305,+0671752,15:03:16.513743
0.096496,+0737138,+0959268,0.096367,+0235790,+0740488,0.096432,+0306380,+0671990,15:03:16.513743
0.098361,+0737352,+0959228,0.098232,+0235524,+0740077,0.098296,+0306131,+0671951,15:03:16.513743
0.100222,+0737476,+0959281,0.100093,+0235898,+0740249,0.100157,+0306639,+0672059,15:03:16.513743
0.102089,+0737280,+0959463,0.101960,+0236023,+0740213,0.102025,+0306334,+0671865,15:03:16.513743
0.103958,+0737193,+0959331,0.103821,+0235746,+0740292,0.103889,+0306503,+0671903,15:03:16.513743
0.105816,+0737006,+0959461,0.105682,+0236044,+0740327,0.105748,+0306199,+0671789,15:03:16.513743
0.107680,+0737367,+0959393,0.107548,+0235605,+0740265,0.107615,+0306477,+0672238,15:03:16.513743
0.109545,+0737212,+0959446,0.109409,+0235828,+0740628,0.109476,+0306529,+0672155,15:03:16.513743
0.111407,+0737176,+0959345,0.111279,+0235821,+0740270,0.111343,+0306468,+0671806,15:03:16.513743
0.113278,+0737467,+0959382,0.113149,+0235725,+0740415,0.113213,+0306160,+0671966,15:03:16.513743
0.115139,+0737029,+0959360,0.115010,+0235568,+0740399,0.115074,+0306255,+0672193,15:03:16.513743
0.117010,+0737318,+0959455,0.116879,+0235979,+0740082,0.116944,+0306463,+0672009,15:03:16.562615
0.118874,+0737383,+0959381,0.118744,+0235754,+0740356,0.118809,+0306436,+0672129,15:03:16.563791
0.120796,+0737114,+0959304,0.120614,+0235699,+0740455,0.120728,+0306217,+0672128,15:03:16.563791
0.122675,+0737234,+0959412,0.122529,+0235537,+0740390,0.122611,+0306233,+0671920,15:03:16.564791
0.124538,+0737146,+0959405,0.124407,+0235453,+0740328,0.124474,+0306348,+0672026,15:03:16.564791
0.126401,+0737461,+0959258,0.126273,+0235716,+0740308,0.126337,+0306250,+0672152,15:03:16.564791
0.128262,+0737482,+0959431,0.128133,+0235824,+0740202,0.128198,+0306328,+0671967,15:03:16.564791
0.130129,+0737159,+0959056,0.130001,+0235627,+0740377,0.130065,+0306301,+0672063,15:03:16.564791
0.131999,+0736907,+0959438,0.131868,+0235720,+0740327,0.131933,+0306563,+0672022,15:03:16.564791
0.133862,+0737495,+0959281,0.133729,+0235766,+0740495,0.133794,+0306552,+0671984,15:03:16.564791
0.135740,+0737203,+0959483,0.135592,+0235802,+0740363,0.135676,+0306282,+0671886,15:03:16.564791
0.137600,+0737237,+0959325,0.137471,+0235622,+0740255,0.137535,+0306446,+0671932,15:03:16.564791
0.139461,+0737263,+0959298,0.139332,+0235545,+0740346,0.139396,+0306226,+0672011,15:03:16.564791
0.141322,+0737134,+0959382,0.141193,+0235823,+0740383,0.141258,+0306380,+0671956,15:03:16.564791
0.143185,+0737352,+0959388,0.143056,+0235725,+0740429,0.143120,+0305844,+0671878,15:03:16.564791
0.145050,+0736994,+0959369,0.144921,+0235845,+0740186,0.144985,+0306353,+0671789,15:03:16.564791
0.146911,+0737051,+0959217,0.146782,+0235820,+0740286,0.146847,+0306475,+0671719,15:03:16.564791
0.148772,+0737265,+0959280,0.148643,+0235758,+0739978,0.148708,+0306367,+0671845,15:03:16.564791
0.150637,+0737181,+0959385,0.150507,+0235891,+0740147,0.150573,+0306193,+0672060,15:03:16.564791
0.152501,+0737136,+0959301,0.152370,+0235899,+0740280,0.152434,+0306541,+0672172,15:03:16.564791
0.154364,+0737064,+0959363,0.154236,+0235812,+0740157,0.154300,+0306479,+0672049,15:03:16.564791
0.156234,+0737374,+0959576,0.156098,+0235863,+0740210,0.156165,+0306391,+0672020,15:03:16.564791
0.158091,+0737354,+0959489,0.157959,+0235854,+0740401,0.158023,+0306223,+0672118,15:03:16.564791
0.159961,+0737293,+0959655,0.159830,+0236047,+0740191,0.159896,+0306424,+0672024,15:03:16.564791
0.161824,+0737262,+0959373,0.161691,+0235878,+0740214,0.161755,+0306379,+0672024,15:03:16.564791
0.163688,+0737252,+0959523,0.163560,+0235852,+0740270,0.163624,+0306471,+0671803,15:03:16.564791
0.165555,+0737162,+0959459,0.165421,+0235841,+0740275,0.165488,+0306311,+0672143,15:03:16.564791
0.167423,+0737349,+0959190,0.167292,+0235837,+0740438,0.167358,+0306335,+0671934,15:03:16.613628
