===BEGIN_METADATA===
Test Name: 2026-06-16_165248_01,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Probe ID: Nano_01,Probe Height (m): 0.7850
Note: new DAQ PCB
Test Type: Calibration Verify
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,Data-stream Connection: Wi-Fi
Number of ICB-Sensors: 1,Sensor Label(s): A,Sensor SNs: 101
ICB-Sensor A's Latest Calibration: 2026-06-16_200149,kA1: 243751.8399144537,dA1: 0.0057726742083075,cA1: 411.7689793854952,kA2: 241958.92725444224,dA2: 0.0476688060397716,cA2: 988.4088682709262
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,NavX2_Flags_raw,NavX2_Valid,NavX2_Fresh,NavX2_Timestamp_us,NavX2_NavX_Timestamp_ms,NavX2_Yaw_deg,NavX2_Pitch_deg,NavX2_Roll_deg,NavX2_Heading_deg,NavX2_Fused_Heading_deg,NavX2_Accel_X_g,NavX2_Accel_Y_g,NavX2_Accel_Z_g,NavX2_Quat_W,NavX2_Quat_X,NavX2_Quat_Y,NavX2_Quat_Z,NavX2_Disp_X_m,NavX2_Disp_Y_m,NavX2_Disp_Z_m,NavX2_Sensor_Status,NavX2_Capability_Flags,NavX2_Cal_Status,NavX2_Selftest_Status,Processed_Time
0.509760,+0662090,+0897695,,,,,,,,,,,,,,,,,,,,,,,,,16:53:01.239771
3.760944,+0661957,+0897757,,,,,,,,,,,,,,,,,,,,,,,,,16:53:04.539830
7.012173,+0662146,+0897594,,,,,,,,,,,,,,,,,,,,,,,,,16:53:07.740260
10.260452,+0662030,+0897537,,,,,,,,,,,,,,,,,,,,,,,,,16:53:11.006797
13.511702,+0662183,+0897662,,,,,,,,,,,,,,,,,,,,,,,,,16:53:14.239694
16.763039,+0662124,+0897703,,,,,,,,,,,,,,,,,,,,,,,,,16:53:17.506397
20.014367,+0662131,+0897735,,,,,,,,,,,,,,,,,,,,,,,,,16:53:20.739696
23.265632,+0662284,+0897817,,,,,,,,,,,,,,,,,,,,,,,,,16:53:24.040625
26.516941,+0661981,+0897921,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.473027
27.982598,+0661831,+0897557,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
27.985938,+0661108,+0896876,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
27.989187,+0659861,+0896216,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
27.992423,+0659353,+0896118,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
27.995682,+0659546,+0896285,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
27.998920,+0660202,+0896785,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
28.002155,+0661395,+0897556,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
28.005397,+0662321,+0897625,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
28.008638,+0661920,+0897432,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
28.011873,+0661921,+0897827,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
28.015122,+0662033,+0897685,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
28.018362,+0661937,+0897594,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
28.021597,+0661975,+0897671,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
28.024837,+0662484,+0897447,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
28.028078,+0662042,+0897767,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
28.031312,+0662192,+0897663,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.506360
28.034555,+0662385,+0897829,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.573180
28.037884,+0662220,+0898150,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.573180
28.041142,+0663509,+0898062,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.573180
28.044389,+0662652,+0897989,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.573180
28.047641,+0662658,+0897514,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.573180
28.050877,+0662093,+0898009,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.573180
28.054115,+0661913,+0896884,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.573180
28.057355,+0660979,+0896990,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.573180
28.060589,+0660171,+0895871,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.573180
28.063825,+0658671,+0895447,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.573180
28.067068,+0657516,+0894891,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.573180
28.070302,+0657567,+0895081,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.573180
28.073551,+0658099,+0895428,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.606778
28.076800,+0657601,+0895114,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.606778
28.080035,+0657925,+0895417,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.606778
28.083341,+0658272,+0895590,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.606778
28.086623,+0658748,+0896014,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.606778
28.089858,+0659079,+0895806,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.606778
28.093094,+0659821,+0896437,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.606778
28.096337,+0660354,+0896640,,,,,,,,,,,,,,,,,,,,,,,,,16:53:25.606778
