===BEGIN_METADATA===
Test Name: 2026-06-16_200427_02,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Probe ID: Nano_02,Probe Height (m): 0.7850
Note: new DAQ PCB
Test Type: Calibration Verify
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,Data-stream Connection: Wi-Fi
Number of ICB-Sensors: 1,Sensor Label(s): A,Sensor SNs: 101
ICB-Sensor A's Latest Calibration: 2026-06-16_200149,kA1: 243751.8399144537,dA1: 0.0057726742083075,cA1: 411.7689793854952,kA2: 241958.92725444224,dA2: 0.0476688060397716,cA2: 988.4088682709262
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,NavX2_Flags_raw,NavX2_Valid,NavX2_Fresh,NavX2_Timestamp_us,NavX2_NavX_Timestamp_ms,NavX2_Yaw_deg,NavX2_Pitch_deg,NavX2_Roll_deg,NavX2_Heading_deg,NavX2_Fused_Heading_deg,NavX2_Accel_X_g,NavX2_Accel_Y_g,NavX2_Accel_Z_g,NavX2_Quat_W,NavX2_Quat_X,NavX2_Quat_Y,NavX2_Quat_Z,NavX2_Disp_X_m,NavX2_Disp_Y_m,NavX2_Disp_Z_m,NavX2_Sensor_Status,NavX2_Capability_Flags,NavX2_Cal_Status,NavX2_Selftest_Status,Processed_Time
0.490617,+0679628,+0908917,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.493853,+0679423,+0908931,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.497124,+0679526,+0908850,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.500361,+0679429,+0908693,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.503617,+0679396,+0908838,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.506861,+0679171,+0908982,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.510114,+0679379,+0908867,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.513422,+0679397,+0908938,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.516679,+0679360,+0908700,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.519910,+0679286,+0908872,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.523156,+0679481,+0908764,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.526391,+0679335,+0908893,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.529623,+0679377,+0908756,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.532860,+0679434,+0908844,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.536097,+0679351,+0908893,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.539329,+0679636,+0908772,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.542562,+0679339,+0909010,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.545800,+0679326,+0908892,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.549031,+0679385,+0908778,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.191075
0.552262,+0679185,+0908786,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.555502,+0679409,+0908896,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.558734,+0679474,+0908880,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.562053,+0679335,+0908887,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.565307,+0679343,+0908675,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.568540,+0679323,+0908949,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.571772,+0679329,+0908686,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.575015,+0679260,+0908874,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.578246,+0679382,+0908862,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.581479,+0679357,+0908928,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.584723,+0679479,+0908761,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.587953,+0679484,+0908632,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.591185,+0679403,+0908840,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.594424,+0679312,+0908840,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.597655,+0679378,+0908853,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.600888,+0679432,+0908702,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.604128,+0679339,+0908846,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
0.607361,+0679428,+0908796,,,,,,,,,,,,,,,,,,,,,,,,,20:04:30.457498
