----------META DATA----------
SOFTWARE VERSION,2.3.0
DEVICE MAC ADDRESS,b8:27:eb:11:33:db
DEVICE OPERATOR,ALEX
----------TEST ATTRIBUTES----------
FIELD,VALUE,UNIT
YEAR,2022
MONTH,06
DAY,25
TIME,02:51:21,Local Time
PLOT,2,#
TEST NUMBER,47,#
HEIGHT,74.8,cm
BARCODE,
LATITUDE,0.0000000,angular degrees
LONGITUDE,0.0000000,angular degrees
----------OPTIONAL DATA----------
PRE_TEST_NOTE_1,S04
PRE_TEST_NOTE_2,
PRE_TEST_NOTE_3,
PRE_TEST_NOTE_4,
PRE_TEST_NOTE_5,
POST_TEST_NOTE_1,
POST_TEST_NOTE_2,
POST_TEST_NOTE_3,
POST_TEST_NOTE_4,
POST_TEST_NOTE_5,
BREAK_HEIGHT,N/A,cm
LCA_WEIGTH,0,g
----------SENSOR CALIBRATION DATA (ADC*A + B = stored_value)------
SENSOR,A,B,UNIT,ID
LOAD_X,0.029285919413946978,-1.6785281367782972,Pounds,loadx1
LOAD_Y,1.2799672328388392,-3.2800440308728036,Pounds,loady1
IMU,1,0,Deg,imu1
POT,0.01173555874299126,-62.50358586517143,Deg,pot1
----------TEST DATA-----------
TIME (milliseconds),ANGLE_POT,ANGLE_IMU,LOAD_X,LOAD_Y
79.278,91.232,0.959,1.8651,0.0
130.86999999999998,91.127,1.179,2.0408,0.0
138.37099999999998,91.209,0.813,2.0701,0.0
143.636,91.197,1.033,2.1286,0.0
148.731,91.244,0.959,2.1579,0.0
153.946,91.256,1.252,2.1872,0.0
159.07,91.244,0.886,2.2458,0.0
164.16400000000002,91.232,0.666,2.2165,0.0
169.317,91.279,0.592,2.2458,0.0
174.451,91.42,2.05,2.3336,0.0
179.554,91.385,1.761,2.3336,0.0
184.685,91.361,1.471,2.3629,0.0
189.773,91.467,1.252,2.3629,0.0
194.86999999999998,91.455,2.122,2.3922,0.0
199.965,91.467,2.482,2.3922,0.0
205.088,91.443,2.05,2.4508,0.0
210.266,91.432,2.194,2.4801,0.0
215.56699999999998,91.432,2.338,2.4801,0.0
220.73,91.573,2.122,2.5094,0.0
225.922,91.584,1.398,2.5972,0.0
231.102,91.631,2.338,2.5972,0.0
236.38899999999998,91.69,1.833,2.6265,0.0
241.63299999999998,91.69,2.482,2.6558,0.0
246.856,91.678,2.482,2.6851,0.0
252.11899999999997,91.737,2.122,2.7144,0.0
257.29999999999995,91.76,2.05,2.6851,0.0
262.56199999999995,91.796,1.616,2.7144,0.0
267.747,91.772,1.978,2.7729,0.0
