===BEGIN_METADATA===
Test Name: 2026-07-14_135242_01,yyyy-mm-dd_hhmmss_{probe#/nano_id}
Probe ID: Nano_01,Probe Height (m): 0.7850
Note: Amiga Probe Test @ 25 ft/min
Test Type: Not Calibration
Stalks: Medium B-IN no tops,Probe: v4.0
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,Data-stream Connection: Wi-Fi
Number of ICB-Sensors: 3,Sensor Label(s): A B C,Sensor SNs: 101 102 103
ICB-Sensor A's Latest Calibration: 2026-06-16_200149,kA1: 243751.8399144537,dA1: 0.0057726742083075,cA1: 411.7689793854952,kA2: 241958.92725444224,dA2: 0.0476688060397716,cA2: 988.4088682709262
ICB-Sensor B's Latest Calibration: 2026-07-13_144015,kB1: 237232.519645604,dB1: 0.0061295649381598,cB1: 1495.9423580087025,kB2: 244158.5349845135,dB2: 0.0470356649067218,cB2: 907.2925858930683
ICB-Sensor C's Latest Calibration: 2026-07-13_150133,kC1: 240872.98825154183,dC1: 0.0057161409988756,cC1: 1695.839576008264,kC2: 239878.37884814176,dC2: 0.0477211851108758,cC2: 1002.2369412705302
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Time_B_sec,Strain_B1_raw,Strain_B2_raw,Time_C_sec,Strain_C1_raw,Strain_C2_raw,Processed_Time
0.001587,+0691082,+0902225,0.001161,+0436386,+0714376,0.001407,+0234375,+0606427,13:52:43.490830
0.003443,+0690948,+0902073,0.003022,+0435966,+0714571,0.003267,+0234640,+0606602,13:52:43.490877
0.005303,+0691015,+0902222,0.004883,+0435728,+0714395,0.005126,+0234473,+0606518,13:52:43.490905
0.007160,+0691200,+0902071,0.006744,+0435658,+0714424,0.006991,+0234675,+0606542,13:52:43.490926
0.009016,+0691309,+0902364,0.008605,+0435562,+0714287,0.008850,+0234602,+0606571,13:52:43.490949
0.010874,+0690659,+0902331,0.010466,+0435908,+0714505,0.010709,+0234378,+0606426,13:52:43.491777
0.012736,+0690994,+0902263,0.012337,+0436033,+0714273,0.012572,+0234613,+0606091,13:52:43.491802
0.014597,+0690811,+0902185,0.014202,+0436459,+0714017,0.014439,+0234323,+0606100,13:52:43.491821
0.016455,+0691050,+0902455,0.016091,+0436429,+0714469,0.016329,+0234306,+0606275,13:52:43.491840
0.018320,+0690929,+0902149,0.017958,+0436308,+0714506,0.018190,+0234204,+0606709,13:52:43.491859
0.020176,+0690964,+0902063,0.019819,+0435954,+0714277,0.020055,+0234496,+0606643,13:52:43.491878
0.022032,+0691139,+0902146,0.021680,+0435518,+0714307,0.021914,+0234650,+0606680,13:52:43.491900
0.023891,+0690856,+0902129,0.023541,+0435755,+0714285,0.023775,+0234456,+0606544,13:52:43.492458
0.025749,+0691189,+0902271,0.025402,+0435755,+0714430,0.025638,+0234540,+0606555,13:52:43.492487
0.027607,+0690821,+0902317,0.027263,+0435862,+0714440,0.027497,+0234578,+0606551,13:52:43.492511
0.029464,+0690912,+0902290,0.029124,+0436233,+0714417,0.029356,+0234476,+0606263,13:52:43.492529
0.031320,+0690980,+0901999,0.030985,+0436476,+0714448,0.031217,+0234187,+0606181,13:52:43.492546
0.033176,+0690957,+0902096,0.032846,+0436373,+0714384,0.033076,+0234419,+0606251,13:52:43.492564
0.035040,+0691018,+0902259,0.034708,+0436254,+0714455,0.034937,+0234425,+0606435,13:52:43.492581
0.036897,+0691058,+0902043,0.036569,+0435994,+0714492,0.036798,+0234435,+0606588,13:52:43.493123
0.038755,+0691265,+0901983,0.038430,+0435556,+0714528,0.038657,+0234627,+0606723,13:52:43.494531
0.040615,+0690955,+0902154,0.040301,+0435642,+0714393,0.040518,+0234784,+0606774,13:52:43.540356
0.042476,+0691077,+0902063,0.042172,+0435526,+0714384,0.042381,+0234514,+0606583,13:52:43.540389
0.044336,+0691211,+0902203,0.044041,+0435922,+0714547,0.044245,+0234401,+0606405,13:52:43.540409
0.046200,+0691146,+0901865,0.045940,+0435801,+0714091,0.046114,+0234524,+0606176,13:52:43.540984
0.048060,+0691106,+0901977,0.047801,+0436368,+0714663,0.047973,+0234334,+0606227,13:52:43.541008
0.049923,+0690832,+0902076,0.049672,+0436516,+0714443,0.049856,+0234205,+0606066,13:52:43.541843
0.051781,+0691187,+0902234,0.051541,+0436057,+0714203,0.051715,+0234627,+0606128,13:52:43.542321
0.053641,+0691025,+0902301,0.053402,+0435927,+0714166,0.053576,+0234355,+0606453,13:52:43.542791
0.055501,+0691088,+0902086,0.055265,+0435734,+0714771,0.055437,+0234801,+0606566,13:52:43.542836
0.057361,+0690827,+0902209,0.057126,+0435683,+0714297,0.057296,+0234594,+0606606,13:52:43.542857
0.059219,+0691082,+0902174,0.058987,+0435764,+0714492,0.059155,+0234794,+0606736,13:52:43.543221
0.061079,+0691026,+0902313,0.060850,+0436190,+0714194,0.061015,+0234509,+0606526,13:52:43.543699
0.062941,+0691008,+0902244,0.062711,+0436218,+0714290,0.062875,+0234362,+0606292,13:52:43.543727
0.064798,+0690849,+0902065,0.064572,+0436352,+0714258,0.064734,+0234347,+0606166,13:52:43.543746
0.066661,+0690832,+0902221,0.066432,+0436426,+0714407,0.066597,+0234039,+0606287,13:52:43.543764
0.068522,+0690887,+0902115,0.068294,+0435985,+0714408,0.068456,+0234517,+0606334,13:52:43.543782
0.070381,+0691089,+0902332,0.070155,+0435870,+0714508,0.070315,+0234291,+0606510,13:52:43.544182
0.072243,+0691202,+0902454,0.072016,+0435624,+0714275,0.072176,+0234477,+0606609,13:52:43.544210
0.074099,+0691020,+0902181,0.073879,+0435595,+0714535,0.074035,+0234632,+0606673,13:52:43.544584
0.075960,+0690944,+0902218,0.075740,+0435641,+0714427,0.075896,+0234783,+0606510,13:52:43.544627
0.077819,+0691058,+0902184,0.077605,+0436033,+0714407,0.077755,+0234485,+0606280,13:52:43.545374
0.079678,+0690852,+0901867,0.079466,+0436280,+0714370,0.079614,+0234448,+0606198,13:52:43.545416
0.081537,+0691018,+0902412,0.081328,+0436423,+0714133,0.081473,+0234391,+0606144,13:52:43.545447
0.083398,+0690924,+0902211,0.083192,+0436318,+0714418,0.083334,+0234376,+0606069,13:52:43.545486
0.085257,+0691049,+0902282,0.085053,+0436091,+0714246,0.085192,+0234274,+0606262,13:52:43.545520
0.087117,+0691065,+0902209,0.086920,+0435788,+0714323,0.087051,+0234353,+0606524,13:52:43.545553
0.088985,+0691048,+0902195,0.088781,+0435638,+0714469,0.088916,+0234637,+0606685,13:52:43.545588
0.090844,+0690954,+0902378,0.090652,+0435864,+0714223,0.090777,+0234692,+0606662,13:52:43.589751
0.092712,+0691092,+0902074,0.092523,+0435759,+0714281,0.092647,+0234531,+0606514,13:52:43.589782
0.094579,+0691134,+0902172,0.094392,+0435877,+0714367,0.094514,+0234485,+0606305,13:52:43.589802
0.096449,+0691045,+0902262,0.096321,+0436438,+0714324,0.096385,+0234393,+0606205,13:52:43.589821
0.098311,+0691026,+0901985,0.098182,+0436425,+0714278,0.098246,+0234226,+0606100,13:52:43.589839
0.100172,+0690786,+0902006,0.100043,+0436502,+0714256,0.100107,+0234620,+0606120,13:52:43.590629
0.102037,+0691122,+0902411,0.101904,+0436031,+0714234,0.101973,+0234694,+0606321,13:52:43.590657
0.103900,+0691072,+0902081,0.103765,+0435995,+0714542,0.103834,+0234541,+0606479,13:52:43.590676
0.105764,+0691247,+0902139,0.105636,+0435602,+0714456,0.105700,+0234490,+0606704,13:52:43.590694
0.107633,+0691134,+0902069,0.107497,+0435646,+0714438,0.107564,+0234657,+0606489,13:52:43.590715
0.109497,+0691040,+0902194,0.109358,+0435781,+0714391,0.109425,+0234503,+0606526,13:52:43.590735
0.111361,+0690856,+0902302,0.111229,+0436072,+0714434,0.111296,+0234592,+0606489,13:52:43.590754
0.113223,+0690869,+0902361,0.113090,+0436659,+0714621,0.113157,+0234286,+0606100,13:52:43.590774
