----------META DATA----------
SOFTWARE VERSION,2.3.0,DEVICE MAC ADDRESS,b8:27:eb:b7:a5:0b
DEVICE OPERATOR,Josh
----------TEST ATTRIBUTES----------
FIELD,VALUE,UNIT
YEAR,2022
MONTH,06
DAY,25
TIME,12:40:03,Local Time
PLOT,3,#
HEIGHT,84.0,cm
BARCODE,
LATITUDE,0.0000000,angular degrees
LONGITUDE,0.0000000,angular degrees
----------OPTIONAL DATA----------
PRE_TEST_NOTE_1,s07
PRE_TEST_NOTE_2,
PRE_TEST_NOTE_3,
PRE_TEST_NOTE_4,
PRE_TEST_NOTE_5,
POST_TEST_NOTE_1,
POST_TEST_NOTE_2,
POST_TEST_NOTE_3,
POST_TEST_NOTE_4,
POST_TEST_NOTE_5,
BREAK_HEIGHT,N/A,cm
LCA_WEIGTH,0,g
----------SENSOR CALIBRATION DATA (stored_value*A + B = raw_data)------
SENSOR,A,B,UNIT,ID
LOAD_X,0.0066227479759960566,-0.09415581367181144,Pounds,loadx1
LOAD_Y,1.2799672328388392,-3.2800440308728036,Pounds,loady1
IMU,1,0,Deg,imu1
POT,-0.011492785084918918,217.70208147107658,Deg,pot1
----------TEST DATA-----------
TIME (milliseconds),ANGLE_POT,ANGLE_IMU,LOAD_X,LOAD_Y
77.22899999999998,56.424,-0.974,2.5285,0.0
111.399,56.458,-0.448,2.5616,0.0
116.96999999999998,56.435,-0.823,2.5682,0.0
122.205,56.435,-1.353,2.5814,0.0
127.311,56.412,-1.277,2.5947,0.0
132.39499999999998,56.435,-0.673,2.6013,0.0
137.476,56.435,-0.899,2.6013,0.0
142.57,56.435,-0.899,2.6145,0.0
147.622,56.435,-1.277,2.6278,0.0
152.689,56.447,-0.823,2.6212,0.0
157.73999999999998,56.435,-1.429,2.6344,0.0
162.78599999999997,56.424,-0.974,2.6543,0.0
167.823,56.435,-1.05,2.6477,0.0
172.88,56.412,-1.05,2.6543,0.0
177.908,56.401,-0.448,2.6609,0.0
182.98799999999997,56.412,-0.598,2.6675,0.0
188.06,56.401,-0.598,2.6808,0.0
193.25099999999998,56.412,-0.899,2.6874,0.0
198.32999999999998,56.389,-0.298,2.6742,0.0
203.41799999999998,56.401,-0.0,2.6874,0.0
208.47899999999998,56.412,0.592,2.694,0.0
213.56,56.389,0.371,2.7006,0.0
218.63,56.389,0.074,2.7139,0.0
223.684,56.343,-0.224,2.7073,0.0
228.724,56.355,0.148,2.7139,0.0
233.792,56.355,0.074,2.7338,0.0
238.82899999999998,56.332,-0.823,2.7271,0.0
243.994,56.32,-0.748,2.7338,0.0
249.03499999999997,56.309,-0.373,2.747,0.0
254.168,56.286,0.074,2.7602,0.0
259.19399999999996,56.274,0.148,2.7536,0.0
264.312,56.263,-0.075,2.7602,0.0
269.38,56.24,-0.149,2.7735,0.0
274.418,56.24,-0.748,2.7801,0.0
279.42699999999996,56.205,-0.373,2.7934,0.0
284.47099999999995,56.217,-0.149,2.8132,0.0
289.50100000000003,56.194,0.222,2.8132,0.0
294.516,56.194,0.371,2.8265,0.0
299.542,56.171,-0.149,2.8331,0.0
304.71500000000003,56.171,-0.598,2.8397,0.0
309.78,56.159,-0.0,2.8596,0.0
314.913,56.137,-0.298,2.8662,0.0
319.926,56.137,-0.224,2.8728,0.0
325.00399999999996,56.102,-0.298,2.8795,0.0
330.07399999999996,56.091,-0.298,2.8861,0.0
335.22799999999995,56.102,-0.0,2.8927,0.0
340.269,56.091,0.148,2.8993,0.0
345.341,56.091,-0.075,2.9258,0.0
350.363,56.102,-0.298,2.9126,0.0
355.455,56.091,-0.448,2.9324,0.0
360.503,56.079,-0.523,2.9324,0.0
365.585,56.091,-0.748,2.9324,0.0
370.62899999999996,56.079,-0.075,2.9457,0.0
375.792,56.056,0.074,2.9391,0.0
380.852,56.045,-0.373,2.9523,0.0
385.945,56.056,-0.823,2.9523,0.0
390.974,56.045,-0.598,2.9656,0.0
396.138,56.056,-0.748,2.9656,0.0
401.283,56.045,-0.224,2.9788,0.0
406.391,56.01,-0.448,2.9788,0.0
411.52099999999996,56.022,-0.523,2.9854,0.0
416.614,56.022,-0.224,2.992,0.0
421.763,55.999,-0.224,2.9987,0.0
426.868,55.987,-0.298,2.992,0.0
431.99899999999997,55.976,-0.448,3.0119,0.0
437.075,55.964,-0.224,3.0185,0.0
442.214,56.022,-0.298,3.0252,0.0
447.28,56.01,-0.149,3.0318,0.0
452.31899999999996,56.01,0.222,3.0384,0.0
457.35699999999997,55.987,-0.448,3.045,0.0
462.383,56.022,-0.523,3.0583,0.0
467.402,55.964,0.074,3.0649,0.0
472.419,55.999,0.148,3.0715,0.0
477.466,55.976,0.297,3.0781,0.0
482.59999999999997,55.976,0.222,3.098,0.0
487.667,55.987,0.297,3.0914,0.0
492.786,55.976,-0.149,3.0848,0.0
497.835,55.953,0.371,3.1113,0.0
502.87799999999993,55.953,0.148,3.1046,0.0
507.89799999999997,55.964,0.371,3.1113,0.0
512.946,55.941,0.297,3.1311,0.0
517.9749999999999,55.918,0.371,3.1311,0.0
523.292,55.907,0.297,3.151,0.0
528.38,55.907,-0.298,3.151,0.0
533.505,55.895,0.444,3.1642,0.0
538.577,55.907,0.518,3.1841,0.0
543.6869999999999,55.861,0.518,3.1907,0.0
548.713,55.849,-0.075,3.1907,0.0
553.757,55.849,-0.373,3.2106,0.0
558.7679999999999,55.826,-0.523,3.2238,0.0
563.908,55.826,0.371,3.2172,0.0
568.939,55.803,-0.373,3.2371,0.0
573.97,55.734,-0.523,3.2503,0.0
579.001,55.734,-0.0,3.2636,0.0
584.129,55.688,-0.298,3.2702,0.0
589.185,55.677,-0.523,3.2768,0.0
594.298,55.665,0.074,3.2834,0.0
599.3199999999999,55.654,-0.075,3.2967,0.0
604.3929999999999,55.642,0.074,3.3033,0.0
609.4229999999999,55.631,-0.0,3.2967,0.0
614.4419999999999,55.619,0.074,3.3033,0.0
619.475,55.619,-0.224,3.3298,0.0
624.499,55.619,-0.523,3.3166,0.0
629.528,55.608,-0.149,3.3364,0.0
634.702,55.585,-0.0,3.3431,0.0
639.721,55.573,-0.075,3.3431,0.0
644.8269999999999,55.562,0.148,3.3431,0.0
649.862,55.562,0.148,3.3497,0.0
654.9,55.539,0.371,3.3629,0.0
659.9119999999999,55.527,0.297,3.3629,0.0
664.935,55.504,0.444,3.3695,0.0
669.9699999999999,55.527,0.886,3.3894,0.0
674.9879999999999,55.493,0.813,3.3828,0.0
680.0169999999999,55.47,0.739,3.3828,0.0
685.164,55.481,1.252,3.3894,0.0
690.215,55.493,0.666,3.3894,0.0
695.2689999999999,55.47,0.959,3.4027,0.0
700.31,55.447,0.666,3.4027,0.0
705.3309999999999,55.435,0.518,3.4159,0.0
710.3589999999999,55.447,0.297,3.4225,0.0
715.4119999999999,55.47,-0.149,3.4291,0.0
720.4459999999999,55.435,-0.0,3.4291,0.0
725.5899999999999,55.435,0.148,3.4424,0.0
730.645,55.424,0.074,3.4556,0.0
735.803,55.458,-0.673,3.4623,0.0
740.8489999999999,55.458,-0.075,3.4623,0.0
745.95,55.447,-0.0,3.4755,0.0
750.9899999999999,55.435,-0.748,3.502,0.0
756.1439999999999,55.435,-0.673,3.502,0.0
761.169,55.412,-0.0,3.5152,0.0
766.316,55.412,0.297,3.5351,0.0
771.424,55.424,0.518,3.5484,0.0
