===BEGIN_METADATA===
Test Name: 2026-04-08_204558_01,yyyy-mm-dd_hhmmss_{probe_num}
Note: For validation against DARLING. Hi-STIFFS v3.2
Test Type: Medium Lab w/o tops
"Speed: 50 ft/min,Stalk Spacing: 6in,Probe Height (m): 0.785
Number of ICB-Sensors: 5",Sensor Label(s): A B C D E,Sensor SNs: 001 002 003 004 005
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor A's Latest Calibration: 2026-02-28_181436,kA1: 349273.60227475094,dA1: 0.0045245532907721,cA1: 1102.3374494942836,kA2: 346675.0994387471,dA2: 0.0451524381538289,cA2: 681.8182371353614
ICB-Sensor B's Latest Calibration: 2026-02-28_191825,kB1: 285806.85492483515,dB1: 0.0038186954053924,cB1: 1779.0295562932731,kB2: 278780.10405734595,dB2: 0.0456960408628126,cB2: 910.3072104970925
ICB-Sensor C's Latest Calibration: 2026-02-28_203355,kC1: 400137.07123195945,dC1: 0.0045411310920291,cC1: 1788.4192282378208,kC2: 401512.5673837119,dC2: 0.0455171988670882,cC2: 942.1566234510974
ICB-Sensor D's Latest Calibration: 2026-02-26_195246,kD1: 327901.7793019196,dD1: 0.0055431319529345,cD1: 1092.3920580442064,kD2: 331651.3310431668,dD2: 0.0445085069339955,cD2: 837.0076372631593
ICB-Sensor E's Latest Calibration: 2026-03-13_134528,kE1: 398510.4590000597,dE1: 0.0051701866415987,cE1: -201.64965113438663,kE2: 410394.7094971476,dE2: 0.0473976078282431,cE2: -366.0193833265803
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Time_B_sec,Strain_B1_raw,Strain_B2_raw,Time_C_sec,Strain_C1_raw,Strain_C2_raw,Time_D_sec,Strain_D1_raw,Strain_D2_raw,Time_E_sec,Strain_E1_raw,Strain_E2_raw,Processed_Time
0.011003,+0019111,+0622809,0.011063,-8388608,-8388608,0.008289,+0293670,-0143446,0.009045,-0398981,+0614329,0.009103,+0854928,+0379752,20:46:02.015215
0.014292,+0019242,+0622600,0.014361,-8388608,-8388608,0.011526,+0293763,-0143595,0.011854,-0399008,+0614671,0.011919,+0854642,+0379814,20:46:02.048441
0.017610,+0019288,+0622977,0.017674,-8388608,-8388608,0.014808,+0293530,-0143632,0.017482,-0398924,+0614629,0.017551,+0854789,+0379805,20:46:02.048441
0.020857,+0019296,+0622995,0.020915,-8388608,-8388608,0.018043,+0293680,-0143726,0.020298,-0398929,+0614659,0.020356,+0854714,+0379745,20:46:02.048441
0.024128,+0019046,+0623069,0.024187,-8388608,-8388608,0.021284,+0293624,-0143540,0.023136,-0398992,+0614460,0.023203,+0854719,+0379459,20:46:02.048441
0.027376,+0019054,+0622609,0.027493,-8388608,-8388608,0.024535,+0293398,-0143532,0.026066,-0398948,+0614551,0.026001,+0854714,+0379796,20:46:02.048441
0.030636,+0019215,+0622731,0.030732,-8388608,-8388608,0.027781,+0293428,-0143586,0.028955,-0398912,+0614386,0.028827,+0854713,+0379774,20:46:02.048441
0.033889,+0019192,+0622806,0.033982,-8388608,-8388608,0.031021,+0294005,-0143533,0.031764,-0398864,+0614490,0.031622,+0854549,+0379693,20:46:02.048441
0.037144,+0019190,+0622569,0.037305,-8388608,-8388608,0.034278,+0295060,-0143784,0.037389,-0398696,+0614550,0.037233,+0854863,+0379527,20:46:02.048441
