===BEGIN_METADATA===
Test Name: 2026-04-08_204904_01,yyyy-mm-dd_hhmmss_{probe_num}
Note: For validation against DARLING. Hi-STIFFS v3.2
Test Type: Medium Lab w/o tops
"Speed: 50 ft/min,Stalk Spacing: 6in,Probe Height (m): 0.785
Number of ICB-Sensors: 5",Sensor Label(s): A B C D E,Sensor SNs: 001 002 003 004 005
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor A's Latest Calibration: 2026-02-28_181436,kA1: 349273.60227475094,dA1: 0.0045245532907721,cA1: 1102.3374494942836,kA2: 346675.0994387471,dA2: 0.0451524381538289,cA2: 681.8182371353614
ICB-Sensor B's Latest Calibration: 2026-02-28_191825,kB1: 285806.85492483515,dB1: 0.0038186954053924,cB1: 1779.0295562932731,kB2: 278780.10405734595,dB2: 0.0456960408628126,cB2: 910.3072104970925
ICB-Sensor C's Latest Calibration: 2026-02-28_203355,kC1: 400137.07123195945,dC1: 0.0045411310920291,cC1: 1788.4192282378208,kC2: 401512.5673837119,dC2: 0.0455171988670882,cC2: 942.1566234510974
ICB-Sensor D's Latest Calibration: 2026-02-26_195246,kD1: 327901.7793019196,dD1: 0.0055431319529345,cD1: 1092.3920580442064,kD2: 331651.3310431668,dD2: 0.0445085069339955,cD2: 837.0076372631593
ICB-Sensor E's Latest Calibration: 2026-03-13_134528,kE1: 398510.4590000597,dE1: 0.0051701866415987,cE1: -201.64965113438663,kE2: 410394.7094971476,dE2: 0.0473976078282431,cE2: -366.0193833265803
===END_METADATA===
===BEGIN_DATA===
0.140988,+0018685,+0622561,0.141134,-8388608,-8388608,0.141192,+0289746,-0147566,0.141576,-0398966,+0614856,0.140623,+0854290,+0377922,20:49:07.588288
0.144235,+0018702,+0622624,0.144371,-8388608,-8388608,0.144490,+0289763,-0147746,0.144430,-0399035,+0614816,0.143413,+0854290,+0378034,20:49:07.690366
0.147517,+0019023,+0622409,0.147653,-8388608,-8388608,0.147727,+0289564,-0147639,0.147238,-0399147,+0615010,0.146202,+0853951,+0377836,20:49:07.690366
0.150761,+0018899,+0622627,0.150890,-8388608,-8388608,0.150961,+0289604,-0147744,0.152860,-0398990,+0614705,0.151776,+0853971,+0378076,20:49:07.690366
0.154049,+0018720,+0622536,0.154128,-8388608,-8388608,0.154206,+0289752,-0147552,0.155748,-0399077,+0614992,0.154606,+0853971,+0377984,20:49:07.690366
0.157312,+0018720,+0622492,0.157459,-8388608,-8388608,0.157517,+0289752,-0147538,0.158555,-0398939,+0614748,0.157401,+0853756,+0378213,20:49:07.690366
0.160557,+0018802,+0622843,0.160695,-8388608,-8388608,0.160754,+0289616,-0147598,0.161361,-0399035,+0614998,0.160187,+0854077,+0377774,20:49:07.690366
0.163803,+0018802,+0622573,0.163934,-8388608,-8388608,0.163992,+0289616,-0147685,0.164184,-0398958,+0614908,0.162978,+0854077,+0378069,20:49:07.690366
0.167074,+0018951,+0622625,0.167219,-8388608,-8388608,0.167287,+0289570,-0147551,0.167015,-0398936,+0615048,0.165766,+0853905,+0377962,20:49:07.690366
0.170321,+0018874,+0622622,0.170455,-8388608,-8388608,0.170521,+0289652,-0147530,0.169821,-0398867,+0614925,0.168553,+0854159,+0378002,20:49:07.690366
0.173573,+0018866,+0622577,0.173694,-8388608,-8388608,0.173756,+0289787,-0147571,0.172627,-0399109,+0614789,0.171341,+0853928,+0378388,20:49:07.690366
0.176820,+0018923,+0622388,0.176994,-8388608,-8388608,0.177053,+0289839,-0147613,0.175435,-0399138,+0614769,0.176936,+0854088,+0377963,20:49:07.690366
0.180064,+0018905,+0622660,0.180233,-8388608,-8388608,0.180291,+0289693,-0147768,0.178281,-0399317,+0614801,0.179742,+0854148,+0377973,20:49:07.690366
0.183315,+0018975,+0622708,0.183472,-8388608,-8388608,0.183531,+0289590,-0147517,0.181086,-0399063,+0614802,0.182553,+0854004,+0378142,20:49:07.690366
0.186561,+0018802,+0622914,0.186824,-8388608,-8388608,0.186883,+0289792,-0147628,0.186705,-0399170,+0614855,0.185360,+0854018,+0377910,20:49:07.690366
0.189850,+0018797,+0622611,0.190061,-8388608,-8388608,0.190121,+0289677,-0147566,0.189511,-0398972,+0614745,0.188168,+0854045,+0377829,20:49:07.690366
0.193100,+0018886,+0622473,0.193297,-8388608,-8388608,0.193357,+0289468,-0147627,0.192321,-0399033,+0614858,0.190975,+0854160,+0377948,20:49:07.690366
0.196347,+0018783,+0622764,0.196648,-8388608,-8388608,0.196707,+0289828,-0147771,0.195126,-0399087,+0614818,0.196590,+0853882,+0378147,20:49:07.690366
0.199675,+0019151,+0622619,0.199886,-8388608,-8388608,0.199946,+0289796,-0147622,0.197936,-0398953,+0614772,0.199397,+0854014,+0377973,20:49:07.690366
0.202922,+0018906,+0622573,0.203131,-8388608,-8388608,0.203189,+0289742,-0147672,0.200742,-0399262,+0614693,0.202212,+0853796,+0377919,20:49:07.690366
0.206176,+0018980,+0622712,0.206483,-8388608,-8388608,0.206542,+0289502,-0147778,0.206365,-0398828,+0614701,0.205023,+0854037,+0377869,20:49:07.690366
0.209513,+0018926,+0622533,0.209722,-8388608,-8388608,0.209780,+0289492,-0147668,0.209175,-0399120,+0614714,0.207831,+0853843,+0377965,20:49:07.691368
0.212761,+0018761,+0622812,0.212959,-8388608,-8388608,0.213019,+0289802,-0147871,0.211994,-0398912,+0615001,0.210647,+0854020,+0377844,20:49:07.754802
0.216010,+0018875,+0622462,0.216197,-8388608,-8388608,0.216315,+0289736,-0147687,0.214815,-0398918,+0615017,0.216374,+0853840,+0377994,20:49:07.754802
0.219254,+0018746,+0622787,0.219446,-8388608,-8388608,0.219553,+0289539,-0147583,0.217690,-0398886,+0614714,0.219161,+0854011,+0378113,20:49:07.754802
0.222501,+0018696,+0622677,0.222690,-8388608,-8388608,0.222789,+0289732,-0147419,0.223359,-0399001,+0614924,0.222016,+0853984,+0378064,20:49:07.754802
0.225775,+0018609,+0622706,0.225935,-8388608,-8388608,0.226024,+0289220,-0147416,0.226196,-0399352,+0614949,0.224851,+0853497,+0378179,20:49:07.754802
0.229137,+0018845,+0622623,0.229196,-8388608,-8388608,0.229347,+0289093,-0147771,0.229015,-0399483,+0614674,0.227671,+0853618,+0378109,20:49:07.754802
0.251937,+0018800,+0622469,0.252031,-8388608,-8388608,0.252145,+0289684,-0147503,0.254463,-0398800,+0614882,0.252897,+0853583,+0378017,20:49:07.754802
0.255189,+0018650,+0622669,0.255276,-8388608,-8388608,0.255395,+0289707,-0147632,0.257277,-0398914,+0614837,0.255721,+0853947,+0378160,20:49:07.754802
0.258448,+0019021,+0622632,0.258570,-8388608,-8388608,0.258635,+0289719,-0147568,0.260128,-0398972,+0614885,0.258512,+0853991,+0377993,20:49:07.754802
0.261693,+0019021,+0622631,0.261807,-8388608,-8388608,0.261870,+0289719,-0147531,0.262935,-0398869,+0615005,0.261298,+0854162,+0378101,20:49:07.754802
0.264940,+0018677,+0622704,0.265044,-8388608,-8388608,0.265106,+0289622,-0147485,0.265743,-0398942,+0614885,0.264084,+0853958,+0378068,20:49:07.754802
0.268187,+0018925,+0622589,0.268323,-8388608,-8388608,0.268381,+0289658,-0147530,0.268550,-0399005,+0614766,0.266872,+0854166,+0377927,20:49:07.754802
0.271460,+0019009,+0622582,0.271559,-8388608,-8388608,0.271674,+0289667,-0147698,0.271401,-0399229,+0614724,0.269658,+0854179,+0377778,20:49:07.754802
0.274705,+0018836,+0622616,0.274796,-8388608,-8388608,0.274910,+0289774,-0147457,0.274206,-0398873,+0614793,0.272444,+0854020,+0378192,20:49:07.754802
0.277953,+0019035,+0622607,0.278078,-8388608,-8388608,0.278149,+0289727,-0147582,0.277019,-0398979,+0614812,0.278020,+0854064,+0377959,20:49:07.754802
0.281200,+0018890,+0622899,0.281317,-8388608,-8388608,0.281384,+0289543,-0147696,0.279828,-0398881,+0614843,0.280807,+0853879,+0378000,20:49:07.754802
0.284444,+0018744,+0622706,0.284553,-8388608,-8388608,0.284621,+0289527,-0147808,0.282661,-0398947,+0615043,0.283593,+0854018,+0378051,20:49:07.754802
0.287693,+0019016,+0622580,0.287834,-8388608,-8388608,0.287893,+0289584,-0147725,0.285469,-0398910,+0615120,0.286381,+0854067,+0377813,20:49:07.754802
0.290939,+0018646,+0622641,0.291071,-8388608,-8388608,0.291187,+0289594,-0147622,0.291129,-0399127,+0614761,0.289168,+0853993,+0378113,20:49:07.754802
0.294212,+0018935,+0622712,0.294307,-8388608,-8388608,0.294422,+0289628,-0147624,0.293934,-0398949,+0614918,0.291956,+0853977,+0377979,20:49:07.754802
0.297458,+0018766,+0622757,0.297595,-8388608,-8388608,0.297659,+0289495,-0147603,0.296750,-0398919,+0614891,0.297530,+0854219,+0378100,20:49:07.789420
0.300703,+0018861,+0622725,0.300834,-8388608,-8388608,0.300896,+0289582,-0147575,0.299560,-0398939,+0614948,0.300321,+0854022,+0377991,20:49:07.789420
0.303947,+0018734,+0622564,0.304071,-8388608,-8388608,0.304132,+0289643,-0147691,0.302383,-0399112,+0614917,0.303107,+0854064,+0378001,20:49:07.789420
0.307207,+0018699,+0622542,0.307370,-8388608,-8388608,0.307428,+0289746,-0147582,0.305193,-0399085,+0614712,0.305900,+0853830,+0377844,20:49:07.789420
0.310456,+0018841,+0622572,0.310608,-8388608,-8388608,0.310667,+0289698,-0147641,0.308084,-0398902,+0614943,0.308705,+0854021,+0378083,20:49:07.789420
0.313703,+0018909,+0622817,0.313847,-8388608,-8388608,0.313905,+0289655,-0147877,0.313763,-0399184,+0614927,0.311492,+0854274,+0377981,20:49:07.789420
0.316949,+0018770,+0622655,0.317131,-8388608,-8388608,0.317190,+0289691,-0147536,0.316575,-0398930,+0614762,0.317071,+0853965,+0377854,20:49:07.789420
0.320198,+0018845,+0622700,0.320368,-8388608,-8388608,0.320426,+0289697,-0147652,0.319384,-0399015,+0614852,0.319862,+0854142,+0377901,20:49:07.789420
0.323442,+0018976,+0622742,0.323651,-8388608,-8388608,0.323710,+0289567,-0147464,0.322189,-0398850,+0614830,0.322650,+0854134,+0377692,20:49:07.789420
0.326687,+0018984,+0622800,0.326888,-8388608,-8388608,0.326947,+0289650,-0147593,0.324996,-0399027,+0614826,0.325436,+0854102,+0377851,20:49:07.789420
0.329933,+0018801,+0622924,0.330126,-8388608,-8388608,0.330184,+0289650,-0147664,0.327806,-0398841,+0614802,0.328222,+0854010,+0377750,20:49:07.789420
0.333178,+0018706,+0622656,0.333362,-8388608,-8388608,0.333479,+0289531,-0147720,0.333420,-0398860,+0614963,0.331008,+0853903,+0378090,20:49:07.789420
0.336422,+0018866,+0622698,0.336643,-8388608,-8388608,0.336715,+0289492,-0147666,0.336263,-0399007,+0614981,0.336582,+0853983,+0377965,20:49:07.789420
0.339671,+0019068,+0622804,0.339880,-8388608,-8388608,0.339950,+0289715,-0147570,0.339076,-0398988,+0614762,0.339371,+0854132,+0377913,20:49:07.789420
0.342916,+0018836,+0622699,0.343118,-8388608,-8388608,0.343185,+0289562,-0147572,0.341882,-0399002,+0614617,0.342159,+0853949,+0377901,20:49:07.789420
0.346163,+0018729,+0622804,0.346398,-8388608,-8388608,0.346457,+0289721,-0147629,0.344691,-0399048,+0614861,0.344945,+0854296,+0377884,20:49:07.789420
0.349417,+0019053,+0622749,0.349635,-8388608,-8388608,0.349694,+0289761,-0147450,0.347503,-0399083,+0614825,0.347733,+0853846,+0378122,20:49:07.821361
0.352663,+0018804,+0622555,0.352872,-8388608,-8388608,0.352930,+0289756,-0147742,0.350313,-0399153,+0615081,0.350522,+0854004,+0377959,20:49:07.893427
0.355909,+0018864,+0622664,0.356175,-8388608,-8388608,0.356241,+0289404,-0147411,0.356003,-0398938,+0614869,0.356096,+0853911,+0377894,20:49:07.893427
0.359204,+0018673,+0622629,0.359417,-8388608,-8388608,0.359480,+0289548,-0147702,0.358867,-0399236,+0615031,0.358925,+0854006,+0378112,20:49:07.893427
0.362449,+0018866,+0622524,0.362654,-8388608,-8388608,0.362714,+0289664,-0147649,0.361674,-0399243,+0614796,0.361732,+0853737,+0378018,20:49:07.893427
0.365698,+0018996,+0622556,0.366004,-8388608,-8388608,0.366063,+0289736,-0147645,0.364481,-0399084,+0614825,0.364541,+0853887,+0377831,20:49:07.893427
0.369033,+0018883,+0622487,0.369240,-8388608,-8388608,0.369300,+0289761,-0147696,0.367289,-0399001,+0614907,0.367354,+0854082,+0378145,20:49:07.893427
0.372278,+0018794,+0622575,0.372477,-8388608,-8388608,0.372536,+0289634,-0147629,0.370103,-0399097,+0614929,0.370161,+0854154,+0378171,20:49:07.893427
0.375526,+0018922,+0622591,0.375776,-8388608,-8388608,0.375894,+0289811,-0147673,0.375717,-0398880,+0614876,0.375835,+0854053,+0377903,20:49:07.893427
0.378805,+0018750,+0622562,0.379012,-8388608,-8388608,0.379130,+0289737,-0147412,0.378528,-0398992,+0614733,0.378635,+0853873,+0377952,20:49:07.893427
0.382052,+0018855,+0622732,0.382251,-8388608,-8388608,0.382367,+0289775,-0147770,0.381334,-0398915,+0614826,0.381423,+0854194,+0377995,20:49:07.893427
0.385296,+0018923,+0622732,0.385489,-8388608,-8388608,0.385670,+0289634,-0147654,0.384140,-0399121,+0614853,0.384209,+0854152,+0378268,20:49:07.893427
0.388545,+0018957,+0622629,0.388730,-8388608,-8388608,0.388906,+0289486,-0147679,0.386982,-0398951,+0614902,0.387041,+0853998,+0377830,20:49:07.893427
0.391789,+0018953,+0622680,0.391969,-8388608,-8388608,0.392141,+0289671,-0147698,0.389787,-0399175,+0614777,0.389846,+0853859,+0378050,20:49:07.893427
0.395036,+0018815,+0622548,0.395206,-8388608,-8388608,0.395375,+0289667,-0147678,0.395434,-0398948,+0615058,0.395494,+0854180,+0377981,20:49:07.893427
0.398342,+0018959,+0622494,0.398461,-8388608,-8388608,0.398616,+0289596,-0147707,0.398284,-0398958,+0614766,0.398402,+0854023,+0378057,20:49:07.893427
0.401587,+0018973,+0622646,0.401701,-8388608,-8388608,0.401851,+0289569,-0147748,0.401092,-0399184,+0615016,0.401190,+0854186,+0378089,20:49:07.893427
0.404831,+0018954,+0622672,0.404937,-8388608,-8388608,0.405089,+0289669,-0147682,0.403900,-0398961,+0614774,0.403976,+0853912,+0377978,20:49:07.893427
0.408084,+0018954,+0622700,0.408288,-8388608,-8388608,0.408382,+0289648,-0147566,0.406707,-0398969,+0614745,0.406824,+0854098,+0378065,20:49:07.893427
0.411358,+0018943,+0622545,0.411526,-8388608,-8388608,0.411617,+0289593,-0147659,0.409575,-0398881,+0614841,0.409635,+0853871,+0377956,20:49:07.893427
0.414603,+0019017,+0622759,0.414765,-8388608,-8388608,0.414854,+0289814,-0147609,0.412407,-0398865,+0614705,0.412467,+0853955,+0378069,20:49:07.921365
0.417873,+0018987,+0622754,0.418002,-8388608,-8388608,0.418177,+0289542,-0147655,0.418061,-0398895,+0614954,0.418119,+0854039,+0378160,20:49:07.921365
0.421206,+0018868,+0622503,0.421264,-8388608,-8388608,0.421411,+0289686,-0147609,0.420870,-0399025,+0614617,0.420929,+0854151,+0378135,20:49:07.955013
0.424451,+0018787,+0622680,0.424510,-8388608,-8388608,0.424646,+0289628,-0147655,0.423676,-0398882,+0614888,0.423735,+0854190,+0378015,20:49:07.955013
0.427730,+0018889,+0622771,0.427821,-8388608,-8388608,0.427889,+0289903,-0147536,0.426487,-0398879,+0614913,0.426561,+0853851,+0378149,20:49:07.955013
0.431105,+0018893,+0622794,0.431227,-8388608,-8388608,0.431164,+0289630,-0147364,0.429354,-0399329,+0614839,0.429424,+0853552,+0378120,20:49:07.955013
0.434352,+0018700,+0622662,0.434469,-8388608,-8388608,0.434410,+0289150,-0147291,0.432170,-0399465,+0614644,0.432234,+0853530,+0378282,20:49:07.955013
0.437610,+0018716,+0622843,0.437732,-8388608,-8388608,0.437674,+0289356,-0147307,0.437792,-0398899,+0614936,0.437851,+0854039,+0378046,20:49:07.955013
0.440943,+0018833,+0622537,0.441060,-8388608,-8388608,0.441001,+0289138,-0147406,0.440604,-0399356,+0614981,0.440662,+0853419,+0378109,20:49:07.955013
0.444187,+0018886,+0622669,0.444305,-8388608,-8388608,0.444246,+0288952,-0147482,0.443416,-0399336,+0615055,0.443474,+0853776,+0378240,20:49:07.955013
0.454029,+0018760,+0622825,0.454147,-8388608,-8388608,0.454088,+0289576,-0147491,0.454652,-0398825,+0614827,0.454719,+0853898,+0378025,20:49:07.955013
0.457325,+0018760,+0622354,0.457445,-8388608,-8388608,0.457386,+0289576,-0147576,0.457505,-0398825,+0614682,0.457564,+0853898,+0378108,20:49:07.955013
0.460662,+0018967,+0622680,0.460784,-8388608,-8388608,0.460725,+0289526,-0147565,0.460318,-0399228,+0614573,0.460387,+0853886,+0377938,20:49:07.955013
0.463906,+0018888,+0622439,0.464025,-8388608,-8388608,0.463966,+0289639,-0147745,0.463134,-0399040,+0614842,0.463193,+0853819,+0377884,20:49:07.955013
0.467154,+0019046,+0622573,0.467276,-8388608,-8388608,0.467217,+0289688,-0147592,0.465940,-0399016,+0614920,0.466000,+0854016,+0377903,20:49:07.955013
0.470499,+0018864,+0622496,0.470618,-8388608,-8388608,0.470558,+0289640,-0147736,0.468748,-0399220,+0614801,0.468818,+0853971,+0378164,20:49:07.955013
0.473746,+0018823,+0622532,0.473863,-8388608,-8388608,0.473804,+0289684,-0147503,0.471566,-0399093,+0614644,0.471624,+0853812,+0378347,20:49:07.955013
0.476991,+0018804,+0622651,0.477108,-8388608,-8388608,0.477050,+0289602,-0147682,0.477179,-0399025,+0614781,0.477239,+0854060,+0378173,20:49:07.955013
0.480327,+0018804,+0622595,0.480444,-8388608,-8388608,0.480385,+0289602,-0147654,0.479991,-0399025,+0614797,0.480050,+0854060,+0377896,20:49:07.955013
0.483572,+0019002,+0622542,0.483691,-8388608,-8388608,0.483631,+0289625,-0147587,0.482796,-0399021,+0614985,0.482855,+0853957,+0378084,20:49:07.955013
0.486818,+0018654,+0622647,0.486934,-8388608,-8388608,0.486876,+0289724,-0147592,0.485603,-0399135,+0614726,0.485661,+0853970,+0378159,20:49:07.955013
0.490155,+0018898,+0622652,0.490274,-8388608,-8388608,0.490215,+0289677,-0147749,0.488411,-0399015,+0614840,0.488474,+0853962,+0378193,20:49:07.955013
0.493401,+0018923,+0622811,0.493519,-8388608,-8388608,0.493459,+0289869,-0147687,0.491223,-0398981,+0614846,0.491282,+0854068,+0377963,20:49:07.955013
0.496646,+0018669,+0622665,0.496765,-8388608,-8388608,0.496706,+0289711,-0147645,0.496837,-0399074,+0614910,0.496896,+0853964,+0378132,20:49:08.055032
0.500000,+0018646,+0622614,0.500121,-8388608,-8388608,0.500058,+0289668,-0147532,0.499656,-0399115,+0614713,0.499751,+0853893,+0378312,20:49:08.055032
