===BEGIN_METADATA===
Test Name: 2026-04-08_203911_01,yyyy-mm-dd_hhmmss_{probe_num}
Note: For validation against DARLING. Hi-STIFFS v3.2
Test Type: Medium Lab w/o tops
"Speed: 25 ft/min,Stalk Spacing: 6in,Probe Height (m): 0.785
Number of ICB-Sensors: 5",Sensor Label(s): A B C D E,Sensor SNs: 001 002 003 004 005
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor A's Latest Calibration: 2026-02-28_181436,kA1: 349273.60227475094,dA1: 0.0045245532907721,cA1: 1102.3374494942836,kA2: 346675.0994387471,dA2: 0.0451524381538289,cA2: 681.8182371353614
ICB-Sensor B's Latest Calibration: 2026-02-28_191825,kB1: 285806.85492483515,dB1: 0.0038186954053924,cB1: 1779.0295562932731,kB2: 278780.10405734595,dB2: 0.0456960408628126,cB2: 910.3072104970925
ICB-Sensor C's Latest Calibration: 2026-02-28_203355,kC1: 400137.07123195945,dC1: 0.0045411310920291,cC1: 1788.4192282378208,kC2: 401512.5673837119,dC2: 0.0455171988670882,cC2: 942.1566234510974
ICB-Sensor D's Latest Calibration: 2026-02-26_195246,kD1: 327901.7793019196,dD1: 0.0055431319529345,cD1: 1092.3920580442064,kD2: 331651.3310431668,dD2: 0.0445085069339955,cD2: 837.0076372631593
ICB-Sensor E's Latest Calibration: 2026-03-13_134528,kE1: 398510.4590000597,dE1: 0.0051701866415987,cE1: -201.64965113438663,kE2: 410394.7094971476,dE2: 0.0473976078282431,cE2: -366.0193833265803
===END_METADATA===
===BEGIN_DATA===
0.046684,+0019434,+0622937,0.046754,-8388608,-8388608,0.046939,+0304833,-0138787,0.045730,-0399111,+0613956,0.045487,+0855227,+0380045,20:39:20.816994
0.049998,+0019466,+0622780,0.050057,-8388608,-8388608,0.050211,+0304731,-0138669,0.048535,-0399033,+0614204,0.048274,+0855439,+0379942,20:39:20.816994
0.053249,+0019606,+0623077,0.053320,-8388608,-8388608,0.053448,+0304326,-0139005,0.051342,-0398837,+0614378,0.051062,+0855110,+0379875,20:39:20.816994
0.056497,+0019338,+0623105,0.056557,-8388608,-8388608,0.056716,+0304739,-0138592,0.054149,-0398600,+0614195,0.056658,+0855407,+0379838,20:39:20.816994
0.059741,+0019490,+0623144,0.059860,-8388608,-8388608,0.059952,+0304708,-0138822,0.059801,-0398854,+0614335,0.059444,+0855248,+0379840,20:39:20.816994
0.062990,+0019428,+0622742,0.063099,-8388608,-8388608,0.063190,+0304898,-0138777,0.062609,-0398943,+0614062,0.062232,+0855324,+0379964,20:39:20.816994
0.066237,+0019320,+0623157,0.066337,-8388608,-8388608,0.066474,+0304815,-0138818,0.065422,-0398753,+0614259,0.065023,+0855277,+0379781,20:39:20.816994
0.069489,+0019589,+0623077,0.069573,-8388608,-8388608,0.069710,+0304785,-0138759,0.068229,-0398987,+0614092,0.067809,+0855448,+0379998,20:39:20.816994
0.072734,+0019355,+0622895,0.072812,-8388608,-8388608,0.072947,+0304749,-0138703,0.071037,-0399014,+0614233,0.073393,+0855343,+0380043,20:39:20.816994
0.075978,+0019379,+0622844,0.076049,-8388608,-8388608,0.076240,+0304686,-0138893,0.073863,-0398759,+0614326,0.076181,+0855399,+0379869,20:39:20.816994
0.079257,+0019388,+0622709,0.079315,-8388608,-8388608,0.079476,+0304889,-0138853,0.079535,-0398879,+0614217,0.078969,+0855431,+0379983,20:39:20.816994
0.082501,+0019496,+0623151,0.082561,-8388608,-8388608,0.082711,+0304776,-0138849,0.082400,-0398584,+0614226,0.081758,+0855154,+0379910,20:39:20.850426
0.085746,+0019513,+0622856,0.085806,-8388608,-8388608,0.086001,+0304746,-0138853,0.085221,-0398865,+0614171,0.084546,+0855361,+0379921,20:39:20.850426
0.089018,+0019409,+0623042,0.089076,-8388608,-8388608,0.089238,+0304905,-0138783,0.088028,-0398728,+0614277,0.087335,+0855299,+0379888,20:39:20.850426
0.092298,+0019608,+0622733,0.092357,-8388608,-8388608,0.092513,+0304577,-0138653,0.093646,-0398791,+0614213,0.092910,+0855355,+0380028,20:39:20.850426
0.095553,+0019608,+0623004,0.095618,-8388608,-8388608,0.095808,+0304577,-0138794,0.096510,-0399030,+0614029,0.095736,+0855355,+0379871,20:39:20.850426
0.098844,+0019450,+0623047,0.098904,-8388608,-8388608,0.099046,+0304373,-0138844,0.099337,-0398910,+0613967,0.098557,+0855193,+0379840,20:39:20.850426
0.102093,+0019474,+0622975,0.102218,-8388608,-8388608,0.102285,+0304134,-0138606,0.102156,-0398991,+0614087,0.104149,+0855169,+0379956,20:39:20.850426
0.105349,+0019474,+0623081,0.105474,-8388608,-8388608,0.105532,+0304134,-0138820,0.104978,-0398991,+0614221,0.104149,+0855254,+0379956,20:39:20.850426
0.108593,+0019563,+0623112,0.108714,-8388608,-8388608,0.108774,+0304972,-0138852,0.107787,-0398870,+0614166,0.107029,+0854971,+0379919,20:39:20.850426
0.111840,+0019545,+0622950,0.111952,-8388608,-8388608,0.112071,+0304630,-0138780,0.113417,-0398927,+0614292,0.112603,+0855259,+0380008,20:39:20.850426
0.115104,+0019545,+0622875,0.115196,-8388608,-8388608,0.115310,+0304630,-0138782,0.116228,-0398883,+0614214,0.115399,+0855285,+0379971,20:39:20.850426
0.118349,+0019623,+0622825,0.118470,-8388608,-8388608,0.118545,+0304801,-0138669,0.119034,-0398995,+0614134,0.118187,+0855333,+0379832,20:39:20.850426
0.121593,+0019456,+0622795,0.121709,-8388608,-8388608,0.121781,+0304856,-0138730,0.121843,-0398726,+0614226,0.120973,+0855390,+0379875,20:39:20.850426
0.124854,+0019523,+0622961,0.124969,-8388608,-8388608,0.125028,+0304731,-0138582,0.124694,-0398893,+0614317,0.123772,+0855126,+0379920,20:39:20.850426
0.128098,+0019448,+0622984,0.128236,-8388608,-8388608,0.128294,+0304695,-0138618,0.127503,-0399153,+0614222,0.126559,+0855240,+0380219,20:39:20.850426
0.131345,+0019600,+0622982,0.131473,-8388608,-8388608,0.131532,+0304900,-0138739,0.130310,-0398769,+0614115,0.129345,+0855402,+0380042,20:39:20.850426
0.134611,+0019609,+0622997,0.134711,-8388608,-8388608,0.134828,+0304836,-0138886,0.133150,-0398958,+0614094,0.132131,+0855255,+0379998,20:39:20.850426
0.137858,+0019597,+0623017,0.137992,-8388608,-8388608,0.138065,+0304757,-0138894,0.135956,-0398828,+0614214,0.137708,+0855469,+0379715,20:39:20.850426
0.141104,+0019440,+0622994,0.141230,-8388608,-8388608,0.141300,+0304886,-0138874,0.138763,-0398764,+0614109,0.140494,+0855232,+0379946,20:39:20.850426
0.144355,+0019526,+0622964,0.144477,-8388608,-8388608,0.144537,+0304682,-0138851,0.144414,-0398627,+0614318,0.143283,+0855142,+0379891,20:39:20.850426
0.147600,+0019356,+0622937,0.147745,-8388608,-8388608,0.147804,+0304846,-0138785,0.147221,-0398763,+0614036,0.146070,+0855455,+0380057,20:39:20.850426
0.150848,+0019384,+0623056,0.150982,-8388608,-8388608,0.151041,+0304911,-0138793,0.150027,-0398914,+0614163,0.148857,+0855193,+0379991,20:39:20.850426
0.154101,+0019456,+0623151,0.154219,-8388608,-8388608,0.154339,+0304895,-0138799,0.152836,-0398945,+0614404,0.154441,+0855333,+0379969,20:39:20.916813
0.157395,+0019393,+0622914,0.157519,-8388608,-8388608,0.157595,+0303726,-0138541,0.155684,-0398965,+0614189,0.157236,+0855143,+0380045,20:39:20.916813
0.160647,+0019498,+0622769,0.160774,-8388608,-8388608,0.160834,+0304891,-0138752,0.158528,-0398797,+0614084,0.160051,+0855288,+0379976,20:39:20.916813
0.163898,+0019624,+0622986,0.164013,-8388608,-8388608,0.164072,+0304822,-0138671,0.161396,-0398904,+0614115,0.162867,+0855241,+0380049,20:39:20.916813
0.167147,+0019363,+0622993,0.167351,-8388608,-8388608,0.167409,+0304700,-0138725,0.167019,-0399095,+0614082,0.165675,+0855434,+0379997,20:39:20.916813
0.170393,+0019309,+0623081,0.170588,-8388608,-8388608,0.170648,+0304865,-0138850,0.169824,-0398942,+0614200,0.168480,+0855232,+0380067,20:39:20.916813
0.173641,+0019470,+0623118,0.173828,-8388608,-8388608,0.173886,+0304919,-0138764,0.172632,-0399168,+0614177,0.171287,+0855210,+0379925,20:39:20.916813
0.176962,+0019445,+0622887,0.177174,-8388608,-8388608,0.177232,+0304797,-0138871,0.175440,-0398937,+0614169,0.176904,+0855434,+0380023,20:39:20.916813
0.180208,+0019463,+0622777,0.180411,-8388608,-8388608,0.180469,+0304745,-0138738,0.178248,-0398808,+0614165,0.179712,+0855371,+0379733,20:39:20.916813
0.183453,+0019471,+0622825,0.183650,-8388608,-8388608,0.183710,+0304908,-0138832,0.181056,-0398981,+0614131,0.182530,+0855275,+0379822,20:39:20.916813
0.186706,+0019279,+0622900,0.186888,-8388608,-8388608,0.187063,+0304766,-0138690,0.186825,-0398920,+0614232,0.185328,+0855081,+0379766,20:39:20.916813
0.189952,+0019540,+0622866,0.190125,-8388608,-8388608,0.190298,+0304729,-0138766,0.189632,-0399025,+0614277,0.188160,+0855209,+0379883,20:39:20.916813
0.193197,+0019476,+0622917,0.193365,-8388608,-8388608,0.193533,+0304934,-0138948,0.192440,-0398903,+0614187,0.190949,+0855332,+0380018,20:39:20.916813
0.196443,+0019502,+0623042,0.196606,-8388608,-8388608,0.196825,+0304915,-0138632,0.195267,-0398788,+0614187,0.196540,+0855382,+0379882,20:39:20.916813
0.199688,+0019518,+0622844,0.199845,-8388608,-8388608,0.200060,+0304875,-0138871,0.198125,-0398902,+0614433,0.199329,+0855698,+0379773,20:39:20.916813
0.202938,+0019405,+0623025,0.203084,-8388608,-8388608,0.203299,+0304893,-0138799,0.200933,-0398791,+0614245,0.202118,+0855184,+0379842,20:39:20.950177
0.206246,+0019291,+0622910,0.206389,-8388608,-8388608,0.206611,+0304681,-0138881,0.206553,-0398906,+0614168,0.204912,+0855387,+0379952,20:39:20.950177
0.209519,+0019336,+0622958,0.209633,-8388608,-8388608,0.209846,+0304812,-0138609,0.209358,-0398915,+0614086,0.207725,+0855519,+0379987,20:39:20.950177
0.212765,+0019518,+0622881,0.212872,-8388608,-8388608,0.213082,+0304873,-0138637,0.212167,-0399017,+0614158,0.213303,+0855402,+0379970,20:39:20.950177
0.216020,+0019461,+0622980,0.216152,-8388608,-8388608,0.216376,+0304876,-0138698,0.214980,-0398744,+0614276,0.216093,+0855432,+0379650,20:39:20.950177
0.219299,+0019496,+0622971,0.219389,-8388608,-8388608,0.219611,+0304751,-0138802,0.217837,-0398667,+0614049,0.218880,+0855128,+0379776,20:39:20.950177
0.222545,+0019408,+0623070,0.222627,-8388608,-8388608,0.222847,+0304935,-0138641,0.223454,-0399060,+0614205,0.221667,+0855337,+0379977,20:39:20.950177
0.225796,+0019542,+0622960,0.225913,-8388608,-8388608,0.226136,+0304852,-0138803,0.226264,-0398857,+0614246,0.224457,+0855420,+0379946,20:39:20.950177
0.229040,+0019482,+0623031,0.229157,-8388608,-8388608,0.229371,+0304672,-0138822,0.229098,-0398918,+0614324,0.227248,+0855450,+0379882,20:39:20.950177
0.232286,+0019418,+0622965,0.232396,-8388608,-8388608,0.232609,+0304882,-0138780,0.231903,-0398626,+0614381,0.232821,+0855280,+0379919,20:39:20.950177
0.235535,+0019482,+0622957,0.235669,-8388608,-8388608,0.235892,+0304913,-0138616,0.234712,-0398626,+0614138,0.235611,+0855561,+0379860,20:39:20.950177
0.238779,+0019339,+0622921,0.238906,-8388608,-8388608,0.239129,+0304655,-0138716,0.237570,-0399026,+0614050,0.238397,+0855227,+0379787,20:39:20.950177
0.242058,+0019513,+0622882,0.242143,-8388608,-8388608,0.242365,+0304864,-0138698,0.243184,-0398828,+0614253,0.241183,+0855272,+0379567,20:39:20.950177
0.245307,+0019505,+0622854,0.245432,-8388608,-8388608,0.245654,+0304694,-0138825,0.245990,-0398913,+0614220,0.243978,+0855435,+0380097,20:39:20.950177
0.248551,+0019355,+0622948,0.248668,-8388608,-8388608,0.248891,+0304981,-0138722,0.248796,-0399107,+0614110,0.246767,+0855424,+0379944,20:39:20.950177
0.251796,+0019518,+0622988,0.251911,-8388608,-8388608,0.252129,+0304806,-0138699,0.251635,-0398847,+0614264,0.252340,+0855405,+0379977,20:39:21.017075
0.255044,+0019518,+0622976,0.255199,-8388608,-8388608,0.255428,+0304878,-0138791,0.254448,-0398847,+0614071,0.255137,+0855323,+0379909,20:39:21.017075
0.258309,+0019479,+0622979,0.258437,-8388608,-8388608,0.258663,+0304766,-0138694,0.257299,-0398655,+0614234,0.257927,+0855459,+0379810,20:39:21.017075
0.261586,+0019524,+0622997,0.261674,-8388608,-8388608,0.261898,+0304649,-0138883,0.260126,-0398788,+0614099,0.260716,+0855392,+0379953,20:39:21.017075
0.264830,+0019288,+0622941,0.264958,-8388608,-8388608,0.265183,+0304873,-0138720,0.262932,-0398779,+0614068,0.263506,+0855229,+0379831,20:39:21.017075
0.268077,+0019338,+0623041,0.268196,-8388608,-8388608,0.268418,+0304842,-0138720,0.265760,-0399009,+0614140,0.266293,+0855102,+0379852,20:39:21.017075
0.271325,+0019380,+0622909,0.271442,-8388608,-8388608,0.271656,+0305126,-0138824,0.271383,-0398920,+0613990,0.269081,+0855231,+0379969,20:39:21.017075
0.274569,+0019449,+0623055,0.274712,-8388608,-8388608,0.274935,+0304891,-0138833,0.274198,-0398877,+0614015,0.274653,+0855106,+0379760,20:39:21.017075
0.277814,+0019448,+0622949,0.277949,-8388608,-8388608,0.278169,+0304718,-0138845,0.277006,-0399028,+0614220,0.277439,+0855247,+0379975,20:39:21.017075
0.281060,+0019600,+0623191,0.281188,-8388608,-8388608,0.281404,+0304790,-0138793,0.279845,-0398922,+0614105,0.280225,+0855163,+0379952,20:39:21.017075
0.284337,+0019572,+0622956,0.284469,-8388608,-8388608,0.284691,+0304849,-0138761,0.282652,-0398854,+0614414,0.283013,+0855460,+0379946,20:39:21.017075
0.287582,+0019526,+0623021,0.287707,-8388608,-8388608,0.287926,+0304909,-0138912,0.285466,-0398882,+0614234,0.285804,+0855342,+0379848,20:39:21.017075
0.290828,+0019495,+0623023,0.290946,-8388608,-8388608,0.291161,+0304675,-0138962,0.291079,-0398726,+0614242,0.288590,+0855347,+0379911,20:39:21.017075
0.294082,+0019404,+0622989,0.294222,-8388608,-8388608,0.294447,+0304912,-0138714,0.293921,-0399074,+0614339,0.294164,+0855243,+0379872,20:39:21.116685
0.297327,+0019453,+0622836,0.297459,-8388608,-8388608,0.297682,+0305047,-0138904,0.296729,-0398965,+0614229,0.296950,+0855395,+0379986,20:39:21.116685
0.300573,+0019553,+0622971,0.300698,-8388608,-8388608,0.300917,+0304825,-0138666,0.299536,-0398694,+0614048,0.299736,+0855332,+0380174,20:39:21.116685
0.303877,+0019460,+0622992,0.303994,-8388608,-8388608,0.304220,+0304754,-0138757,0.302409,-0398849,+0614021,0.302541,+0855206,+0379882,20:39:21.116685
0.307121,+0019460,+0622980,0.307231,-8388608,-8388608,0.307456,+0304722,-0138754,0.305222,-0399010,+0614118,0.305329,+0855263,+0379988,20:39:21.116685
0.310365,+0019371,+0622835,0.310467,-8388608,-8388608,0.310697,+0304931,-0138951,0.308044,-0398860,+0614308,0.308116,+0855288,+0379939,20:39:21.116685
0.313614,+0019435,+0622855,0.313796,-8388608,-8388608,0.313989,+0304866,-0138764,0.313677,-0398741,+0614289,0.313737,+0855504,+0379968,20:39:21.116685
0.316862,+0019426,+0622875,0.317034,-8388608,-8388608,0.317224,+0305016,-0138665,0.316483,-0398882,+0613931,0.316545,+0855329,+0380031,20:39:21.116685
0.320109,+0019387,+0622907,0.320271,-8388608,-8388608,0.320459,+0304954,-0138766,0.319291,-0398840,+0614259,0.319350,+0855469,+0379835,20:39:21.116685
0.323356,+0019437,+0622901,0.323511,-8388608,-8388608,0.323700,+0304849,-0138862,0.322142,-0398785,+0614243,0.322201,+0855596,+0379651,20:39:21.116685
0.326718,+0019437,+0622823,0.326776,-8388608,-8388608,0.326935,+0304879,-0138878,0.324976,-0399047,+0614190,0.325036,+0855550,+0379986,20:39:21.116685
0.329962,+0019508,+0622954,0.330021,-8388608,-8388608,0.330170,+0304856,-0138790,0.327782,-0398838,+0614161,0.327841,+0855553,+0379865,20:39:21.116685
0.333208,+0019536,+0622890,0.333271,-8388608,-8388608,0.333513,+0304670,-0138690,0.333395,-0398937,+0614218,0.333454,+0855234,+0380090,20:39:21.116685
0.336539,+0019484,+0622921,0.336599,-8388608,-8388608,0.336749,+0304941,-0138812,0.336204,-0398711,+0614324,0.336263,+0855262,+0380054,20:39:21.116685
0.339784,+0019561,+0622972,0.339842,-8388608,-8388608,0.339984,+0304974,-0138606,0.339011,-0398697,+0614197,0.339069,+0855450,+0380032,20:39:21.116685
0.343031,+0019500,+0622980,0.343094,-8388608,-8388608,0.343276,+0304938,-0138812,0.341818,-0398757,+0614079,0.341876,+0855311,+0379892,20:39:21.116685
0.346305,+0019482,+0623054,0.346418,-8388608,-8388608,0.346511,+0304765,-0138800,0.344621,-0399035,+0613964,0.344740,+0855331,+0379999,20:39:21.116685
0.349549,+0019561,+0623060,0.349654,-8388608,-8388608,0.349748,+0304838,-0138821,0.347430,-0398602,+0614256,0.347526,+0855306,+0379829,20:39:21.116685
0.352798,+0019435,+0622939,0.352893,-8388608,-8388608,0.352984,+0304706,-0138662,0.353042,-0398814,+0613994,0.353101,+0855277,+0379834,20:39:21.116685
0.356052,+0019651,+0622839,0.356227,-8388608,-8388608,0.356287,+0304833,-0138827,0.355897,-0398596,+0614326,0.355976,+0855081,+0379659,20:39:21.116685
0.359297,+0019480,+0622811,0.359468,-8388608,-8388608,0.359528,+0304955,-0138854,0.358724,-0399064,+0614050,0.358783,+0855323,+0380080,20:39:21.116685
0.362551,+0019410,+0622933,0.362708,-8388608,-8388608,0.362771,+0304893,-0138644,0.361530,-0399037,+0614040,0.361589,+0855426,+0379990,20:39:21.150326
0.365842,+0019394,+0622780,0.365960,-8388608,-8388608,0.366123,+0304898,-0138685,0.364447,-0399015,+0614167,0.364389,+0855533,+0379838,20:39:21.150326
0.369086,+0019308,+0622824,0.369198,-8388608,-8388608,0.369360,+0304857,-0138783,0.367304,-0398896,+0614237,0.367177,+0855322,+0379857,20:39:21.150326
0.372338,+0019390,+0622894,0.372434,-8388608,-8388608,0.372595,+0304395,-0138733,0.372917,-0399019,+0614358,0.372751,+0855295,+0380081,20:39:21.150326
0.375635,+0019390,+0623118,0.375694,-8388608,-8388608,0.375837,+0304395,-0138679,0.375753,-0399019,+0614223,0.375543,+0855295,+0380303,20:39:21.150326
0.378882,+0019237,+0623392,0.378941,-8388608,-8388608,0.379086,+0303078,-0138299,0.378558,-0398968,+0614218,0.378347,+0855110,+0380219,20:39:21.150326
0.382131,+0019337,+0622992,0.382189,-8388608,-8388608,0.382323,+0303374,-0138375,0.381369,-0399220,+0614130,0.383926,+0854898,+0380156,20:39:21.150326
0.385387,+0019337,+0623011,0.385446,-8388608,-8388608,0.385647,+0303374,-0138544,0.384184,-0399209,+0614084,0.383926,+0854991,+0380156,20:39:21.150326
0.388677,+0019446,+0623052,0.388756,-8388608,-8388608,0.388882,+0303419,-0138400,0.386992,-0399109,+0614285,0.386720,+0854979,+0380193,20:39:21.150326
0.391940,+0019466,+0622821,0.391999,-8388608,-8388608,0.392124,+0303268,-0138365,0.392611,-0399258,+0614040,0.392301,+0854783,+0380118,20:39:21.150326
0.395198,+0019466,+0622870,0.395256,-8388608,-8388608,0.395375,+0303268,-0138519,0.395437,-0399258,+0614254,0.395090,+0854783,+0379833,20:39:21.150326
0.398443,+0019347,+0623027,0.398557,-8388608,-8388608,0.398616,+0303369,-0138538,0.398283,-0398951,+0614213,0.397902,+0854865,+0380141,20:39:21.150326
0.401691,+0019432,+0622889,0.401794,-8388608,-8388608,0.401859,+0303298,-0138383,0.401092,-0399300,+0614195,0.400692,+0854923,+0380065,20:39:21.150326
0.411537,+0019333,+0623023,0.411596,-8388608,-8388608,0.411691,+0304602,-0138685,0.409591,-0399018,+0614141,0.409130,+0855329,+0379935,20:39:21.150326
0.414820,+0019523,+0622972,0.414879,-8388608,-8388608,0.414938,+0304800,-0138746,0.412435,-0398856,+0614067,0.414762,+0855454,+0379801,20:39:21.150326
0.418109,+0019605,+0622804,0.418167,-8388608,-8388608,0.418227,+0304967,-0138673,0.418051,-0398767,+0614078,0.417548,+0855637,+0380131,20:39:21.150326
0.421354,+0019579,+0623048,0.421412,-8388608,-8388608,0.421471,+0304816,-0138720,0.420861,-0398852,+0614063,0.420334,+0855216,+0379913,20:39:21.150326
0.424612,+0019438,+0622772,0.424671,-8388608,-8388608,0.424730,+0304733,-0138822,0.423668,-0398872,+0614232,0.423158,+0855372,+0379905,20:39:21.150326
0.427857,+0019349,+0623069,0.427974,-8388608,-8388608,0.428033,+0304854,-0138772,0.426476,-0398814,+0614162,0.425947,+0855069,+0379892,20:39:21.150326
0.431102,+0019539,+0623034,0.431211,-8388608,-8388608,0.431270,+0304917,-0138831,0.429318,-0398955,+0614272,0.428733,+0855451,+0379765,20:39:21.150326
0.434401,+0019499,+0623006,0.434459,-8388608,-8388608,0.434518,+0304872,-0138719,0.432125,-0398892,+0613996,0.434343,+0855315,+0379871,20:39:21.150326
0.437645,+0019453,+0623051,0.437705,-8388608,-8388608,0.437824,+0304789,-0138713,0.437764,-0398774,+0614191,0.437129,+0855356,+0379961,20:39:21.216861
0.440891,+0019451,+0622933,0.440949,-8388608,-8388608,0.441059,+0304818,-0138898,0.440570,-0398801,+0614187,0.439915,+0855311,+0379843,20:39:21.216861
0.454045,+0019420,+0622835,0.453987,-8388608,-8388608,0.454104,+0304816,-0138542,0.454668,-0398726,+0614245,0.453929,+0855459,+0380078,20:39:21.216861
0.457296,+0019420,+0623120,0.457231,-8388608,-8388608,0.457354,+0304816,-0138933,0.457478,-0398865,+0614223,0.456771,+0855459,+0379866,20:39:21.216861
0.460590,+0019558,+0622977,0.460470,-8388608,-8388608,0.460648,+0304737,-0138542,0.460314,-0399046,+0614201,0.459561,+0855308,+0380087,20:39:21.216861
0.463835,+0019421,+0622957,0.463707,-8388608,-8388608,0.463893,+0304435,-0138581,0.463171,-0399067,+0614362,0.462347,+0855389,+0380129,20:39:21.216861
0.467088,+0019495,+0622881,0.466945,-8388608,-8388608,0.467153,+0304797,-0138626,0.465978,-0398658,+0613984,0.465160,+0855185,+0379933,20:39:21.216861
0.470340,+0019475,+0622944,0.470184,-8388608,-8388608,0.470398,+0304716,-0138739,0.468834,-0398669,+0614126,0.467960,+0855345,+0379977,20:39:21.216861
0.473597,+0019437,+0623048,0.473420,-8388608,-8388608,0.473655,+0304564,-0138826,0.471645,-0398870,+0614254,0.473539,+0855243,+0379893,20:39:21.216861
0.476843,+0019556,+0622977,0.476658,-8388608,-8388608,0.476901,+0305003,-0138759,0.477260,-0398834,+0614111,0.476325,+0855315,+0379797,20:39:21.216861
0.480125,+0019585,+0622991,0.479902,-8388608,-8388608,0.480185,+0304703,-0138871,0.480066,-0398847,+0614243,0.479116,+0855348,+0379719,20:39:21.216861
0.483372,+0019427,+0622935,0.483146,-8388608,-8388608,0.483430,+0304826,-0138825,0.482871,-0398807,+0613822,0.481902,+0855271,+0379828,20:39:21.216861
0.486616,+0019498,+0623124,0.486384,-8388608,-8388608,0.486674,+0304816,-0138778,0.485680,-0398981,+0614114,0.487479,+0855412,+0379961,20:39:21.216861
0.489863,+0019444,+0622841,0.489632,-8388608,-8388608,0.489979,+0304876,-0138716,0.488487,-0398672,+0614096,0.490267,+0855234,+0380179,20:39:21.216861
