===BEGIN_METADATA===
Test Name: 2026-04-08_204451_01,yyyy-mm-dd_hhmmss_{probe_num}
Note: For validation against DARLING. Hi-STIFFS v3.2
Test Type: Medium Lab w/o tops
"Speed: 25 ft/min,Stalk Spacing: 6in,Probe Height (m): 0.785
Number of ICB-Sensors: 5",Sensor Label(s): A B C D E,Sensor SNs: 001 002 003 004 005
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor A's Latest Calibration: 2026-02-28_181436,kA1: 349273.60227475094,dA1: 0.0045245532907721,cA1: 1102.3374494942836,kA2: 346675.0994387471,dA2: 0.0451524381538289,cA2: 681.8182371353614
ICB-Sensor B's Latest Calibration: 2026-02-28_191825,kB1: 285806.85492483515,dB1: 0.0038186954053924,cB1: 1779.0295562932731,kB2: 278780.10405734595,dB2: 0.0456960408628126,cB2: 910.3072104970925
ICB-Sensor C's Latest Calibration: 2026-02-28_203355,kC1: 400137.07123195945,dC1: 0.0045411310920291,cC1: 1788.4192282378208,kC2: 401512.5673837119,dC2: 0.0455171988670882,cC2: 942.1566234510974
ICB-Sensor D's Latest Calibration: 2026-02-26_195246,kD1: 327901.7793019196,dD1: 0.0055431319529345,cD1: 1092.3920580442064,kD2: 331651.3310431668,dD2: 0.0445085069339955,cD2: 837.0076372631593
ICB-Sensor E's Latest Calibration: 2026-03-13_134528,kE1: 398510.4590000597,dE1: 0.0051701866415987,cE1: -201.64965113438663,kE2: 410394.7094971476,dE2: 0.0473976078282431,cE2: -366.0193833265803
===END_METADATA===
===BEGIN_DATA===
0.108634,+0019488,+0622906,0.108853,-8388608,-8388608,0.109299,+0303333,-0139416,0.107806,-0398845,+0614485,0.106951,+0855331,+0379290,20:44:54.519052
0.111881,+0019436,+0622894,0.112090,-8388608,-8388608,0.112585,+0303382,-0139406,0.110613,-0398924,+0614572,0.112525,+0855299,+0379694,20:44:54.519052
0.115135,+0019488,+0622888,0.115373,-8388608,-8388608,0.115821,+0303309,-0139410,0.113419,-0398780,+0614925,0.115314,+0855304,+0379599,20:44:54.519052
0.118389,+0019342,+0622999,0.118609,-8388608,-8388608,0.119090,+0303311,-0139334,0.119031,-0398864,+0614510,0.118102,+0855158,+0379502,20:44:54.519052
0.121637,+0019478,+0622631,0.121897,-8388608,-8388608,0.122348,+0303322,-0139225,0.121838,-0398826,+0614436,0.120891,+0855362,+0379474,20:44:54.519052
0.124924,+0019393,+0622738,0.125134,-8388608,-8388608,0.125583,+0303422,-0139406,0.124648,-0398903,+0614673,0.123683,+0855231,+0379477,20:44:54.519052
0.128171,+0019438,+0622837,0.128373,-8388608,-8388608,0.128817,+0303183,-0139305,0.127455,-0398824,+0614461,0.126469,+0855423,+0379582,20:44:54.519052
0.131416,+0019356,+0623005,0.131610,-8388608,-8388608,0.132108,+0303320,-0139416,0.130280,-0398891,+0614442,0.132047,+0855250,+0379312,20:44:54.585899
0.134668,+0019341,+0622645,0.134895,-8388608,-8388608,0.135345,+0303310,-0139298,0.133104,-0398937,+0614512,0.134837,+0855063,+0379489,20:44:54.585899
0.137912,+0019268,+0622787,0.138133,-8388608,-8388608,0.138580,+0303403,-0139411,0.135909,-0399049,+0614525,0.137623,+0855630,+0379455,20:44:54.585899
0.141161,+0019390,+0622566,0.141376,-8388608,-8388608,0.141889,+0303201,-0139333,0.141523,-0398838,+0614580,0.143223,+0855452,+0379586,20:44:54.585899
0.144451,+0019268,+0622692,0.144680,-8388608,-8388608,0.145133,+0303201,-0139435,0.144342,-0398840,+0614562,0.146014,+0855630,+0379799,20:44:54.585899
0.147700,+0019268,+0622819,0.147922,-8388608,-8388608,0.148378,+0302831,-0139269,0.147152,-0398800,+0614264,0.148803,+0855240,+0379584,20:44:54.585899
0.150945,+0019382,+0622928,0.151160,-8388608,-8388608,0.151670,+0303303,-0139330,0.149957,-0398855,+0614645,0.151590,+0855536,+0379648,20:44:54.585899
0.154226,+0019382,+0622887,0.154457,-8388608,-8388608,0.154909,+0303160,-0139385,0.152763,-0398902,+0614321,0.154397,+0855503,+0379591,20:44:54.585899
0.157473,+0019389,+0622773,0.157694,-8388608,-8388608,0.158146,+0303244,-0139178,0.155570,-0398803,+0614343,0.157185,+0855309,+0379686,20:44:54.585899
0.160720,+0019362,+0622759,0.160931,-8388608,-8388608,0.161422,+0303209,-0139362,0.161226,-0398796,+0614491,0.159971,+0855668,+0379346,20:44:54.585899
0.163972,+0019362,+0622941,0.164209,-8388608,-8388608,0.164657,+0303367,-0139500,0.164035,-0398739,+0614399,0.162757,+0855399,+0379617,20:44:54.585899
0.167223,+0019362,+0623035,0.167448,-8388608,-8388608,0.167892,+0303301,-0139436,0.166842,-0399035,+0614517,0.165543,+0855341,+0379400,20:44:54.585899
0.170469,+0019423,+0622976,0.170685,-8388608,-8388608,0.171175,+0303261,-0139513,0.172458,-0399040,+0614639,0.171117,+0855512,+0379527,20:44:54.585899
0.173724,+0019255,+0622950,0.173979,-8388608,-8388608,0.174412,+0303274,-0139402,0.175266,-0398901,+0614415,0.173920,+0855488,+0379551,20:44:54.585899
0.177006,+0019255,+0622767,0.177218,-8388608,-8388608,0.177648,+0303260,-0139293,0.178072,-0398763,+0614490,0.176728,+0855531,+0379323,20:44:54.585899
0.180253,+0019428,+0622892,0.180454,-8388608,-8388608,0.180996,+0303244,-0139269,0.180879,-0398812,+0614528,0.182340,+0855245,+0379587,20:44:54.585899
0.183517,+0019447,+0622784,0.183799,-8388608,-8388608,0.184233,+0303244,-0139560,0.183684,-0398735,+0614347,0.185145,+0855390,+0379479,20:44:54.585899
0.186824,+0019447,+0622829,0.187035,-8388608,-8388608,0.187468,+0303458,-0139534,0.186489,-0399116,+0614442,0.187952,+0855520,+0379346,20:44:54.585899
0.190068,+0019168,+0622724,0.190272,-8388608,-8388608,0.190816,+0303281,-0139513,0.189297,-0399008,+0614601,0.190758,+0855524,+0379533,20:44:54.585899
0.193319,+0019373,+0622943,0.193621,-8388608,-8388608,0.194060,+0303324,-0139256,0.192102,-0398850,+0614575,0.193563,+0855461,+0379686,20:44:54.585899
0.196650,+0019344,+0622832,0.196862,-8388608,-8388608,0.197297,+0303404,-0139374,0.194908,-0398896,+0614450,0.196378,+0855467,+0379515,20:44:54.585899
0.199910,+0019394,+0623040,0.200100,-8388608,-8388608,0.200647,+0303330,-0139512,0.200528,-0398831,+0614611,0.199183,+0855275,+0379631,20:44:54.652801
0.203179,+0019586,+0622677,0.203342,-8388608,-8388608,0.203891,+0303347,-0139258,0.203471,-0398870,+0614318,0.202000,+0855240,+0379621,20:44:54.652801
0.206605,+0019483,+0623050,0.206663,-8388608,-8388608,0.207166,+0302730,-0139402,0.206327,-0398935,+0614582,0.204811,+0855200,+0379550,20:44:54.652801
0.209849,+0019303,+0622810,0.209908,-8388608,-8388608,0.210401,+0303317,-0139278,0.209132,-0398858,+0614391,0.210460,+0855400,+0379567,20:44:54.652801
0.213104,+0019253,+0622891,0.213170,-8388608,-8388608,0.213638,+0303214,-0139278,0.211939,-0398777,+0614524,0.213249,+0855225,+0379354,20:44:54.652801
0.216353,+0019428,+0622880,0.216466,-8388608,-8388608,0.216873,+0303496,-0139337,0.214788,-0398857,+0614242,0.216037,+0855401,+0379590,20:44:54.652801
0.219599,+0019567,+0622744,0.219709,-8388608,-8388608,0.220107,+0303203,-0139421,0.217593,-0398965,+0614668,0.218823,+0855490,+0379698,20:44:54.652801
0.222844,+0019312,+0622845,0.222950,-8388608,-8388608,0.223342,+0303357,-0139584,0.223207,-0399096,+0614474,0.221615,+0855497,+0379413,20:44:54.652801
0.226094,+0019415,+0622682,0.226190,-8388608,-8388608,0.226577,+0303396,-0139348,0.226031,-0398842,+0614376,0.224405,+0855394,+0379556,20:44:54.652801
0.229338,+0019277,+0622899,0.229427,-8388608,-8388608,0.229812,+0303486,-0139447,0.228838,-0398746,+0614361,0.227193,+0855221,+0379483,20:44:54.652801
0.232583,+0019420,+0622928,0.232667,-8388608,-8388608,0.233051,+0303461,-0139441,0.231647,-0398740,+0614481,0.232768,+0855313,+0379590,20:44:54.652801
0.235843,+0019423,+0622861,0.235906,-8388608,-8388608,0.236286,+0303272,-0139306,0.234511,-0398746,+0614730,0.235556,+0855253,+0379398,20:44:54.652801
0.239090,+0019354,+0622705,0.239148,-8388608,-8388608,0.239522,+0303332,-0139252,0.237366,-0398911,+0614488,0.238342,+0855274,+0379561,20:44:54.652801
0.242335,+0019339,+0622826,0.242396,-8388608,-8388608,0.242809,+0303250,-0139356,0.240175,-0399028,+0614449,0.241129,+0855243,+0379497,20:44:54.652801
0.245605,+0019312,+0622928,0.245663,-8388608,-8388608,0.246066,+0303326,-0139290,0.245792,-0398995,+0614572,0.243925,+0855440,+0379520,20:44:54.652801
0.248884,+0019368,+0622793,0.248944,-8388608,-8388608,0.249302,+0303414,-0139450,0.248605,-0398961,+0614565,0.246712,+0855318,+0379575,20:44:54.652801
0.252133,+0019341,+0622938,0.252199,-8388608,-8388608,0.252573,+0303322,-0139262,0.251412,-0398951,+0614280,0.252287,+0855412,+0379731,20:44:54.652801
0.255384,+0019279,+0622824,0.255444,-8388608,-8388608,0.255810,+0303433,-0139268,0.254251,-0398959,+0614473,0.255077,+0855279,+0379643,20:44:54.652801
0.258629,+0019323,+0622831,0.258742,-8388608,-8388608,0.259045,+0303294,-0139435,0.257065,-0398835,+0614309,0.257887,+0855296,+0379670,20:44:54.652801
0.261877,+0019343,+0622732,0.261979,-8388608,-8388608,0.262280,+0303313,-0139469,0.262681,-0398726,+0614393,0.260720,+0855261,+0379576,20:44:54.652801
0.265192,+0019313,+0622844,0.265250,-8388608,-8388608,0.265548,+0303289,-0139269,0.265489,-0398743,+0614424,0.263508,+0855378,+0379492,20:44:54.652801
0.268436,+0019293,+0622928,0.268496,-8388608,-8388608,0.268783,+0303383,-0139422,0.268333,-0399025,+0614528,0.266300,+0855404,+0379403,20:44:54.719119
0.271684,+0019319,+0622907,0.271748,-8388608,-8388608,0.272018,+0303400,-0139410,0.271139,-0398818,+0614522,0.271872,+0855289,+0379678,20:44:54.720228
0.275065,+0019319,+0622862,0.275003,-8388608,-8388608,0.275270,+0303400,-0139375,0.273953,-0398818,+0614526,0.274711,+0855289,+0379759,20:44:54.720228
0.278312,+0019309,+0622922,0.278241,-8388608,-8388608,0.278505,+0301934,-0138933,0.276766,-0399057,+0614570,0.277512,+0855003,+0379735,20:44:54.720228
0.294616,+0019157,+0622848,0.294542,-8388608,-8388608,0.294765,+0302822,-0139348,0.296449,-0398974,+0614456,0.294244,+0854986,+0379349,20:44:54.720228
0.297930,+0019157,+0622813,0.297809,-8388608,-8388608,0.298008,+0302822,-0139285,0.299274,-0398844,+0614395,0.297066,+0855237,+0379660,20:44:54.720228
0.301175,+0019533,+0623031,0.301050,-8388608,-8388608,0.301245,+0303225,-0139383,0.302081,-0398900,+0614535,0.299864,+0855407,+0379257,20:44:54.720228
0.304422,+0019346,+0622778,0.304288,-8388608,-8388608,0.304481,+0303251,-0139303,0.304888,-0398815,+0614655,0.302728,+0855368,+0379539,20:44:54.720228
0.307670,+0019434,+0622881,0.307527,-8388608,-8388608,0.307787,+0303175,-0139220,0.307728,-0398749,+0614587,0.305516,+0855631,+0379464,20:44:54.720228
0.310917,+0019362,+0622626,0.310809,-8388608,-8388608,0.311023,+0303302,-0139309,0.310536,-0398959,+0614478,0.311095,+0855368,+0379633,20:44:54.720228
0.314169,+0019311,+0622910,0.314046,-8388608,-8388608,0.314258,+0303283,-0139522,0.313342,-0398690,+0614367,0.313883,+0855404,+0379551,20:44:54.720228
0.317414,+0019326,+0622930,0.317284,-8388608,-8388608,0.317492,+0303446,-0139545,0.316151,-0399004,+0614294,0.316670,+0855416,+0379349,20:44:54.720228
0.320658,+0019191,+0622882,0.320531,-8388608,-8388608,0.320731,+0303337,-0139313,0.318971,-0398977,+0614485,0.319462,+0855248,+0379294,20:44:54.720228
0.323933,+0019516,+0622866,0.323770,-8388608,-8388608,0.323992,+0303390,-0139415,0.321776,-0399000,+0614492,0.322253,+0855424,+0379526,20:44:54.720228
0.327179,+0019475,+0622697,0.327008,-8388608,-8388608,0.327239,+0303420,-0139247,0.327388,-0399246,+0614131,0.325039,+0855272,+0379408,20:44:54.720228
0.330474,+0019314,+0622692,0.330255,-8388608,-8388608,0.330532,+0303438,-0139203,0.330195,-0398894,+0614147,0.327834,+0855438,+0379627,20:44:54.720228
0.333718,+0019489,+0622627,0.333492,-8388608,-8388608,0.333776,+0303322,-0139371,0.333001,-0398733,+0614499,0.333414,+0855361,+0379415,20:44:54.720228
0.336966,+0019401,+0622836,0.336729,-8388608,-8388608,0.337026,+0303468,-0139360,0.335810,-0399128,+0614317,0.336200,+0855390,+0379802,20:44:54.785784
0.340213,+0019351,+0622853,0.339969,-8388608,-8388608,0.340325,+0303274,-0139492,0.338649,-0398907,+0614545,0.338990,+0855312,+0379480,20:44:54.785784
0.343460,+0019372,+0622816,0.343230,-8388608,-8388608,0.343560,+0303290,-0139349,0.341454,-0399067,+0614522,0.341778,+0855308,+0379535,20:44:54.785784
0.346704,+0019421,+0622692,0.346471,-8388608,-8388608,0.346797,+0303400,-0139509,0.347065,-0398712,+0614445,0.347355,+0855408,+0379743,20:44:54.785784
0.349959,+0019421,+0623020,0.349766,-8388608,-8388608,0.350040,+0303400,-0139483,0.349885,-0398712,+0614436,0.350183,+0855324,+0379851,20:44:54.785784
0.353259,+0019267,+0623075,0.353030,-8388608,-8388608,0.353317,+0303000,-0139423,0.352703,-0399031,+0614449,0.352971,+0855328,+0379742,20:44:54.785784
0.356505,+0019567,+0622959,0.356270,-8388608,-8388608,0.356587,+0303316,-0139364,0.355509,-0398781,+0614482,0.355757,+0855335,+0379451,20:44:54.785784
0.359779,+0019369,+0622950,0.359513,-8388608,-8388608,0.359838,+0303494,-0139442,0.358317,-0398865,+0614396,0.358548,+0855335,+0379701,20:44:54.785784
0.363022,+0019254,+0622783,0.362803,-8388608,-8388608,0.363082,+0303311,-0139364,0.361124,-0398899,+0614554,0.361338,+0855476,+0379330,20:44:54.785784
0.366268,+0019365,+0623051,0.366041,-8388608,-8388608,0.366326,+0303516,-0139176,0.366737,-0398942,+0614454,0.366915,+0855421,+0379480,20:44:54.785784
0.369512,+0019375,+0622810,0.369282,-8388608,-8388608,0.369631,+0303161,-0139584,0.369572,-0398877,+0614561,0.369703,+0855552,+0379808,20:44:54.785784
0.372780,+0019252,+0622933,0.372551,-8388608,-8388608,0.372867,+0303318,-0139463,0.372378,-0398968,+0614794,0.372492,+0855461,+0379529,20:44:54.785784
0.376026,+0019494,+0622777,0.375790,-8388608,-8388608,0.376107,+0303248,-0139354,0.375183,-0398799,+0614505,0.375280,+0855261,+0379485,20:44:54.785784
0.379273,+0019489,+0622740,0.379036,-8388608,-8388608,0.379342,+0303330,-0139286,0.377993,-0398965,+0614743,0.378069,+0855459,+0379706,20:44:54.785784
0.382546,+0019249,+0622814,0.382324,-8388608,-8388608,0.382605,+0303345,-0139392,0.380804,-0398839,+0614463,0.380863,+0855320,+0379337,20:44:54.785784
0.385792,+0019559,+0622801,0.385561,-8388608,-8388608,0.385850,+0303306,-0139625,0.383610,-0398860,+0614302,0.383668,+0855392,+0379758,20:44:54.785784
0.389037,+0019420,+0622813,0.388804,-8388608,-8388608,0.389096,+0303496,-0139423,0.386416,-0398852,+0614223,0.386479,+0855492,+0379392,20:44:54.785784
0.392371,+0019346,+0622946,0.392154,-8388608,-8388608,0.392429,+0303453,-0139355,0.392035,-0398941,+0614461,0.392095,+0855426,+0379470,20:44:54.785784
0.395616,+0019496,+0622726,0.395393,-8388608,-8388608,0.395675,+0303378,-0139365,0.394841,-0398788,+0614425,0.394901,+0855224,+0379594,20:44:54.785784
0.398862,+0019395,+0622788,0.398636,-8388608,-8388608,0.398920,+0303473,-0139376,0.397649,-0398855,+0614535,0.397709,+0855423,+0379412,20:44:54.785784
0.402196,+0019365,+0622946,0.401998,-8388608,-8388608,0.402256,+0303286,-0139332,0.400456,-0398830,+0614595,0.400514,+0855312,+0379755,20:44:54.785784
0.405443,+0019339,+0622925,0.405235,-8388608,-8388608,0.405505,+0303382,-0139488,0.403283,-0398889,+0614672,0.403342,+0855189,+0379336,20:44:54.885817
0.408687,+0019285,+0622691,0.408491,-8388608,-8388608,0.408754,+0303331,-0139375,0.408909,-0398822,+0614463,0.408974,+0855269,+0379602,20:44:54.885817
0.411966,+0019324,+0622810,0.411907,-8388608,-8388608,0.412119,+0302834,-0139320,0.411849,-0398884,+0614482,0.411775,+0855595,+0379601,20:44:54.885817
0.415210,+0019344,+0622870,0.415144,-8388608,-8388608,0.415354,+0303279,-0139447,0.414654,-0398752,+0614412,0.414579,+0855421,+0379491,20:44:54.885817
0.418465,+0019367,+0622848,0.418403,-8388608,-8388608,0.418593,+0303448,-0139357,0.417463,-0398740,+0614494,0.417371,+0855469,+0379740,20:44:54.885817
0.421760,+0019296,+0622813,0.421641,-8388608,-8388608,0.421835,+0303484,-0139484,0.420277,-0398798,+0614394,0.420159,+0855569,+0379542,20:44:54.885817
0.425004,+0019394,+0622806,0.424878,-8388608,-8388608,0.425070,+0303505,-0139532,0.423104,-0398779,+0614302,0.422945,+0855433,+0379500,20:44:54.885817
0.428249,+0019264,+0622899,0.428123,-8388608,-8388608,0.428308,+0303482,-0139311,0.425911,-0398827,+0614488,0.425731,+0855352,+0379600,20:44:54.885817
0.431497,+0019483,+0622857,0.431385,-8388608,-8388608,0.431616,+0303298,-0139308,0.431557,-0398872,+0614679,0.431326,+0855505,+0379350,20:44:54.885817
0.434743,+0019561,+0622898,0.434636,-8388608,-8388608,0.434850,+0303168,-0139415,0.434362,-0398979,+0614459,0.434113,+0855454,+0379618,20:44:54.885817
0.437988,+0019445,+0622937,0.437874,-8388608,-8388608,0.438099,+0303221,-0139321,0.437167,-0398780,+0614632,0.436899,+0855374,+0379678,20:44:54.885817
0.441232,+0019411,+0623044,0.441138,-8388608,-8388608,0.441364,+0303343,-0139529,0.439974,-0398835,+0614392,0.439687,+0855417,+0379390,20:44:54.885817
0.444507,+0019502,+0622709,0.444376,-8388608,-8388608,0.444599,+0303395,-0139387,0.442825,-0398884,+0614551,0.442473,+0855490,+0379685,20:44:54.885817
0.447751,+0019457,+0622864,0.447614,-8388608,-8388608,0.447835,+0303364,-0139532,0.445632,-0398871,+0614564,0.445259,+0855463,+0379470,20:44:54.885817
0.450996,+0019324,+0622908,0.450902,-8388608,-8388608,0.451126,+0303259,-0139396,0.448449,-0398957,+0614709,0.450843,+0855259,+0379687,20:44:54.885817
0.454241,+0019458,+0622880,0.454140,-8388608,-8388608,0.454361,+0303304,-0139455,0.454080,-0398908,+0614656,0.453634,+0855208,+0379728,20:44:54.885817
0.457487,+0019309,+0622859,0.457376,-8388608,-8388608,0.457599,+0303424,-0139386,0.456887,-0398903,+0614431,0.456433,+0855444,+0379486,20:44:54.885817
0.460734,+0019336,+0622930,0.460615,-8388608,-8388608,0.460834,+0303354,-0139240,0.459701,-0398722,+0614495,0.459275,+0855378,+0379593,20:44:54.885817
0.463980,+0019407,+0622813,0.463853,-8388608,-8388608,0.464071,+0303129,-0139416,0.462512,-0399080,+0614545,0.462069,+0855278,+0379461,20:44:54.885817
0.467224,+0019408,+0622753,0.467092,-8388608,-8388608,0.467307,+0303237,-0139240,0.465317,-0399063,+0614576,0.467671,+0855346,+0379585,20:44:54.885817
0.470517,+0019364,+0622829,0.470332,-8388608,-8388608,0.470575,+0303253,-0139334,0.468135,-0398957,+0614285,0.470458,+0855522,+0379599,20:44:54.885817
0.473809,+0019346,+0622783,0.473569,-8388608,-8388608,0.473867,+0303275,-0139274,0.473751,-0398822,+0614606,0.473244,+0855403,+0379703,20:44:54.953752
0.477055,+0019383,+0622751,0.476831,-8388608,-8388608,0.477116,+0303265,-0139386,0.476558,-0398933,+0614461,0.478821,+0855301,+0379533,20:44:54.953752
0.480322,+0019383,+0622938,0.480094,-8388608,-8388608,0.480382,+0303265,-0139083,0.479406,-0399116,+0614637,0.481608,+0854950,+0380023,20:44:54.953752
0.483567,+0019268,+0622980,0.483333,-8388608,-8388608,0.483686,+0301798,-0138965,0.482222,-0399004,+0614593,0.484397,+0854952,+0379862,20:44:54.953752
0.503075,+0019247,+0623068,0.502837,-8388608,-8388608,0.503134,+0302618,-0139374,0.501886,-0398952,+0614578,0.501161,+0855406,+0379530,20:44:54.953752
