===BEGIN_METADATA===
Test Name: 2026-04-08_203450_01,yyyy-mm-dd_hhmmss_{probe_num}
Note: For validation against DARLING. Hi-STIFFS v3.2
Test Type: Medium Lab w/o tops
"Speed: 25 ft/min,Stalk Spacing: 6in,Probe Height (m): 0.785
Number of ICB-Sensors: 5",Sensor Label(s): A B C D E,Sensor SNs: 001 002 003 004 005
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor A's Latest Calibration: 2026-02-28_181436,kA1: 349273.60227475094,dA1: 0.0045245532907721,cA1: 1102.3374494942836,kA2: 346675.0994387471,dA2: 0.0451524381538289,cA2: 681.8182371353614
ICB-Sensor B's Latest Calibration: 2026-02-28_191825,kB1: 285806.85492483515,dB1: 0.0038186954053924,cB1: 1779.0295562932731,kB2: 278780.10405734595,dB2: 0.0456960408628126,cB2: 910.3072104970925
ICB-Sensor C's Latest Calibration: 2026-02-28_203355,kC1: 400137.07123195945,dC1: 0.0045411310920291,cC1: 1788.4192282378208,kC2: 401512.5673837119,dC2: 0.0455171988670882,cC2: 942.1566234510974
ICB-Sensor D's Latest Calibration: 2026-02-26_195246,kD1: 327901.7793019196,dD1: 0.0055431319529345,cD1: 1092.3920580442064,kD2: 331651.3310431668,dD2: 0.0445085069339955,cD2: 837.0076372631593
ICB-Sensor E's Latest Calibration: 2026-03-13_134528,kE1: 398510.4590000597,dE1: 0.0051701866415987,cE1: -201.64965113438663,kE2: 410394.7094971476,dE2: 0.0473976078282431,cE2: -366.0193833265803
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Time_B_sec,Strain_B1_raw,Strain_B2_raw,Time_C_sec,Strain_C1_raw,Strain_C2_raw,Time_D_sec,Strain_D1_raw,Strain_D2_raw,Time_E_sec,Strain_E1_raw,Strain_E2_raw,Processed_Time
0.010822,+0019447,+0623151,0.011043,-8388608,-8388608,0.011256,+0304609,-0138893,0.009083,-0398823,+0613751,0.009141,+0855313,+0380244,20:34:52.415225
0.014091,+0019630,+0622944,0.014305,-8388608,-8388608,0.014509,+0304627,-0138716,0.011890,-0398986,+0613863,0.011969,+0855269,+0380403,20:34:52.448562
0.017337,+0019390,+0622989,0.017545,-8388608,-8388608,0.017746,+0303407,-0138695,0.017661,-0399098,+0613555,0.017603,+0855041,+0380203,20:34:52.448562
0.020586,+0019547,+0622945,0.020782,-8388608,-8388608,0.020983,+0304256,-0138858,0.020484,-0398985,+0613631,0.020417,+0855089,+0380049,20:34:52.448562
0.023841,+0019547,+0622981,0.024026,-8388608,-8388608,0.024222,+0304154,-0138984,0.023294,-0398985,+0613860,0.023227,+0855089,+0380338,20:34:52.448562
0.027091,+0019724,+0623028,0.027263,-8388608,-8388608,0.027468,+0304497,-0138643,0.026101,-0398873,+0613805,0.026015,+0855398,+0380125,20:34:52.448562
0.030342,+0019469,+0623040,0.030500,-8388608,-8388608,0.030707,+0304564,-0138814,0.028940,-0398820,+0613593,0.028802,+0855204,+0380080,20:34:52.448562
0.033590,+0019475,+0622902,0.033736,-8388608,-8388608,0.033942,+0304375,-0138852,0.031804,-0398690,+0613848,0.031593,+0855297,+0380046,20:34:52.448562
0.036835,+0019547,+0623207,0.036975,-8388608,-8388608,0.037177,+0304648,-0138866,0.034609,-0399025,+0613270,0.037237,+0855140,+0380238,20:34:52.448562
0.040105,+0019569,+0623188,0.040212,-8388608,-8388608,0.040414,+0304516,-0138850,0.040272,-0398754,+0613624,0.040046,+0855255,+0380185,20:34:52.448562
0.043358,+0019611,+0622938,0.043450,-8388608,-8388608,0.043648,+0304469,-0138919,0.043081,-0398766,+0613680,0.042846,+0855451,+0380295,20:34:52.449076
0.046603,+0019503,+0623064,0.046689,-8388608,-8388608,0.046883,+0304757,-0138910,0.045888,-0398738,+0613936,0.045635,+0855419,+0380350,20:34:52.449076
0.049874,+0019555,+0623070,0.049932,-8388608,-8388608,0.050155,+0304539,-0138849,0.048693,-0399068,+0613705,0.048421,+0855421,+0380198,20:34:52.449076
0.053132,+0019596,+0623112,0.053254,-8388608,-8388608,0.053391,+0304249,-0138949,0.051572,-0398870,+0613517,0.051208,+0855258,+0380416,20:34:52.449076
0.056378,+0019633,+0622959,0.056490,-8388608,-8388608,0.056625,+0304431,-0138897,0.054380,-0398807,+0613725,0.054020,+0855270,+0380133,20:34:52.449076
0.059654,+0019640,+0623074,0.059727,-8388608,-8388608,0.059878,+0304333,-0139053,0.057185,-0398690,+0613429,0.059594,+0855323,+0380190,20:34:52.449076
0.062899,+0019479,+0622902,0.062964,-8388608,-8388608,0.063115,+0304660,-0138781,0.062807,-0398895,+0613558,0.062386,+0855385,+0380221,20:34:52.449076
0.066144,+0019495,+0622711,0.066202,-8388608,-8388608,0.066350,+0304391,-0138785,0.065616,-0399018,+0613661,0.065180,+0855030,+0380208,20:34:52.449076
0.069417,+0019338,+0623028,0.069475,-8388608,-8388608,0.069642,+0304687,-0139012,0.068423,-0398961,+0613761,0.067966,+0855263,+0380247,20:34:52.449076
