===BEGIN_METADATA===
Test Name: 2026-04-08_204131_01,yyyy-mm-dd_hhmmss_{probe_num}
Note: For validation against DARLING. Hi-STIFFS v3.2
Test Type: Medium Lab w/o tops
"Speed: 25 ft/min,Stalk Spacing: 6in,Probe Height (m): 0.785
Number of ICB-Sensors: 5",Sensor Label(s): A B C D E,Sensor SNs: 001 002 003 004 005
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_330SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
ICB-Sensor A's Latest Calibration: 2026-02-28_181436,kA1: 349273.60227475094,dA1: 0.0045245532907721,cA1: 1102.3374494942836,kA2: 346675.0994387471,dA2: 0.0451524381538289,cA2: 681.8182371353614
ICB-Sensor B's Latest Calibration: 2026-02-28_191825,kB1: 285806.85492483515,dB1: 0.0038186954053924,cB1: 1779.0295562932731,kB2: 278780.10405734595,dB2: 0.0456960408628126,cB2: 910.3072104970925
ICB-Sensor C's Latest Calibration: 2026-02-28_203355,kC1: 400137.07123195945,dC1: 0.0045411310920291,cC1: 1788.4192282378208,kC2: 401512.5673837119,dC2: 0.0455171988670882,cC2: 942.1566234510974
ICB-Sensor D's Latest Calibration: 2026-02-26_195246,kD1: 327901.7793019196,dD1: 0.0055431319529345,cD1: 1092.3920580442064,kD2: 331651.3310431668,dD2: 0.0445085069339955,cD2: 837.0076372631593
ICB-Sensor E's Latest Calibration: 2026-03-13_134528,kE1: 398510.4590000597,dE1: 0.0051701866415987,cE1: -201.64965113438663,kE2: 410394.7094971476,dE2: 0.0473976078282431,cE2: -366.0193833265803
===END_METADATA===
===BEGIN_DATA===
Time_A_sec,Strain_A1_raw,Strain_A2_raw,Time_B_sec,Strain_B1_raw,Strain_B2_raw,Time_C_sec,Strain_C1_raw,Strain_C2_raw,Time_D_sec,Strain_D1_raw,Strain_D2_raw,Time_E_sec,Strain_E1_raw,Strain_E2_raw,Processed_Time
0.010777,+0019336,+0623038,0.010987,-8388608,-8388608,0.011201,+0305768,-0138446,0.009035,-0398867,+0614293,0.009094,+0855401,+0379624,20:41:37.006358
0.014042,+0019364,+0622774,0.014258,-8388608,-8388608,0.014465,+0305675,-0138392,0.011846,-0398875,+0614633,0.011917,+0855181,+0379621,20:41:37.107676
0.017286,+0019425,+0622928,0.017605,-8388608,-8388608,0.017818,+0305442,-0138338,0.017487,-0398834,+0614443,0.017545,+0855073,+0379540,20:41:37.107676
0.020629,+0019314,+0622866,0.020843,-8388608,-8388608,0.021053,+0305633,-0138250,0.020292,-0398724,+0614254,0.020351,+0855282,+0379751,20:41:37.107676
0.023874,+0019314,+0622805,0.024085,-8388608,-8388608,0.024293,+0305548,-0138172,0.023121,-0398724,+0614284,0.023179,+0855282,+0379565,20:41:37.107676
0.027120,+0019300,+0622860,0.027324,-8388608,-8388608,0.027528,+0305743,-0138450,0.025970,-0398829,+0614291,0.026029,+0855415,+0379688,20:41:37.107676
0.030365,+0019474,+0622899,0.030560,-8388608,-8388608,0.030763,+0305476,-0138232,0.028800,-0398789,+0614198,0.028859,+0855323,+0379664,20:41:37.107676
0.033613,+0019313,+0622788,0.033799,-8388608,-8388608,0.034000,+0305506,-0138360,0.031607,-0398799,+0614080,0.031671,+0855307,+0379700,20:41:37.107676
0.036858,+0019600,+0622834,0.037036,-8388608,-8388608,0.037343,+0305479,-0138319,0.037227,-0398825,+0614341,0.037285,+0855453,+0379743,20:41:37.107676
