===BEGIN_METADATA===
Test Type: Force Cycle,Force: 20N,Cycles: 100,Dwell Time: 1sec,Tool Accuracy: +/-0.05N
Test Number in Session: 01,Time since Last Test: ~30min
Number of ICB-Sensors: 1,Sensor Label(s): A
ICB-Sensor A's Serial#: 001,Length: 100mm,Spacing: 40mm,Saturation Load: 70N,Factor of Safety at Saturation: 1.5
ICB-Sensor A's Latest Calibration: N/A, kA1: 1.0, dA1: 1.0, cA1: 1.0, kA2: 1.0, dA2: 1.0, cA2: 1.0
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_90SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
===END_METADATA===
===BEGIN_DATA===
Time_A,Strain_A1_raw,Strain_A2_raw,Time_B,Strain_B1_raw,Strain_B2_raw,Current_Time
3.214351,-0447820,-0551122,3.214351,-0447820,-0551122,11:57:38.404472
3.224381,-0448370,-0551874,3.224381,-0448370,-0551874,11:57:38.404472
3.234403,-0447598,-0551409,3.234403,-0447598,-0551409,11:57:38.404472
3.244432,-0448372,-0551362,3.244432,-0448372,-0551362,11:57:38.404472
3.254433,-0447964,-0551997,3.254433,-0447964,-0551997,11:57:38.404472
3.264433,-0447795,-0551166,3.264433,-0447795,-0551166,11:57:38.450339
3.274473,-0448454,-0551898,3.274473,-0448454,-0551898,11:57:38.450339
3.284470,-0447682,-0551331,3.284470,-0447682,-0551331,11:57:38.450339
3.294467,-0448370,-0551450,3.294467,-0448370,-0551450,11:57:38.450339
3.304497,-0447974,-0551965,3.304497,-0447974,-0551965,11:57:38.497326
3.314560,-0447912,-0551075,3.314560,-0447912,-0551075,11:57:38.497326
3.324573,-0448335,-0551840,3.324573,-0448335,-0551840,11:57:38.499326
3.334601,-0447549,-0551442,3.334601,-0447549,-0551442,11:57:38.499326
3.344613,-0448258,-0551236,3.344613,-0448258,-0551236,11:57:38.499326
3.354610,-0448088,-0551889,3.354610,-0448088,-0551889,11:57:38.543951
3.364643,-0447881,-0551098,3.364643,-0447881,-0551098,11:57:38.543951
3.374642,-0448384,-0551787,3.374642,-0448384,-0551787,11:57:38.543951
3.384638,-0447691,-0551476,3.384638,-0447691,-0551476,11:57:38.543951
3.394633,-0448269,-0551304,3.394633,-0448269,-0551304,11:57:38.543951
3.404631,-0448054,-0551829,3.404631,-0448054,-0551829,11:57:38.590014
3.414669,-0447898,-0550966,3.414669,-0447898,-0550966,11:57:38.590014
3.424668,-0448521,-0551869,3.424668,-0448521,-0551869,11:57:38.590014
3.434692,-0447567,-0551427,3.434692,-0447567,-0551427,11:57:38.590014
3.444687,-0448287,-0551332,3.444687,-0448287,-0551332,11:57:38.636903
3.454717,-0448134,-0551828,3.454717,-0448134,-0551828,11:57:38.636903
3.464720,-0447866,-0550951,3.464720,-0447866,-0550951,11:57:38.636903
3.474717,-0448522,-0551783,3.474717,-0448522,-0551783,11:57:38.636903
3.484714,-0447636,-0551321,3.484714,-0447636,-0551321,11:57:38.636903
3.494712,-0448416,-0551324,3.494712,-0448416,-0551324,11:57:38.682910
3.504781,-0447913,-0551967,3.504781,-0447913,-0551967,11:57:38.682910
3.514777,-0447734,-0551126,3.514777,-0447734,-0551126,11:57:38.682910
3.524772,-0448506,-0551875,3.524772,-0448506,-0551875,11:57:38.682910
3.534785,-0447528,-0551248,3.534785,-0447528,-0551248,11:57:38.682910
3.544813,-0448392,-0551300,3.544813,-0448392,-0551300,11:57:38.729523
3.554845,-0447977,-0552025,3.554845,-0447977,-0552025,11:57:38.730523
3.564839,-0447761,-0551056,3.564839,-0447761,-0551056,11:57:38.730523
3.574834,-0448557,-0551828,3.574834,-0448557,-0551828,11:57:38.730523
3.584867,-0447711,-0551388,3.584867,-0447711,-0551388,11:57:38.776125
3.594898,-0448269,-0551322,3.594898,-0448269,-0551322,11:57:38.776125
3.604903,-0447989,-0551901,3.604903,-0447989,-0551901,11:57:38.776125
3.614900,-0447828,-0550962,3.614900,-0447828,-0550962,11:57:38.776125
3.624894,-0448511,-0551689,3.624894,-0448511,-0551689,11:57:38.776125
3.634891,-0447543,-0551449,3.634891,-0447543,-0551449,11:57:38.822910
3.644986,-0448272,-0551206,3.644986,-0448272,-0551206,11:57:38.822910
3.654982,-0448097,-0551889,3.654982,-0448097,-0551889,11:57:38.822910
3.664978,-0447808,-0551113,3.664978,-0447808,-0551113,11:57:38.822910
3.675021,-0448355,-0551687,3.675021,-0448355,-0551687,11:57:38.868649
3.685033,-0447635,-0551415,3.685033,-0447635,-0551415,11:57:38.869650
3.695062,-0448113,-0551362,3.695062,-0448113,-0551362,11:57:38.869650
3.705056,-0448071,-0552005,3.705056,-0448071,-0552005,11:57:38.869650
3.715050,-0447795,-0551029,3.715050,-0447795,-0551029,11:57:38.869650
3.725048,-0448525,-0551751,3.725048,-0448525,-0551751,11:57:38.917012
3.735079,-0447677,-0551421,3.735079,-0447677,-0551421,11:57:38.919010
3.745116,-0448237,-0551215,3.745116,-0448237,-0551215,11:57:38.919010
3.755119,-0448205,-0551979,3.755119,-0448205,-0551979,11:57:38.919010
3.765114,-0447752,-0551094,3.765114,-0447752,-0551094,11:57:38.919010
3.775111,-0448347,-0551769,3.775111,-0448347,-0551769,11:57:38.964870
3.785202,-0447521,-0551577,3.785202,-0447521,-0551577,11:57:38.965870
3.795207,-0448267,-0551254,3.795207,-0448267,-0551254,11:57:38.965870
3.805202,-0448101,-0551908,3.805202,-0448101,-0551908,11:57:38.965870
3.815196,-0447646,-0551002,3.815196,-0447646,-0551002,11:57:39.009754
3.825239,-0448502,-0551735,3.825239,-0448502,-0551735,11:57:39.011753
3.835276,-0447617,-0551419,3.835276,-0447617,-0551419,11:57:39.011753
3.845299,-0448170,-0551311,3.845299,-0448170,-0551311,11:57:39.011753
3.855296,-0447955,-0552013,3.855296,-0447955,-0552013,11:57:39.012752
3.865294,-0447689,-0551151,3.865294,-0447689,-0551151,11:57:39.057056
3.875326,-0448570,-0551664,3.875326,-0448570,-0551664,11:57:39.057056
3.885326,-0447698,-0551446,3.885326,-0447698,-0551446,11:57:39.057056
3.895320,-0448153,-0551319,3.895320,-0448153,-0551319,11:57:39.057056
3.905315,-0447968,-0551957,3.905315,-0447968,-0551957,11:57:39.057056
3.915345,-0447671,-0551068,3.915345,-0447671,-0551068,11:57:39.102106
3.925378,-0448507,-0551795,3.925378,-0448507,-0551795,11:57:39.103072
3.935379,-0447512,-0551460,3.935379,-0447512,-0551460,11:57:39.103072
3.945401,-0448176,-0551210,3.945401,-0448176,-0551210,11:57:39.104155
3.955424,-0448074,-0551999,3.955424,-0448074,-0551999,11:57:39.150083
3.965478,-0447742,-0551027,3.965478,-0447742,-0551027,11:57:39.150083
3.975508,-0448550,-0551717,3.975508,-0448550,-0551717,11:57:39.150083
3.985504,-0447617,-0551363,3.985504,-0447617,-0551363,11:57:39.150083
3.995500,-0448200,-0551206,3.995500,-0448200,-0551206,11:57:39.150083
4.005502,-0448186,-0551889,4.005502,-0448186,-0551889,11:57:39.197798
4.015537,-0447831,-0551091,4.015537,-0447831,-0551091,11:57:39.197798
4.025537,-0448555,-0551774,4.025537,-0448555,-0551774,11:57:39.197798
4.035537,-0447537,-0551512,4.035537,-0447537,-0551512,11:57:39.197798
4.045533,-0448255,-0551025,4.045533,-0448255,-0551025,11:57:39.199783
4.055555,-0448045,-0552039,4.055555,-0448045,-0552039,11:57:39.244083
4.065591,-0447680,-0551046,4.065591,-0447680,-0551046,11:57:39.244083
4.075589,-0448529,-0551783,4.075589,-0448529,-0551783,11:57:39.247084
4.085588,-0447587,-0551634,4.085588,-0447587,-0551634,11:57:39.247084
4.095583,-0448219,-0551265,4.095583,-0448219,-0551265,11:57:39.294191
4.105582,-0448062,-0551950,4.105582,-0448062,-0551950,11:57:39.294191
4.115612,-0447758,-0551063,4.115612,-0447758,-0551063,11:57:39.294191
4.125608,-0448481,-0551874,4.125608,-0448481,-0551874,11:57:39.294191
4.135604,-0447725,-0551611,4.135604,-0447725,-0551611,11:57:39.294191
4.145601,-0448113,-0551199,4.145601,-0448113,-0551199,11:57:39.337641
4.155652,-0448040,-0551915,4.155652,-0448040,-0551915,11:57:39.337641
4.165651,-0447694,-0551015,4.165651,-0447694,-0551015,11:57:39.337641
4.175647,-0448482,-0551817,4.175647,-0448482,-0551817,11:57:39.337641
4.185642,-0447470,-0551514,4.185642,-0447470,-0551514,11:57:39.337641
4.195639,-0448172,-0551128,4.195639,-0448172,-0551128,11:57:39.386936
4.205683,-0448098,-0552007,4.205683,-0448098,-0552007,11:57:39.386936
4.215682,-0447750,-0551106,4.215682,-0447750,-0551106,11:57:39.386936
4.225678,-0448526,-0551666,4.225678,-0448526,-0551666,11:57:39.386936
4.235674,-0447541,-0551526,4.235674,-0447541,-0551526,11:57:39.430578
4.245671,-0448086,-0551144,4.245671,-0448086,-0551144,11:57:39.431578
4.255727,-0448001,-0552027,4.255727,-0448001,-0552027,11:57:39.431578
4.265723,-0447634,-0551195,4.265723,-0447634,-0551195,11:57:39.431578
4.275722,-0448418,-0551741,4.275722,-0448418,-0551741,11:57:39.431578
4.285719,-0447677,-0551453,4.285719,-0447677,-0551453,11:57:39.477231
4.295751,-0448101,-0551106,4.295751,-0448101,-0551106,11:57:39.479236
4.305748,-0448094,-0551902,4.305748,-0448094,-0551902,11:57:39.480229
4.315744,-0447735,-0551073,4.315744,-0447735,-0551073,11:57:39.480229
4.325740,-0448480,-0551704,4.325740,-0448480,-0551704,11:57:39.481242
4.335738,-0447647,-0551595,4.335738,-0447647,-0551595,11:57:39.524394
4.345835,-0448037,-0551229,4.345835,-0448037,-0551229,11:57:39.524394
4.355864,-0448094,-0551994,4.355864,-0448094,-0551994,11:57:39.525414
4.365883,-0447656,-0551091,4.365883,-0447656,-0551091,11:57:39.525414
4.375879,-0448411,-0551858,4.375879,-0448411,-0551858,11:57:39.525414
4.385874,-0447643,-0551543,4.385874,-0447643,-0551543,11:57:39.570220
4.395903,-0448092,-0551232,4.395903,-0448092,-0551232,11:57:39.570220
4.405899,-0448032,-0551949,4.405899,-0448032,-0551949,11:57:39.570220
4.415897,-0447543,-0551082,4.415897,-0447543,-0551082,11:57:39.570220
4.425893,-0448472,-0551682,4.425893,-0448472,-0551682,11:57:39.619329
4.435925,-0447680,-0551567,4.435925,-0447680,-0551567,11:57:39.620327
4.445921,-0448068,-0551239,4.445921,-0448068,-0551239,11:57:39.620327
4.455918,-0448124,-0551906,4.455918,-0448124,-0551906,11:57:39.620327
4.465936,-0447664,-0551161,4.465936,-0447664,-0551161,11:57:39.620327
4.475935,-0448454,-0551680,4.475935,-0448454,-0551680,11:57:39.664561
4.485967,-0447710,-0551556,4.485967,-0447710,-0551556,11:57:39.664561
4.495964,-0448044,-0551194,4.495964,-0448044,-0551194,11:57:39.664561
4.505965,-0448072,-0552004,4.505965,-0448072,-0552004,11:57:39.664561
4.515961,-0447670,-0551109,4.515961,-0447670,-0551109,11:57:39.710185
4.525956,-0448556,-0551624,4.525956,-0448556,-0551624,11:57:39.710185
4.535985,-0447662,-0551620,4.535985,-0447662,-0551620,11:57:39.710185
4.545982,-0448209,-0551218,4.545982,-0448209,-0551218,11:57:39.710185
4.555981,-0448079,-0552112,4.555981,-0448079,-0552112,11:57:39.711185
4.566075,-0447589,-0551048,4.566075,-0447589,-0551048,11:57:39.760808
4.576130,-0448491,-0551641,4.576130,-0448491,-0551641,11:57:39.760808
4.586156,-0447527,-0551531,4.586156,-0447527,-0551531,11:57:39.760808
4.596186,-0448260,-0551234,4.596186,-0448260,-0551234,11:57:39.760808
4.606180,-0448175,-0552138,4.606180,-0448175,-0552138,11:57:39.760808
4.616176,-0447667,-0551107,4.616176,-0447667,-0551107,11:57:39.806570
4.626242,-0448598,-0551753,4.626242,-0448598,-0551753,11:57:39.806570
4.636238,-0447701,-0551638,4.636238,-0447701,-0551638,11:57:39.806570
4.646235,-0448085,-0551150,4.646235,-0448085,-0551150,11:57:39.806570
4.656231,-0448163,-0551995,4.656231,-0448163,-0551995,11:57:39.849502
4.666257,-0447708,-0551120,4.666257,-0447708,-0551120,11:57:39.854556
4.676290,-0448470,-0551586,4.676290,-0448470,-0551586,11:57:39.854556
4.686288,-0447735,-0551562,4.686288,-0447735,-0551562,11:57:39.854556
4.696285,-0448097,-0551144,4.696285,-0448097,-0551144,11:57:39.854556
4.706283,-0448191,-0551993,4.706283,-0448191,-0551993,11:57:39.896080
4.716318,-0447799,-0551139,4.716318,-0447799,-0551139,11:57:39.897077
4.726320,-0448466,-0551765,4.726320,-0448466,-0551765,11:57:39.897077
4.736316,-0447813,-0551667,4.736316,-0447813,-0551667,11:57:39.897077
4.746313,-0448193,-0551081,4.746313,-0448193,-0551081,11:57:39.901489
4.756318,-0448142,-0552035,4.756318,-0448142,-0552035,11:57:39.945909
4.766377,-0447699,-0551149,4.766377,-0447699,-0551149,11:57:39.945909
4.776390,-0448410,-0551664,4.776390,-0448410,-0551664,11:57:39.945909
4.786388,-0447695,-0551796,4.786388,-0447695,-0551796,11:57:39.945909
4.796417,-0447976,-0551085,4.796417,-0447976,-0551085,11:57:39.945909
4.806415,-0448283,-0552149,4.806415,-0448283,-0552149,11:57:39.989883
4.816448,-0447673,-0551180,4.816448,-0447673,-0551180,11:57:39.990883
4.826448,-0448371,-0551683,4.826448,-0448371,-0551683,11:57:39.990883
4.836444,-0447716,-0551551,4.836444,-0447716,-0551551,11:57:39.990883
4.846439,-0448033,-0551118,4.846439,-0448033,-0551118,11:57:40.039366
4.856473,-0448263,-0552003,4.856473,-0448263,-0552003,11:57:40.041364
4.866482,-0447609,-0551168,4.866482,-0447609,-0551168,11:57:40.041364
4.876494,-0448478,-0551692,4.876494,-0448478,-0551692,11:57:40.041364
4.886493,-0447848,-0551681,4.886493,-0447848,-0551681,11:57:40.041364
4.896493,-0448014,-0551138,4.896493,-0448014,-0551138,11:57:40.083046
4.906523,-0448319,-0552015,4.906523,-0448319,-0552015,11:57:40.084048
4.916521,-0447544,-0551205,4.916521,-0447544,-0551205,11:57:40.084048
4.926515,-0448545,-0551697,4.926515,-0448545,-0551697,11:57:40.084048
4.936514,-0447724,-0551594,4.936514,-0447724,-0551594,11:57:40.129036
4.946592,-0447994,-0551098,4.946592,-0447994,-0551098,11:57:40.129036
4.956628,-0448248,-0552011,4.956628,-0448248,-0552011,11:57:40.129036
4.966622,-0447774,-0551151,4.966622,-0447774,-0551151,11:57:40.129036
4.976658,-0448530,-0551645,4.976658,-0448530,-0551645,11:57:40.129036
4.986662,-0447685,-0551697,4.986662,-0447685,-0551697,11:57:40.176930
4.996697,-0447997,-0551056,4.996697,-0447997,-0551056,11:57:40.179923
5.006699,-0448192,-0552004,5.006699,-0448192,-0552004,11:57:40.180925
5.016697,-0447801,-0551267,5.016697,-0447801,-0551267,11:57:40.180925
5.026692,-0448455,-0551547,5.026692,-0448455,-0551547,11:57:40.180925
5.036696,-0447750,-0551812,5.036696,-0447750,-0551812,11:57:40.221155
5.046727,-0448080,-0551176,5.046727,-0448080,-0551176,11:57:40.222153
5.056729,-0448151,-0551949,5.056729,-0448151,-0551949,11:57:40.222153
5.066725,-0447601,-0551176,5.066725,-0447601,-0551176,11:57:40.222153
5.076753,-0448473,-0551676,5.076753,-0448473,-0551676,11:57:40.269683
5.086786,-0447811,-0551842,5.086786,-0447811,-0551842,11:57:40.270683
5.096780,-0447953,-0551086,5.096780,-0447953,-0551086,11:57:40.270683
5.106778,-0448310,-0551905,5.106778,-0448310,-0551905,11:57:40.271683
5.116774,-0447618,-0551095,5.116774,-0447618,-0551095,11:57:40.271683
5.126771,-0448497,-0551715,5.126771,-0448497,-0551715,11:57:40.316781
5.136817,-0447654,-0551628,5.136817,-0447654,-0551628,11:57:40.318773
5.146814,-0447990,-0551073,5.146814,-0447990,-0551073,11:57:40.318773
5.156810,-0448247,-0551995,5.156810,-0448247,-0551995,11:57:40.318773
5.166807,-0447626,-0551178,5.166807,-0447626,-0551178,11:57:40.318773
5.176838,-0448451,-0551656,5.176838,-0448451,-0551656,11:57:40.363313
5.186870,-0447736,-0551714,5.186870,-0447736,-0551714,11:57:40.363313
5.196869,-0447919,-0551116,5.196869,-0447919,-0551116,11:57:40.363313
5.206869,-0448294,-0551898,5.206869,-0448294,-0551898,11:57:40.363313
5.216868,-0447698,-0551275,5.216868,-0447698,-0551275,11:57:40.410141
5.226901,-0448489,-0551566,5.226901,-0448489,-0551566,11:57:40.410141
5.236901,-0447849,-0551722,5.236901,-0447849,-0551722,11:57:40.410141
5.246930,-0447972,-0551135,5.246930,-0447972,-0551135,11:57:40.411135
5.256934,-0448279,-0552035,5.256934,-0448279,-0552035,11:57:40.411135
5.266931,-0447710,-0551184,5.266931,-0447710,-0551184,11:57:40.454458
5.277035,-0448364,-0551620,5.277035,-0448364,-0551620,11:57:40.454458
5.287043,-0447805,-0551749,5.287043,-0447805,-0551749,11:57:40.454458
5.297040,-0448094,-0551077,5.297040,-0448094,-0551077,11:57:40.454458
5.307036,-0448316,-0551931,5.307036,-0448316,-0551931,11:57:40.506046
5.317036,-0447565,-0551217,5.317036,-0447565,-0551217,11:57:40.506046
5.327068,-0448373,-0551572,5.327068,-0448373,-0551572,11:57:40.506046
5.337068,-0447781,-0551715,5.337068,-0447781,-0551715,11:57:40.506046
5.347068,-0448066,-0551118,5.347068,-0448066,-0551118,11:57:40.506046
5.357064,-0448201,-0551961,5.357064,-0448201,-0551961,11:57:40.506046
5.367061,-0447642,-0551166,5.367061,-0447642,-0551166,11:57:40.548689
5.377092,-0448465,-0551577,5.377092,-0448465,-0551577,11:57:40.548689
5.387135,-0447704,-0551722,5.387135,-0447704,-0551722,11:57:40.549689
5.397129,-0447987,-0551089,5.397129,-0447987,-0551089,11:57:40.550690
5.407129,-0448361,-0551921,5.407129,-0448361,-0551921,11:57:40.595092
5.417218,-0447650,-0551125,5.417218,-0447650,-0551125,11:57:40.595092
5.427216,-0448516,-0551555,5.427216,-0448516,-0551555,11:57:40.595092
5.437215,-0447757,-0551718,5.437215,-0447757,-0551718,11:57:40.595092
5.447212,-0448085,-0551026,5.447212,-0448085,-0551026,11:57:40.595092
5.457208,-0448220,-0551918,5.457208,-0448220,-0551918,11:57:40.640679
5.467238,-0447456,-0551222,5.467238,-0447456,-0551222,11:57:40.641686
5.477234,-0448384,-0551590,5.477234,-0448384,-0551590,11:57:40.641686
5.487253,-0447749,-0551856,5.487253,-0447749,-0551856,11:57:40.642689
5.497252,-0447998,-0551026,5.497252,-0447998,-0551026,11:57:40.687239
5.507285,-0448223,-0551936,5.507285,-0448223,-0551936,11:57:40.687239
5.517281,-0447553,-0551257,5.517281,-0447553,-0551257,11:57:40.688246
5.527281,-0448520,-0551537,5.527281,-0448520,-0551537,11:57:40.689245
5.537275,-0447862,-0551827,5.537275,-0447862,-0551827,11:57:40.689245
5.547277,-0448113,-0551054,5.547277,-0448113,-0551054,11:57:40.734122
5.557309,-0448392,-0551949,5.557309,-0448392,-0551949,11:57:40.734122
5.567339,-0447548,-0551367,5.567339,-0447548,-0551367,11:57:40.735137
5.577341,-0448457,-0551573,5.577341,-0448457,-0551573,11:57:40.735137
5.587398,-0447736,-0551814,5.587398,-0447736,-0551814,11:57:40.781046
5.597419,-0448004,-0551136,5.597419,-0448004,-0551136,11:57:40.781046
5.607460,-0448307,-0551949,5.607460,-0448307,-0551949,11:57:40.783052
5.617456,-0447611,-0551238,5.617456,-0447611,-0551238,11:57:40.783052
5.627453,-0448469,-0551558,5.627453,-0448469,-0551558,11:57:40.783052
5.637447,-0447835,-0551750,5.637447,-0447835,-0551750,11:57:40.826389
5.647481,-0447961,-0551077,5.647481,-0447961,-0551077,11:57:40.827405
5.657480,-0448391,-0552103,5.657480,-0448391,-0552103,11:57:40.827405
5.667473,-0447564,-0551235,5.667473,-0447564,-0551235,11:57:40.827405
5.677471,-0448389,-0551469,5.677471,-0448389,-0551469,11:57:40.827405
5.687489,-0447714,-0551785,5.687489,-0447714,-0551785,11:57:40.873069
5.697522,-0447986,-0551152,5.697522,-0447986,-0551152,11:57:40.873069
5.707522,-0448318,-0551925,5.707522,-0448318,-0551925,11:57:40.873069
5.717523,-0447656,-0551214,5.717523,-0447656,-0551214,11:57:40.874063
5.727520,-0448409,-0551530,5.727520,-0448409,-0551530,11:57:40.919974
5.737580,-0447844,-0551815,5.737580,-0447844,-0551815,11:57:40.919974
5.747586,-0447870,-0551085,5.747586,-0447870,-0551085,11:57:40.919974
5.757589,-0448451,-0551923,5.757589,-0448451,-0551923,11:57:40.919974
5.767583,-0447604,-0551329,5.767583,-0447604,-0551329,11:57:40.919974
5.777579,-0448503,-0551516,5.777579,-0448503,-0551516,11:57:40.967535
5.787650,-0447834,-0551854,5.787650,-0447834,-0551854,11:57:40.967535
5.797692,-0447939,-0551201,5.797692,-0447939,-0551201,11:57:40.967535
5.807689,-0448456,-0552059,5.807689,-0448456,-0552059,11:57:40.967535
5.817686,-0447758,-0551279,5.817686,-0447758,-0551279,11:57:40.967535
5.827687,-0448587,-0551652,5.827687,-0448587,-0551652,11:57:41.012037
5.837719,-0447840,-0551922,5.837719,-0447840,-0551922,11:57:41.012037
5.847717,-0447993,-0551100,5.847717,-0447993,-0551100,11:57:41.012037
5.857714,-0448428,-0552006,5.857714,-0448428,-0552006,11:57:41.012037
5.867712,-0447563,-0551286,5.867712,-0447563,-0551286,11:57:41.059414
5.877745,-0448512,-0551508,5.877745,-0448512,-0551508,11:57:41.059414
5.887744,-0447962,-0551746,5.887744,-0447962,-0551746,11:57:41.059414
5.897764,-0448010,-0551133,5.897764,-0448010,-0551133,11:57:41.059414
5.907760,-0448506,-0551964,5.907760,-0448506,-0551964,11:57:41.059414
5.917756,-0447639,-0551409,5.917756,-0447639,-0551409,11:57:41.105078
5.927820,-0448395,-0551586,5.927820,-0448395,-0551586,11:57:41.105078
5.937819,-0447858,-0551844,5.937819,-0447858,-0551844,11:57:41.106076
5.947814,-0447974,-0550979,5.947814,-0447974,-0550979,11:57:41.106076
5.957810,-0448460,-0551971,5.957810,-0448460,-0551971,11:57:41.106076
5.967807,-0447463,-0551283,5.967807,-0447463,-0551283,11:57:41.151015
5.977836,-0448502,-0551613,5.977836,-0448502,-0551613,11:57:41.151015
5.987832,-0447923,-0551794,5.987832,-0447923,-0551794,11:57:41.151015
5.997870,-0447930,-0551026,5.997870,-0447930,-0551026,11:57:41.151015
6.007903,-0448353,-0551878,6.007903,-0448353,-0551878,11:57:41.197141
6.017937,-0447559,-0551348,6.017937,-0447559,-0551348,11:57:41.197141
6.027934,-0448437,-0551445,6.027934,-0448437,-0551445,11:57:41.197141
6.037937,-0447891,-0551917,6.037937,-0447891,-0551917,11:57:41.197141
6.047931,-0447922,-0551062,6.047931,-0447922,-0551062,11:57:41.197141
6.057927,-0448522,-0552093,6.057927,-0448522,-0552093,11:57:41.244138
6.067957,-0447727,-0551255,6.067957,-0447727,-0551255,11:57:41.244138
6.077954,-0448368,-0551416,6.077954,-0448368,-0551416,11:57:41.244138
6.087950,-0447909,-0551861,6.087950,-0447909,-0551861,11:57:41.244138
6.097973,-0447949,-0551096,6.097973,-0447949,-0551096,11:57:41.290301
6.108026,-0448404,-0552083,6.108026,-0448404,-0552083,11:57:41.291302
6.118053,-0447644,-0551412,6.118053,-0447644,-0551412,11:57:41.291302
6.128051,-0448434,-0551479,6.128051,-0448434,-0551479,11:57:41.291302
6.138048,-0447892,-0551854,6.138048,-0447892,-0551854,11:57:41.291302
6.148044,-0447956,-0551023,6.148044,-0447956,-0551023,11:57:41.339904
6.158076,-0448450,-0551999,6.158076,-0448450,-0551999,11:57:41.339904
6.168071,-0447595,-0551416,6.168071,-0447595,-0551416,11:57:41.339904
6.178065,-0448409,-0551478,6.178065,-0448409,-0551478,11:57:41.339904
6.188059,-0447898,-0551929,6.188059,-0447898,-0551929,11:57:41.339904
6.198081,-0447968,-0551049,6.198081,-0447968,-0551049,11:57:41.382148
6.208172,-0448478,-0552043,6.208172,-0448478,-0552043,11:57:41.382148
6.218168,-0447540,-0551425,6.218168,-0447540,-0551425,11:57:41.382148
6.228162,-0448274,-0551414,6.228162,-0448274,-0551414,11:57:41.383153
6.238161,-0448002,-0551936,6.238161,-0448002,-0551936,11:57:41.429915
6.248193,-0447820,-0551048,6.248193,-0447820,-0551048,11:57:41.429915
6.258190,-0448449,-0551896,6.258190,-0448449,-0551896,11:57:41.429915
6.268186,-0447595,-0551308,6.268186,-0447595,-0551308,11:57:41.429915
6.278183,-0448396,-0551460,6.278183,-0448396,-0551460,11:57:41.429915
6.288181,-0447966,-0551857,6.288181,-0447966,-0551857,11:57:41.476262
6.298243,-0447904,-0550930,6.298243,-0447904,-0550930,11:57:41.476262
6.308262,-0448442,-0551975,6.308262,-0448442,-0551975,11:57:41.476262
6.318258,-0447487,-0551356,6.318258,-0447487,-0551356,11:57:41.476262
6.328252,-0448364,-0551439,6.328252,-0448364,-0551439,11:57:41.476262
6.338248,-0447960,-0551935,6.338248,-0447960,-0551935,11:57:41.522297
6.348277,-0447924,-0551022,6.348277,-0447924,-0551022,11:57:41.523297
6.358276,-0448508,-0551863,6.358276,-0448508,-0551863,11:57:41.523297
6.368276,-0447619,-0551301,6.368276,-0447619,-0551301,11:57:41.523297
